"","mutO","mutX","MSE"
"JPH4",4,254,1661552.07714552
"TCOF1",3,255,1661553.94184527
"CTIF",3,255,1661553.94184527
"ZNF331",2,256,1661556.10766412
"ERN2",3,255,1661558.57841617
"ADAMTS7",2,256,1661558.91774164
"ACOT2",3,255,1661560.89278006
"SHANK1",4,254,1661566.13904657
"TUBBP5",3,255,1661566.64043168
"SCLT1",4,254,1661568.14001556
"GALNT11",4,254,1661568.14001556
"EML6",3,255,1661570.12409181
"NR6A1",2,256,1661570.2068647
"ZNF562",2,256,1661570.2068647
"MASTL",2,256,1661570.2068647
"CCND3",3,255,1661574.72406141
"NKAP",1,257,1661575.0444002
"PPARG",1,257,1661575.0444002
"GREM1",1,257,1661575.0444002
"BET1L",2,256,1661575.84974564
"DNAH1",11,247,1661578.78329096
"GIN1",3,255,1661579.31357349
"CLUL1",3,255,1661581.60440796
"NKAPL",2,256,1661584.23037791
"MX1",2,256,1661587.04499758
"HLA-DRB6",4,254,1661588.04143777
"CYP2A13",4,254,1661588.04143777
"P4HTM",2,256,1661589.81243944
"MIB1",2,256,1661589.81243944
"NEK9",3,255,1661590.74160207
"HIST1H2AL",2,256,1661598.15623486
"TKTL2",2,256,1661600.95117188
"AIFM3",1,257,1661602.59487829
"ASB6",1,257,1661602.59487829
"TGM3",1,257,1661602.59487829
"OR5H6",1,257,1661602.59487829
"GPRC6A",1,257,1661602.59487829
"IL22RA2",1,257,1661602.59487829
"GOLGA8B",1,257,1661602.59487829
"ZBTB9",1,257,1661602.59487829
"AGPAT3",1,257,1661602.59487829
"C14orf180",1,257,1661602.59487829
"DNAJC28",1,257,1661602.59487829
"DYRK1B",1,257,1661602.59487829
"FAM154A",1,257,1661602.59487829
"FAM75A1",1,257,1661602.59487829
"IGLV2-8",1,257,1661602.59487829
"ITGB8",1,257,1661602.59487829
"PGM5P2",1,257,1661602.59487829
"SNORD100",1,257,1661602.59487829
"FLJ39653",2,256,1661606.48629784
"LRRC4",2,256,1661606.48629784
"STPG1",2,256,1661606.48629784
"ZNF429",2,256,1661606.48629784
"GOLGA8G",2,256,1661606.48629784
"CCNYL2",2,256,1661606.48629784
"CYBASC3",2,256,1661606.48629784
"ERN1",3,255,1661607.73482292
"FLYWCH1",2,256,1661617.48837209
"MAP3K8",2,256,1661617.48837209
"C4A",1,257,1661618.1668024
"C8orf73",1,257,1661618.1668024
"CEACAM3",1,257,1661618.1668024
"ERO1LB",1,257,1661618.1668024
"GDF3",1,257,1661618.1668024
"PAGE1",1,257,1661618.1668024
"POLR1B",1,257,1661618.1668024
"CASZ1",5,253,1661618.46748169
"PRIC285",3,255,1661621.24471804
"DCTN4",2,256,1661622.97668362
"HEPACAM",2,256,1661622.97668362
"CACNA1I",6,252,1661626.1984127
"KIAA1468",2,256,1661628.47055172
"NUDT5",2,256,1661628.47055172
"ZEB2",3,255,1661629.10801034
"GBF1",4,254,1661629.19367637
"GNE",3,255,1661632.43106855
"WNT7A",3,255,1661640.24845721
"ACAA1",1,257,1661641.29122553
"MUC19",1,257,1661641.29122553
"ZDHHC11B",1,257,1661641.29122553
"LPIN3",1,257,1661641.29122553
"MC1R",1,257,1661641.29122553
"TMEM189-UBE2V1",1,257,1661641.29122553
"NUDT6",1,257,1661641.29122553
"EMD",1,257,1661641.29122553
"LRRC14",1,257,1661641.29122553
"ZNF558",1,257,1661641.29122553
"OR2B3",2,256,1661642.08375727
"CEP120",2,256,1661642.08375727
"RIN2",7,251,1661643.24905472
"CERS2",3,255,1661643.55205958
"PNPLA7",2,256,1661644.77367975
"EXOSC2",2,256,1661647.50169574
"RPLP0",2,256,1661647.50169574
"TMEM161B",2,256,1661647.50169574
"LCE2B",2,256,1661647.50169574
"ST3GAL5",1,257,1661648.93710976
"MTRF1L",1,257,1661648.93710976
"NMRK2",1,257,1661648.93710976
"NPSR1-AS1",1,257,1661648.93710976
"PLEKHA1",1,257,1661648.93710976
"U2AF1L4",1,257,1661648.93710976
"ALPK2",3,255,1661651.32354461
"HSPG2",9,249,1661651.39649035
"C3orf70",1,257,1661654.63635267
"EHHADH",1,257,1661654.63635267
"RHBDD1",1,257,1661654.63635267
"ARHGAP28",3,255,1661657.9372245
"ERO1L",2,256,1661658.2698492
"USP32P1",2,256,1661658.2698492
"CCNG2",2,256,1661658.29069767
"MARK1",2,256,1661658.29069767
"FAM86B2",3,255,1661659.01164311
"FAH",2,256,1661660.95736434
"NEUROG3",2,256,1661660.97818253
"PTPN22",4,254,1661661.87156656
"ERP27",3,255,1661663.40513756
"ASB10",2,256,1661663.66176114
"FAM129B",2,256,1661663.66176114
"APOL2",2,256,1661663.66176114
"STON1-GTF2A1L",4,254,1661663.77607886
"IGF1R",3,255,1661666.71886305
"FNDC4",3,255,1661666.71886305
"CECR1",2,256,1661669.01719961
"JAK3",4,254,1661669.47780474
"HRH3",2,256,1661674.35701308
"OR2T11",2,256,1661679.66059532
"SYTL4",4,254,1661680.82810688
"HAL",1,257,1661684.81546165
"NAA30",1,257,1661684.81546165
"FGFR3",1,257,1661684.81546165
"FAM136A",1,257,1661684.81546165
"FOXD4",2,256,1661684.98976502
"HLA-DRB5",5,253,1661688.78266385
"ULK2",2,256,1661690.28270349
"STIM1",3,255,1661690.65268278
"ZFYVE1",2,256,1661692.92331335
"PRKG2",4,254,1661693.98055912
"AHDC1",4,254,1661693.98055912
"CHAF1A",2,256,1661695.53959242
"UGT1A6",2,256,1661695.56001696
"NYNRIN",4,254,1661695.85160685
"ABCC3",4,254,1661695.85160685
"GSTA5",2,256,1661700.82170543
"MCMBP",2,256,1661703.42635659
"PPM1L",2,256,1661703.44669029
"ALG10B",2,256,1661706.0677689
"KRT76",2,256,1661706.0677689
"KRT25",4,254,1661707.03655466
"PCNT",6,252,1661707.18967639
"IREB2",3,255,1661709.9996048
"RASGRP2",2,256,1661711.29820736
"IL6ST",3,255,1661712.13619091
"BAI2",2,256,1661713.88735465
"SLC22A3",2,256,1661713.88735465
"KCNK9",3,255,1661714.27016264
"PHC3",1,257,1661714.49651615
"RTN3",1,257,1661714.49651615
"OR5W2",1,257,1661714.49651615
"CWC22",1,257,1661714.49651615
"RAB40AL",1,257,1661714.49651615
"POTEC",1,257,1661714.49651615
"METTL17",1,257,1661714.49651615
"GPR31",1,257,1661714.49651615
"NUAK2",1,257,1661714.49651615
"SLC25A41",1,257,1661714.49651615
"PTCHD2",1,257,1661714.49651615
"HSD17B7",1,257,1661714.49651615
"PAF1",1,257,1661714.49651615
"MYO3B",1,257,1661714.49651615
"RABEP2",1,257,1661714.49651615
"OR2T34",1,257,1661714.49651615
"RIC8A",1,257,1661714.49651615
"CCDC170",1,257,1661714.49651615
"SIRPB2",1,257,1661714.49651615
"ATF7IP2",1,257,1661714.49651615
"ELL3",1,257,1661714.49651615
"OR2B2",1,257,1661714.49651615
"SPIN1",1,257,1661714.49651615
"HYLS1",1,257,1661714.49651615
"AMIGO3",1,257,1661714.49651615
"CCDC47",1,257,1661714.49651615
"KYNU",1,257,1661714.49651615
"MRPL53",1,257,1661714.49651615
"OR4E2",1,257,1661714.49651615
"PGM3",1,257,1661714.49651615
"SSTR3",1,257,1661714.49651615
"RAB23",1,257,1661714.49651615
"FAM189A1",1,257,1661714.49651615
"PIM3",1,257,1661714.49651615
"TUBB3",1,257,1661714.49651615
"ATP6V0E2",1,257,1661714.49651615
"CEND1",1,257,1661714.49651615
"ZDHHC12",1,257,1661714.49651615
"GAD1",1,257,1661714.49651615
"ANO8",1,257,1661714.49651615
"WFDC6",1,257,1661714.49651615
"MRS2",1,257,1661714.49651615
"KDM6B",1,257,1661714.49651615
"C16orf79",1,257,1661714.49651615
"CHCHD8",1,257,1661714.49651615
"CYP4Z1",1,257,1661714.49651615
"DOK6",1,257,1661714.49651615
"DTWD1",1,257,1661714.49651615
"GLRA1",1,257,1661714.49651615
"GNAO1",1,257,1661714.49651615
"HIST1H2BI",1,257,1661714.49651615
"KRTAP4-2",1,257,1661714.49651615
"MB21D1",1,257,1661714.49651615
"MIR513A1",1,257,1661714.49651615
"N6AMT2",1,257,1661714.49651615
"PLEKHO2",1,257,1661714.49651615
"STX3",1,257,1661714.49651615
"TCF21",1,257,1661714.49651615
"TRIM59",1,257,1661714.49651615
"KCNJ16",3,255,1661716.40151999
"GIGYF2",2,256,1661716.51302083
"DNAJB4",2,256,1661716.51302083
"HDDC2",2,256,1661716.51302083
"GDAP1L1",2,256,1661719.09441618
"ABCA11P",3,255,1661719.56893145
"SMO",3,255,1661719.56893145
"ABCC9",5,253,1661720.46656249
"USP33",2,256,1661721.69208757
"HIST2H2BE",2,256,1661724.28585271
"GBAP1",2,256,1661724.30594416
"CNPY3",2,256,1661726.8757116
"FSCB",2,256,1661726.89577277
"GNPTAB",3,255,1661727.01909105
"MDM2",3,255,1661729.13476212
"WDR26",2,256,1661729.46166424
"MYH9",7,251,1661731.06743789
"CRYGA",2,256,1661734.6418211
"ARL6IP6",2,256,1661734.6418211
"RASGRP3",2,256,1661737.21602471
"ANKRD55",2,256,1661737.21602471
"SEC14L4",2,256,1661739.78632207
"ANXA11",3,255,1661743.87125703
"PAICS",2,256,1661744.89534884
"IL24",2,256,1661744.91519804
"KIAA1383",2,256,1661747.45395773
"HS6ST1",5,253,1661753.20143396
"KIF5A",2,256,1661757.66902859
"GAL3ST1",2,256,1661757.66902859
"ATN1",6,252,1661758.21164021
"PAMR1",4,254,1661758.29596991
"TBL3",2,256,1661760.18840843
"KIRREL",3,255,1661761.56923545
"APBB2",2,256,1661765.27445191
"MME",2,256,1661765.27445191
"UNC13A",4,254,1661769.07934292
"WDR36",1,257,1661770.6000362
"ADAM2",1,257,1661770.6000362
"C1orf94",1,257,1661770.6000362
"OR11H6",1,257,1661770.6000362
"RAB21",1,257,1661770.6000362
"ITPRIP",1,257,1661770.6000362
"RNF139",1,257,1661770.6000362
"RPL17-C18ORF32",1,257,1661770.6000362
"FAM117A",1,257,1661770.6000362
"DGKQ",1,257,1661770.6000362
"DIRC1",1,257,1661770.6000362
"OMD",1,257,1661770.6000362
"NLRC4",7,251,1661771.71976104
"GBE1",2,256,1661772.84471899
"KLF4",1,257,1661774.15449582
"EIF2B3",1,257,1661774.15449582
"ATXN3L",1,257,1661774.15449582
"ZNF559",1,257,1661774.15449582
"DMRT3",1,257,1661774.15449582
"B3GAT2",1,257,1661774.15449582
"BCL7C",1,257,1661774.15449582
"DDX28",1,257,1661774.15449582
"FGF7",1,257,1661774.15449582
"MAU2",1,257,1661774.15449582
"MRPL43",1,257,1661774.15449582
"IL10RA",1,257,1661774.15449582
"STRC",1,257,1661774.15449582
"IDH3A",2,256,1661782.88372093
"AGAP2",3,255,1661783.224563
"ARHGAP23",4,254,1661783.31940884
"DCAF8L2",5,253,1661783.7137911
"ZC3H12C",3,255,1661784.22365101
"PHLDB1",4,254,1661786.89415095
"EGFR",2,256,1661787.8797844
"SLC9A4",1,257,1661788.29451332
"ENC1",1,257,1661788.29451332
"TBC1D3B",1,257,1661788.29451332
"ADAT2",1,257,1661788.29451332
"LINC00442",1,257,1661788.29451332
"OR14A2",1,257,1661788.29451332
"PAIP2",1,257,1661788.29451332
"IFIT2",2,256,1661790.37195676
"THBS2",3,255,1661791.38920809
"CNBD1",3,255,1661791.38920809
"DPY19L2P1",2,256,1661795.32533915
"WSCD1",2,256,1661795.34458273
"AKR1C1",3,255,1661797.48524092
"PHF8",4,254,1661799.24739059
"BMS1",2,256,1661802.77422481
"AEN",2,256,1661802.77422481
"AGAP6",2,256,1661802.77422481
"MAPK7",2,256,1661802.77422481
"EPB41L4A",2,256,1661802.77422481
"OR51A2",2,256,1661802.77422481
"METTL16",2,256,1661802.77422481
"PLRG1",2,256,1661802.77422481
"SYT13",2,256,1661802.77422481
"TMEM132E",2,256,1661802.77422481
"ZNF98",2,256,1661802.77422481
"RLIM",2,256,1661805.24295967
"PTPRQ",3,255,1661805.57668339
"BCOR",6,252,1661806.23729543
"SH3TC2",2,256,1661807.70778828
"AMBN",2,256,1661807.70778828
"TRIM10",2,256,1661807.70778828
"WWOX",2,256,1661807.70778828
"HAVCR1",2,256,1661812.60669513
"C11orf84",2,256,1661812.62572674
"VAV2",3,255,1661813.62629579
"EIF4G3",5,253,1661813.65539725
"ANKRD26P1",2,256,1661819.9543968
"DSPP",8,250,1661820.29567442
"CXorf57",2,256,1661824.85221354
"PPP1R12B",2,256,1661824.85221354
"ITGB4",4,254,1661825.39381524
"RGPD3",8,250,1661830.11347287
"ZNF142",4,254,1661834.01086492
"MRC2",3,255,1661834.53448852
"NFS1",2,256,1661834.5443314
"SPIN2B",2,256,1661836.98104409
"LAMB4",2,256,1661839.39509145
"ACRBP",2,256,1661839.39509145
"MUC5AC",2,256,1661839.39509145
"MIR205HG",2,256,1661839.39509145
"MLL",7,251,1661839.5980287
"PXK",2,256,1661841.80523256
"LCE6A",1,257,1661845.29279402
"MIR154",1,257,1661845.29279402
"NUPL2",1,257,1661845.29279402
"OR6Y1",1,257,1661845.29279402
"SLC35D1",1,257,1661845.29279402
"KPRP",2,256,1661846.61379603
"PEX6",3,255,1661847.37048184
"OR2T2",3,255,1661848.32871257
"ARHGEF1",2,256,1661849.01221839
"PLAC1L",2,256,1661851.4067345
"GPSM1",4,254,1661852.76883812
"LTN1",1,257,1661853.75920731
"IGLV1-47",1,257,1661853.75920731
"NTN4",1,257,1661853.75920731
"OR51A4",1,257,1661853.75920731
"TMEM161A",1,257,1661853.75920731
"TERF2IP",2,256,1661853.77882752
"CA9",2,256,1661856.18404797
"ILF3",3,255,1661857.15145159
"GABRQ",3,255,1661857.15145159
"ASNSD1",3,255,1661857.15145159
"LPL",2,256,1661858.56684532
"FAM9B",2,256,1661860.92731044
"SNTB1",2,256,1661863.32072129
"ILVBL",2,256,1661863.32072129
"CDC37L1",2,256,1661863.32072129
"PPP1R13B",1,257,1661868.83959219
"SP140L",1,257,1661868.83959219
"HSP90AB1",2,256,1661870.4039335
"SETX",6,252,1661872.23157377
"IMPDH2",2,256,1661872.78159823
"AP1G2",4,254,1661873.01543521
"ENPP1",4,254,1661874.68766404
"MYL12A",2,256,1661875.11880753
"SIGLEC15",1,257,1661875.49720991
"TNFRSF10A",1,257,1661875.49720991
"NRG2",2,256,1661877.4885992
"METTL7B",2,256,1661877.4885992
"KRT19",2,256,1661877.4885992
"MFN2",2,256,1661877.4885992
"ZNF628",2,256,1661877.4885992
"AQP10",2,256,1661877.4885992
"C9orf96",2,256,1661877.4885992
"GPR108",2,256,1661877.4885992
"MPL",2,256,1661877.4885992
"NCOA1",2,256,1661877.4885992
"TTC39A",2,256,1661877.4885992
"ADCY5",3,255,1661878.43951968
"ROPN1",1,257,1661878.81434561
"ASB5",1,257,1661878.81434561
"DHPS",1,257,1661878.81434561
"STARD13",1,257,1661878.81434561
"C9orf117",1,257,1661878.81434561
"ZNF467",1,257,1661878.81434561
"PTGFRN",1,257,1661878.81434561
"CLIP3",1,257,1661878.81434561
"NOD2",1,257,1661878.81434561
"BBS5",1,257,1661878.81434561
"FERMT3",1,257,1661878.81434561
"PAG1",1,257,1661878.81434561
"PPP1R7",1,257,1661878.81434561
"MTHFD2",1,257,1661878.81434561
"MALT1",1,257,1661878.81434561
"PROM2",1,257,1661878.81434561
"KCNS2",1,257,1661878.81434561
"ITGB3BP",1,257,1661878.81434561
"SUN1",1,257,1661878.81434561
"GYG1",1,257,1661878.81434561
"HIST1H2BO",1,257,1661878.81434561
"BAIAP2L2",1,257,1661878.81434561
"CWC25",1,257,1661878.81434561
"ELP3",1,257,1661878.81434561
"F9",1,257,1661878.81434561
"FAM54A",1,257,1661878.81434561
"FBXW11",1,257,1661878.81434561
"FEM1A",1,257,1661878.81434561
"IL36B",1,257,1661878.81434561
"KATNA1",1,257,1661878.81434561
"MIR124-1",1,257,1661878.81434561
"PDZD11",1,257,1661878.81434561
"PTK6",1,257,1661878.81434561
"RFFL",1,257,1661878.81434561
"SNX24",1,257,1661878.81434561
"TMEM47",1,257,1661878.81434561
"TRBV19",1,257,1661878.81434561
"TRBV6-4",1,257,1661878.81434561
"ZIC1",1,257,1661878.81434561
"ADORA1",2,256,1661879.83624031
"LRRC37A2",1,257,1661880.48282207
"DUSP7",1,257,1661880.48282207
"LDLRAD2",1,257,1661880.48282207
"PCDHB2",1,257,1661880.48282207
"IPP",1,257,1661880.48282207
"PABPC4",1,257,1661880.48282207
"CYP4F8",1,257,1661880.48282207
"CXorf66",1,257,1661880.48282207
"FYB",1,257,1661880.48282207
"CDC7",1,257,1661880.48282207
"ATP6V1C1",1,257,1661880.48282207
"HCLS1",1,257,1661880.48282207
"KLF14",1,257,1661880.48282207
"NPPA",1,257,1661880.48282207
"RASL11B",1,257,1661880.48282207
"RTN4RL1",1,257,1661880.48282207
"CD86",4,254,1661883.01928066
"BNIP3P1",3,255,1661884.19045448
"WDR91",2,256,1661884.51980378
"CDK5RAP2",3,255,1661886.10220398
"GAB3",2,256,1661891.49781977
"ZNF625",3,255,1661892.7506308
"C20orf152",2,256,1661893.84005572
"APBA2",2,256,1661893.84005572
"TTC28",2,256,1661893.84005572
"CLTC",2,256,1661893.84005572
"TRIM67",2,256,1661893.84005572
"IGHV3-48",2,256,1661893.84005572
"ITPKB",3,255,1661895.62173583
"RDH16",1,257,1661896.932163
"MAN2B2",1,257,1661896.932163
"LILRA6",1,257,1661896.932163
"AFTPH",1,257,1661896.932163
"DHX36",1,257,1661896.932163
"PELO",1,257,1661896.932163
"ZNF434",1,257,1661896.932163
"DDX55",2,256,1661898.45880269
"NR2C2",1,257,1661898.55373571
"VIPR1",1,257,1661898.55373571
"MMAA",1,257,1661898.55373571
"BBS7",1,257,1661898.55373571
"ZNF526",1,257,1661898.55373571
"KPNB1",1,257,1661898.55373571
"CLEC10A",1,257,1661898.55373571
"KRTAP9-7",1,257,1661898.55373571
"RXRG",1,257,1661898.55373571
"KIAA1919",1,257,1661898.55373571
"PGLS",1,257,1661898.55373571
"ERF",1,257,1661898.55373571
"LINC00479",1,257,1661898.55373571
"TEX33",1,257,1661898.55373571
"CAND2",3,255,1661899.41124791
"SYCP2",3,255,1661903.19030248
"CDR2",2,256,1661905.38462936
"RAPGEF6",5,253,1661912.47160585
"SPAG8",3,255,1661914.46472108
"RPAP3",2,256,1661914.58210695
"NOL10",2,256,1661914.58210695
"ARNT",1,257,1661914.78921968
"CNN2",1,257,1661914.78921968
"CNTD2",1,257,1661914.78921968
"PCDHA4",1,257,1661914.78921968
"ZNF207",1,257,1661914.78921968
"KIAA0825",3,255,1661916.33464052
"GPR37",3,255,1661916.33464052
"GADL1",2,256,1661921.42581153
"DDX49",2,256,1661925.95117188
"SPATA1",2,256,1661925.96875
"RPS6KA1",5,253,1661926.27282532
"TNRC6A",9,249,1661927.30468126
"GOLGA2P5",5,253,1661927.71431198
"C15orf39",2,256,1661928.23435986
"DPAGT1",2,256,1661928.23435986
"DCAF8",2,256,1661928.23435986
"CRIPAK",3,255,1661933.04626843
"MMS19",3,255,1661933.04626843
"ACAD10",4,254,1661933.57687847
"EMILIN2",2,256,1661937.2577368
"PRCP",2,256,1661941.72862161
"CAMKK2",1,257,1661941.95529816
"HMBOX1",1,257,1661941.95529816
"EMID2",2,256,1661943.98425388
"KLRC1",2,256,1661946.21861374
"KCNJ15",2,256,1661946.21861374
"HERC6",2,256,1661946.21861374
"TCP10",3,255,1661954.07074023
"RUSC1",3,255,1661955.88448092
"ATXN1",2,256,1661957.33181928
"HECTD1",4,254,1661957.36109839
"ZDHHC1",2,256,1661959.54274164
"WNT3A",2,256,1661959.54274164
"ADPRHL1",1,257,1661960.78400145
"WDR64",1,257,1661960.78400145
"DYNC1LI2",1,257,1661960.78400145
"CALCRL",1,257,1661960.78400145
"NT5C1A",1,257,1661960.78400145
"C1orf50",1,257,1661960.78400145
"DVL1",1,257,1661960.78400145
"P2RX5",1,257,1661960.78400145
"C16orf48",1,257,1661960.78400145
"CPXCR1",1,257,1661960.78400145
"CCNO",1,257,1661960.78400145
"GRM1",2,256,1661963.95286761
"TMC7",3,255,1661964.03489892
"FAM13A",4,254,1661965.16654459
"C14orf102",4,254,1661965.16654459
"MYO18A",3,255,1661965.83423013
"DNAJB7",2,256,1661966.15207122
"ZNF674",2,256,1661966.15207122
"AHCTF1",6,252,1661970.16297527
"FARSB",2,256,1661970.52178718
"GREB1L",7,251,1661970.58368519
"NCOA5",3,255,1661971.21653747
"ANKRD36C",4,254,1661972.97118202
"ABCA10",3,255,1661978.35634595
"PLA2G12B",2,256,1661979.26526163
"POLR2B",5,253,1661979.93785581
"SIPA1L2",9,249,1661983.43750195
"CLIC5",2,256,1661985.75236192
"SNTG1",3,255,1661988.08475452
"GPR112",5,253,1661988.20258602
"PCDHGA12",3,255,1661988.9876273
"FER1L6",5,253,1661989.57450746
"BRPF3",5,253,1661989.57450746
"VSTM4",3,255,1661990.7503572
"CIITA",2,256,1661992.22115734
"ZNF785",2,256,1661992.23782703
"CROCC",3,255,1661992.51047272
"MFSD4",4,254,1661992.96999939
"HNRNPH3",3,255,1661996.02286062
"RWDD2A",2,256,1661998.65479651
"SRXN1",1,257,1661999.0989654
"RABEP1",3,255,1661999.524791
"KRTAP5-4",2,256,1662000.7915304
"SH3D19",2,256,1662000.80807897
"SETD7",2,256,1662000.80807897
"TEX264",2,256,1662000.80807897
"GJA1",2,256,1662000.80807897
"SRSF5",3,255,1662003.01626387
"C1orf177",2,256,1662005.06976744
"PAPD4",2,256,1662005.06976744
"SYT5",2,256,1662007.17829457
"TMEM191A",2,256,1662007.17829457
"REM1",3,255,1662007.34570603
"NR1D1",3,255,1662008.23386533
"SRGAP1",3,255,1662008.23386533
"SIPA1",2,256,1662009.31583091
"POLR3K",2,256,1662009.31583091
"TRAPPC4",2,256,1662009.31583091
"CAGE1",3,255,1662009.96783706
"C1orf222",3,255,1662016.87758018
"NCAPG2",3,255,1662016.87758018
"SLC17A3",2,256,1662017.76108285
"KIF13B",4,254,1662018.62033053
"MFSD11",4,254,1662026.05627785
"CPS1",2,256,1662030.31177326
"CDC42EP1",1,257,1662031.82092118
"OSBPL8",1,257,1662031.82092118
"TESC",1,257,1662031.82092118
"NLE1",1,257,1662031.82092118
"PRKAA1",1,257,1662031.82092118
"HR",1,257,1662031.82092118
"CDCP1",2,256,1662032.38988312
"SIN3B",2,256,1662034.44802265
"ESPNP",3,255,1662037.35582915
"IL17B",1,257,1662040.58166682
"DNAJC2",1,257,1662040.58166682
"GPHA2",1,257,1662040.58166682
"NDUFA1",2,256,1662040.66326005
"HPS1",3,255,1662040.73226934
"SH3PXD2A",4,254,1662040.7805347
"MAVS",3,255,1662045.77732178
"TRPM2",2,256,1662048.87413699
"KIF16B",6,252,1662050.20827181
"STAT3",2,256,1662052.95613796
"FITM2",2,256,1662052.95613796
"TMEM38B",2,256,1662052.95613796
"NDNF",5,253,1662056.77558599
"TOM1L2",2,256,1662057.02251393
"SLC12A7",2,256,1662057.02251393
"BDNF",2,256,1662057.02251393
"ACOT8",1,257,1662059.33408741
"FAM87B",1,257,1662059.33408741
"PIP5K1C",3,255,1662059.9246086
"IGHM",1,257,1662060.75103309
"PCDHGA4",1,257,1662060.75103309
"SAMD8",1,257,1662060.75103309
"TRIM49",1,257,1662060.75103309
"LDHC",1,257,1662060.75103309
"ULK3",1,257,1662060.75103309
"PRDM9",1,257,1662060.75103309
"CCNE1",1,257,1662060.75103309
"PCSK1",1,257,1662060.75103309
"SCLY",1,257,1662060.75103309
"TSNAXIP1",1,257,1662060.75103309
"ZNF544",1,257,1662060.75103309
"FKBP6",1,257,1662060.75103309
"TTF2",1,257,1662060.75103309
"ARL6",1,257,1662060.75103309
"ZNF107",1,257,1662060.75103309
"ZNF175",1,257,1662060.75103309
"OR4D6",1,257,1662060.75103309
"PPFIA3",1,257,1662060.75103309
"MEF2A",1,257,1662060.75103309
"WDR19",1,257,1662060.75103309
"C8orf58",1,257,1662060.75103309
"GDE1",1,257,1662060.75103309
"AFAP1L1",1,257,1662060.75103309
"CDC6",1,257,1662060.75103309
"ZBTB37",1,257,1662060.75103309
"MB21D2",1,257,1662060.75103309
"FAM184B",1,257,1662060.75103309
"FCHSD2",1,257,1662060.75103309
"ITIH3",1,257,1662060.75103309
"MCM6",1,257,1662060.75103309
"NEDD1",1,257,1662060.75103309
"PPP1R9B",1,257,1662060.75103309
"SMARCB1",1,257,1662060.75103309
"WDR49",1,257,1662060.75103309
"LRRC37BP1",1,257,1662060.75103309
"ABCG2",1,257,1662060.75103309
"ABLIM1",1,257,1662060.75103309
"ADAT1",1,257,1662060.75103309
"ADCY3",1,257,1662060.75103309
"AK3",1,257,1662060.75103309
"ANKRD18CP",1,257,1662060.75103309
"AP4S1",1,257,1662060.75103309
"APBB1IP",1,257,1662060.75103309
"APOF",1,257,1662060.75103309
"ATP2B4",1,257,1662060.75103309
"BCL2L13",1,257,1662060.75103309
"C10orf47",1,257,1662060.75103309
"C11orf94",1,257,1662060.75103309
"C15orf56",1,257,1662060.75103309
"C1QTNF8",1,257,1662060.75103309
"C1orf212",1,257,1662060.75103309
"CA1",1,257,1662060.75103309
"CBLN2",1,257,1662060.75103309
"CCDC17",1,257,1662060.75103309
"CCDC41",1,257,1662060.75103309
"CCT6P1",1,257,1662060.75103309
"CEACAM21",1,257,1662060.75103309
"CIB2",1,257,1662060.75103309
"COX17",1,257,1662060.75103309
"CST8",1,257,1662060.75103309
"CYC1",1,257,1662060.75103309
"DBNDD2",1,257,1662060.75103309
"DBT",1,257,1662060.75103309
"DEK",1,257,1662060.75103309
"DHRS12",1,257,1662060.75103309
"DIABLO",1,257,1662060.75103309
"EBAG9",1,257,1662060.75103309
"EFCAB9",1,257,1662060.75103309
"EFNB3",1,257,1662060.75103309
"ENSG00000261884",1,257,1662060.75103309
"FAM118B",1,257,1662060.75103309
"FAM159B",1,257,1662060.75103309
"FAM212A",1,257,1662060.75103309
"FAM59B",1,257,1662060.75103309
"FAM83D",1,257,1662060.75103309
"FOXF2",1,257,1662060.75103309
"GABRA2",1,257,1662060.75103309
"HEXB",1,257,1662060.75103309
"HGSNAT",1,257,1662060.75103309
"HIST1H4D",1,257,1662060.75103309
"HOXB4",1,257,1662060.75103309
"IRF2BPL",1,257,1662060.75103309
"ITPK1-AS1",1,257,1662060.75103309
"JRK",1,257,1662060.75103309
"KIF4B",1,257,1662060.75103309
"KLHDC2",1,257,1662060.75103309
"KLHL32",1,257,1662060.75103309
"KLK11",1,257,1662060.75103309
"LCMT1",1,257,1662060.75103309
"LCP2",1,257,1662060.75103309
"LRRC66",1,257,1662060.75103309
"LYPD1",1,257,1662060.75103309
"LYPD3",1,257,1662060.75103309
"MAPK12",1,257,1662060.75103309
"MED16",1,257,1662060.75103309
"MGARP",1,257,1662060.75103309
"MIR634",1,257,1662060.75103309
"MOGAT2",1,257,1662060.75103309
"MORC3",1,257,1662060.75103309
"MRPL37",1,257,1662060.75103309
"MXD1",1,257,1662060.75103309
"NDRG3",1,257,1662060.75103309
"NDRG4",1,257,1662060.75103309
"NUGGC",1,257,1662060.75103309
"OR13C4",1,257,1662060.75103309
"OR1J2",1,257,1662060.75103309
"OR4C11",1,257,1662060.75103309
"OR51E1",1,257,1662060.75103309
"OR5B17",1,257,1662060.75103309
"OTUB2",1,257,1662060.75103309
"P2RY8",1,257,1662060.75103309
"PALB2",1,257,1662060.75103309
"PATE4",1,257,1662060.75103309
"PDDC1",1,257,1662060.75103309
"PDIA3",1,257,1662060.75103309
"PFN1",1,257,1662060.75103309
"PHAX",1,257,1662060.75103309
"PLAG1",1,257,1662060.75103309
"PLBD1",1,257,1662060.75103309
"PMAIP1",1,257,1662060.75103309
"POLR2D",1,257,1662060.75103309
"PON2",1,257,1662060.75103309
