"","mutO","mutX","MSE"
"MPP7",1,257,1468818.56842518
"CNP",1,257,1468818.56842518
"CRYGD",1,257,1468818.56842518
"PDAP1",1,257,1468818.56842518
"ZNF454",1,257,1468818.56842518
"XKR6",1,257,1497744.23427744
"NEIL1",1,257,1497744.23427744
"JUN",1,257,1497744.23427744
"WWTR1",1,257,1497744.23427744
"LYPD4",1,257,1497744.23427744
"FAM49B",1,257,1539392.15030314
"PRKAR1B",1,257,1539392.15030314
"FAM182A",2,256,1545138.16677265
"IL33",2,256,1553115.88176781
"MT-CYB",3,255,1557400.47827937
"MEGF6",2,256,1569474.41011083
"CPA5",1,257,1573204.85937924
"VANGL1",1,257,1573204.85937924
"ARPC4-TTLL3",1,257,1573204.85937924
"CSH2",1,257,1573204.85937924
"RPL7",1,257,1573204.85937924
"SLC35G1",1,257,1573204.85937924
"SMCP",1,257,1573204.85937924
"SURF6",1,257,1573204.85937924
"SLC2A9",2,256,1576976.56284823
"FTMT",2,256,1580254.81478622
"CYP2D7P1",2,256,1585813.2673813
"U2AF2",2,256,1587081.4791061
"ENSG00000210082",2,256,1588339.12833091
"TMEM247",4,254,1592222.75041201
"OR56B4",2,256,1592423.79499758
"GABRG2",2,256,1601585.34409823
"INTS4L1",2,256,1602260.20003634
"PNPLA6",2,256,1605197.67476684
"CBFB",7,251,1606933.72249209
"PCDHGC3",3,255,1606976.51548868
"CYP21A2",4,254,1607411.59982909
"PCOLCE",2,256,1609374.70906008
"JAGN1",1,257,1610553.63915784
"ZNF610",1,257,1610553.63915784
"DNALI1",1,257,1610553.63915784
"ANAPC7",1,257,1610553.63915784
"RRM2",1,257,1610553.63915784
"HIPK1",1,257,1610553.63915784
"SWAP70",1,257,1610553.63915784
"C7orf66",1,257,1610553.63915784
"CST5",1,257,1610553.63915784
"FAR1",1,257,1610553.63915784
"BTNL9",2,256,1610611.1513899
"MAP1A",13,245,1612268.27751208
"CASC1",2,256,1613374.32146318
"GBP1",2,256,1613374.32146318
"FBXW12",2,256,1613374.32146318
"TBL1XR1",2,256,1613570.20052083
"LINC00200",1,257,1613747.19340633
"WHAMMP3",1,257,1613747.19340633
"CXorf38",1,257,1613747.19340633
"C10orf137",1,257,1613747.19340633
"BBC3",1,257,1613747.19340633
"ZNF192P1",1,257,1613747.19340633
"C6orf211",1,257,1613747.19340633
"PEBP1",1,257,1613747.19340633
"AADACL2",1,257,1613747.19340633
"ALX3",1,257,1613747.19340633
"LENG9",1,257,1613747.19340633
"WNT2B",2,256,1614446.82229591
"PANK4",3,255,1616628.47156103
"OR2C3",1,257,1616812.92468253
"ENSG00000210191",1,257,1616812.92468253
"MIR410",1,257,1616812.92468253
"MT-ND1",1,257,1616812.92468253
"RHAG",1,257,1616812.92468253
"UBE2E3",1,257,1616812.92468253
"IL21",2,256,1618191.36434109
"AP3B1",9,249,1619577.40648382
"TMEM145",3,255,1620020.26122511
"RHBDF2",2,256,1620198.07302265
"SNX13",2,256,1620524.99126393
"UNC79",7,251,1621600.78767102
"WDR67",3,255,1622865.21711506
"SEPT1",2,256,1623270.22406432
"KIAA0913",9,249,1623546.65941285
"ABCC8",5,253,1624105.72469283
"OBSCN",12,246,1624183.67946052
"PAX2",2,256,1625225.65546269
"ANKHD1",7,251,1625391.86797439
"FBXO21",6,252,1625446.31499938
"FADS2",3,255,1626138.24024928
"COASY",2,256,1626495.96909823
"L3MBTL4",3,255,1626838.87435781
"ALK",6,252,1627015.30724745
"TMEM151B",2,256,1627131.20795482
"GSPT2",3,255,1627410.76127071
"GTF2F2",2,256,1627463.27857013
"RYR1",9,249,1627529.73299918
"LRP1B",5,253,1627696.66062444
"SUSD5",5,253,1627948.28081012
"LRP1",12,246,1628355.72462501
"AAK1",8,250,1628404.34069767
"SSH1",6,252,1629164.41092962
"SALL2",2,256,1629277.87009448
"PAPPA2",7,251,1629694.88329738
"ZNF800",5,253,1629765.66941814
"NR0B2",2,256,1629840.05812439
"MXRA5",7,251,1629945.34414722
"HELZ",5,253,1629969.09203665
"BIRC6",8,250,1630070.20153488
"COL27A1",5,253,1630212.36439624
"DZANK1",5,253,1630484.95726323
"KIF17",6,252,1630513.90605389
"CCDC108",5,253,1630545.37693415
"PRDM16",2,256,1630619.08230378
"PKD1L2",5,253,1630851.436094
"PRKAG3",1,257,1630873.58510542
"ELP6",1,257,1630873.58510542
"KIRREL3",1,257,1630873.58510542
"PIK3C3",1,257,1630873.58510542
"REG1B",1,257,1630873.58510542
"ZNF461",1,257,1630873.58510542
"SYTL2",4,254,1631452.93474181
"PM20D1",4,254,1631563.54482543
"RUSC1-AS1",4,254,1631563.54482543
"PRPF8",7,251,1631671.76531526
"PLEKHG1",4,254,1631673.95805866
"EIF2C3",4,254,1631673.95805866
"TEK",5,253,1631909.47246377
"CD4",4,254,1632047.89061069
"FRAS1",12,246,1632217.39564032
"GDPD4",1,257,1632387.96163243
"SLC12A4",1,257,1632387.96163243
"SFRP1",1,257,1632387.96163243
"NR1I2",1,257,1632387.96163243
"CD2BP2",1,257,1632387.96163243
"B3GALT2",1,257,1632387.96163243
"CEACAM6",1,257,1632387.96163243
"IFITM1",1,257,1632387.96163243
"MT1A",1,257,1632387.96163243
"XKR9",1,257,1632387.96163243
"DNAH2",11,247,1632394.82218475
"MALAT1",10,248,1632466.19254814
"OR8H1",5,253,1632517.047008
"RRP12",5,253,1632711.74235377
"MECOM",6,252,1632846.3108158
"UCK2",3,255,1633075.06332269
"PEX1",5,253,1633079.92121825
"ODZ4",10,248,1633138.46361278
"MAP2K4",12,246,1633215.84738766
"SIN3A",5,253,1633253.52489506
"MYO18B",7,251,1633432.80044385
"GOLGA3",4,254,1633520.86491333
"HFM1",5,253,1633546.33161136
"SFMBT1",3,255,1633606.7744338
"ABCD2",3,255,1633729.73537012
"DNMT1",5,253,1633799.89042498
"PIK3CG",4,254,1633862.1557636
"USP25",4,254,1634116.80106665
"MKI67",5,253,1634539.22440788
"ATP8B4",4,254,1634549.19709455
"ANK3",8,250,1634609.04048062
"LRRK2",5,253,1634708.47393449
"CNTN4",5,253,1634764.77660937
"MLL2",10,248,1634822.75973681
"DOCK1",4,254,1634863.48797534
"PCDH10",7,251,1634912.49481366
"PHKA1",5,253,1634952.0411251
"ITPR1",9,249,1635105.74038791
"UBE4B",7,251,1635150.09537487
"ANKRD11",7,251,1635197.49255029
"TBC1D25",6,252,1635209.93626184
"ATP1A2",5,253,1635268.93941845
"ZNF721",4,254,1635269.41749832
"EP300",6,252,1635294.96917682
"ENTPD6",4,254,1635497.08251694
"MIA3",4,254,1635569.32158335
"FN1",5,253,1635584.01004382
"LIMCH1",4,254,1635641.46419307
"NCKAP1L",4,254,1635672.35292681
"CDH1",21,237,1635700.39313867
"HMCN1",13,245,1635724.41979726
"SLIT1",5,253,1635805.31244293
"MTMR8",5,253,1635906.43836137
"UGT1A4",4,254,1635990.49910731
"EPHA4",4,254,1635990.49910731
"WNK1",9,249,1636043.05756359
"GOLGA4",5,253,1636098.96570763
"VWA7",5,253,1636117.26528174
"RUNX1T1",5,253,1636190.40033704
"UACA",8,250,1636201.38913178
"COL4A5",7,251,1636214.36874429
"OR14C36",5,253,1636236.05836321
"COX20",4,254,1636245.69065495
"PDE4D",5,253,1636290.79582069
"CAMTA1",6,252,1636313.3839824
"COL3A1",4,254,1636327.09210767
"ACIN1",5,253,1636372.79528756
"RIMBP3",2,256,1636442.22878815
"PMS1",2,256,1636456.51786579
"SEPT7P2",1,257,1636507.71752179
"RBM39",1,257,1636507.71752179
"SLC29A4",1,257,1636507.71752179
"SUGP1",1,257,1636507.71752179
"ANKZF1",1,257,1636507.71752179
"ENSG00000211459",1,257,1636507.71752179
"IL2RG",1,257,1636507.71752179
"ZBTB25",1,257,1636507.71752179
"DYNC1H1",6,252,1636521.38624339
"COL14A1",5,253,1636545.4847198
"XPOT",4,254,1636661.54140725
"DDX42",4,254,1636752.38280535
"IARS2",5,253,1636816.99018905
"AKAP6",5,253,1636826.01586543
"KCNB1",3,255,1636887.27809698
"C14orf43",5,253,1636934.20066183
"KCNQ2",6,252,1636951.19129137
"CNTRL",7,251,1636991.12444133
"FHAD1",3,255,1637066.49779602
"MYH4",4,254,1637114.15390954
"C9orf174",9,249,1637159.84305179
"CCDC155",7,251,1637189.20201365
"HEATR7B2",10,248,1637205.04598337
"SCEL",5,253,1637212.62429758
"DNAJC13",4,254,1637214.19312702
"ZNF658",3,255,1637239.46861225
"FMNL3",4,254,1637294.08276872
"EMC1",5,253,1637319.9932837
"BAZ1B",4,254,1637373.84642617
"KIAA0754",4,254,1637562.78019136
"ANKS6",5,253,1637587.41970157
"APOB",13,245,1637634.86112227
"DOCK11",8,250,1637669.49345349
"ABCB4",4,254,1637701.53982024
"ATAD2B",5,253,1637711.73174005
"WNK3",8,250,1637775.26572093
"DNMBP",4,254,1637790.53869865
"MYO1A",5,253,1637871.10616785
"POLR1A",5,253,1637941.77481999
"ARFGEF1",3,255,1637976.67207782
"NPHP1",3,255,1637976.67207782
"DHX9",3,255,1637976.67207782
"AGTR2",3,255,1637976.67207782
"CCNB1IP1",3,255,1637976.67207782
"DCAF6",3,255,1637976.67207782
"FCHSD1",3,255,1637976.67207782
"KIF2A",3,255,1637976.67207782
"MAPKAP1",3,255,1637976.67207782
"PKDREJ",3,255,1637976.67207782
"SPI1",3,255,1637976.67207782
"TRAT1",3,255,1637976.67207782
"ZNF300",3,255,1637976.67207782
"SORCS1",8,250,1638049.22061628
"SEMG2",3,255,1638089.97257942
"ARID1A",8,250,1638091.23252326
"EPHA3",4,254,1638095.86991851
"SORL1",4,254,1638174.35798541
"UTP20",5,253,1638192.5393633
"PIBF1",3,255,1638214.30117039
"ATP6V0A1",4,254,1638233.14135842
"SRPK2",4,254,1638233.14135842
"PRPF18",3,255,1638236.87238182
"RHPN2",3,255,1638304.52327101
"ATP2C1",3,255,1638304.52327101
"SUV420H1",3,255,1638315.78926889
"ABCA5",4,254,1638467.56618904
"C12orf55",4,254,1638477.30928401
"MAN2A1",4,254,1638525.99523134
"SOX10",4,254,1638545.45583074
"TSR1",4,254,1638555.18317768
"ARR3",3,255,1638585.38890409
"ABCB10",3,255,1638613.25541876
"ESYT1",6,252,1638619.67989418
"ATP2B3",3,255,1638663.73847089
"JAK1",5,253,1638712.4517327
"C1R",4,254,1638739.62875389
"NEXN",3,255,1638820.05329077
"FNDC3A",3,255,1638820.05329077
"KCNK18",3,255,1638820.05329077
"CATSPER2P1",3,255,1638820.05329077
"CCDC150",3,255,1638820.05329077
"CNPPD1",3,255,1638820.05329077
"FAM82A1",3,255,1638820.05329077
"PLCZ1",3,255,1638820.05329077
"SGMS2",3,255,1638820.05329077
"WASF3",3,255,1638820.05329077
"ZNF816",3,255,1638820.05329077
"SPARCL1",4,254,1638865.41890985
"EIF4G1",5,253,1638868.58189172
"SIPA1L3",7,251,1638871.19199393
"C2orf78",4,254,1638981.23762437
"KIF24",5,253,1638989.66230965
"AKAP13",8,250,1639033.84641473
"CSPP1",3,255,1639042.47128743
"ZNFX1",8,250,1639047.57038372
"SDK1",5,253,1639067.33608481
"PLIN5",1,257,1639080.05996441
"CEP57",1,257,1639080.05996441
"CEP85L",1,257,1639080.05996441
"KIAA1456",1,257,1639080.05996441
"ANKRD20A11P",1,257,1639080.05996441
"CALR",1,257,1639080.05996441
"SIX1",1,257,1639080.05996441
"GAGE10",1,257,1639080.05996441
"SFTPA1",1,257,1639080.05996441
"SPTY2D1-AS1",1,257,1639080.05996441
"ZNF720",1,257,1639080.05996441
"COBLL1",6,252,1639205.26738034
"TUBGCP4",5,253,1639213.70380856
"ASTN1",6,252,1639260.28579119
"KIAA0196",4,254,1639279.12396234
"ITGAX",6,252,1639283.84526886
"OASL",4,254,1639374.81278612
"OR7D2",5,253,1639385.31615038
"BAIAP2L1",4,254,1639422.58337911
"PRAM1",2,256,1639437.9664335
"MYO9B",5,253,1639453.78401201
"POM121",8,250,1639477.82790698
"KDR",3,255,1639495.15889953
"TNPO3",4,254,1639498.9139657
"NIPBL",5,253,1639539.22654656
"WLS",5,253,1639581.88852529
"NR4A1",4,254,1639613.1736251
"FAT3",10,248,1639632.83909727
"ITGA11",5,253,1639752.14118332
"KIAA2018",4,254,1639755.59957731
"RBM12",4,254,1639755.59957731
"COL4A6",4,254,1639755.59957731
"AP1B1",4,254,1639755.59957731
"ENPP3",4,254,1639765.07889275
"FMO2",5,253,1639803.09366057
"SUPT6H",9,249,1639840.42013013
"CFHR5",3,255,1639867.2250494
"OR10H2",4,254,1639888.13085973
"MED13L",7,251,1639895.867392
"TSGA10",3,255,1639899.90931753
"IGSF1",5,253,1639930.22584184
"CECR2",4,254,1640020.27631539
"CADPS",8,250,1640031.90063566
"CPXM1",4,254,1640039.12274156
"RAPGEF4",3,255,1640128.04037088
"SLC16A2",3,255,1640290.28524092
"KIAA1755",4,254,1640339.44960477
"RNF43",3,255,1640344.23614531
"PTPRE",4,254,1640395.70877587
"MDGA2",3,255,1640451.94187567
"KIAA1683",3,255,1640451.94187567
"FGG",3,255,1640451.94187567
"ANO10",3,255,1640451.94187567
"ATL1",3,255,1640451.94187567
"KIF23",3,255,1640451.94187567
"KLHL31",3,255,1640451.94187567
"ZFP82",3,255,1640451.94187567
"WDR44",7,251,1640460.08444186
"MTTP",4,254,1640470.4173152
"IKBKAP",4,254,1640470.4173152
"TTC27",3,255,1640473.45164919
"CREB5",4,254,1640489.074765
"ABL1",2,256,1640527.51064377
"PIK3C2G",4,254,1640535.68394067
"OR10G8",3,255,1640570.11621827
"VLDLR",3,255,1640580.84365405
"DPYSL5",5,253,1640602.25623679
"FAM116A",3,255,1640677.27292902
"INSR",3,255,1640677.27292902
"LRRK1",4,254,1640693.78702771
"CYP24A1",3,255,1640698.67289862
"PPP1R21",3,255,1640762.81006232
"RASSF5",3,255,1640762.81006232
"SCARA5",4,254,1640869.81724959
"PTBP3",3,255,1640901.45104119
"MAP3K15",4,254,1640916.02288195
"TNR",3,255,1640986.54895881
"KIAA1009",3,255,1641007.79729442
"ZBTB49",3,255,1641007.79729442
"MED13",4,254,1641008.28650888
"LRRC37A6P",4,254,1641045.13684154
"ATP8B2",4,254,1641054.34450345
"C9orf84",4,254,1641091.15546603
"ZC3H12B",4,254,1641146.31285479
"FTSJD2",4,254,1641183.04507721
"CHD3",5,253,1641198.43220884
"KRT83",4,254,1641238.08435573
"TOMM34",2,256,1641269.40213178
"NIN",5,253,1641395.33618899
"PGAM1P5",3,255,1641441.08359933
"PCDHGA11",5,253,1641477.11073934
"MYCBP2",6,252,1641482.65566937
"TAAR2",5,253,1641485.27949873
"LRRC41",9,249,1641491.38790822
"CCR2",4,254,1641512.21775621
"OLFML3",5,253,1641517.93872599
"NBEAL1",3,255,1641525.11485028
"NFASC",6,252,1641527.46113264
"NF1",13,245,1641528.11103404
"CNTNAP5",7,251,1641532.6059836
"NLRP11",5,253,1641550.5726568
"TET1",5,253,1641575.03150412
"TBC1D1",4,254,1641575.92729506
"ERBB2",5,253,1641607.62116616
"ABCC10",4,254,1641666.77359916
"USP11",2,256,1641667.55885114
"TIMP3",3,255,1641682.22246542
"HPS4",4,254,1641684.91923793
"CHD8",10,248,1641701.3288197
"MED14",6,252,1641735.92366494
"KCNK16",4,254,1641739.30891015
"ECHDC1",3,255,1641744.90080559
"NRP2",4,254,1641757.42305286
"PCDH1",4,254,1641766.47717146
"MOV10L1",4,254,1641766.47717146
"SF3B1",4,254,1641784.57950314
"SLC16A1",3,255,1641786.63407813
"CIT",4,254,1641829.80088354
"DLEC1",4,254,1641829.80088354
"NID2",4,254,1641829.80088354
"EPRS",3,255,1641838.74184527
"PADI2",3,255,1641838.74184527
"ANKRD12",9,249,1641839.68220167
"TMEM132C",1,257,1641861.48246011
"SVOP",1,257,1641861.48246011
"ZNF598",1,257,1641861.48246011
"CFHR1",1,257,1641861.48246011
"ING1",1,257,1641861.48246011
"FAM210A",1,257,1641861.48246011
"TM2D2",1,257,1641861.48246011
"MRPL20",1,257,1641861.48246011
"VIPR2",1,257,1641861.48246011
"DKKL1",1,257,1641861.48246011
"C6orf52",1,257,1641861.48246011
"CLDN23",1,257,1641861.48246011
"RNA5SP301",1,257,1641861.48246011
"SOX12",1,257,1641861.48246011
"WNT10B",1,257,1641861.48246011
"RALGAPA2",5,253,1641891.70165763
"ZNF318",4,254,1641893.02813892
"POLR3GL",3,255,1641921.97832497
"SEC61A2",5,253,1641940.20670405
"FLG2",5,253,1641952.16753991
"ZNF229",4,254,1641992.19037264
"PPIP5K2",4,254,1642010.19427913
"DAAM2",5,253,1642085.38034133
"PPAT",3,255,1642118.99437604
"TNFSF12-TNFSF13",3,255,1642118.99437604
"RLF",7,251,1642137.41054387
"MCC",4,254,1642171.87510682
"CAMSAP2",4,254,1642180.83867424
"ZMYM2",4,254,1642198.75990356
"CD22",5,253,1642238.06344946
"ZNF267",4,254,1642270.36608069
"HERC1",6,252,1642274.53894426
"CNNM2",4,254,1642297.1859168
"MPO",3,255,1642361.24699802
"PRRX1",8,250,1642378.49856977
"STXBP1",3,255,1642417.88347773
"ANKFY1",3,255,1642428.15078279
"MFI2",3,255,1642448.67754978
"FAM21A",3,255,1642540.91858945
"RNF214",3,255,1642540.91858945
"PCDH15",6,252,1642559.40342377
"MAGI3",4,254,1642573.28682171
"CACHD1",7,251,1642578.48096871
"ARHGAP5",6,252,1642603.05015688
"RSPH6A",3,255,1642612.51521508
"MYPN",4,254,1642626.50720259
"SIK3",3,255,1642663.57723058
"DLG5",3,255,1642663.57723058
"TPH2",3,255,1642663.57723058
"CCNK",4,254,1642679.65671733
"REC8",3,255,1642704.37978416
"FNBP1L",3,255,1642704.37978416
"NPR2",5,253,1642732.32257867
"SETDB1",5,253,1642732.32257867
"FREM2",5,253,1642740.24469774
"ZBTB10",3,255,1642745.14050768
"ANKRD17",5,253,1642748.16523578
"HLX",3,255,1642755.32415261
"SBF2",4,254,1642759.24811542
"PCSK5",7,251,1642766.99846461
"DUSP10",4,254,1642803.39666117
"KCNA5",4,254,1642873.93197217
"TNC",5,253,1642882.57248522
"RNF213",9,249,1642884.96061766
"ZNF618",5,253,1642906.24398076
"OTUD4",3,255,1642907.76510108
"SYNJ2",4,254,1642909.15238357
"HDAC1",3,255,1642917.90691594
"TTLL3",3,255,1642928.04611643
"PLEKHG2",3,255,1642968.57677459
"KIF3C",4,254,1642979.49871818
"CD5L",3,255,1642998.94731722
"PLEKHA4",5,253,1643000.78767044
"UBR4",13,245,1643002.91269395
"USP9X",6,252,1643036.89844038
"ITGA10",5,253,1643071.54603058
"PBXIP1",4,254,1643084.78199963
"PREB",4,254,1643084.78199963
"NUP107",3,255,1643100.0125247
"MAMSTR",2,256,1643173.420043
"SIPA1L1",8,250,1643196.45655426
"FOLR4",2,256,1643198.04116703
"CYP4B1",3,255,1643210.88229214
"PROM1",3,255,1643210.88229214
"KDM5A",3,255,1643231.00644475
"PCDH18",3,255,1643231.00644475
"KIAA0100",3,255,1643231.00644475
"CEP290",3,255,1643231.00644475
"CD180",3,255,1643231.00644475
"CD2AP",3,255,1643231.00644475
"COL25A1",3,255,1643231.00644475
"DCUN1D3",3,255,1643231.00644475
"LRRC1",3,255,1643231.00644475
"PDE6A",3,255,1643231.00644475
"RNF111",3,255,1643231.00644475
"XRCC5",3,255,1643231.00644475
"DOCK4",3,255,1643271.22337741
"ZNF780A",3,255,1643271.22337741
"USP54",4,254,1643276.92995788
"SATB1",5,253,1643290.86417869
"GTF3C1",5,253,1643290.86417869
"SPTBN2",3,255,1643331.47034504
"FAM161A",3,255,1643331.47034504
"NUMA1",3,255,1643381.60425597
"SPICE1",4,254,1643390.23914271
"DIDO1",4,254,1643433.67902704
"ADAMTS5",6,252,1643501.52707026
"GP2",3,255,1643531.61383189
"ELP5",2,256,1643541.09627846
"DEF6",4,254,1643563.70340444
"SLC38A7",4,254,1643563.70340444
"PLCE1",3,255,1643571.51703906
"SPRY4",1,257,1643584.11039725
"NOS3",1,257,1643584.11039725
"HNRNPA3",1,257,1643584.11039725
"OR11H4",1,257,1643584.11039725
"VSTM2B",1,257,1643584.11039725
"B4GALT6",1,257,1643584.11039725
"C10orf88",1,257,1643584.11039725
"DUSP9",1,257,1643584.11039725
"EFNB1",1,257,1643584.11039725
"FAM167A",1,257,1643584.11039725
"IFLTD1",1,257,1643584.11039725
"KRTAP11-1",1,257,1643584.11039725
"LCE2A",1,257,1643584.11039725
"MAL",1,257,1643584.11039725
"OR10G2",1,257,1643584.11039725
"PEX26",1,257,1643584.11039725
"TRAF3",1,257,1643584.11039725
"USP46",1,257,1643584.11039725
"DNAH11",9,249,1643625.01889729
"ATP1A1",3,255,1643631.29341845
"ASPH",3,255,1643631.29341845
"NMT1",3,255,1643631.29341845
"MYO1H",3,255,1643631.29341845
"BSDC1",3,255,1643631.29341845
"ZNF395",3,255,1643631.29341845
"ARID4B",4,254,1643641.50543246
"TAOK2",5,253,1643679.42072494
"CDH23",7,251,1643715.86677432
"STARD9",7,251,1643722.42025916
"SHROOM2",4,254,1643727.76512238
"GRID1",7,251,1643735.52381394
"BPIFB4",4,254,1643744.99343832
"UPF2",3,255,1643770.40562396
"TP53BP1",8,250,1643777.3750969
"PPP1R1A",6,252,1643784.67460317
"SPAG11B",2,256,1643808.49114281
"MET",4,254,1643839.60842794
"CTTNBP2NL",3,255,1643839.76956984
"INHBA",4,254,1643856.78556278
"GABRB2",3,255,1643899.12241982
"HDLBP",5,253,1643910.65741949
"RBMX",3,255,1643918.88578811
"MYLK2",3,255,1643928.76355069
"DMXL1",8,250,1643930.3872093
"SMC5",4,254,1643942.55312672
"PROX1",5,253,1643956.73400741
"VASH1",3,255,1643978.11314789
"HDAC6",8,250,1643985.31856977
"RFC1",3,255,1644017.54576683
"TECTA",7,251,1644048.64316378
"ASAP2",3,255,1644066.77771698
"KCNT1",3,255,1644066.77771698
"DNTT",4,254,1644070.83537814
"TSHZ3",5,253,1644086.97524895
"SEC24A",3,255,1644096.28551452
"TNFRSF1B",3,255,1644096.28551452
"WDTC1",3,255,1644106.11621827
"ACSL5",3,255,1644106.11621827
"KIAA1549L",5,253,1644132.83365505
"ABCC11",5,253,1644148.1071422
"NELL1",5,253,1644163.37430524
"C14orf166B",3,255,1644194.474905
"RABGGTA",4,254,1644207.18159067
"OXR1",4,254,1644232.69040316
"ZFHX4",11,247,1644266.42234795
"ARHGAP25",3,255,1644272.83818209
"PAX3",3,255,1644272.83818209
"GPR84",3,255,1644272.83818209
"LIG3",3,255,1644272.83818209
"PVRL1",3,255,1644272.83818209
"WDR96",3,255,1644272.83818209
"SKIV2L",3,255,1644292.40285758
"CARM1",4,254,1644309.11054141
"DDX11",7,251,1644320.47120047
"NAV2",5,253,1644338.49213469
"SPEG",7,251,1644346.25486095
"MYO9A",7,251,1644352.69793032
"KIF21B",5,253,1644361.27193063
"CATSPER1",3,255,1644370.55698434
"PARP2",3,255,1644370.55698434
"PDSS2",3,255,1644370.55698434
"PRKAR2B",3,255,1644370.55698434
"TMEM87B",3,255,1644390.06937225
"CTSE",3,255,1644390.06937225
"FSIP1",3,255,1644390.06937225
"CYFIP2",8,250,1644391.70603101
"PLEKHH1",4,254,1644427.6693829
"PTPRT",3,255,1644429.0627755
"GABRB1",3,255,1644429.0627755
"MADD",7,251,1644429.92597495
"MCOLN3",5,253,1644444.67610994
"CEP170",7,251,1644452.24562657
"POLN",4,254,1644461.47247146
"REV3L",6,252,1644462.51834933
"TARBP1",5,253,1644467.38950271
"GPR126",3,255,1644477.74570603
"TBC1D23",4,254,1644478.36220472
"ANKRD53",3,255,1644506.92409181
"CHM",3,255,1644526.36327709
"TCEB3",5,253,1644542.99804516
"RABGAP1",3,255,1644555.50244718
"WDR3",3,255,1644555.50244718
"TTLL1",5,253,1644565.64977786
"URB1",3,255,1644604.01544308
"GRM8",3,255,1644604.01544308
"TTC37",3,255,1644623.40234078
"AUTS2",5,253,1644625.98483317
"COL9A1",4,254,1644646.82646646
"CSMD3",7,251,1644660.62661425
"HS6ST2",4,254,1644663.62958555
"SLC38A10",4,254,1644680.2946652
"IGSF9",4,254,1644680.42483062
"CEP152",3,255,1644700.84535644
"KIAA0319L",3,255,1644700.84535644
"GLDC",3,255,1644700.84535644
"GTF3C2",3,255,1644700.84535644
"TBC1D22B",3,255,1644700.84535644
"NRBP1",3,255,1644700.84535644
"DDX18",3,255,1644700.84535644
"INTS6",3,255,1644700.84535644
"FLAD1",3,255,1644700.84535644
"CCDC158",3,255,1644700.84535644
"IL6R",3,255,1644700.84535644
"POMT1",3,255,1644700.84535644
"USP43",3,255,1644700.84535644
"BFSP2",3,255,1644700.84535644
"BTBD3",3,255,1644700.84535644
"PVR",3,255,1644700.84535644
"SLC16A10",3,255,1644700.84535644
"ST6GALNAC3",3,255,1644700.84535644
"SCAND3",4,254,1644747.52707074
"LRCH1",5,253,1644791.38449612
"CDH16",3,255,1644797.41383189
"OTC",4,254,1644806.1381844
"PDGFRB",4,254,1644822.86650034
"CTTNBP2",6,252,1644841.33364095
"NUP62",4,254,1644864.65284136
"ATIC",3,255,1644903.3371941
"KAL1",3,255,1644903.3371941
"PEX5L",3,255,1644903.3371941
"CXCR7",3,255,1644903.3371941
"ERC2",3,255,1644903.3371941
"PML",3,255,1644903.3371941
"PARP6",3,255,1644903.3371941
"FHDC1",6,252,1644909.77925434
"ANKRD26",3,255,1644922.5620003
"CCSAP",3,255,1644980.17367381
"RIMS2",6,252,1644998.56080042
"CASP8",4,254,1645006.35829061
"TTC3",5,253,1645023.14884334
"HIST1H2BB",3,255,1645028.11150631
"SH2B3",3,255,1645028.11150631
"FAM188B",4,254,1645056.2361518
"MUC2",5,253,1645067.83096486
"COPA",4,254,1645072.8463575
"UBA1",7,251,1645079.74625529
"MLPH",3,255,1645080.65639155
"ZNF644",3,255,1645085.5506308
"TDRD5",3,255,1645095.11466788
"TRPM8",4,254,1645114.33742294
"PLCB4",7,251,1645130.21169806
"ST8SIA2",2,256,1645140.55208333
"DLGAP1",2,256,1645140.55208333
"ZNF678",2,256,1645140.55208333
"SLC34A1",2,256,1645140.55208333
"PDE4B",2,256,1645140.55208333
"CCDC93",2,256,1645140.55208333
"DBN1",2,256,1645140.55208333
"GNA11",2,256,1645140.55208333
"HELLS",2,256,1645140.55208333
"INO80",2,256,1645140.55208333
"OR10R2",2,256,1645140.55208333
"COL6A2",2,256,1645140.55208333
"PTPRC",2,256,1645140.55208333
"CDH7",2,256,1645140.55208333
"RUFY1",2,256,1645140.55208333
"PRR23B",2,256,1645140.55208333
"ENSG00000187461",2,256,1645140.55208333
"MMP3",2,256,1645140.55208333
"GRIP2",2,256,1645140.55208333
"SMARCA2",2,256,1645140.55208333
"POF1B",2,256,1645140.55208333
"ATP11B",2,256,1645140.55208333
"SRSF4",2,256,1645140.55208333
"NEK11",2,256,1645140.55208333
"ZNF330",2,256,1645140.55208333
"LAMP2",2,256,1645140.55208333
"ZNF600",2,256,1645140.55208333
"IGF2BP2",2,256,1645140.55208333
"RGL1",2,256,1645140.55208333
"SLC5A6",2,256,1645140.55208333
"SSBP2",2,256,1645140.55208333
"FOXN1",2,256,1645140.55208333
"MAP7",2,256,1645140.55208333
"NAA35",2,256,1645140.55208333
"ADAR",2,256,1645140.55208333
"ADARB2",2,256,1645140.55208333
"AFAP1L2",2,256,1645140.55208333
"AGTRAP",2,256,1645140.55208333
"APITD1-CORT",2,256,1645140.55208333
"ARL8B",2,256,1645140.55208333
"ARMC12",2,256,1645140.55208333
"ATP8A1",2,256,1645140.55208333
"BOLL",2,256,1645140.55208333
"C1S",2,256,1645140.55208333
"C4orf17",2,256,1645140.55208333
"CCDC22",2,256,1645140.55208333
"CENPC1",2,256,1645140.55208333
