"","number","idx","exp","MSE"
"FRAP1",10253,23,-0.919375,1630990.24382534
"AATK",15221,23,-0.82035,1630990.24382534
"TM2D2",6197,235,1.38945833333333,1630991.10368366
"TGFBR1",14446,217,1.0927,1630996.23938389
"IARS2",17108,208,0.23125,1630999.12439905
"UGP2",1979,20,-0.132458333333333,1631001.54647254
"FLJ12529",9666,152,-0.39,1631001.58298337
"GH2",3607,66,0.0106666666666667,1631010.97983468
"CNOT6L",15167,208,1.10183333333333,1631012.79978487
"HIST1H3E",13380,126,0.376333333333334,1631020.18352545
"MIER3",9983,228,0.93525,1631022.67475971
"FKBPL",16534,179,0.17475,1631022.74429173
"AP1S2",8815,29,-2.1679,1631025.93782341
"WDR34",64,156,-0.126250000000001,1631032.06901047
"ARG2",9576,222,-1.428875,1631033.85587366
"TRPM3",9565,206,0.0307818181818185,1631036.35833163
"GPR42",14715,56,-0.0540000000000004,1631037.3942796
"PCDH8",4017,35,-2.4985,1631038.00596914
"GRK4",13820,191,0.605750000000001,1631042.54134367
"ZNF253",8589,22,-0.468666666666666,1631045.34926572
"FFAR2",7412,118,0.482999999999999,1631045.44290666
"LUM",2792,70,1.303375,1631045.80508235
"ZNF570",9709,195,0.382250000000001,1631046.60291602
"ECHS1",4384,135,0.652249999999999,1631050.89124458
"HHEX",11447,25,-3.46075,1631051.36128156
"Rgr",2358,43,-1.292375,1631053.70686858
"TRAF6",573,194,0.935625,1631055.56275741
"TCEAL2",580,35,-0.29325,1631058.85997626
"PIK3CG",6106,109,-1.18391666666667,1631060.24205559
"ADRB3",883,156,0.20675,1631062.51230005
"GLE1L",10968,212,0.103625,1631065.62477709
"BCL2L13",10294,144,-0.0767083333333333,1631072.37391344
"C19orf44",9194,119,0.375749999999999,1631076.59177294
"ANXA13",16328,201,2.026375,1631088.046654
"DDX31",15796,234,-0.0251249999999994,1631089.69734595
"PHTF1",15975,221,-0.0471874999999995,1631090.07562213
"DLAT",2059,47,-0.997666666666667,1631090.43961548
"PCBP4",11017,145,0.0996250000000001,1631093.37629515
"OR4D2",2694,211,0.614,1631096.82612915
"CGA",8934,144,-3.40155,1631096.98304122
"PRR13",7139,224,0.809187500000001,1631098.19691552
"RAP1GDS1",5437,66,0.190958333333333,1631098.50582313
"ZNF80",12191,20,-0.25975,1631099.35287441
"MBNL1",1746,110,0.0284166666666667,1631103.08431709
"MTRF1",14981,137,-0.915,1631108.55339445
"C4orf19",7949,63,-0.895375000000002,1631120.53225809
"BEX1",1858,81,-3.6777,1631120.69634918
"PRKY",12704,54,-1.03541666666667,1631122.79837361
"PRDM4",3510,55,-0.0584999999999997,1631135.31056978
"DDHD1",13850,208,0.0591875000000001,1631139.09088563
"JAKMIP2",5617,80,-2.37875,1631143.8266217
"ZNF609",10034,33,-0.3210625,1631144.10352517
"CD274",12945,37,0.0737499999999997,1631144.30080117
"TMEM9B",16584,187,1.8071875,1631170.36769574
"STX8",4453,114,0.1245,1631171.04556664
"E2F6",10695,198,-0.298972222222222,1631180.61299037
"hCG_18290",1124,178,0.157375,1631180.89414464
"HYLS1",11597,127,-0.4555,1631186.48230275
"SLC35F5",9320,22,-0.30775,1631187.71754846
"MDN1",10656,105,-0.9823125,1631189.39818509
"ZNF652",11914,63,-1.57025,1631193.05965546
"SLC26A3",5615,146,1.14,1631200.06631783
"ARPP-21",2964,61,-3.30307777777778,1631201.05957102
"SRD5A2L",3635,182,1.0105,1631207.04584135
"TTN",4119,64,-1.5405,1631207.42634794
"TNFSF8",13753,61,0.1675,1631210.67262205
"MSC",11949,81,-0.0502500000000004,1631213.64440563
"RSPO1",8006,20,0.0404999999999985,1631223.07895088
"FAM82C",1286,83,0.19825,1631224.50140019
"EMID2",4947,226,0.182125,1631224.70794322
"IFIT1L",3089,215,1.10125,1631225.20570365
"DCLK1",16392,165,0.411900000000001,1631225.95202285
"RCL1",10918,105,-0.1765,1631228.05704731
"C13orf18",8926,56,-0.33075,1631231.15952875
"UBE2E2",5217,28,-0.828416666666668,1631246.86088762
"SHQ1",5001,220,0.74125,1631247.89735248
"CTSF",2711,213,2.57375,1631249.54511536
"FLJ32065",14992,108,-0.0169999999999998,1631251.37921493
"ALS2CR2",12073,155,-0.684541666666666,1631253.99018847
"C18orf10",6477,68,-0.8999,1631257.55899813
"ENDOGL1",7169,151,-0.977833333333334,1631257.84399809
"UBAP2L",16956,222,0.13465,1631260.564486
"KLHL34",11702,215,2.02625,1631261.84137868
"GABRG1",5708,46,-0.1758125,1631264.27543227
"DPPA2",9260,47,-3.418,1631264.83908847
"RUFY1",2675,95,0.666875,1631265.53925124
"C21orf109",3761,194,-0.73525,1631265.58520584
"HSPBAP1",14205,223,0.28125,1631267.44747631
"PHF14",10589,205,0.3059375,1631268.01937449
"BARHL1",9480,40,-0.31525,1631270.74088993
"EIF3F",14488,214,0.00412500000000011,1631274.24732374
"ATRN",6538,25,-0.9036875,1631274.32517018
"JAG1",16438,93,0.682833333333334,1631274.93568544
"ATRIP",1808,180,0.368,1631275.05288972
"ZGPAT",8666,124,0.0263499999999998,1631279.86450032
"GRM7",7409,115,0.250999999999999,1631281.42548313
"MLLT10",14885,176,-0.325880952380952,1631284.37276122
"SCAMP2",17115,94,-0.0816666666666664,1631284.57025662
"CCDC144A",4760,194,0.803999999999999,1631287.82752525
"UNC13A",5114,151,-2.0313125,1631288.42607112
"RRAGA",10164,31,0.3645,1631291.65277994
"PLEKHG3",5777,219,1.13475,1631300.14674267
"JUP",13857,232,2.0335,1631309.54087367
"GLT25D1",3618,36,-1.17483333333334,1631319.92848663
"GTF2IRD2",10490,204,0.426625,1631327.74332439
"RHOC",15280,81,0.5730625,1631331.48065238
"SEPT11",9689,111,0.106833333333333,1631335.57925589
"DDX11",10893,24,-2.463875,1631337.36939724
"SAMD14",6123,227,1.01625,1631339.06477613
"LBA1",13772,95,0.59075,1631346.09195407
"CD8B",9620,21,-3.6749,1631346.28214438
"EHMT1",7326,229,0.778833333333333,1631352.85788114
"TIGD4",663,46,-0.5335,1631357.39547284
"ABCC3",10160,203,0.1133125,1631358.84303732
"ZNF667",272,61,-1.260875,1631367.97000051
"DIABLO",13720,80,-0.0871249999999997,1631368.33478766
"CABP2",8441,208,0.3285,1631373.33958293
"UPF2",940,57,-0.18425,1631374.37877582
"SERTAD1",15518,233,1.36316666666667,1631379.65092241
"TEDDM1",2840,42,-0.172624999999999,1631380.13085429
"C7orf13",12448,223,1.065625,1631385.48459282
"PON3",2231,235,3.18141666666667,1631394.35850026
"C11orf63",4106,210,1.497875,1631397.33488106
"KIAA1128",3149,154,1.37775,1631397.88399519
"ANKRD44",15891,87,-0.72975,1631405.12882674
"GPM6B",10708,65,-1.5569375,1631405.59641786
"TFE3",13363,24,-0.022375,1631407.65462466
"NPC2",15297,161,1.20075,1631408.42015534
"LOC90835",3914,181,0.1750625,1631408.49021392
"LRRCC1",13778,190,1.071,1631408.74932723
"CEACAM5",13706,114,-1.737625,1631421.76461422
"ZNF441",12155,114,0.549625,1631421.87812581
"ATP4B",14836,42,-0.2465,1631422.69160412
"AGPAT6",2744,233,0.776687499999999,1631423.93244269
"IGF2BP2",2810,220,-1.83283333333333,1631425.53152238
"PIAS1",9224,127,-0.0564999999999998,1631426.63637063
"TFAP2B",8942,231,4.8211875,1631427.15395948
"GTF2IRD1",10721,31,-0.92525,1631429.07740922
"KRT33A",5291,74,1.327,1631429.58650061
"TBR1",1764,219,0.528166666666667,1631434.53922818
"ZNF44",2808,208,0.43175,1631436.67832457
"NR3C1",3548,141,-0.0568999999999989,1631436.68689727
"UBXD7",3991,215,0.347874999999999,1631437.11387189
"PVR",16212,205,-0.654812499999999,1631440.86987281
"GDF2",15481,222,0.29325,1631447.42425664
"NRG3",9458,230,1.25975,1631452.73654012
"SASP",9935,91,-0.0898749999999998,1631454.259039
"PREPL",7478,24,-0.255166666666666,1631454.75949115
"TULP4",12313,180,1.51285,1631455.68231794
"FLJ10404",9875,118,-0.274875,1631457.41259408
"MCFD2",11216,76,-1.24533333333333,1631457.64234904
"KLHL2",15187,28,-0.2288125,1631458.27039217
"G6PC",13936,101,-2.5224375,1631464.78383058
"HSPA9",1727,198,0.17285,1631468.2853071
"LEF1",1348,184,-1.39115,1631479.41513176
"LOC51233",1241,220,0.841083333333333,1631480.25106649
"KCNN1",14774,72,-0.916966666666667,1631483.30489438
"NEFH",120,175,-1.32825,1631484.06679741
"TMEM45B",8225,135,-1.171625,1631485.8364639
"SELE",10080,226,5.95025,1631499.06050932
"ARPC1B",7320,173,-0.105333333333333,1631505.22358371
"DEPDC5",15365,232,1.34008333333333,1631506.5841784
"TPK1",8394,94,0.88,1631507.92894878
"FBXO34",9304,205,0.494916666666667,1631513.97555602
"FPRL2",11804,159,3.879875,1631515.34351265
"SDF4",9379,89,-0.23325,1631519.44877183
"DVL1",9142,158,-0.242,1631520.90937945
"PRIM2",11131,22,-2.499,1631526.15358154
"MOSC2",14849,207,2.112375,1631527.97510236
"CA14",1160,192,-3.62125,1631529.22233819
"SYT1",12489,207,2.285875,1631531.97519305
"DYM",12164,142,0.204916666666666,1631532.24050617
"SERPINB9",2294,35,-1.9219,1631539.14377347
"AGPAT7",2127,20,-1.12391666666667,1631545.26584587
"SLC23A1",550,193,-0.841499999999999,1631546.54555934
"NUAK2",16061,232,1.2165,1631554.00111393
"RLF",7651,225,-0.0926250000000003,1631556.53365273
"TSPYL1",9484,40,0.242199999999999,1631558.98069483
"PICALM",6762,105,-0.15525,1631559.79910543
"GAL3ST3",1109,99,-0.25525,1631562.71776721
"SELT",14880,25,-0.6345,1631565.76475896
"PARP2",5886,191,-0.620625,1631573.39197925
"SPSB2",15582,134,0.20075,1631574.81085823
"SDSL",13627,82,0.0500000000000006,1631582.07812957
"NSFL1C",9528,32,-0.345125,1631596.46456318
"RPS27",8731,80,0.343083333333334,1631596.86682127
"SLC38A4",6737,82,-0.58925,1631598.73210211
"ASAH3",2934,59,0.1375,1631601.1712298
"HPR",1358,155,-3.72925,1631607.20742215
"PSENEN",8028,160,0.755,1631613.17105526
"MYEF2",12096,125,-2.74625,1631613.89819149
"RHBDD1",5425,188,0.785333333333334,1631616.10906033
"BTN2A2",2875,35,-1.1647,1631616.45323521
"RAD1",6845,124,-0.810375,1631619.35628293
"ALDH3A1",12611,79,-2.19258333333334,1631619.3769741
"NDRG4",16035,143,0.794750000000001,1631621.06357524
"IQCK",5482,208,1.97975,1631622.53185882
"FLJ11286",15287,37,-0.0275000000000001,1631622.7055367
"SNX25",4564,159,0.0338125000000003,1631627.6340057
"RAB30",4088,36,-0.452583333333334,1631627.71363224
"STGC3",13073,216,-0.548249999999999,1631634.06083651
"C3orf41",8581,67,-2.594375,1631636.34693582
"PLEKHF2",1531,155,1.644,1631638.85187401
"CFD",3257,57,0.318624999999999,1631640.07402603
"ALDH8A1",16891,215,0.26515,1631640.68263926
"PIGG",345,173,0.0320416666666663,1631642.01972335
"LZIC",16044,97,-0.878,1631643.53651409
"DSP",1133,227,2.05689285714286,1631655.90794945
"ERLIN2",2348,200,1.4791875,1631656.50621637
"HRAS",418,142,0.18725,1631659.57742405
"FAM44C",4793,39,-0.4785,1631660.7544547
"CHD7",4994,215,0.123083333333333,1631671.16668469
"TDRKH",8955,128,0.0405833333333325,1631676.30400817
"C9orf79",12741,20,-0.32925,1631681.0880422
"TAS2R43",6565,227,0.342749999999999,1631685.64416143
"AADACL1",6973,131,-0.2495,1631686.60209219
"SCNN1D",5736,179,-0.660625,1631687.6429366
"ARL16",4561,210,0.0442499999999998,1631689.55392844
"EEF1A1",8168,20,-0.949444444444443,1631693.19678034
"NASP",10945,21,-2.125,1631696.03715697
"DERL2",2660,132,0.222499999999999,1631696.2883691
"SPARCL1",14830,47,4.42503571428571,1631701.60579633
"ERVWE1",6359,44,-0.665916666666667,1631704.28963133
"CLEC1A",1812,40,1.00508333333334,1631705.93356714
"KRTAP13-1",1000,28,-0.2015,1631711.03144782
"C1orf217",2655,97,-1.774,1631713.10122558
"ELOVL4",12420,228,-0.365124999999998,1631713.24411262
"LSM3",15454,94,-0.6495625,1631717.704569
"ANTXR2",5696,60,-0.796583333333334,1631718.07617258
"MDGA2",7725,166,-0.65775,1631720.0326141
"GPC6",15075,174,0.0767500000000004,1631721.49410649
"GRIK1",14697,47,-0.655000000000001,1631721.65697694
"RNF170",14127,100,-0.1851875,1631722.01420301
"FAM26F",8149,43,-1.422375,1631722.34606093
"CPLX2",15932,192,-1.2896,1631723.23516272
"FLJ31818",8698,232,0.6680625,1631725.73112607
"SPR",5806,236,2.03366666666667,1631730.90436006
"CXCL12",6163,161,3.06966666666667,1631734.30387447
"MRPL11",7014,64,-1.03641666666667,1631737.65587539
"AP3M2",13139,20,-0.737916666666666,1631739.42919679
"ASPHD1",3707,120,-2.11075,1631739.93400761
"STX10",15978,57,-0.6954375,1631751.72685938
"OR4M2",162,128,0.300250000000001,1631760.03700739
"CYP2R1",8720,182,0.0682499999999992,1631777.02549317
"CACNB2",5156,119,-0.53445,1631777.23662089
"KIAA2013",17089,205,0.0805625000000012,1631778.27478363
"DDX5",4410,59,-0.5415,1631779.29716741
"CLPX",7346,37,-1.319875,1631788.0498733
"HN1",9168,181,0.2891,1631793.79425307
"CLCA4",12537,23,-0.0726333333333335,1631794.5592783
"NCKAP1",14603,235,1.40341666666667,1631795.02317818
"FDX1",6902,29,-1.06908333333333,1631795.54699547
"EP400NL",13342,224,-0.339125,1631796.79707942
"KIAA1303",12298,135,-0.489125,1631797.25224919
"C18orf22",3642,47,0.23075,1631806.27607827
"MUC4",1518,43,-1.69616666666667,1631809.98348657
"C14orf50",508,130,1.10425,1631815.35318603
"CECR5",13394,136,-0.654749999999999,1631820.13686967
"FAM102A",2831,227,1.69875,1631820.80300582
"MAF",9645,46,-1.68138888888889,1631820.91610228
"TPT1",11159,185,1.163375,1631821.20815014
"SLC22A18AS",14098,201,0.362916666666666,1631824.3445871
"BEST3",7105,208,-0.75205,1631825.0099383
"LOC441150",13390,208,1.18825,1631825.10151287
"PPIH",7154,159,-0.527083333333334,1631829.78895744
"POTE15",13338,144,0.604499999999998,1631832.80904595
"SLC13A1",6596,53,0.0293958333333335,1631835.8594584
"IL1R2",14745,32,-0.569583333333333,1631836.11655347
"RANBP9",3252,169,-0.0390000000000007,1631837.63443057
"ZNF143",7396,120,0.149,1631839.45899397
"MCTP2",7027,113,-1.42391666666666,1631840.48533708
"CSNK1E",9330,192,0.0743333333333333,1631842.89936678
"VEZF1",16779,173,0.82725,1631843.98531323
"ARID4A",12746,113,0.240583333333333,1631844.67775058
"C20orf82",12922,23,0.949999999999999,1631849.85484156
"SLC7A4",15543,234,2.62,1631850.29956871
"MESDC1",13659,230,1.12225,1631853.02486682
"UNQ1940",6292,37,-0.743,1631853.9971569
"LGALS9",3996,20,0.907125,1631861.1021497
"XKR6",14917,227,1.133875,1631864.649983
"SPAG4",10303,194,-1.0895,1631865.11254208
"HSF4",12277,20,-2.08025,1631866.18304834
"F12",4222,226,1.31475,1631870.37833216
"SCNM1",12952,226,0.732437500000001,1631875.14108483
"AKAP9",10518,35,-0.21725,1631879.25321574
"LPPR4",365,173,2.640875,1631881.70995797
"NPAS1",12046,228,-0.241249999999999,1631882.21256166
"FLJ44894",12325,106,-0.0466250000000003,1631884.01859035
"LOC201175",3496,156,1.11475,1631885.45542155
"AFAP1",9393,137,0.85475,1631887.13087761
"CBX1",11225,160,0.19165,1631887.55607063
"C12orf64",5727,206,0.221124999999999,1631890.77901544
"SIGLEC12",11563,25,-0.244249999999999,1631892.57924477
"SEMA6B",11807,51,-0.667333333333333,1631892.77186999
"C19orf21",5397,230,1.69658333333333,1631895.31944772
"ADAMTS19",5761,24,-2.84045833333334,1631895.31944772
"MGC52498",16409,20,-1.2905,1631896.65961664
"NMRAL1",16751,61,0.0802500000000008,1631901.75535465
"SLC39A7",3366,234,0.26875,1631906.52504748
"PFKFB4",3182,84,-2.4375,1631907.21353471
"PAQR8",13227,128,-0.952666666666668,1631907.55243074
"GGA1",6793,37,-1.09825,1631912.68508126
"MYCL1",5283,233,0.6330625,1631927.68998323
"MMS19",9845,231,-0.0611874999999997,1631929.29491433
"NAGLU",13663,151,0.029875,1631945.87684989
"C1orf172",2161,86,2.25408333333333,1631948.7862316
"OR10J1",16583,29,-0.0977500000000002,1631949.36084931
"DUSP9",4311,227,-1.39585,1631952.04489377
"MAFA",15392,136,0.840875,1631953.02792945
"TAX1BP1",8207,233,1.1645,1631964.50277789
"SPHK2",3269,33,-0.0126666666666666,1631965.8789069
"RAB33A",3630,39,-2.119125,1631971.97478646
"PHLDA1",2384,84,-2.25644444444445,1631981.55973702
"SLC32A1",5737,21,-1.4238125,1631984.34250576
"SNIP",17044,215,1.9005,1631984.55475541
"DPH3",5571,217,-0.77675,1632001.15313704
"PDP2",13716,53,-0.777375,1632005.43862838
"LRIG1",15602,183,2.306,1632007.44440552
"ARMC8",1296,127,-0.288208333333333,1632007.94225107
"FBXO18",8631,30,-0.404375000000001,1632008.58886509
"HIST1H4K",10317,232,2.2575,1632009.133124
"RGR",16658,187,0.27775,1632009.50336531
"TOMM70A",808,20,-0.692125,1632013.34633574
"METTL7A",8459,115,-0.41645,1632016.92453398
"MYH7B",4296,27,-0.45525,1632017.89114474
"GPR175",17054,20,-0.555666666666668,1632018.41462934
"GHRH",4361,154,0.31975,1632020.25473457
"PDCL3",15,208,0.73725,1632020.82678792
"KRT1",6616,100,0.581499999999999,1632023.03634138
"INSIG2",14642,20,-1.809,1632023.48250277
"SERPINB5",16252,108,-0.919375,1632028.03269021
"SHD",3827,234,-0.0243749999999998,1632028.95838532
"KCTD11",11557,86,0.0298749999999997,1632031.73751577
"CLEC4M",390,200,0.527666666666666,1632041.68602742
"FNDC3B",901,65,-0.619550000000001,1632043.14241135
"FARP1",4376,228,1.29758333333333,1632043.88975081
"ZCCHC6",2793,155,0.471374999999999,1632044.12707003
"HOMEZ",13024,185,0.5805,1632047.57004332
"HEG1",3769,39,-0.5905,1632048.97444338
"CST9L",5804,124,0.462374999999997,1632049.02554476
"TCP11L2",15005,223,0.544499999999999,1632049.60120571
"BTN3A3",10557,73,0.389,1632057.09720211
"NTNG1",11626,32,-2.34915,1632058.40453711
"MCOLN3",681,20,-1.17888392857143,1632069.07445606
"CLCA2",3695,80,-1.45058333333334,1632073.88063758
"TNNI3K",4005,204,1.5594,1632076.07084199
"OR10Z1",11413,117,0.317249999999999,1632076.14906289
"HSD11B2",10937,221,1.73341666666667,1632086.18727609
"TNRC6B",11373,25,-0.01325,1632089.66759956
"IFI16",2474,43,-1.0505,1632090.31234902
"C16orf35",13201,70,-0.54925,1632092.36858226
"C22orf23",13507,237,0.150916666666667,1632093.34608034
"GPR31",12449,155,0.424,1632093.97612289
"CSF3R",10928,220,2.0645,1632098.2562679
"PRPF4B",14354,29,-1.33615,1632102.19870105
"C21orf88",1239,70,-1.25385,1632111.84358521
"DERA",14144,20,-1.430375,1632124.75173604
"SNAP29",7108,36,-0.1699375,1632133.4016953
"SQLE",366,106,-1.48875,1632138.06241388
"ACE",6010,78,0.126,1632138.06489514
"LCN2",6416,108,1.36391666666667,1632140.09891465
"MED20",11939,59,-0.345916666666667,1632145.91727723
"GPR110",13561,23,-0.608875000000001,1632149.57877934
"STMN4",15026,227,1.53283333333333,1632150.5732258
"ZNF720",13815,216,0.524750000000001,1632166.09154747
"FLJ38723",1601,99,0.321500000000001,1632172.78910796
"TELO2",9324,30,-1.136375,1632173.76936285
"LRCH3",4272,58,-0.2255,1632177.35212004
"FAM22D",2468,185,0.835499999999999,1632177.545266
"A4GALT",4534,188,1.2995,1632179.54431505
"LIAS",11464,199,-0.10825,1632188.18885275
"TGDS",10340,113,-1.388875,1632188.31913331
"GCH1",4769,27,-0.736500000000001,1632190.32157306
"KIAA0888",13838,173,-1.29405,1632198.63325452
"TFAP4",15826,62,-0.479,1632198.99795293
"MYBL2",3515,134,-2.2348125,1632199.75040775
"ZEB1",42,57,-0.319833333333333,1632207.10449345
"FAM92B",12466,39,0.163875,1632208.19007805
"CCDC57",2300,220,1.1575,1632215.32886375
"MOV10L1",5005,113,0.32875,1632217.55431443
"ZRSR2",12125,57,0.242,1632222.37221278
"AP3S2",10909,207,0.802857142857143,1632225.6804567
"PRDM13",15607,82,-4.4915,1632229.93548962
"RAD51AP1",15971,40,-3.15175,1632234.3141704
"HRBL",9348,226,0.56145,1632236.00072103
"OTOR",5576,205,1.5169375,1632236.42716637
"DSCR3",1902,39,-0.793249999999999,1632237.76177018
"FAT2",10024,233,3.03275,1632239.68346134
"TSNARE1",6183,210,0.61325,1632240.49151193
"RPL19",13028,166,0.249000000000001,1632242.08072075
"COL4A1",15983,148,2.3163125,1632242.39390321
"SRrp35",15628,109,-1.6740625,1632246.79739524
"BHLHB8",10016,97,0.106375,1632247.1511783
"NPW",15325,27,-1.80725,1632250.32686074
"KIAA1967",7299,214,0.656916666666667,1632251.02563794
"RDH8",2462,175,0.219500000000001,1632261.11281389
"RDH13",11954,20,-0.985125,1632261.19860433
"ZNF549",2399,211,1.200125,1632262.91913722
"LOC643406",5287,84,0.1755625,1632264.11603119
"PNMA6A",6637,56,-0.918541666666666,1632264.68288504
"SHARPIN",1977,122,0.2400625,1632268.10706009
"HAPLN4",9003,140,-0.1178,1632270.03581506
"CRLF3",483,60,-0.7384375,1632270.07213217
"COG8",13502,136,0.0661250000000006,1632271.33823638
"CAND2",6985,72,-1.3965,1632275.28441312
"SUPT3H",5809,193,-0.332666666666666,1632278.01013264
"CACNA1H",2520,148,-0.10075,1632279.26285851
"LYST",7971,20,-0.0613125000000002,1632286.82407661
"UBE2B",10289,67,0.49965,1632287.09720544
"MYH3",1376,230,-0.190250000000001,1632287.2674253
"TRPM8",5520,173,-2.02075,1632293.19276715
"DDB2",15286,52,-1.56875,1632293.62791566
"GHR",2285,22,0.579312499999998,1632294.21511329
"RCP9",15476,197,0.697458333333332,1632306.71588332
"DGKH",14178,106,-0.149375,1632307.11193267
"MECP2",9916,32,-0.3181875,1632308.53763527
"TFB2M",8277,57,-0.570125,1632319.96771142
"C9orf126",15456,105,-1.33425,1632321.03292978
"CCDC78",11856,134,-1.618875,1632322.21840297
"OR6A2",9019,204,0.70125,1632325.75782655
"RETN",10486,20,-0.591499999999998,1632326.78600091
"HAMP",7538,193,-1.37125,1632328.35365854
"SCN11A",240,138,0.249517857142857,1632333.91232446
"FLJ46266",7310,229,2.828375,1632335.84329079
"KCNH6",14482,225,-0.1573,1632337.14873542
"ACTL7A",7293,204,0.517125,1632338.8250405
"HIGD1A",7993,21,-1.0160625,1632340.35814981
"ERCC8",397,51,-1.4986875,1632340.88399188
"MGC39606",191,134,0.777875000000001,1632341.11523147
"TMEM132D",5328,67,-1.17075,1632341.12923897
"C3orf14",7655,74,-0.0357500000000025,1632344.76256786
"EDA",8345,205,-0.195500000000001,1632348.160622
"RINT1",4953,209,-0.239249999999999,1632349.87148763
"TNRC6A",15801,236,0.931250000000001,1632350.21773647
"GAB3",15981,35,-0.930083333333334,1632358.80174605
"PTDSS2",9770,25,-0.602125,1632361.77732176
"ABCA8",10119,47,-0.166500000000001,1632364.83323413
"CCDC114",8162,77,0.11425,1632365.52508381
"KCTD21",15050,228,1.591875,1632366.61788992
"CHRNB3",7288,54,-0.1805,1632368.7065448
"UBE3A",11779,236,0.838700000000001,1632371.4572867
"TGFB3",10418,57,2.40543333333333,1632375.20208829
"CHUK",3625,22,-1.165625,1632376.28164827
"STYXL1",499,97,-0.188375000000001,1632381.51084015
"SCD5",1289,175,0.195964285714286,1632382.69149635
"HK1",1445,143,0.106964285714286,1632383.92378447
"BCL7B",9586,28,-0.48425,1632388.60692737
"RASSF6",12941,38,0.20965,1632390.81880015
"PCMT1",7799,79,-0.803964285714285,1632391.24147232
"DDX6",10509,203,0.207666666666666,1632391.63945888
"C8orf34",1512,231,3.199,1632395.57524247
"OR2AG1",13569,21,-0.14825,1632397.42973959
"JTV1",2833,20,-1.76,1632402.37553091
"UTP18",7193,166,-0.629625,1632402.79073446
"FOS",1767,220,3.167375,1632402.90433497
"KCNN4",17218,174,0.587500000000001,1632403.38969486
"MIF",12854,230,0.754937499999999,1632403.60130853
"CRIP1",9569,188,3.09783333333334,1632406.86582567
"MCM3AP",10668,140,0.0960833333333331,1632408.58683106
"OR51S1",6934,188,0.422,1632411.27580031
"CCDC107",15729,22,0.0324999999999997,1632414.86267334
"C21orf125",3986,204,-0.921875000000001,1632417.85301133
"FOXN3",593,133,0.359562500000001,1632419.71767895
"RAD51L3",10644,91,-0.370833333333334,1632419.85809266
"OR1A2",8565,193,0.349625,1632425.43268438
"FCGR3A",6925,206,7.261,1632425.84647968
"NDNL2",10033,230,1.0765625,1632430.07278038
"TNNC1",16454,133,-1.628375,1632431.14609594
"RPGR",14985,197,0.35775,1632433.63055794
"NCR1",8388,22,-2.1885,1632443.78226341
"POLK",2215,94,-0.324844444444445,1632454.71322607
"RAPGEF3",12664,31,0.712916666666667,1632457.27648652
"SAPS3",5231,107,0.190458333333334,1632463.20765576
"TTC21A",8415,212,1.1645,1632470.14711507
"CCRN4L",10051,77,-0.0718124999999998,1632471.45141342
"OTUD7B",14897,96,0.714375,1632473.42827065
"LRP6",3869,195,0.72085,1632473.51646075
"FLJ20273",13738,225,3.025,1632476.39264882
"C1orf67",12834,234,-0.806499999999999,1632482.82207689
"GPR156",15015,26,-0.46575,1632488.9911467
"PCSK1",6595,26,-4.1849,1632493.00814133
"DPYSL2",3344,177,0.278227272727273,1632494.37322524
"CDH7",13855,43,-1.860375,1632495.77375158
"ULK3",10712,91,-0.75975,1632498.28812194
"EIF2A",8405,90,-0.362375,1632500.14990156
"RCAN3",1493,223,1.451375,1632500.66508595
"ZNF347",1145,167,0.48585,1632502.13519048
"ALDH18A1",10994,94,-0.0029375000000006,1632502.9394643
"CREBZF",10276,190,0.0394166666666668,1632503.0879827
"RGS14",8973,191,0.198449999999999,1632503.6984127
"HRB",14460,32,-0.625136363636363,1632504.6402284
"OGG1",16470,152,-0.16184375,1632505.59707111
"PCSK7",11870,35,-0.27685,1632512.10165517
"NYD-SP21",6525,237,4.67208333333333,1632512.6688488
"SCFD2",8254,68,-0.24825,1632515.29363705
"HSP90AA6P",9614,46,-1.201,1632520.23411934
"LECT1",7123,28,-1.62325,1632521.8720196
"NACAP1",16545,215,0.628125,1632522.54258037
"ITLN1",5495,65,-0.7125,1632534.20505035
"KCNK17",10162,170,1.8149375,1632537.61886852
"CD68",11360,96,0.67325,1632553.04411457
"LOC57228",7160,38,-0.80005,1632554.71702737
"SLC7A9",14778,60,-1.32858333333334,1632557.66182758
"SLC31A2",7005,229,3.1255,1632563.7218618
"BECN1",17167,65,0.24025,1632565.85576697
"VLDLR",14388,143,-0.89575,1632567.34323896
"AMBN",2919,78,-0.0792499999999999,1632569.85649388
"TCF15",11270,45,-1.70341666666667,1632575.14400408
"HIST1H4E",2245,125,-0.434625000000001,1632579.46745533
"PRKACA",3137,123,0.1208125,1632586.17441931
"C19orf61",848,22,-0.857166666666667,1632586.56841569
"HSF1",16999,22,-0.302125,1632588.17220142
"DYNLRB2",1534,227,4.213125,1632590.97042588
"ZC3H8",5023,226,0.135166666666667,1632593.6828337
"TMEM28",12029,53,-1.9255,1632598.18958608
"ATAD4",7367,49,1.5805,1632605.11359038
"EXT2",14152,90,-0.0191875,1632605.54081155
"RAB6B",12265,82,-1.42457894736842,1632607.28062531
"H2AFX",5935,213,-0.452125,1632618.3233099
"CD109",13562,196,-0.20625,1632624.44170226
"FGFR2",3603,181,1.9225625,1632626.58168621
"PPP2R2D",12766,222,0.832375,1632630.83084868
"FOXJ1",6644,135,0.263350000000001,1632631.09332067
