"","number","idx","exp","MSE"
"C10orf109",7747,103,-0.0728750000000002,1618245.54772166
"ZCCHC7",16579,50,-0.245392857142857,1618251.03846154
"ABCC2",6879,234,-3.3325,1618251.85976637
"STK33",3677,231,-1.278875,1618252.90697546
"UBXD6",9754,192,0.0771249999999992,1618253.20463156
"LOC653391",6625,229,1.10383333333334,1618254.90998834
"TCEA1",11606,39,-0.5708,1618276.44670168
"TMEM44",3506,210,-0.727491071428571,1618282.10397072
"JHDM1D",12258,56,-0.464625,1618283.54662676
"C3orf1",12798,66,-0.12025,1618286.41166938
"STK38",6469,52,-0.465125,1618287.68319526
"USP8",14037,127,0.0307500000000007,1618299.1090243
"MEIG1",8297,208,0.676000000000001,1618307.15958841
"OR5L1",4411,232,1.58425,1618312.85220386
"LCN12",12093,234,2.43908333333334,1618324.78131031
"IQGAP1",1766,217,1.1440625,1618329.78359987
"C6orf48",2589,82,-1.0288125,1618335.91646256
"ZFP64",6270,58,-0.221083333333334,1618336.12680834
"NOVA2",9995,49,1.18408333333333,1618336.91205724
"ZSCAN10",1330,207,1.532,1618337.76991432
"KIAA1683",16310,39,-1.2494375,1618338.60975922
"ELOVL5",15246,224,1.70675,1618340.50419544
"FBXO3",9141,28,-0.0184000000000005,1618344.61009678
"DPY19L4",10697,38,0.0422499999999999,1618353.85263422
"PDCD10",12415,22,-0.957375000000001,1618361.97681446
"PIK3CD",2659,22,-0.804464285714286,1618362.33169097
"C10orf28",15635,57,-0.4695,1618366.28539879
"PCDHB17",5622,176,0.39475,1618369.02502072
"FIP1L1",12625,129,-0.483999999999999,1618369.93116792
"FRMD4A",11310,221,0.846,1618374.6723295
"MAP3K6",9166,157,0.77845,1618374.71191604
"EFCAB1",6434,42,0.707458333333337,1618380.26755722
"SLC1A5",7889,106,-0.868416666666666,1618386.48469279
"HEL308",5077,150,-0.0208125000000003,1618386.54014977
"ABCD2",10099,24,-0.534750000000001,1618390.75173922
"SLC22A15",15844,229,1.54883333333334,1618401.01768143
"LOC440295",17178,183,-1.03370833333333,1618401.23955098
"PRKAB1",4188,62,-0.562125,1618406.59478472
"GNG10",1254,20,-0.9765,1618407.62763989
"IRAK4",4281,155,-0.00316666666666648,1618407.73797012
"USP38",529,35,0.19525,1618409.56627783
"ADAMTS6",13551,226,0.535083333333334,1618409.66143071
"ADIPOQ",12993,45,0.608749999999998,1618410.28731424
"PRMT1",2620,39,-1.560375,1618412.99974405
"PTGER2",582,45,-1.568,1618414.58075967
"FOXQ1",5491,57,-1.991125,1618431.95923483
"NUDCD2",15580,39,-0.747044642857143,1618435.73809504
"KCNE2",12812,208,1.3545,1618437.75944369
"NELL2",13510,61,-0.157874999999998,1618440.07071571
"C11orf57",514,176,0.1663125,1618443.47739254
"DMRT3",11007,54,0.748499999999999,1618445.67448616
"TLR6",3468,61,0.0463500000000004,1618448.74712181
"ATP7B",275,214,1.516,1618451.61585426
"AVPR1B",15298,25,-0.3645,1618453.29154586
"THG1L",10244,154,-0.531125,1618458.71627465
"ARVCF",1112,221,0.645125000000001,1618467.71447028
"WDR49",16636,32,-0.137333333333334,1618472.79905738
"C7orf46",16231,232,1.66025,1618473.75951703
"SLAMF1",2382,34,1.00308333333333,1618479.65083708
"GALNACT-2",1721,27,-0.0908000000000007,1618486.14733902
"LOC441212",320,116,-0.82975,1618492.34088932
"IL2RG",1080,41,-1.21075,1618503.07715024
"C17orf59",14204,89,0.5278,1618528.10609554
"MYO5B",12075,223,2.3018125,1618545.31501997
"UBL5",13750,97,-0.0443749999999995,1618546.86754931
"OR8J3",106,48,-0.195749999999999,1618547.05262299
"ZNF292",16705,27,-0.5843125,1618547.83972617
"TIGD1",3546,28,-0.940875000000001,1618556.93443832
"CUTC",7474,21,-1.71775,1618557.07760816
"PDZD7",2653,187,-0.59625,1618559.32010282
"ADAMTS4",5811,149,1.03,1618561.39587712
"CXorf23",9046,209,1.504,1618562.48323413
"CPT1B",12268,191,-0.0188,1618571.78934682
"ANXA6",10129,65,-1.2415,1618582.28252914
"PARD3",4280,87,0.413625,1618589.69676167
"GLT8D3",1608,20,-0.71,1618590.22476712
"C8orf33",16156,20,-0.661708333333334,1618590.22476712
"XRCC6",5633,33,-0.7014,1618598.87743168
"C1orf104",7619,62,-0.139125000000001,1618603.96767362
"MGLL",3874,35,-0.73985,1618623.41939822
"MGC16169",11537,78,0.35275,1618631.00051907
"C1orf122",16576,25,-0.5645,1618636.73388029
"GP6",1346,63,-0.93375,1618648.19266962
"DCC",8629,35,-0.1955,1618650.16513068
"C9orf62",1036,162,1.21825,1618651.7145004
"SLC9A4",5152,22,-0.14525,1618659.5116503
"C1QTNF7",15542,49,0.798666666666666,1618661.15755638
"LETMD1",3273,185,-0.404444444444444,1618662.2875389
"TMEM55A",17113,57,-1.410875,1618668.30874798
"LIMK1",7568,182,0.681875,1618676.98526529
"DRD4",5130,159,0.655875,1618677.3032542
"NLGN4Y",12880,199,-1.1769,1618678.11306434
"ODZ4",15164,89,0.618833333333332,1618680.78801064
"SLFNL1",6246,177,0.245125,1618692.06213556
"BLMH",13638,196,-0.43825,1618694.63117915
"CRTAP",497,61,-0.362178571428572,1618697.53283107
"TMEM60",9919,47,-0.369,1618705.42350137
"C14orf128",3544,22,-1.31491666666667,1618706.53298456
"MTSS1",8527,222,2.305,1618711.82954278
"ZKSCAN2",3239,234,0.3240625,1618711.85116637
"ALG12",10071,182,0.716749999999999,1618711.97058466
"C6orf141",364,20,-2.8721875,1618718.28840955
"CLPTM1L",5066,144,-0.0428125,1618729.1780126
"DUSP10",9219,219,1.84385,1618738.07306016
"QTRTD1",6227,227,0.114375,1618751.64841848
"MUCL1",15860,31,-1.5805,1618751.79861816
"OAS3",7955,21,-0.523416666666666,1618753.15861802
"ASNS",1833,35,-2.93244444444445,1618754.49492126
"FLJ21963",15519,216,0.146125000000001,1618754.66014849
"RBM26",6875,142,-0.2525625,1618768.13402486
"CBX4",9349,210,0.888375,1618781.29047854
"C18orf37",6453,25,-0.43625,1618784.93304189
"GCET2",1431,49,-0.2337,1618785.32811567
"TPTE",7400,205,-0.922875,1618786.51756706
"ITGA8",5691,64,0.0938749999999991,1618787.28611182
"MTMR9",1574,224,0.542,1618790.67383263
"MAFF",9793,29,-0.627875,1618800.94506058
"TUFM",443,185,0.0281666666666663,1618802.85553828
"FBXL17",9494,200,1.568625,1618809.1594029
"TM6SF1",4579,99,0.4891,1618814.30683166
"CACNA1E",1193,204,1.858,1618822.54500946
"CRKRS",6048,52,-0.483833333333333,1618822.90673938
"SLIT1",13552,169,-1.72325,1618825.71463208
"REEP4",8526,38,-1.472875,1618833.88916507
"SLC24A4",734,53,0.341625,1618844.26456547
"EMP3",15873,83,-1.78416666666667,1618844.86556138
"RP4-691N24.1",12501,151,-0.884125,1618848.12174469
"OR6X1",9849,145,0.6135,1618857.05925619
"ZFYVE19",4278,72,-0.378125,1618878.32996617
"AMDHD1",5127,234,0.244583333333332,1618880.28846854
"MTCH1",1444,42,-0.720437499999999,1618881.40475165
"DPF3",16787,50,-0.398583333333333,1618882.08544094
"FADS1",2255,21,-3.63716666666667,1618887.08167337
"OTOS",10483,125,0.242583333333333,1618894.82210374
"OR4D10",8911,73,0.2285,1618895.510042
"ASS1",180,148,-1.178,1618897.37619565
"GP1BB",5000,163,1.075875,1618904.0064033
"NBR1",15389,85,0.423,1618904.15077664
"GOLGA2LY1",13910,191,-0.474000000000001,1618909.67237154
"KCNIP3",1150,99,-0.9815,1618910.96959946
"TRIM24",13570,125,-0.9745,1618926.63462964
"PSMC6",1319,146,-0.375333333333334,1618934.80383026
"NUDCD3",3109,112,0.19825,1618937.01901718
"ZNF431",14960,22,-1.05875,1618956.1840503
"KLHL24",2175,69,0.654333333333334,1618970.19500217
"LOC440087",3939,38,-0.747,1618971.35625533
"KIAA1576",15113,123,-4.1465,1618974.37347397
"MVD",6957,22,-2.093,1618978.87696038
"NMT2",10268,55,-1.08841666666667,1618988.28230246
"CAB39",4057,72,0.0739166666666663,1619000.94383361
"STAP1",16489,61,0.748874999999999,1619006.57399369
"NBPF1",7943,106,-0.7625,1619006.82082167
"ATP5D",15234,234,0.560916666666667,1619011.73651156
"ZNF638",10864,210,0.297999999999999,1619013.43943675
"CBX3",13860,237,0.299500000000001,1619025.75350332
"MRPS24",4633,33,-1.157625,1619031.04738235
"BCR",5035,159,0.661222222222223,1619043.73543982
"LYPLAL1",14054,87,-0.142750000000001,1619050.58871409
"GATAD1",7988,235,0.0940000000000003,1619054.19304446
"COX6A2",4155,201,1.77375,1619076.70072882
"DMRTC2",4131,52,-0.0677499999999984,1619100.61857805
"RBM25",11822,204,0.2915,1619101.38796669
"FANCL",5629,71,-1.39325,1619106.66288794
"C12orf50",14222,192,0.2714,1619111.30383553
"IL1B",7507,56,0.0234999999999996,1619117.4553751
"PMF1",150,227,0.724875,1619122.66042619
"MNAT1",5468,63,-0.626874999999999,1619124.26034396
"SEH1L",14558,230,0.18,1619138.09890146
"IFT74",7110,221,1.07758333333334,1619141.33205899
"C4orf17",14790,37,-0.442,1619142.23400669
"IL1RN",3031,65,-0.223611111111112,1619148.3780369
"MAP7",15515,207,1.5415,1619155.50814139
"C11orf24",6291,207,0.210875,1619166.43680325
"PRNT",15655,24,-0.15375,1619167.1591342
"B3GNT8",10394,221,2.98275,1619173.80347137
"KIF13B",10615,56,0.651035714285713,1619180.50238479
"LOC492311",2274,151,1.267375,1619190.99123859
"KCNK13",16977,62,1.779,1619192.02731597
"TAF4",3711,193,-0.129125,1619195.70366016
"SLC22A8",14359,68,0.296666666666666,1619217.70387847
"DSE",11206,74,1.3895,1619221.60456406
"2'-PDE",5993,65,-0.0240312500000001,1619223.69856795
"ESR2",16159,62,-0.0157444444444447,1619223.80633679
"HIST1H2AJ",658,128,1.37,1619231.33216579
"COL4A5",13041,235,1.0638,1619232.59303494
"C1QL1",13188,78,-1.7615,1619233.62388524
"PSMD4",7351,20,-0.497,1619238.40823236
"MAP9",1899,31,0.159416666666667,1619239.60353855
"OR52M1",10444,95,0.0455,1619242.2441802
"MGC45922",5454,208,1.42275,1619247.93998051
"GATA6",10996,42,-0.286374999999999,1619249.35996268
"TGFA",8448,35,-1.42765,1619258.26609458
"CNFN",11268,175,1.09125,1619276.26253857
"APOBEC3G",10689,26,-0.977375000000001,1619277.0895264
"SLC36A4",5832,64,-1.877,1619290.1108441
"ACTN4",10866,122,0.0438333333333329,1619293.00208214
"MEX3D",9138,180,0.547083333333333,1619296.85888823
"KIAA0841",13387,101,-0.932125,1619309.94402775
"RAPGEF2",7419,57,0.10625,1619311.14736935
"TOR1B",10330,42,-0.606625,1619314.90255988
"ZSCAN4",13197,132,-0.828666666666667,1619321.57530584
"RHOQ",5160,193,0.945499999999999,1619328.7021887
"DGKD",2464,157,0.1195,1619336.6731307
"C6orf154",5936,206,1.835,1619356.88686444
"ZNF346",8387,49,-0.532,1619358.35788808
"C9orf165",13045,113,0.102000000000001,1619361.04947273
"NR5A2",6174,75,0.0382500000000001,1619361.26421375
"SPRED2",9732,44,-0.320249999999999,1619364.77772289
"PJA1",15933,112,0.607,1619364.90995768
"PIGX",2196,199,0.3975625,1619373.59516415
"FAM138F",473,80,-0.511,1619374.01375364
"FAM134C",710,46,0.42445,1619374.32998757
"UBAC2",11508,29,-0.492916666666667,1619379.31265605
"MKX",925,235,3.538625,1619389.42550704
"ARSE",6402,122,-1.19541666666667,1619394.56952111
"FLI1",13459,22,-0.773875,1619400.96213465
"CAPNS1",627,26,-0.404000000000001,1619405.608495
"C20orf4",2269,34,-0.0484999999999997,1619408.41391033
"OR8G1",2781,20,-0.520666666666667,1619413.25555338
"C20orf43",9719,23,-0.33925,1619419.63335126
"ZMYM2",9610,219,0.251874999999999,1619421.02437827
"MBTPS1",14230,38,-0.2875,1619426.96806498
"PLEKHN1",1745,234,1.14991666666667,1619435.56277248
"PPP3R2",5568,63,-0.0141666666666668,1619443.41852514
"ZBED3",1121,99,-0.2825,1619448.98212489
"PPME1",14747,163,-0.0115625000000001,1619451.0018457
"HADH",12637,106,-0.062375,1619455.59977397
"NXPH4",12461,179,-0.2321875,1619458.68882118
"CKS2",9247,185,-1.14572222222222,1619461.68818073
"VAV2",12360,189,0.49,1619475.71891171
"SOCS4",433,118,-0.2565,1619477.09574066
"DUSP26",7909,21,-1.174375,1619480.15068384
"ATXN7L1",9878,228,0.7295625,1619485.52929815
"RBJ",10884,88,-0.131125,1619487.55199045
"DOCK4",11304,24,-0.273812500000001,1619489.09314334
"PSMF1",4626,157,0.4855,1619493.33112747
"DNAJA4",14195,230,3.0184375,1619497.06589019
"PARK2",454,163,0.75825,1619516.11007952
"DDX27",9947,124,-0.206625,1619521.25910806
"C9orf66",7849,200,2.0055,1619524.44750746
"CIB4",3212,227,1.2445,1619525.77980756
"MAD2L2",4327,223,-0.71,1619528.89777951
"MTMR14",8900,46,-0.5084375,1619538.36105335
"EDIL3",1638,101,1.88725,1619540.79766623
"RBM15B",11775,187,0.355375,1619542.24510365
"BMP6",15448,66,-2.63175,1619545.53323665
"ZNF780B",7007,27,-0.42025,1619552.94402234
"CTNNB1",15548,22,-0.502937500000001,1619556.55579843
"TMC6",15613,92,-1.3961875,1619557.95244569
"STYK1",8762,85,1.044625,1619559.62835767
"RNASE3",14712,195,0.111875,1619560.36143667
"ADH1C",2586,63,2.563,1619561.40143174
"DDX46",12369,46,-0.804,1619563.5689153
"PAG1",1252,88,-0.556625,1619573.25499316
"CLU",6160,56,0.218464285714286,1619583.08029821
"FMO3",9374,106,2.513625,1619589.58067327
"OR13H1",2514,223,0.62675,1619592.68965003
"PRKCD",5693,177,1.78175,1619609.70759061
"EIF2C2",7394,20,-1.673375,1619611.78991434
"CHST3",14055,35,-1.41225,1619614.53964016
"INTS2",5168,134,-0.998875,1619617.38906767
"IRF8",12856,46,1.39035,1619618.1606214
"ADIPOR1",3036,216,0.934333333333332,1619619.47599388
"KIAA0652",384,20,-0.568062500000001,1619623.80759397
"C20orf52",9811,198,-0.0724999999999999,1619626.27918953
"FMNL3",8313,21,0.0540833333333349,1619638.92056483
"KIAA0319L",4724,234,0.816291666666667,1619642.87538222
"C6orf148",8847,20,-1.841875,1619666.32177708
"RNF165",1585,189,0.24075,1619673.89665
"ANP32E",15236,216,-0.644607142857143,1619676.67499282
"HRASLS",4857,70,-0.907944444444445,1619677.59266688
"MUC5B",6840,232,1.59408333333334,1619677.7703447
"AP1G2",10469,218,0.497333333333334,1619677.96311264
"CHRNA1",12563,45,0.201125000000001,1619687.61398601
"ITGAL",14047,87,0.166583333333333,1619693.16880279
"AZI2",16060,181,0.511,1619694.08155303
"KIF9",15622,236,1.64215,1619700.37362042
"SERPINB7",12135,87,-0.479166666666667,1619703.35590446
"RIF1",14386,169,-0.199928571428571,1619703.35590446
"WDR25",3933,99,0.130916666666667,1619705.11200557
"NSL1",8025,168,-0.017875,1619705.15466962
"RBM33",5570,224,-0.0263750000000004,1619706.23831429
"BCL6B",9682,53,1.77008333333334,1619714.69362971
"USMG5",7006,61,-0.54625,1619729.47208677
"HBE1",5087,22,-5.3265,1619734.85407335
"KRTAP4-14",12064,226,1.0505,1619741.19127566
"VPS4B",9385,20,-0.2105,1619743.89195329
"BLVRA",2864,46,-0.40425,1619748.20097487
"TUBGCP5",914,149,-0.336625,1619749.01901401
"CES7",1502,165,0.10575,1619749.09899141
"YY1",3558,49,-0.38325,1619756.00664528
"GDAP2",1687,194,0.4255,1619757.41095915
"ODF2",16789,72,-0.479399999999999,1619758.53243846
"DNAJB2",7379,217,1.27216666666667,1619761.42037906
"ZNF764",9890,216,0.87425,1619763.33246969
"SLC27A3",6648,49,0.509166666666667,1619764.93259914
"GPR32",852,207,1.00075,1619775.8945633
"TMEM2",2045,214,1.057,1619781.00082031
"C3orf15",6418,59,0.652549999999998,1619792.54869011
"IRAK2",13634,20,-0.96875,1619797.87508306
"FAM82A",11214,78,0.349666666666667,1619801.07737362
"CLIC1",15658,20,-1.02891666666667,1619803.87110775
"GALNT12",1447,79,-3.07716666666667,1619805.40633838
"CENPT",11853,31,-1.6125625,1619818.40820558
"MEF2C",9838,234,1.783625,1619824.25900071
"TTC30B",6860,232,1.89375,1619826.71293064
"RABIF",2797,228,0.9820625,1619831.66360923
"C6orf118",10608,161,0.0645000000000001,1619836.15410963
"FLJ11292",16750,59,-0.15675,1619839.44035807
"SIM2",9635,21,-2.8170625,1619850.15804328
"TXNDC9",14858,26,-0.654583333333334,1619853.92090633
"HFM1",13583,154,-1.173875,1619861.06159019
"SLC30A3",5340,186,-1.62658333333334,1619861.66102611
"ACCN1",8522,27,-0.174750000000001,1619863.23324795
"MOSPD3",16810,210,0.537,1619868.91155085
"PPM1D",16195,26,-1.88325,1619869.88879465
"C20orf27",8797,50,-1.5275,1619877.37990224
"CXorf45",12906,191,-0.423875,1619883.02577759
"KIF1A",13841,22,-1.63,1619884.10912286
"DACH1",12025,205,6.2298125,1619892.25291056
"C22orf26",15267,147,0.502500000000001,1619894.29537424
"ALKBH3",12920,180,0.485833333333334,1619895.51511331
"DERL3",16223,142,-0.415333333333333,1619895.58951685
"CAPN13",10403,236,4.66525,1619897.02897982
"DNASE1L2",6281,205,-0.962833333333334,1619897.77092081
"SPOCK2",10500,38,-0.5425,1619902.78570435
"C19orf57",17073,144,-0.70425,1619906.20395817
"KLHL4",10250,114,-0.4209375,1619911.8744186
"NPM3",9629,197,-0.945375,1619912.06936891
"RAB8B",11987,80,-0.2458125,1619913.68060199
"RDH10",13035,35,-0.297800000000001,1619917.32105736
"ARFIP1",7275,88,0.8853125,1619927.05564171
"PPP1R16B",10654,43,-0.276000000000001,1619928.26699117
"LSM14B",2824,61,-0.4206,1619929.92070471
"OR5A2",10364,128,0.227250000000001,1619935.97328488
"POLI",9888,38,-0.34675,1619939.59565298
"KCNE4",5413,222,3.19508333333333,1619940.0933608
"YWHAG",2809,191,0.315875,1619944.39436084
"RAB40A",16890,222,0.191249999999999,1619945.28379546
"SPIRE2",10973,55,-0.711125,1619949.68725193
"P2RY5",10435,74,0.886250000000001,1619960.20074336
"PPHLN1",1365,235,0.42375,1619961.43452439
"SPNS2",10467,29,0.431875,1619963.96864556
"UGT2B4",2433,165,-0.943449999999999,1619978.88966181
"FOXD4L1",13179,227,1.433,1619984.84266697
"KBTBD4",3005,38,-0.0451428571428573,1619993.1185926
"AP3B1",15418,197,0.37325,1619994.00771183
"COMMD6",13990,104,0.8412,1620008.22399265
"FAM50A",3288,126,-0.0805000000000002,1620030.0597741
"ZBED2",8559,48,-0.268625000000001,1620037.84139212
"CCDC111",6126,119,-0.2005,1620049.26721386
"NLGN3",7031,188,-0.095583333333333,1620052.48752147
"ZBTB26",8049,235,0.147750000000001,1620055.02851723
"BLZF1",9678,34,0.313083333333333,1620063.06467005
"ZNF628",3076,208,0.61325,1620064.63862656
"GNL3L",6030,28,-2.13791666666667,1620072.95809981
"C1orf88",10143,226,3.367,1620075.99074187
"RNF133",11613,228,0.826125,1620078.37450394
"ZNF322A",7190,208,0.81025,1620093.21639801
"GABRG3",15579,169,-1.64575,1620095.77907524
"SLC17A4",6952,232,0.628666666666666,1620095.94354029
"LOC399900",1951,91,-1.3655,1620106.70925556
"OMP",13879,61,-0.14825,1620107.97074779
"VWA3B",9813,160,0.30625,1620121.19713536
"PRSS2",7185,74,-3.792,1620125.05172984
"PSTK",9056,148,-0.168,1620127.02381007
"RBM22",1815,222,1.44475,1620133.92102204
"SDHC",17039,188,0.6438125,1620135.51967765
"ZNF138",16466,162,-0.0276666666666672,1620139.16654921
"SUMO3",5803,33,-0.645083333333333,1620152.35408973
"FBXO8",3367,138,0.771625,1620173.617145
"CXorf41",15827,28,-0.228250000000001,1620181.35563099
"PNO1",10714,22,-1.39591666666667,1620181.83802003
"MYBPH",16498,25,-2.69225,1620183.03937718
"ZNF683",4302,33,2.5865,1620185.81515308
"MAP2",1863,72,0.0367916666666659,1620187.15365647
"ENPP4",14126,155,2.18333333333333,1620198.52581282
"RFXAP",8848,20,-1.95225,1620198.67974562
"FLJ44379",14332,158,1.044,1620199.10863584
"PSD4",688,173,1.15875,1620204.50949326
"AHDC1",15186,225,0.72225,1620215.12694955
"PIK3CA",14748,48,-0.116125,1620218.44299788
"HMGN1",6600,218,0.256000000000001,1620227.53625515
"FLJ39822",10109,22,-1.56441666666667,1620233.26228186
"MDM4",10842,228,0.4290625,1620244.4859559
"PPP1R12C",1504,20,-0.750625,1620252.37548042
"NAT8B",11446,200,0.322083333333333,1620253.28248733
"IFNG",10482,32,0.526749999999998,1620256.66515744
"MEF2B",13482,220,0.515375,1620271.47095701
"CDK2AP2",1259,233,0.9565,1620272.15052241
"KNG1",9531,47,-2.32925,1620277.92680054
"CHRM2",4064,52,-1.93325,1620278.81428953
"C9orf128",7884,22,0.464250000000001,1620290.36375581
"CABYR",9585,219,2.23,1620294.21563319
"TRO",16416,166,-0.663499999999999,1620296.56009372
"C15orf44",13558,183,0.3485,1620302.95494896
"CENTG1",9761,218,0.979166666666667,1620304.14998133
"LIG4",8062,53,-0.598416666666667,1620304.5869669
"FAM49B",17266,20,-0.804333333333333,1620306.03718162
"MRPL53",6516,79,0.1413125,1620307.23517986
"CD52",8390,40,-0.0183749999999997,1620317.36069981
"RASGRP3",751,30,2.80508333333334,1620319.94566843
"C12orf41",9340,35,-0.949333333333335,1620320.21817757
"CHAT",12263,221,0.753749999999999,1620321.69454588
"RHEB",15340,219,0.192799999999999,1620324.29895231
"C14orf108",72,35,-0.1173,1620324.87207068
"KIAA0644",11883,115,3.07625,1620332.48401422
"NCOA4",8679,24,-0.588,1620338.07005317
"BSG",11367,201,-0.194964285714285,1620347.42511027
"ASL",7162,61,-0.629,1620355.63223676
"NEK9",910,110,0.281249999999999,1620356.11575458
"GPR92",9345,134,0.963166666666667,1620364.01598557
"C12orf11",557,230,-0.723875000000003,1620365.49267873
"NUP88",11073,36,-1.19275,1620396.23585504
"IL2",8330,30,-0.0888833333333331,1620404.41905685
"WDR73",14048,220,0.234166666666667,1620409.38544812
"HYPK",2563,21,-0.471875,1620410.91187369
"POLS",7153,34,-1.24925,1620416.75556865
"GDPD2",5199,37,-1.624875,1620420.89299358
"ZNF148",16333,44,0.168562499999999,1620425.12133644
"ZNF117",1244,136,0.2375,1620431.32801931
"NMI",17032,62,0.128125,1620432.65829659
"CD2",11231,40,2.38825,1620440.56119764
"SGPP2",6033,234,3.9325,1620445.83602245
"TMEM117",15347,217,0.462000000000001,1620469.99195672
"BGLAP",9317,225,0.6735,1620479.74151168
"SARDH",12791,214,0.191750000000001,1620501.99087795
"LOC730092",13152,87,-0.350833333333333,1620507.75002229
"RBM11",1778,44,-0.25,1620523.12121541
"OR5D14",10924,20,-0.369,1620526.2888346
"ZNF678",2142,132,0.349916666666667,1620530.83699117
"LMNA",10753,144,0.2735,1620532.12197877
"C17orf68",3901,206,0.637666666666666,1620537.31877683
"RNMTL1",12825,92,-0.0872500000000003,1620541.56580011
"RBM4",12061,61,-0.230875,1620542.88253398
"DOK7",10778,225,1.673125,1620546.85477427
"MNT",15999,225,0.4545,1620548.32569019
"ADAL",16582,214,-0.249500000000001,1620555.87804925
"GALM",12305,32,-1.28575,1620565.76360019
"LOC389199",8824,217,1.53225,1620567.97214903
"ZNF775",544,136,-0.0848750000000003,1620569.63010426
"ROR2",128,229,2.022,1620570.48851172
"THBD",10096,164,2.58641666666667,1620572.52499703
"SLC6A1",13660,113,0.70055,1620574.77608487
"C21orf62",1806,95,0.299375,1620575.17963441
"LOC165186",8766,231,0.741583333333333,1620576.07615687
"CD84",9624,39,0.725300000000001,1620578.05791762
"PUS7",1772,233,-0.2865,1620579.57790955
"IGSF6",915,145,4.96562499999999,1620586.62819331
"PES1",4893,130,-0.46255,1620588.61541948
"C20orf121",7157,197,-0.277499999999999,1620591.63700714
"NSUN2",8197,200,-0.209875,1620594.87712839
"HBXIP",3836,83,-0.661875,1620596.54602479
"EIF4G3",4456,229,0.33865,1620606.46207179
"GHDC",11362,193,0.936083333333333,1620610.50022029
"ITGAV",16558,38,0.137041666666667,1620618.28850562
"GAN",16346,233,0.489625,1620620.79267448
"C13orf24",2887,232,0.711833333333333,1620631.81452717
"UBFD1",16076,123,-0.3575,1620638.21147315
"PLCD4",5894,57,-0.502499999999999,1620638.76654264
"ALG8",15948,156,-0.34675,1620645.42343775
"CCDC93",8157,171,-0.219625,1620645.46779405
"MAP7D2",5890,63,-2.01795,1620645.49238531
"HSPB1",2205,23,-1.09996875,1620648.52882272
"GPBAR1",7232,24,0.46825,1620650.16020672
"CRELD2",153,225,1.188,1620653.32540514
"LOC541471",10023,155,-0.1828125,1620655.92852388
"KCTD17",15581,199,0.20515,1620659.69195273
"MRPL47",7827,212,0.298875,1620673.29264961
"ITGA7",3177,32,-1.1435,1620700.63797421
"C12orf59",6775,127,0.55475,1620702.56463822
"RAB39B",16743,70,-1.592,1620707.33599925
"FXYD4",10273,68,-1.17625,1620711.7228865
"CCDC63",7545,94,-2.326625,1620712.21772458
"C9orf125",1876,130,-1.34841666666667,1620712.57033426
"RHBDL3",14407,49,-1.9435,1620717.31045841
"WBSCR19",3893,131,0.0608500000000001,1620727.7797689
"POLR1D",1839,61,-0.506291666666667,1620733.44919439
"GNAI3",5492,213,0.457333333333333,1620740.605192
"NEUROD6",853,28,-0.202666666666667,1620748.53796403
"ANKMY2",3203,170,-0.0779999999999995,1620748.95495622
"SH3BP4",2227,20,-0.220416666666666,1620751.89449547
"LTB4R",8177,63,-1.32175,1620755.3340205
"RSPH3",15643,234,1.91425,1620765.29995187
"KLF2",13361,20,1.473375,1620769.67962836
"GPR139",11815,74,-0.553,1620772.03021646
"DDX21",768,53,-1.27625,1620783.38832393
"KIAA1468",8461,69,0.187999999999999,1620785.44241981
"RBM45",7202,147,0.17175,1620791.32915499
"ASCIZ",11043,35,-0.1942,1620798.22310683
"BDKRB1",8883,32,-2.60808333333334,1620806.45859488
"AKAP6",7233,178,-0.0476875000000001,1620810.34295209
"PRDM1",15692,20,-0.1392,1620811.16356589
"C20orf19",6796,234,-0.432999999999999,1620825.23471411
"SIP1",13120,201,-0.807375,1620827.98025394
"CSHL1",436,75,0.0715,1620831.35273436
"KIAA1881",7684,80,1.76275,1620836.26746581
"CBX6",2456,22,-0.848666666666666,1620842.24901608
"MLL4",5805,20,-1.0315,1620846.70484008
"GSTK1",12597,194,1.02258333333333,1620852.17384029
"tcag7.1260",428,40,-2.10875,1620860.17748452
"SNX22",9543,30,-0.0769166666666668,1620862.14089095
"GRIN2D",3946,154,1.00025,1620870.9734137
"DYNC1I1",14869,133,-0.638749999999999,1620877.37971487
"ETS1",12679,59,-0.772000000000001,1620878.60467427
"CRK",4143,150,0.382571428571429,1620878.86721217
"WFIKKN2",6274,29,-0.107,1620884.79760642
"SORCS3",7251,237,1.947,1620886.95641346
"SLC6A13",16611,54,-0.4844375,1620900.65525831
"DECR1",16,115,0.00924999999999997,1620901.12097619
"HPSE2",2191,48,0.110124999999999,1620904.47943199
"TAC3",15525,30,-4.03,1620912.67423023
"PTBP1",5977,226,0.0748333333333329,1620917.1395397
"GPR171",15383,21,1.25325,1620921.68285275
"DUSP7",11980,58,-0.3835,1620927.59270535
"ALDH16A1",11536,197,0.473125,1620938.84873542
"PTPN11",7758,105,-0.174321428571429,1620942.50970444
"XYLT1",7635,105,-0.97945,1620944.45569386
"EPM2AIP1",16164,92,-0.285583333333333,1620954.80218967
"ZNF341",6460,199,0.477166666666667,1620957.06564203
"RP11-529I10.4",15272,91,0.1735,1620957.37865797
"AKTIP",3583,32,0.0277500000000007,1620960.14055961
"IL5RA",11106,83,-0.24775,1620960.54381309
"KRIT1",8250,45,-0.6199375,1620964.17335226
