"","number","idx","exp","MSE"
"C1orf96",556,319,0.323000000000003,1913473.80118233
"LANCL3",10375,342,-1.355,1913475.01550947
"XTP3TPA",10762,150,-0.286625000000002,1913479.53861378
"C2orf39",7559,158,0.136583333333334,1913484.3257212
"KCNC4",8485,357,0.802583333333333,1913485.63841118
"SCN5A",4336,365,-0.0501,1913486.46625416
"LOC347273",17052,284,1.201,1913488.11407816
"C1orf177",9423,362,0.849583333333333,1913501.50449481
"TRPV4",15869,20,-0.964250000000001,1913503.09227453
"ARMC8",1296,398,0.368333333333336,1913510.15487584
"IKBKG",6854,43,-0.794250000000002,1913512.86163091
"NEDD8",8470,62,-0.494624999999999,1913517.31837164
"HOXC9",6127,80,-0.0456250000000005,1913517.49731894
"C19orf7",5250,22,-0.0448749999999992,1913518.29371191
"LOC441251",14060,372,-0.00191666666666645,1913519.03342347
"FDX1",6902,139,-0.757333333333333,1913531.49688008
"C8orf41",17051,26,-1.221,1913536.9935493
"C11orf45",11582,24,-0.675124999999999,1913542.79647917
"BCL2L10",15309,180,0.71275,1913554.89939276
"PRMT1",2620,20,-1.78275,1913555.83605218
"FBXO36",2453,383,1.1177,1913559.55250654
"GRIN3A",523,28,0.129000000000001,1913564.4663894
"ATP13A4",5695,121,0.285812499999999,1913565.72568452
"SEMA6A",16732,246,-0.868999999999999,1913568.88788939
"C9orf46",4918,49,0.182124999999998,1913578.85204039
"DLL4",2731,200,1.896125,1913598.30392257
"C20orf111",11992,72,-0.273416666666667,1913599.92757369
"OAZ3",7386,387,3.40545,1913603.69142069
"BTNL9",16292,183,0.268549999999999,1913615.65260133
"ZFYVE9",516,395,0.636937499999999,1913616.13606202
"FBXL20",4705,300,0.309875000000002,1913621.65233121
"LOC644285",15645,313,0.167374999999999,1913621.826949
"JARID1C",17124,396,0.855375000000004,1913627.41048278
"ATXN2",6951,39,-0.560666666666666,1913631.32669317
"TMEM87B",2393,131,0.8227,1913644.4077303
"TGFB3",10418,122,2.40543333333333,1913668.18879753
"TNFRSF10B",6216,400,-0.00387500000000198,1913669.40764053
"DGAT1",15523,375,1.37233333333333,1913671.14011873
"IQCC",2117,330,-0.137374999999999,1913677.47420696
"C16orf80",3095,31,-1.312,1913693.79406957
"GPR149",5914,203,-0.197124999999999,1913701.35740231
"IKBKAP",4867,289,-0.971250000000001,1913709.47087286
"BTN2A2",2875,153,-0.78415,1913711.17064955
"C6orf156",12463,350,-0.73775,1913713.64588161
"PDCD10",12415,20,-1.16175,1913713.71765888
"NUP93",1174,367,-0.257041666666667,1913714.92696661
"PPY",7132,322,0.24475,1913723.70914482
"IFNGR2",5840,327,1.4075,1913727.31750511
"HOXB7",9755,61,-1.21707142857143,1913738.79381725
"PTPN2",4607,87,-0.784437500000002,1913741.29966935
"SLC35A1",469,21,-0.20235,1913743.70434222
"SERPINB8",15746,313,0.111166666666666,1913745.24077446
"PRRT3",1553,164,1.020625,1913754.37012312
"DNASE1L3",1235,225,1.058,1913756.27590606
"C16orf5",12894,96,-1.10816666666666,1913756.67596194
"TXNDC9",14858,26,-0.881916666666665,1913758.02079429
"TARBP2",5118,168,-0.590625,1913760.75399805
"OR8A1",10050,279,0.1805,1913765.03350939
"MOCS3",1363,24,-0.716999999999999,1913768.2326727
"C1orf89",14947,91,-0.604,1913773.43381591
"HOMER1",16884,384,0.29775,1913773.60715253
"C1orf93",15552,394,1.84975,1913773.67961563
"KCNE2",12812,391,1.854,1913777.50082333
"ETFA",281,302,-0.828000000000001,1913779.86841535
"DGKA",5184,331,0.145999999999999,1913782.43372258
"LRRC34",8046,22,-2.43983333333333,1913795.11532614
"LRMP",761,26,-2.18725,1913796.73371872
"HPGD",3720,165,-0.151214285714288,1913797.94733841
"RAD17",12737,349,0.143812500000001,1913798.94792707
"RTBDN",5223,310,0.622749999999999,1913798.99927509
"C10orf91",16838,385,0.558375,1913800.23065655
"PLEKHG5",13765,77,0.013124999999999,1913803.16239649
"ZNF787",1510,371,1.01965,1913804.19769485
"RP5-1054A22.3",14474,365,2.55066666666666,1913814.26138108
"DDX10",7362,143,-0.95475,1913831.07232291
"MKI67",3061,373,-0.44375,1913832.36452211
"MDP-1",5480,73,-0.908,1913838.97928728
"ZNF649",15499,323,0.8861,1913844.43796342
"TUBB6",1773,323,-0.3748125,1913853.49076616
"CCL28",10540,276,-0.235750000000001,1913853.95755031
"PHB2",4677,379,-0.0696250000000013,1913854.5837622
"AP1M2",17100,86,1.091875,1913858.97068686
"CAPZB",7628,37,-0.39875,1913883.26274608
"EID1",7205,307,1.02875,1913888.0837019
"NDUFAF1",423,117,-0.0417500000000004,1913890.20456427
"PLA2G3",3839,155,-2.5105,1913905.84983787
"PLXDC1",15114,77,3.37433333333333,1913909.88318139
"RALGPS2",7316,57,-0.788250000000001,1913915.2164356
"GSK3B",13526,355,0.501833333333337,1913915.76384444
"ZNF655",13265,345,-0.0260624999999993,1913919.9667595
"THPO",13378,60,-1.19608333333333,1913934.3447045
"ATP6V1H",6137,277,0.634333333333334,1913936.83209588
"FIP1L1",12625,208,-0.484000000000001,1913949.25068504
"ANKRD13B",2233,116,-0.68625,1913949.81174339
"ATP5J2",4945,299,-0.206187500000001,1913953.92224293
"MAPK15",14974,302,0.372083333333332,1913955.91079082
"TMEM129",5916,187,0.238875,1913960.29013132
"LCE3A",9562,78,-0.698,1913963.11152997
"DENND1C",1923,400,1.68200000000001,1913963.93175247
"TMEM88",7595,32,-0.700583333333335,1913972.26339985
"PFKFB4",3182,377,-1.471,1913977.92431377
"C2orf32",17130,55,-1.7255,1913980.38082897
"MS4A12",9651,104,0.00325000000000037,1913984.37188391
"CPAMD8",6782,30,-0.691125000000005,1913986.80834884
"GMPS",17168,65,-1.7885,1913989.9398015
"C11orf41",9726,399,1.4914375,1913995.96678392
"ZC3H7B",8242,398,1.36962500000001,1914000.00661817
"IFNE1",3742,172,-1.16041666666667,1914004.41305633
"MGC14376",5386,218,0.525249999999999,1914004.90698249
"ALOX5AP",611,75,2.0616875,1914015.17085097
"CHRNA4",16888,187,0.12925,1914023.25675664
"GFPT2",13117,316,0.674874999999997,1914032.18845644
"BNC1",2751,391,0.955249999999998,1914040.30357952
"FZD1",12887,239,1.3533,1914041.41031821
"RFTN2",12951,23,0.549875000000001,1914049.7978128
"LOC388284",14302,184,0.0989999999999998,1914052.48314634
"METAP1",15684,26,-1.5230625,1914055.61916612
"THRA",9552,20,-0.902166666666667,1914055.74267194
"C19orf2",299,354,0.250625000000001,1914059.27049771
"GLRB",14935,43,-1.73941666666667,1914060.26858963
"CHN2",11235,24,-1.576,1914065.14322565
"MGAT3",870,234,-0.696333333333333,1914077.22101118
"MYO3B",14143,271,-0.272,1914085.53070442
"LOC441212",320,116,-1.12375,1914086.59008078
"TIMM8B",8435,190,-0.0768750000000008,1914090.05699239
"RIC8B",11655,183,-0.14125,1914092.00633359
"LCE5A",14900,344,1.743,1914092.85900332
"ARNTL",8136,63,0.0366250000000011,1914094.86127546
"TRIT1",17181,261,-0.895499999999999,1914097.03157634
"CASK",4304,193,0.637999999999999,1914098.55267449
"LOC440295",17178,316,-1.0275,1914099.88575516
"HIST2H2BE",1046,310,0.811593750000007,1914100.45174544
"C6orf148",8847,82,-1.3255,1914101.32271989
"XKR4",5361,231,-0.370291666666666,1914102.81848636
"ASRGL1",1487,103,-2.500125,1914119.27499045
"ASPM",12517,405,-0.166928571428571,1914129.19231871
"USP7",2331,21,-0.266875,1914132.49292091
"PRPSAP1",10278,48,-0.923375,1914134.5410287
"NFIB",16851,186,1.81867857142857,1914135.56249172
"WHSC1",13116,337,-1.1021,1914135.65721614
"CALD1",5306,243,0.6151,1914145.81717108
"ERICH1",921,86,-0.9241875,1914146.03093564
"CYYR1",16650,242,1.73025,1914155.09115099
"POLR2E",11824,29,-1.166375,1914157.23816521
"HCFC1R1",13417,38,-0.333083333333332,1914157.47409498
"SSBP1",15087,401,0.0933333333333326,1914168.21985526
"CORIN",1826,181,1.5205,1914168.53819915
"MRPS25",16051,342,-0.288750000000001,1914191.93896015
"TUBGCP6",8602,33,-0.870000000000002,1914195.61595405
"MDM4",10842,399,0.819999999999997,1914204.93498906
"FLT3LG",16352,344,0.320166666666666,1914208.12561321
"GRAMD1B",4937,387,-0.784749999999999,1914208.2858395
"ZNF706",2879,348,1.03265,1914209.26028709
"GTF2H1",15768,200,0.0016249999999999,1914214.88010229
"WBSCR22",2339,98,-0.636124999999999,1914219.55332841
"C5orf27",13831,297,0.474000000000001,1914224.46059903
"PDE1A",3778,28,-2.1490625,1914232.84141584
"DUSP10",9219,377,1.90005,1914233.30501129
"OSBPL1A",15877,54,0.0989999999999994,1914244.57286614
"COASY",16714,365,0.199833333333333,1914248.92356914
"RPS24",11323,307,0.669450000000001,1914254.99684734
"KCNA4",13300,174,0.2175,1914259.30214621
"NPAL3",16985,294,0.226892857142857,1914263.56824031
"SFRP4",12321,85,4.181,1914265.27909039
"TYR",5195,41,-6.84015,1914273.68820703
"GAK",13964,339,0.629249999999999,1914275.62115694
"HBZ",4518,123,-3.268,1914279.66328631
"HSPA14",11527,392,0.8725,1914285.76708283
"C10orf32",11891,72,0.403625,1914287.95323142
"AQP6",7040,223,0.1615,1914288.37502603
"STAT3",10179,215,0.89853125,1914289.31505752
"SOX1",9540,356,0.754166666666665,1914292.09899015
"LYPD1",14592,295,-1.26725,1914294.54590161
"GPKOW",1377,246,0.133125,1914305.39021092
"CPE",13941,49,-1.0136,1914317.13020808
"CDKN1B",16359,112,-0.119708333333334,1914331.64462497
"DGUOK",13105,321,-0.0657499999999979,1914338.89954334
"TIMM13",14976,144,-0.549916666666666,1914343.36930518
"TTL",9434,394,-0.147937500000001,1914345.86732558
"CCDC144B",12635,96,-1.239,1914352.74606618
"PCDHB6",2756,21,-0.939624999999999,1914353.79206449
"DDX39",11041,298,-0.466083333333334,1914356.77467357
"KIAA0100",149,45,-0.744099999999999,1914359.12884593
"KIAA1856",5816,402,1.53895833333333,1914379.09967718
"HIST3H2A",12198,404,1.87416666666667,1914379.69554522
"C2orf52",4933,111,-1.1305,1914382.24513283
"ZNF266",15058,21,-1.11395,1914383.53424905
"RSPH10B",9557,377,0.90375,1914385.40991667
"OGG1",16470,230,-0.154093749999999,1914390.26229875
"ING5",13151,332,-0.135357142857143,1914392.47365887
"RAB40A",16890,364,0.133750000000009,1914395.02464378
"CDC42EP4",9574,25,0.0459499999999991,1914395.34513465
"MAGEC2",12457,328,-5.214625,1914401.95395488
"CCDC47",15694,169,-0.157900000000001,1914411.79541763
"RP5-1077B9.4",142,320,-0.589333333333334,1914419.73598751
"LOC728276",5636,324,0.307999999999999,1914422.61528782
"ACTR3",9850,339,0.584562500000001,1914424.61766623
"RPL13A",12788,313,0.773375,1914428.34009773
"CPEB1",15374,30,-2.94500000000001,1914433.45250388
"ZNF133",2111,324,0.379999999999999,1914447.64304496
"KIAA0182",11494,183,-0.343583333333334,1914456.38869864
"OPA3",4634,369,0.806125000000001,1914457.07666707
"KLK5",10524,202,1.5125625,1914460.74887121
"TMEM66",1218,22,-0.90325,1914474.62229408
"KIF5C",9215,404,1.65113392857143,1914493.90532509
"CCDC90A",14927,389,0.778249999999999,1914493.90532509
"PRDM9",9934,301,-1.549875,1914499.32481554
"NFKBIZ",11207,140,-1.03825,1914501.88337519
"SLCO1C1",4900,36,-0.505033333333333,1914517.63587665
"COTL1",16798,351,0.1343,1914517.75148817
"PCYOX1",12282,24,-0.709375,1914520.34646199
"PNMA1",4,60,-0.691125000000002,1914521.97835848
"TCEAL1",15158,78,-0.101666666666664,1914522.1547811
"SCPEP1",12550,87,0.608000000000001,1914556.27715976
"STOML2",12712,39,-1.18033333333333,1914559.31307123
"MDGA1",2782,59,0.121125000000001,1914561.53223968
"FGL2",7676,81,4.44487499999999,1914564.28388669
"SLC25A15",510,298,-0.356875000000001,1914564.6405268
"ARMC1",1214,79,-0.557318181818182,1914566.70619601
"S100A14",3602,400,3.76612499999999,1914567.07512962
"FLYWCH2",6986,20,-0.402812499999999,1914581.65637266
"GART",5921,326,-0.957,1914582.43601035
"SACS",16805,234,-2.00834615384615,1914585.9306629
"COIL",3484,311,0.267333333333333,1914592.14602948
"HCN4",859,328,0.869500000000001,1914598.87548987
"MGC45922",5454,348,1.42275,1914601.75808258
"LEMD1",6158,267,-2.32575,1914602.62988046
"LOC728378",13656,362,1.489125,1914605.92756208
"RUNDC2A",15372,389,1.03308333333333,1914609.5751669
"TCEAL7",7206,25,0.846,1914614.19825438
"ADAM17",16030,239,0.328089285714286,1914616.19182523
"FRZB",10686,391,4.3151875,1914619.10335235
"PPP1R15A",555,246,-0.00483333333333326,1914621.1756518
"DYRK1B",16749,311,1.24758333333334,1914630.33129229
"FBXL15",8260,183,0.113625,1914639.18370665
"CASC1",6362,392,4.605375,1914644.35102292
"STX7",5847,66,-0.60775,1914646.26787965
"PLAT",11488,388,2.73625000000001,1914648.32784887
"NS3BP",8836,103,-1.91075,1914650.95263693
"XKR6",14917,54,-2.227375,1914651.54153629
"THBS4",11498,23,-0.165833333333336,1914652.27715832
"CLIP4",3038,150,-0.497999999999999,1914656.49381048
"RHAG",1395,166,-4.134,1914659.50928692
"RELA",14853,318,0.545083333333333,1914665.77064502
"HYPE",14973,53,-0.324875000000001,1914674.88709809
"FBXL17",9494,341,1.563625,1914677.32657518
"RHEB",15340,339,0.151949999999998,1914680.45378388
"KLF12",10234,129,-0.620687499999999,1914682.26681604
"FAM47C",16836,315,0.778625,1914691.89448814
"GORASP1",8681,159,0.351375,1914695.31819391
"LOC344405",5608,400,-0.0611250000000012,1914696.07435429
"LRP3",5458,321,1.14133333333334,1914697.32163027
"CLEC14A",10449,40,4.44241666666666,1914706.41267995
"NIPA1",6267,165,-0.4864,1914706.87469252
"STK3",6921,350,1.46961111111111,1914708.43317759
"ALDH5A1",9235,205,-0.396041666666666,1914709.93885657
"GNG3",11475,60,-0.5195,1914716.90964541
"LOC144305",6561,142,-0.72075,1914720.35889824
"IL23A",9052,366,-0.339500000000002,1914725.87689809
"ADM",3125,195,-2.20833333333333,1914727.75009807
"GPR107",14122,233,0.404416666666666,1914729.21448592
"SUGT1L1",5216,63,-0.244499999999999,1914734.95353927
"MAK",15019,395,2.39558333333333,1914735.27867215
"GUF1",9485,379,0.397166666666665,1914735.83062316
"MGC11102",233,305,0.359875,1914758.24437949
"PRIM1",8270,47,-2.74866666666667,1914759.12441658
"C9orf16",170,79,-0.431583333333334,1914759.7008804
"MSL-1",1659,266,0.3225,1914761.48974711
"PRUNE",12233,84,0.216625000000001,1914767.76082055
"TM4SF5",12948,59,-4.394875,1914775.87843613
"SEPT11",9689,172,0.106833333333334,1914779.49111068
"EIF3EIP",210,381,0.757714285714285,1914779.85460049
"CALR",16551,332,0.445437500000001,1914785.71126327
"CLDN19",1583,249,-0.364749999999998,1914798.34673492
"TNS3",13066,350,0.981874999999997,1914801.0308695
"SAMHD1",621,25,-0.0391250000000017,1914801.21562561
"PDGFC",17255,61,-0.591541666666666,1914805.90970433
"P2RY14",7092,120,2.11783333333333,1914815.73413111
"RAD54L",14820,402,-0.757750000000002,1914822.48616673
"MPEG1",886,78,2.31816666666667,1914826.02495565
"MGC10981",9598,359,-2.56616666666667,1914826.64424231
"TIAM1",6785,165,0.2225,1914831.91042448
"PANK3",13534,366,1.4184375,1914845.04990258
"CREB3L3",9929,352,-1.29875,1914850.60101988
"DHCR7",11294,223,-0.690249999999999,1914853.43816323
"LRRC4C",2340,367,3.951375,1914856.2271653
"LCMT1",13177,392,1.3734375,1914864.32792757
"TCEAL8",14258,75,0.111875,1914866.24132504
"FGF5",11611,401,-1.04375,1914867.34180879
"FCGBP",11075,363,2.76167857142859,1914868.73059113
"GPRIN3",1987,179,0.366250000000003,1914870.57191193
"KCNA1",6630,227,0.377566666666666,1914882.87075643
"SFPQ",1151,213,0.1605625,1914886.36830719
"MRPL27",7358,32,-0.662125000000003,1914890.80804604
"COG5",1795,363,0.1455,1914893.99274601
"OR2G3",1881,76,-0.0549999999999996,1914903.96615615
"CAMK2A",6155,33,-0.3665,1914906.07119606
"EPYC",13740,179,1.1231875,1914910.33986977
"STK32B",13837,70,-1.1476,1914912.26576791
"DEFB119",6700,20,-0.0439583333333332,1914919.16409813
"EEF1A2",2763,236,-1.24975,1914920.0551164
"PLRG1",369,101,-0.552125,1914922.29289165
"INGX",7939,377,1.10988333333333,1914922.55675291
"PVRL1",11931,245,0.48,1914923.03166785
"VEGFB",1058,320,0.1571,1914924.37367971
"GAL3ST2",6102,74,-0.0757499999999996,1914936.42935488
"NPTN",4170,80,0.383875,1914939.01222342
"NPL",8661,179,0.925583333333333,1914943.51116279
"EIF2C2",7394,53,-1.467375,1914949.09143617
"EIF2B1",13878,162,-0.168625,1914957.11541313
"PTTG1",2725,400,-0.453583333333327,1914963.87848645
"BFSP2",6851,263,-0.381999999999999,1914975.79375228
"C12orf34",3393,39,-0.252374999999999,1914978.05391005
"MMP25",6347,372,2.15937500000002,1914979.93851911
"SEMA6B",11807,91,-0.667333333333333,1914986.36698371
"HIST1H1C",972,277,-0.369333333333334,1914991.89355759
"RPAP1",463,89,-1.0235,1914993.11096823
"CES3",7186,373,0.504583333333332,1914996.06022713
"KCTD15",7712,197,-0.170208333333333,1914997.64206111
"AP1S1",9817,390,-0.272062499999995,1915001.08925
"C19orf44",9194,25,-0.35925,1915007.18528165
"SFTPD",2565,374,2.613125,1915010.33634987
"CLSTN1",14638,22,0.1374375,1915012.31682834
"CIR",9711,47,0.174,1915024.70746147
"GOLGA3",2288,279,0.6019,1915027.62123579
"MT1G",4637,188,-0.674125000000001,1915027.80466595
"RPS4Y1",2677,53,-6.958375,1915031.98997583
"ACSS1",10371,365,1.3150625,1915035.86909172
"GSTM4",13211,60,-0.870750000000002,1915039.16742196
"TNFAIP8L2",2114,401,3.87783333333333,1915039.18768625
"NOSTRIN",8783,47,-0.717562500000001,1915045.07466407
"SF3A1",2859,155,-0.333775,1915062.1262923
"THAP9",9815,107,-0.541125,1915068.16863608
"TPSAB1",16769,72,2.69925,1915074.5108491
"SPRR3",17102,227,-0.533124999999998,1915085.62403963
"KDR",8215,145,2.63095,1915110.89303055
"ASS1",180,249,-1.15108333333333,1915112.82843824
"SFXN1",2830,130,-1.5569375,1915118.00689475
"DOPEY2",4725,32,-0.00745000000000121,1915127.81149105
"GNGT2",2066,371,1.869125,1915128.08432787
"MICALCL",12659,313,3.10116666666666,1915134.71374773
"C10orf56",10933,52,-0.774416666666665,1915135.57241129
"SCN3A",6821,91,-1.49233333333333,1915140.56054284
"GPR126",10139,29,-3.81010000000002,1915146.79734505
"PKD1L3",7368,186,-0.0855,1915148.44800208
"LOC339344",11058,348,1.1135,1915166.80369264
"WDR45L",11680,375,0.888416666666663,1915173.94426846
"MYO1H",12228,251,0.44025,1915177.39642082
"EPHA8",11830,148,-0.488062499999999,1915187.112653
"C17orf60",1294,42,-0.948416666666666,1915200.2554235
"TRIM17",13700,164,0.261499999999999,1915200.81585648
"C1orf64",14314,118,-0.109812499999997,1915210.02532946
"PXMP3",10443,281,0.9928125,1915213.25919385
"MYH15",8261,232,0.00483333333333352,1915215.14729069
"FJX1",10796,110,-0.4715,1915219.31260373
"ANKRD42",10117,398,2.23515,1915220.34071088
"OR10Z1",11413,169,0.29975,1915222.72152221
"NIF3L1",7290,124,-0.755875000000002,1915224.32958207
"SLC25A11",7280,46,-1.115125,1915225.23223361
"ALDH1A1",6181,43,-2.29883333333334,1915234.25971997
"SP2",7300,45,-0.440850000000002,1915236.74845062
"RPS15",3815,396,0.862458333333333,1915241.24399307
"PKN3",589,335,-0.719875000000001,1915254.08087917
"SERPINB2",1353,397,-3.0583125,1915255.92068602
"HRSP12",1021,68,-0.824750000000005,1915256.53804817
"TMPRSS9",14681,369,0.9605,1915262.67050567
"SMARCD1",1143,53,-0.77725,1915262.81054264
"YWHAB",6002,145,0.1931875,1915262.87689221
"KIAA1333",16933,51,-1.57258333333333,1915265.18512682
"SUOX",10816,55,0.318166666666666,1915265.52057167
"VPS26A",12010,32,-0.5112,1915274.52788397
"TPCN1",2334,255,-0.1445,1915281.34647107
"YTHDF1",15299,246,0.15475,1915283.82890297
"GPR81",4838,67,0.697666666666667,1915284.02952678
"HCRT",7584,335,0.168250000000002,1915302.69304269
"DDAH1",1228,378,1.919125,1915309.75770146
"F13A1",4955,106,3.80635,1915310.74050022
"ROR1",14011,362,-0.1591875,1915320.35156522
"MADCAM1",3106,345,0.183416666666666,1915322.60399789
"SLC46A1",8464,276,0.757250000000001,1915334.18558416
"PBEF1",13279,100,-1.4597,1915336.21158351
"PTPRN2",10410,53,-2.34632142857144,1915337.93127844
"TRAM1",6691,334,1.14971428571429,1915340.02765251
"SMEK2",2149,127,0.127125,1915340.9636051
"RPL5",14731,211,-0.503333333333333,1915341.83610782
"SHC4",2019,128,-2.35875,1915345.69498688
"CXCR7",9004,222,0.203249999999999,1915355.2216472
"FKBP3",5071,226,-0.354125,1915355.66178532
"C20orf24",1131,30,-1.31425,1915367.42052713
"DHPS",14730,78,-0.681,1915370.41415971
"ROBO3",3006,194,-0.75985,1915376.52410007
"FLJ38482",3640,321,0.637062500000001,1915387.06049816
"APOBEC3D",9876,400,0.556416666666668,1915388.59592038
"RYR3",16230,150,-0.877875,1915391.52438129
"TOX",15578,377,-1.45758333333333,1915407.08295226
"ZNF579",2046,365,1.25075,1915408.34140059
"PLAA",5959,404,1.4241875,1915413.13130965
"PRKRA",6572,138,-0.14775,1915436.4343782
"P18SRP",14999,359,0.0883500000000013,1915438.34255428
"MRPS14",16289,375,0.41975,1915448.60322161
"AMACR",3731,150,-0.14375,1915449.16981574
"METTL3",8651,228,-0.594375000000002,1915452.06353149
"ZMPSTE24",7525,24,0.00799999999999791,1915462.08534196
"KIAA0226",16047,184,0.158291666666666,1915462.61941226
"UBE2D3",2575,21,-0.73775,1915463.40956388
"SSTR4",15138,99,-0.1745,1915467.50045233
"ZCCHC11",3080,300,-0.8321875,1915468.57215841
"ATP6V1A",2584,31,-0.0299999999999995,1915473.19445651
"CLDN3",638,322,2.15208333333333,1915474.14181085
"EAPP",6082,59,-0.0716250000000003,1915478.70163
"TXNRD2",16510,161,-1.0365,1915484.08645252
"RASEF",5707,57,1.368625,1915488.1625144
"CENPI",5261,407,-0.0806666666666653,1915496.90977156
"CARM1",3854,269,0.57225,1915498.02750676
"C9orf95",1398,368,1.679875,1915501.7428801
"SPNS1",13515,225,-0.2215,1915504.09001039
"AATF",14495,309,-0.187374999999999,1915519.61029159
"VAT1",441,141,-0.7589,1915524.73675162
"C4BPA",937,321,-2.55225,1915524.7683418
"TEP1",7180,126,-0.958916666666666,1915530.64763639
"C21orf34",13290,40,-1.74158333333334,1915534.80033393
"CCL13",16222,35,1.6395,1915537.10910459
"IDI1",6167,340,-0.489249999999999,1915544.18135567
"GLUL",12643,385,2.71155,1915568.57420311
"BTG4",14535,229,0.0536250000000013,1915588.20096474
"PHYHD1",10788,401,3.0263,1915589.04741575
"TRAF1",12696,391,0.983958333333337,1915597.96678487
"ASPN",4904,31,4.68641666666667,1915605.69046623
"SIRPG",9092,394,2.759875,1915608.30130233
"USP28",7583,127,-1.365,1915611.98779778
"GHR",2285,27,0.149874999999995,1915612.0886944
"CHUK",3625,28,-1.152,1915618.26291962
"C5orf21",11174,393,1.60816666666667,1915624.22674965
"PSMB8",432,265,1.045,1915625.62296245
"ZZZ3",12893,320,0.43125,1915629.4984667
"COQ10B",4625,32,-0.261750000000002,1915630.29085726
"OXTR",2387,225,0.136687500000001,1915636.43195916
"IL18",4748,394,1.909375,1915638.45233318
"NOMO1",11077,302,0.0115000000000009,1915638.63122159
"CIDEB",973,56,-0.80975,1915641.56341962
"PCNX",14333,319,0.253124999999998,1915641.87128964
"C1orf187",16117,70,-2.1865,1915645.14472594
"GALNACT-2",1721,327,0.8453,1915646.60852053
"SLC9A2",13444,370,1.6405,1915657.61696395
"TSPAN10",8327,341,1.293625,1915662.97983581
"TRPM8",5520,398,-0.3795,1915669.36268822
"GBL",8802,291,0.109375,1915672.30658132
"TTTY9A",16004,259,0.348249999999997,1915675.15591929
"TCF20",9652,219,0.217375000000003,1915684.50122928
"HNF1A",10378,400,-0.356499999999997,1915687.35539584
"GPS1",13403,380,0.800750000000004,1915688.01592051
"CXorf6",2873,282,-1.032625,1915701.97418291
"GOSR2",11660,302,0.422333333333333,1915705.03071258
"ALG2",8853,258,0.465124999999999,1915706.65195521
"ZNF610",16772,197,0.7015,1915710.64873003
"SGOL2",17138,370,-0.581000000000003,1915715.63848326
"C14orf129",476,75,-0.235583333333332,1915717.43565717
"MRPL28",10008,376,0.1205,1915724.78092758
"SYCP2",12747,239,0.609999999999999,1915728.07085969
"FAM59A",1438,193,0.547950000000002,1915732.34344365
"ADORA1",8326,371,2.45125,1915738.28231938
"LCE4A",4320,117,0.2575,1915738.40969229
"PLXNC1",12152,106,0.0707500000000022,1915745.17290192
"UNC84B",5309,32,-1.169,1915755.38821961
"LOC90925",1642,83,-0.0280000000000007,1915763.28651831
"TRIM39",4029,228,0.339416666666666,1915769.01401743
"C8orf33",16156,25,-0.661708333333335,1915771.74838243
"BAP1",17002,23,-1.4559375,1915779.3008961
"THEM5",7187,149,0.32925,1915782.2529961
"PPIL2",12649,335,0.0266666666666665,1915782.69159542
"PRAMEF8",9810,64,-3.5075,1915782.86238404
"ATP5G2",8771,36,-0.6475,1915788.37568991
"CAPG",1416,206,1.93125,1915788.79823478
"ZNF766",1760,309,0.89625,1915793.40559365
"DDX43",5145,324,-1.228625,1915798.26016548
"RHOF",14141,365,-0.0691249999999975,1915804.74828098
"MGC7036",15479,98,0.0899166666666652,1915810.57556853
"C14orf102",12542,221,0.3015,1915817.14803074
"CTAGE1",10729,95,-0.0758333333333332,1915821.43531742
"OR51B4",2834,298,-0.854375,1915822.70922028
"DAPK2",10237,133,1.65833333333333,1915823.5669823
"CEACAM21",7250,20,-0.110125,1915824.72930233
"TAS2R13",3075,75,0.0424999999999999,1915831.50081184
"C19orf26",11473,280,0.255666666666667,1915840.71649572
"PTTG2",15986,394,-0.538499999999996,1915841.23044794
"PBLD",13285,86,0.535249999999998,1915851.66933478
"FCGR2A",9299,240,1.4818125,1915858.52597029
"TGM1",12464,273,-0.499166666666667,1915859.32841465
"ARHGEF10L",14088,220,1.0143,1915865.62837123
"SPNS3",6209,374,-0.441125,1915881.77212927
"PHF19",1406,382,-1.16725,1915905.61569756
"MAPK8IP1",1071,96,-0.754583333333335,1915906.84304545
"TUB",1458,177,-0.880625,1915907.20448801
"LRRC40",1829,220,-0.741875,1915909.66084421
"PRR12",15007,21,-0.28,1915910.24151985
"RNF103",10069,78,1.295,1915918.30085126
"ZNF420",10829,320,1.43033333333333,1915923.99338255
"CNFN",11268,203,0.882750000000001,1915932.96236423
"CSAG3A",13937,20,-5.38575,1915935.5640726
"INSR",14933,366,2.20459375,1915945.63869847
"CDK8",8850,27,-1.37508333333334,1915952.99122259
"TLX2",12078,397,0.107437499999999,1915960.88348412
"RORB",12205,62,-3.35075,1915960.95713351
"PNO1",10714,54,-1.17033333333333,1915962.08073034
"FAM80A",3616,255,-0.497625,1915970.85262304
"LGALS13",3064,292,0.332833333333333,1915970.95030301
"ANKHD1",2903,357,-0.36575,1915993.32368665
"MYL2",15098,319,1.0175,1915994.71018182
"ZNF526",3969,368,1.2625,1916003.22647266
"ALAS1",481,120,-0.1499,1916004.96818191
"CCL5",11675,397,4.30075,1916006.8840562
"GFRA4",1152,349,0.81475,1916009.64184729
"ZFAND6",2700,214,0.219125,1916009.79148892
"CUGBP2",14281,269,0.339833333333334,1916021.362985
"MEIS2",6677,184,-1.6713,1916026.00213904
