"","number","idx","exp","MSE"
"TEX261",5652,29,-0.43525,1380494.79439263
"CYP4F22",15773,271,1.25974999999999,1380694.96505092
"C1orf173",11439,356,2.72265,1380739.74652161
"MKRN3",1912,30,-3.03066666666666,1380854.1236684
"PLEKHA4",6367,281,1.19169999999999,1380936.93809731
"TNNT1",10853,20,-4.59866666666666,1381058.11903233
"WWP2",10735,43,-0.263583333333334,1381258.31096017
"CIC",6121,327,0.977249999999999,1381356.16214819
"FLJ21062",1105,345,1.728,1381779.56294099
"RNF183",12963,375,3.80508333333331,1381849.12849082
"SBNO2",11025,311,0.7685,1382293.43644096
"KCNJ5",10752,102,1.95141666666667,1382472.92909481
"GPR177",9461,119,-1.21225,1382609.04003267
"FAM133B",5635,355,0.273178571428571,1382766.62420458
"PGLYRP2",5745,372,3.87887499999998,1382994.33926346
"IL17B",13902,174,-0.641999999999999,1383162.51038795
"IER2",1101,335,0.899166666666666,1383180.55957716
"LTF",8423,137,2.26485714285714,1383301.9246389
"MS4A4A",15810,20,-2.7145,1383667.57056905
"SYT8",7317,62,-1.30075,1383678.53387438
"CERK",10908,69,-1.29275,1383809.16541664
"FAU",13331,258,0.1646875,1383886.97873778
"ISY1",14596,169,-0.279875,1384000.3385159
"COL4A5",13041,373,1.0638,1384014.25754915
"HSPA8",11081,22,-1.39854166666667,1384027.53309303
"HSP90AB6P",2877,147,-0.357000000000001,1384196.91434036
"ATP6V1C1",4623,233,0.33505,1384325.64277931
"ZNF493",2826,159,-0.388281250000001,1384366.09948862
"AASS",7196,177,-1.565375,1384467.94840903
"STAU2",13122,91,0.0357812500000006,1384537.28432267
"DYX1C1",2012,286,1.987625,1384615.45560083
"METTL2B",2305,196,-0.750750000000009,1384795.92170349
"PAPLN",17127,264,0.918041666666666,1384834.76747036
"ARIH1",6741,71,-0.75425,1385071.71664844
"KLHL13",13,92,-2.80875,1385181.39755618
"C16orf3",13944,347,0.698666666666666,1385502.65679596
"EGR1",1309,189,0.17525,1385530.60075351
"CCDC117",9334,61,-0.2074375,1385641.10534978
"LRGUK",8810,343,0.67775,1385648.36414691
"TPD52",16760,80,0.688666666666666,1385744.75747311
"RXRB",10863,21,-1.114625,1385771.15772463
"GRN",4032,75,-0.13425,1385834.3267742
"C8orf79",14318,214,0.894449999999995,1386052.29825951
"TTRAP",9428,20,-0.950750000000001,1386092.14729785
"C14orf169",12153,351,1.80275,1386137.93945263
"POP4",450,59,-0.0266249999999997,1386169.94348167
"PKHD1",15390,306,0.967312499999995,1386294.38438929
"MRPL36",13980,180,-0.45125,1386314.92761708
"PELO",1213,47,-0.952,1386339.01803999
"C12orf31",15044,95,-0.652750000000001,1386438.01225596
"ZFP36L2",14329,243,1.47975,1386447.23547187
"PAK7",9355,188,0.574583333333332,1386463.65720755
"LYPLA1",9933,121,-0.455041666666667,1386492.82423311
"RAD51C",12287,220,-1.45675,1386580.3535627
"RPLP2",13514,380,0.979,1386641.73780964
"CHIA",8451,20,-0.15775,1386723.30318044
"CXorf56",176,44,-0.36,1387044.03739186
"LCAT",13948,279,-1.17308333333334,1387161.2306091
"SLC12A7",9296,42,-0.087500000000001,1387284.30447856
"CD5L",6109,39,-0.470375,1387924.9070232
"NEO1",9406,287,1.04008333333333,1388009.27844253
"KARS",3795,20,-2.18725,1388143.29375387
"PIGS",16953,23,-1.32341666666667,1388250.78630278
"DSN1",2031,92,-1.636875,1388281.28179818
"MED13",7286,176,-0.202625000000001,1388292.91095914
"MIF4GD",8600,58,-0.344916666666667,1388487.83123737
"GMPS",17168,71,-1.75357142857143,1388550.86880194
"MAD2L1",8981,71,-3.29155555555555,1388571.10282888
"PADI2",8454,199,1.595625,1388634.66365487
"ASXL2",6823,370,0.413499999999999,1388666.16016359
"COPS5",3885,248,0.132,1388685.71863933
"GRB2",138,176,0.136249999999999,1388771.83038806
"CISD2",16644,67,-0.87558333333333,1388782.69715832
"MTHFR",12023,351,1.01231818181818,1388878.83704638
"SLPI",12285,160,-1.49515,1389281.18080339
"RPL27A",16980,210,0.0403749999999997,1389307.54844967
"CNOT1",4546,20,-1.1251,1389383.97661278
"STK36",15778,374,1.13058333333333,1389389.8821759
"CTF8",8098,26,-1.066875,1389462.63745784
"CA3",15976,140,0.482625,1389515.17773268
"PRRG4",5680,357,2.228,1389905.80750285
"PGK1",16221,22,-2.07958823529412,1390105.2645599
"STAC2",12208,141,0.240124999999999,1390129.62095109
"HPSE",13945,74,-0.436812499999999,1390147.97003288
"ANKRD10",5560,268,-0.715874999999998,1390253.4620083
"FANCE",17166,34,-2.20625,1390272.88283028
"BHLHB3",451,253,1.7725,1390371.85854648
"SLC7A8",3774,373,2.94016666666667,1390421.33929805
"XRCC4",15508,21,-1.702875,1390509.03872625
"tcag7.1015",5601,55,-1.5285,1390640.43479686
"PPIL5",2648,57,-1.71475,1390717.04145185
"GMCL1",16369,46,-0.68875,1390774.07177347
"TNRC15",723,372,1.46887499999999,1390973.77853776
"FLJ44635",14553,292,0.871749999999999,1390975.81213954
"SFRS5",4563,84,-1.04658333333334,1391004.53793334
"NANP",8119,154,-0.719249999999999,1391064.37423252
"RPL13",10591,102,-0.86555,1391090.29143685
"PDIA2",15748,24,-4.200875,1391108.08356023
"ANXA3",4466,135,-0.725875000000001,1391173.84249574
"KRCC1",260,201,1.10825,1391204.97889876
"SERPIND1",1547,119,-3.77008333333334,1391273.72705269
"RHBDL1",7059,321,1.85975,1391325.26481398
"RPLP0",2802,378,0.538821428571428,1391368.79178609
"LILRB5",12739,49,1.109125,1391398.93772195
"LOC554248",5848,361,-0.827624999999995,1391400.04778603
"TIMM17A",15482,26,-0.926375000000001,1391401.71582355
"KIAA1683",16310,85,-1.2583125,1391505.68015165
"PSMD2",15573,39,-1.18822727272728,1391517.83362024
"TRIM25",2096,179,-0.176166666666666,1391525.65475527
"CIRH1A",5174,25,-2.11208333333333,1391539.85101015
"PERQ1",16870,380,1.1294375,1391558.82854718
"JARID1D",3958,70,-3.569375,1391580.24916426
"PTN",14094,145,0.547249999999997,1391741.62319951
"MAP3K6",9166,274,0.77845,1391781.02261363
"IL10",9352,33,0.285333333333333,1391792.8834363
"FLJ33590",12886,22,-0.214499999999999,1391838.08594151
"CSAG1",15660,38,-4.39983333333333,1391853.10391449
"OR5T2",7091,25,-0.201,1392046.64071266
"PIK3C2G",6943,159,1.08875,1392085.7436341
"hCG_21078",12781,303,0.459562500000002,1392092.30584878
"CCL22",13083,118,0.28525,1392139.74619993
"SLC25A5",5588,20,-1.51753571428571,1392182.45368709
"FLJ40298",12446,203,1.102875,1392304.85084959
"RPL12",5605,335,0.632875,1392416.74639938
"HSP90AB1",15900,148,-0.249416666666666,1392525.97405041
"RPS18",19,338,0.685964285714285,1392554.70507361
"FOSB",5286,208,1.0749,1392597.98033597
"CTB-1048E9.5",1968,223,-0.1705625,1392739.97553546
"CLTC",8146,88,-0.462166666666668,1392796.33787289
"CHI3L2",11505,91,-1.4289375,1392801.13341536
"C7orf20",5830,301,-0.155166666666668,1392839.11573443
"CRKRS",6048,157,-0.205833333333332,1392912.3955831
"ST3GAL6",10185,78,-3.34825,1392965.1309983
"VSTM1",12988,53,-0.107749999999999,1393041.18990901
"CYC1",3620,160,-0.737166666666668,1393069.87460174
"LETM1",14244,259,-0.42525,1393131.58613082
"PSMD8",11194,48,-0.294166666666667,1393138.87647808
"SHANK1",10176,29,-0.37425,1393229.4248549
"CNTD2",11932,104,0.41725,1393304.38458322
"TATDN1",15063,47,-1.1655,1393319.30962412
"WDR60",5889,303,0.337625,1393358.31805723
"CDH3",15708,169,0.703124999999998,1393361.53455471
"PSMD7",8580,24,-1.67177777777778,1393383.19898167
"hCG_2028557",16938,263,-0.2795625,1393411.18811182
"ZNF498",11370,235,-0.3159375,1393565.97790183
"GLI1",2562,129,-2.20404166666666,1393577.45164261
"CITED4",17131,378,3.1905,1393733.21266393
"DERL1",6427,202,0.344549999999998,1393761.42742369
"LPO",10891,20,-0.574499999999995,1393800.80630544
"VHLL",12623,37,-0.63425,1393822.96969221
"OR1M1",11450,342,0.731,1393857.66619479
"CLCA2",3695,155,-1.50916666666667,1393898.27309211
"FAT2",10024,204,0.467500000000001,1393922.88952299
"GP1BA",27,252,0.7034,1393924.39708548
"MRPL13",13683,200,-0.295250000000001,1394035.85130134
"PRSS2",7185,119,-3.66575,1394036.78690943
"DICER1",12038,377,1.7105625,1394061.36369287
"PACRG",14632,98,0.936250000000001,1394081.43980169
"DYNC1I2",12382,293,0.748,1394115.26278469
"HTATSF1",3012,49,-0.137125,1394172.85843738
"CHRNB2",13252,145,-0.058499999999999,1394191.00767897
"HBM",777,75,-0.0264999999999994,1394224.95079931
"TFPI2",10779,168,-6.05975,1394303.2345864
"LCN12",12093,373,2.72741666666666,1394336.42894871
"GRID2",2959,343,0.55725,1394492.47782998
"LAMB3",2481,155,-0.6664,1394610.38267564
"CCDC49",4936,72,-0.602249999999999,1394701.00134739
"C9orf68",10658,373,2.98275000000001,1394849.19953269
"FBXO34",9304,329,0.494916666666666,1394859.75715999
"PAMCI",5293,189,-2.46416666666666,1394977.75642136
"IFT52",6549,23,-1.07141666666667,1395038.9107668
"GOLT1B",10818,39,-1.04375,1395131.33094127
"LOC400451",3916,370,2.65762500000001,1395185.39251294
"TTC8",15859,263,0.159083333333331,1395200.00794995
"ODF2L",14468,284,0.95085,1395226.76580104
"GNL3L",6030,31,-2.138,1395234.71972697
"MGC33657",6448,276,0.732791666666666,1395239.14639073
"TUBA3D",8044,380,1.7001,1395273.09071661
"ZC3H6",11141,360,1.75775,1395367.99666223
"EIF2C2",7394,52,-1.467375,1395381.14589842
"DGCR6L",1926,34,-0.1785,1395390.00262754
"CAND1",10941,20,-0.798666666666668,1395443.15818894
"RPAP3",10146,21,-1.172,1395459.46009875
"FGF23",12977,21,-2.4485,1395486.27709283
"TAF5",6629,82,-1.24875,1395506.84593942
"SNTB1",3171,33,-2.39575,1395559.53616817
"SAA4",839,206,-3.265625,1395599.09225446
"EDN3",3590,237,1.2035,1395695.49997023
"C12orf49",4935,157,0.42275,1395696.79187176
"EEF1B2",14508,210,-0.662166666666667,1395755.37661156
"HECTD2",15305,358,1.19783333333333,1395787.63017614
"PHIP",3842,347,0.486500000000001,1395818.36148632
"STAM",7739,21,-0.91175,1395836.79668995
"OR1A1",12617,246,0.439916666666668,1396174.06141147
"LOXL3",6244,146,-2.4465,1396176.52682061
"IGSF10",14680,176,-3.66712499999999,1396177.94031557
"CLIC1",15658,20,-1.146,1396186.44366105
"DPM1",9361,23,-1.5875,1396243.97313525
"ACTC1",2386,257,-0.2987,1396245.65691745
"TTC23",1978,204,-0.2786875,1396375.69693833
"TACR2",341,336,1.09625,1396379.53117198
"LOC200383",10384,158,0.571749999999999,1396383.39450381
"MCM2",13793,106,-1.79141666666667,1396407.72697631
"MBTPS2",743,23,-0.4715,1396431.49881647
"MAPK8",2940,286,0.0312499999999996,1396457.51898507
"KIAA0859",7179,32,-0.68,1396466.23003167
"FAM84B",511,226,1.4546,1396509.44944813
"CPA5",4140,353,0.899499999999999,1396533.64826126
"WDR35",14775,371,0.953374999999999,1396540.75220013
"RNF8",7518,20,-1.11016666666667,1396559.13591172
"GPT",7054,150,0.219000000000001,1396685.59536743
"C7orf36",5732,353,0.55625,1396853.40350588
"STXBP3",2135,114,0.114375000000001,1396916.05266108
"C1orf93",15552,369,1.73475,1396950.84242444
"RPLP1",6681,370,1.16775,1396965.19521851
"MGC61571",16907,63,-1.082625,1397000.30616172
"ZNF813",3767,34,-0.2713125,1397012.45051536
"PGS1",3228,36,-1.08525,1397159.90395487
"FKSG2",15012,285,1.18625,1397248.33310214
"C20orf24",1131,147,-0.74075,1397261.469469
"C6orf128",1391,352,0.689166666666666,1397360.48193347
"FTL",5731,106,-0.9496,1397371.7091628
"RPL34",2916,315,0.544722222222222,1397383.71288197
"PER1",9667,202,-0.427916666666666,1397492.90022059
"LOC137886",11211,224,0.277,1397702.04391664
"FLT3",12602,158,1.96058333333333,1397751.00056436
"FLJ21511",16746,349,3.98975,1397767.77124837
"HLTF",7700,258,0.145964285714285,1397776.3999701
"NDUFA9",10699,22,-1.03308333333334,1397804.60780051
"C7orf44",13071,32,-1.75808333333334,1397830.97685119
"RANBP2",12923,371,0.757083333333333,1397838.20006488
"ESPL1",1087,157,-1.0715625,1397861.85002904
"KIAA0226",16047,174,0.158291666666667,1397993.50462647
"C1RL",6571,171,1.03591666666667,1398012.60804858
"RACGAP1",2344,101,-2.167875,1398072.29928655
"L2HGDH",13263,112,-1.360375,1398116.80357255
"OSBPL3",11208,364,-0.296666666666668,1398157.35123421
"SLC16A9",7973,73,-2.159125,1398165.13410058
"TCF7L2",14958,173,0.876285714285715,1398185.83097845
"TMC5",5070,370,4.2585,1398230.60273238
"DARC",14565,164,1.9653125,1398236.02310636
"JUN",6465,143,0.639416666666666,1398411.34717991
"C14orf43",13854,376,0.977142857142856,1398495.94443417
"ADFP",8249,49,-2.13741666666667,1398527.47629568
"CCNF",5264,233,-0.770916666666667,1398542.84919952
"LOC203547",2071,44,-1.2010625,1398602.97417554
"KIAA1505",9278,165,1.036875,1398709.43971551
"C16orf70",5324,161,-0.465750000000001,1398721.57888896
"KBTBD10",13790,249,0.965499999999999,1398767.78576739
"PHYHD1",10788,376,3.0263,1398817.01850879
"WDR63",15171,367,2.151,1398916.06633655
"USP10",14247,27,-1.48925,1398954.14382261
"DIRAS3",1618,181,0.6655,1398970.88745882
"ADAMTS18",16236,141,0.424333333333333,1399048.50379507
"LELP1",8102,349,0.401333333333333,1399203.17990043
"FZD7",14373,112,0.39375,1399211.71358456
"ZNF622",12989,329,0.275125000000003,1399312.42075351
"HSPE1",11586,175,-0.766375,1399317.06336126
"GSG1",13894,20,-0.888583333333333,1399336.04444616
"NUP155",10885,27,-2.269125,1399366.69116679
"WDR91",15490,350,0.31125,1399370.09628756
"GSTM5",917,256,1.23537499999999,1399413.79160637
"DNAJA1",16585,64,-0.6583125,1399444.58117356
"TCN2",7593,66,-0.335583333333333,1399452.08308368
"MAK",15019,369,2.363,1399455.83807277
"AGTRAP",11099,346,0.73125,1399508.70363014
"NPC2",15297,281,1.20075,1399542.05930135
"CG018",14128,276,1.36216666666667,1399579.66138834
"ARMCX1",5098,233,1.72375000000001,1399647.91930898
"CHCHD2",1002,229,0.117541666666666,1399764.44443699
"DDIT3",16882,20,-1.57462500000001,1399774.37831451
"FOXD2",2779,64,-0.416374999999997,1399788.39116692
"ZNF738",9017,107,-1.327,1399798.52156448
"SLC35B3",5917,20,-0.54,1399839.17135288
"ZNF410",7913,363,0.881250000000005,1399891.49609446
"HCFC1",4610,44,-1.12833333333333,1399896.99439741
"PHF8",7376,36,-0.470041666666666,1399932.47413845
"IGF2BP3",15210,29,-4.70575,1400022.93549425
"MYBPC1",13205,261,2.63649999999999,1400030.98690736
"C10orf116",8385,362,4.75458333333333,1400061.47204004
"EGR2",14382,270,4.34912499999999,1400099.39785261
"PAPOLG",5033,256,0.524375,1400131.49795899
"MTDH",15898,57,-0.2925,1400135.87034829
"RTBDN",5223,291,0.62275,1400148.56495526
"ATP6AP1",14420,249,0.903699999999996,1400235.01152196
"HSPA2",337,378,3.0985,1400304.01319701
"TERF2IP",8811,31,-0.408999999999998,1400322.11874552
"CH25H",5416,215,0.757500000000001,1400341.68398023
"PRAMEF2",14597,68,-1.5775,1400393.56815535
"ZMYND15",10955,339,1.940875,1400441.24568259
"ICK",3804,214,0.634312500000001,1400470.49398487
"DGCR6",1895,23,-0.156125,1400487.25322209
"SRXN1",12559,21,-1.0149375,1400550.61460491
"CYR61",1013,108,0.0368750000000003,1400669.98945635
"COG3",11084,350,0.851949999999996,1400819.07098311
"OR56B1",7321,56,0.0952499999999999,1400866.60518481
"ZNF16",616,291,1.454,1400929.96585174
"CHST13",7921,255,-1.872625,1400976.93128616
"FOS",1767,104,-0.723062500000002,1400980.79792172
"RHAG",1395,157,-4.134,1401039.30556112
"PDIA6",13866,21,-1.406,1401042.16952814
"AHSA1",6083,98,-0.930375,1401062.00016806
"JPH1",941,28,-1.12675,1401066.68661504
"CDSN",15452,256,0.0917499999999989,1401077.31490408
"MXD1",16059,378,0.884624999999999,1401083.90253501
"PDHA1",15181,38,-1.278125,1401094.83461296
"MICALCL",12659,285,3.06083333333333,1401131.97616202
"RAE1",5451,141,-0.973833333333334,1401194.35208915
"GINS3",14147,47,-1.7251875,1401221.37955566
"C1orf94",12890,48,-2.44,1401233.6826144
"TFF1",3230,333,0.342875000000004,1401254.08394816
"ONECUT1",14676,24,-3.87350000000001,1401331.15902488
"C15orf5",8315,288,-0.52275,1401345.29613544
"MORF4",8514,21,-1.544625,1401391.1919774
"ABHD12",13241,206,0.352649999999999,1401410.75953087
"C8orf33",16156,24,-0.661708333333336,1401472.78730893
"HTR1F",12549,155,-0.57125,1401477.51595805
"GPR149",5914,190,-0.197125,1401524.03487134
"CCDC44",8687,253,0.0813749999999997,1401588.71253226
"DST",4053,136,-0.18375,1401630.46544912
"ASTN1",5281,178,-0.376580357142857,1401699.35667447
"NSUN6",2953,273,0.672000000000002,1401721.2207613
"PLCL1",16881,320,1.12308333333333,1401752.5459886
"RPS4X",16399,321,0.773230769230769,1401756.52763626
"FBLN5",10851,212,1.73850000000001,1401776.47213591
"METTL2A",7256,204,-0.950499999999998,1401785.97153124
"EPC2",623,314,1.17275,1401808.61370131
"FAM91A1",2706,223,0.195875000000002,1401809.91572328
"CPOX",3101,20,-2.70787499999999,1401823.85442966
"WDR5",10626,22,-2.000625,1401840.36294027
"DMTF1",2633,122,-0.744357142857143,1401874.12098826
"NTRK3",16681,223,0.970666666666666,1401900.71718854
"SIM2",9635,23,-2.8170625,1401979.21225382
"CCL8",10487,141,3.69025,1402027.11811822
"TP53AP1",4882,366,1.88731249999999,1402044.9815175
"SCAMP3",4662,20,-0.775750000000001,1402046.27693894
"COMMD6",13990,179,0.845500000000002,1402064.15573734
"UBE2G1",15195,132,-0.2855625,1402110.04994331
"CPM",1435,44,-1.45916666666666,1402126.44655778
"EPN1",467,144,0.139,1402139.61029746
"UGT2A3",2605,76,-2.19866666666667,1402149.1804464
"COMMD9",7562,362,0.859666666666671,1402179.62283284
"MAP7D1",1011,22,-0.55425,1402183.77654853
"SPPL2A",2829,90,-0.3975,1402211.23727218
"ARMC9",13722,300,0.266125000000002,1402227.28316241
"PSMA6",5323,141,-0.47275,1402252.11772002
"CAPSL",814,299,3.26575,1402281.3892571
"CALCOCO2",411,113,0.143392857142857,1402306.70817131
"PMPCB",11596,189,-0.370416666666666,1402341.87104936
"PIGU",5315,103,-0.7725,1402353.20109951
"CTSB",2501,135,0.576708333333333,1402356.78350353
"CCDC122",12101,370,1.601125,1402403.6900709
"YTHDF3",14186,25,-0.51925,1402417.31926539
"F5",3107,29,-3.68174999999999,1402423.89707841
"WSB2",6334,65,-0.509312500000001,1402425.55363383
"MYSM1",13667,132,-0.481625,1402439.48127381
"C20orf20",15984,148,-1.2559375,1402451.97426048
"HHLA3",13799,318,0.2222,1402460.63749816
"ZSCAN22",17203,209,0.656,1402469.9644916
"HCN4",859,310,0.8695,1402511.6186602
"KRT14",14628,155,-0.439357142857145,1402555.13392529
"NEK10",11344,369,4.0265,1402569.99085376
"IER3",6832,294,1.203,1402617.90323833
"FTSJ2",2119,282,-0.328,1402647.94679245
"FAM82B",1897,176,-0.301791666666668,1402681.01723143
"GSTM4",13211,224,0.2795,1402681.86980905
"CDKN1C",10600,69,-1.25054166666666,1402687.03100083
"ADHFE1",5007,80,-0.109375,1402689.62311109
"LRRC4C",2340,362,4.18699999999998,1402711.25973841
"FCN2",12180,167,1.122875,1402765.54394019
"FAM81B",2568,326,3.3105,1402768.04390249
"FNBP4",3928,330,-0.600333333333333,1402798.12721526
"SLC25A11",7280,43,-1.115125,1402801.60340347
"MFAP4",8223,187,-0.815083333333335,1402809.65708605
"HEXB",10219,20,-1.130875,1402821.13814331
"PHKG1",9626,20,-0.91925,1402941.8658158
"EXOC5",11974,85,-0.29725,1402965.9489439
"C20orf199",5278,105,-1.27275,1402993.50367871
"RPS15",3815,372,0.862458333333328,1402996.24812099
"PFDN1",13726,372,0.973062500000003,1403042.57631362
"LILRA3",17125,56,-0.0232500000000013,1403055.92451432
"MGC45438",7896,65,-0.953800000000002,1403070.06294971
"IMPA2",6945,35,-2.166375,1403100.54509953
"CLDN11",5537,178,0.3067,1403126.86943709
"MYO9A",13636,361,0.952875000000003,1403144.96857863
"LONP1",8791,44,-1.558125,1403194.70889588
"TSNAXIP1",8642,235,1.18362499999999,1403195.00920075
"APOOL",13719,170,-0.2002,1403240.11846361
"PLIN",133,102,1.04308333333333,1403247.49868346
"CCL3",4276,193,2.756125,1403266.7640377
"C14orf48",3304,272,0.240333333333334,1403309.31841783
"PBX1",6787,304,2.56285,1403358.43787739
"KIAA1430",3397,349,0.531062499999997,1403411.08093237
"EIF2S2",2006,21,-1.3859,1403421.06948358
"C2orf40",11865,345,4.462875,1403434.4329844
"CDO1",14687,259,1.02216666666666,1403462.16499919
"MUC16",5587,21,-3.30575,1403477.18729281
"YIPF6",6817,236,0.464625,1403479.54359186
"ICAM2",13524,251,0.472875000000002,1403512.10145743
"PSMD11",13207,204,-0.503249999999999,1403519.11143325
"KIAA1856",5816,377,1.53895833333333,1403573.7238862
"JMJD1C",17015,271,0.312964285714286,1403580.99842264
"SERPINB5",16252,197,-0.963500000000004,1403592.08901169
"KIF4B",5714,113,-1.34475,1403630.92613283
"CAPN6",2478,186,-0.826166666666665,1403649.61477144
"OR13H1",2514,345,0.633499999999993,1403725.55931334
"RP5-1022P6.2",1202,110,-0.549833333333332,1403763.71435158
"TLL1",17149,232,1.72106249999999,1403776.48890359
"LOC728131",12381,278,0.397750000000003,1403794.96272087
"MGC12966",16429,79,-0.20675,1403795.66786218
"C12orf35",16904,209,0.20475,1403799.67219366
"WDSOF1",10703,193,-0.6355,1403806.60320348
"KIAA1333",16933,43,-1.60375,1403814.83358102
"NOTCH2",4751,121,0.311125,1403830.05352181
"GRIP2",17283,87,-0.439125,1403884.36045075
"NCF4",4390,30,-0.854999999999993,1403987.74547528
"EGLN2",3004,138,0.621583333333332,1403995.95154248
"KIF5C",9215,379,1.65113392857142,1403996.11938553
"KIAA1641",15094,379,0.402849999999993,1403996.11938553
"KRT5",2015,189,-1.07665,1404024.96904382
"ALAS1",481,139,-0.0732500000000001,1404097.1722187
"PIK3R1",9643,77,0.669464285714286,1404115.05740974
"MTMR12",4691,332,0.772071428571425,1404239.59321516
"ATP6V1A",2584,29,-0.0299999999999987,1404307.49464072
"KIAA0427",11802,206,0.55833333333333,1404319.48394173
"ZNF195",14510,258,-0.137625,1404326.17332302
"LRFN5",15252,272,0.216499999999995,1404393.58359157
"EXO1",9638,232,-2.0225,1404406.97105694
"ME1",16148,60,-2.200875,1404421.84768456
"KIF2A",6755,91,-1.5425,1404432.77759232
"C1orf165",15461,161,-0.488999999999999,1404474.11653743
"OBP2B",7592,197,0.688500000000001,1404482.05682678
"CXCL14",5463,334,4.913625,1404495.9715109
"C22orf13",15396,51,-0.31225,1404497.85173731
"ZNF714",10723,207,-0.709999999999999,1404531.97495442
"ENTPD8",13171,69,-0.114178571428571,1404559.75470813
"TRPV4",15869,20,-0.942499999999999,1404565.95356332
"UHMK1",3541,33,-0.14595,1404579.82631417
"PKIA",7389,216,-1.57216666666667,1404603.28259491
"TSLP",9581,219,-3.01408333333333,1404654.01092191
"PLRG1",369,112,-0.510749999999999,1404714.76640626
"IDH3B",10815,21,-1.343125,1404719.28586755
"ZCCHC7",16579,71,-0.346071428571429,1404753.42713965
"POLR3GL",16114,143,-0.178625000000001,1404756.50372239
"C5orf4",2465,159,-0.716750000000001,1404772.24414347
"FAM49B",17266,197,0.0856666666666674,1404788.63544452
"VAV3",2133,358,4.58995833333333,1404802.40891978
"MCTP2",7027,204,-1.4235,1404810.99796294
"TRIP10",13537,240,-0.126625,1404816.68138853
"BBS5",11648,371,1.20095,1404820.79308078
"PROKR1",1320,245,0.362,1404828.54108141
"LOC439951",8598,302,1.23875,1404837.00289865
"SFRS3",16461,25,-0.89525,1404864.00671198
"LYAR",13059,39,-1.835,1404882.04169475
"TMPO",1334,92,-1.6245625,1404927.25564244
"RAVER1",9202,324,0.676583333333333,1404938.93828323
"FBXO30",7070,368,1.233375,1404945.28150821
"NFIA",4433,373,3.79625,1404963.51249667
"RPS16",9780,354,0.47525,1404980.96572982
"MTA2",14111,202,0.27075,1405021.82943537
"DOK2",7469,47,0.41,1405032.97631115
"SYNPO",17179,309,1.08154166666667,1405035.55058977
"UBE2D3",2575,21,-0.73775,1405156.76640902
"LINGO4",10674,302,0.55675,1405196.76654652
"GARNL3",5859,34,0.0247500000000012,1405214.49847983
"KIAA1545",6430,300,0.973666666666662,1405216.36620593
"CNGB1",4401,243,0.10775,1405278.13383035
"SERPINA3",986,337,3.087725,1405310.6201365
"TCHP",9312,93,-0.953625,1405454.63814875
"SAE1",15023,136,-0.72525,1405455.19102748
"ELMO2",1,27,-0.453374999999999,1405475.30885662
"SASP",9935,172,-0.0807500000000004,1405486.78056454
