"","number","idx","exp","MSE"
"MGC33556",8743,291,-2.36075,1428881.19838716
"ULK4",6669,364,1.54566666666666,1428888.40422238
"TAS2R43",6565,144,-0.33975,1428891.27619198
"CABLES2",3693,60,-0.911125000000002,1428892.84723027
"HMGB1",5434,299,0.45365,1428893.49358877
"HOXC4",13704,260,0.463750000000001,1428894.40955223
"FSTL5",9018,45,-1.74208333333333,1428895.73782846
"LY6G5B",9596,116,-0.93825,1428897.39087269
"ALKBH7",11343,364,1.381,1428900.93694887
"LOC284402",4169,338,0.99875,1428906.56571716
"C18orf10",6477,95,-0.891200000000001,1428909.29184176
"ZNF366",14317,139,2.5155,1428911.66079263
"LCE5A",14900,327,1.757,1428911.96752832
"FBXL20",4705,284,0.309875,1428915.85708209
"GRAMD1A",12418,26,-1.163,1428916.52723326
"ACAD10",6226,328,0.087166666666667,1428919.21762592
"HOXA5",9116,232,-0.1725,1428928.03335877
"HKDC1",17186,59,-3.1884375,1428933.30639272
"WNT8B",2283,323,0.55825,1428934.57377309
"DKFZP564J0863",225,347,0.138000000000001,1428939.51831055
"OR10A5",16116,271,0.4825625,1428941.93312084
"AOC2",3267,120,-0.290875000000001,1428943.00573328
"MGC33407",3925,109,-0.0866250000000005,1428946.56166207
"LHFPL2",4439,97,0.179875,1428950.0600255
"TNFSF9",2048,349,-1.3125,1428953.70618507
"TSC22D4",4063,219,-0.1651,1428953.90213111
"DMKN",1688,23,-3.28658333333334,1428954.67055566
"SLC25A32",16351,102,-0.642249999999999,1428956.0222347
"DBH",8941,92,-0.999125000000003,1428956.60355991
"ELMOD2",14539,31,-0.0261666666666679,1428970.07531063
"PPCS",8790,240,1.14416666666666,1428974.17203249
"MACROD1",2276,363,0.551199999999994,1428974.9050937
"SLC35F2",3115,47,-2.146625,1428977.80107265
"SOX8",12657,185,-0.439062499999999,1428978.20629665
"PIN1L",16941,21,-0.66565,1428978.45290844
"BNIP2",7871,254,-0.140124999999999,1428978.78316054
"LOC90826",134,83,-0.511875,1428982.23057568
"SSTR4",15138,56,-0.28875,1428983.01050414
"ZSCAN12",9132,113,-0.175,1428991.29267174
"RBM4B",551,278,0.397125000000001,1428997.72385368
"ZNF767",11262,169,-0.774416666666667,1428998.42609023
"HIST1H2BK",15944,158,-0.84325,1428999.20961719
"CHST5",6349,271,0.0397500000000003,1429000.06502057
"DTWD2",4818,357,1.46487500000001,1429001.31709621
"NELL2",13510,95,-0.251124999999999,1429002.66289363
"LLGL2",15326,230,0.0846999999999974,1429003.3452299
"LOC51145",1251,320,0.292833333333333,1429006.58236452
"ERICH1",921,67,-0.991437499999997,1429009.54440032
"FYTTD1",4097,21,-0.606000000000002,1429011.30220547
"BLVRB",500,42,-0.772416666666667,1429012.46484413
"JMJD2D",15979,27,-1.906875,1429012.98552154
"FPRL2",11804,210,3.66074999999999,1429016.45859007
"SOX17",5854,234,2.1701875,1429022.89509155
"OR10C1",15657,96,0.0651666666666664,1429023.23662556
"PEX14",1195,283,0.2255,1429028.89412171
"PLA2G4F",8413,92,0.219583333333334,1429033.69031426
"ASS1",180,242,-1.14875,1429033.94737465
"OSTM1",3683,227,-0.755375,1429035.2411938
"GNB3",5432,233,-1.117,1429041.85560333
"VPS4B",9385,20,-0.287125,1429052.12514826
"OR10K2",10261,147,-0.15225,1429054.06451024
"GPS1",13403,357,0.80075,1429054.35685388
"GSTA4",7808,129,0.342083333333333,1429057.08566455
"TMEM8",13281,265,0.327000000000001,1429057.58650186
"HSPA1L",15279,47,0.4295,1429059.81764865
"SMAD1",15840,372,2.29035,1429068.14212381
"WARS2",911,374,1.092625,1429069.65122307
"MRPS18C",13513,108,-0.751625,1429073.38599665
"FOLR2",426,23,0.862,1429079.51379408
"SKIP",10871,279,1.0691875,1429079.98805139
"ZNF471",11908,224,1.70081249999999,1429080.48796673
"LOC55565",2730,49,0.102916666666667,1429080.88415646
"CAPN13",10403,375,4.7765625,1429084.33968012
"RBM7",4710,38,-1.723125,1429086.13551678
"NRG1",4288,211,-1.18554166666667,1429088.09113504
"TSHZ3",8359,266,2.572,1429089.99057057
"FOXN4",12338,179,-2.490875,1429090.51161067
"ABCD1",14828,54,-0.531,1429090.75430715
"C1orf149",16764,332,1.1823,1429095.34203884
"TEAD1",13074,264,-0.267083333333334,1429105.5403249
"NKAPL",4086,261,2.193,1429105.78690983
"MGAT5",16371,20,-0.858999999999996,1429108.06371184
"BHLHB2",15549,165,0.560374999999999,1429108.53587931
"LYZL2",2043,369,2.28850000000001,1429110.12002411
"NOSIP",7707,325,0.629800000000004,1429110.77318095
"MYST3",2543,48,0.200150000000001,1429113.57475804
"PARP16",10958,251,-0.0627500000000002,1429116.20088
"PLXNA4A",14117,22,-0.964166666666667,1429117.92760343
"C20orf4",2269,174,0.32225,1429119.17299173
"C6orf66",788,27,-1.78866666666666,1429123.19377402
"SERPINC1",15049,367,-3.237875,1429131.03257666
"C1orf49",9079,342,0.664533333333334,1429135.35326044
"DNMBP",10459,141,-0.7385,1429138.61061526
"HAS3",11408,30,-2.27316666666666,1429146.28388265
"SIX5",6628,311,0.631499999999999,1429148.93509007
"KRT80",9328,344,0.0234374999999996,1429151.76088576
"GALNT11",6343,358,1.064125,1429154.9027534
"EWSR1",17064,44,-1.16225,1429155.86248488
"C22orf28",7657,297,0.127187500000003,1429159.81797536
"KRT18",2993,281,0.316090909090909,1429165.76475292
"PROS1",430,70,-1.6053,1429169.31833591
"RANBP3",16748,333,0.33875,1429174.6414455
"WFDC1",16133,283,-0.933916666666667,1429175.61842311
"TRA2A",15880,260,0.264125,1429177.55776563
"NUP205",3161,99,-1.642375,1429182.48494779
"MLL",7765,376,0.589100000000003,1429182.52129335
"BBS2",14633,44,-0.660625,1429194.29767102
"GAB2",3758,259,0.480375,1429198.22552987
"CDK8",8850,25,-1.37508333333334,1429203.3757188
"PGBD3",4799,367,0.779749999999999,1429204.04892961
"ZNF492",15182,43,-1.1269375,1429209.28063531
"NME5",767,161,3.09833333333333,1429212.47032322
"ZNF533",13432,166,0.242321428571428,1429220.16579359
"RBM26",6875,234,-0.252562499999999,1429222.13824033
"SH3TC2",9351,102,-1.46666666666667,1429222.49622444
"RELN",15082,309,-1.4287,1429223.19978794
"STK10",4910,20,-0.7005,1429223.48439949
"C6orf107",3653,306,0.143375,1429224.39175505
"FGF18",8404,180,0.632863636363637,1429224.46115629
"PES1",4893,184,-0.46255,1429225.51275099
"PHF20",90,358,0.37090625,1429225.68240361
"HSPB1",2205,101,-0.406687500000001,1429229.72411202
"PDZD2",13797,23,-0.630500000000002,1429233.89113091
"TMEM106C",13465,242,-0.12275,1429236.30935021
"PTGIS",6530,45,-0.911624999999999,1429242.86358575
"TEP1",7180,117,-0.96125,1429243.42334143
"MAP3K2",16873,244,0.952800000000003,1429245.48053344
"KIR2DL1",13530,234,0.6275,1429254.26806068
"C17orf32",9343,262,0.785937500000003,1429257.74920904
"PARL",4028,29,-0.673562500000001,1429261.0796463
"SELS",10022,361,1.13425,1429262.9048452
"FAIM",701,79,-0.114374999999999,1429266.38996417
"C1orf144",5275,69,-0.0612499999999992,1429270.68362813
"CASP9",11689,224,-0.8833125,1429271.05307077
"TRAF1",12696,75,-0.707208333333335,1429273.38997001
"SMARCA2",8601,150,1.321,1429273.65347
"C7orf28B",12891,90,-0.33975,1429276.90364772
"USP48",12728,334,-0.203562500000001,1429282.80587216
"C4orf17",14790,52,-0.441999999999998,1429283.79391627
"ZIC2",10953,248,-2.7196875,1429285.59918953
"SNAPC5",5100,119,-0.450125,1429291.12360451
"TGDS",10340,201,-1.3925,1429291.33898572
"LAMP1",14160,45,0.364000000000001,1429296.73146131
"IFIT1",8349,28,0.0710000000000018,1429298.36040243
"AIRE",15308,154,0.0965000000000002,1429310.41860073
"LOC554202",16082,78,-0.788916666666667,1429316.03415488
"TUBG2",10622,216,-0.8195,1429318.79557951
"CD69",12902,166,-2.52375,1429320.12943157
"CCDC3",13639,20,0.903833333333338,1429322.11746597
"HINT1",999,350,0.255549999999996,1429324.32188282
"COMMD1",591,28,-0.2098125,1429328.3109398
"IFITM5",7852,330,1.821,1429328.68885715
"APOO",5097,302,-0.209125000000001,1429329.11171742
"MOP-1",5521,352,1.90275,1429333.52388114
"PLXND1",11365,21,-0.901083333333333,1429338.68738021
"NFKBIB",17014,227,0.16625,1429340.57100447
"C19orf60",1969,23,-0.715166666666666,1429352.54743165
"ABCC5",716,174,0.0192916666666659,1429361.00115662
"OR4X2",15731,61,0.072,1429364.62216103
"SARDH",12791,339,0.1883,1429366.32608768
"SRC",11625,37,-0.3415,1429372.45325229
"UBAP2",9729,21,-1.222,1429378.56299125
"MGC42105",17259,30,-4.00087499999998,1429383.03268871
"SIRPB1",7986,26,-0.342624999999998,1429384.02637091
"FBF1",4702,201,-0.1165,1429387.87101434
"SPAG9",15517,119,-1.0685625,1429388.57569404
"OMA1",10292,39,-0.19125,1429390.99428337
"IL5RA",11106,133,-0.247625,1429397.15816212
"EP400NL",13342,87,-1.52325,1429397.73354417
"OR9K2",3813,91,0.203,1429400.30236335
"PITPNM2",15623,26,-1.6844375,1429403.68950151
"TMEM123",7414,186,-0.4941,1429409.76427242
"STOM",10148,212,0.89325,1429413.06611882
"CXCL12",6163,220,2.56266666666667,1429413.37334666
"ZFPM2",15462,23,-0.611083333333331,1429414.60121144
"PGM2L1",11134,149,0.520071428571428,1429414.70311101
"RHPN1",1632,340,0.5296,1429415.15283474
"ANKRD13B",2233,114,-0.677,1429416.85108016
"ENO2",11224,200,-2.14033333333333,1429419.9269802
"CDCA8",6545,55,-3.11908333333333,1429424.90381794
"SOX5",10442,147,-2.32808333333333,1429425.5668701
"TNMD",3632,45,-2.5775,1429437.32585013
"STYX",1495,234,0.0267499999999998,1429441.24317646
"CYP4F8",16441,346,1.552125,1429442.40830549
"TTTY5",4218,26,-0.88275,1429446.26781886
"ZBTB43",16486,45,-0.231500000000001,1429452.10506946
"ATF1",15377,27,-1.30166666666666,1429455.527743
"ZNF703",951,275,1.37416666666666,1429456.65584059
"DKFZP586P0123",3243,362,0.00212499999999842,1429462.61058102
"MRPS24",4633,37,-1.1875,1429467.8755227
"OR4P4",9852,59,-0.111000000000001,1429467.89716466
"NDUFB9",15166,321,1.0276875,1429473.07475719
"ROCK2",4463,47,-0.745666666666667,1429475.97504719
"GCH1",4769,40,-0.724249999999999,1429476.57861291
"NLRX1",7085,136,-0.349666666666667,1429485.06512737
"C1QTNF4",1620,185,0.654875,1429490.41020897
"EIF3E",9699,20,-1.53783333333333,1429494.29296101
"UBE2O",13749,110,-0.578875000000001,1429494.85494825
"DOCK1",15714,227,1.136,1429498.61968641
"KIAA2022",5518,335,2.00983333333333,1429503.78431658
"TINAGL1",2664,138,0.344916666666667,1429521.53986375
"KLHL22",12653,177,-0.0936249999999995,1429521.85135187
"TMOD4",3340,341,0.35541666666667,1429522.50193163
"GRID1",503,23,0.442750000000002,1429528.96251284
"NHSL1",10641,68,-1.992125,1429531.93090938
"SERPINA1",10057,355,-0.1373125,1429536.90117182
"MT2A",14008,28,-1.96325,1429538.1402634
"FAM108B1",16128,355,0.303375,1429542.31905957
"ADCY2",890,233,0.682083333333328,1429543.55659192
"CHCHD3",6047,38,-1.366625,1429545.14136472
"PRC1",5043,49,-3.05805555555555,1429546.92867161
"TMEM52",8816,308,0.121833333333334,1429552.25797514
"TA-NFKBH",15108,345,0.280375,1429559.72559376
"DPYS",1441,189,0.575,1429559.81346187
"ZIK1",7080,112,-1.933625,1429560.76272439
"ZNF671",7505,40,-1.71625,1429566.54386359
"VWA3B",9813,74,-0.121625,1429566.67832149
"LRRC39",15665,295,-0.382000000000001,1429568.93209523
"SPARCL1",14830,30,3.88150000000001,1429579.00663905
"UBXD4",1606,20,-1.629625,1429583.02278775
"TSR2",6130,216,0.397625000000002,1429583.54463884
"THEM5",7187,342,1.24975000000001,1429587.22102416
"ATP2B1",2159,276,0.000375000000000511,1429589.40547971
"ERCC3",12363,34,-0.707625,1429590.5851253
"EDN2",8579,195,2.1685,1429597.33072497
"IFIT1L",3089,29,-0.137000000000001,1429599.42901952
"SSTR3",1477,117,0.328500000000001,1429606.95510134
"WDR89",4455,366,0.539833333333335,1429608.82510277
"ADAM17",16030,232,0.328089285714285,1429612.48369463
"GJB5",9033,109,-1.768375,1429612.69997629
"CNOT10",1535,152,-0.434625000000001,1429613.24507918
"C9orf37",1217,47,-1.52941666666666,1429613.40980964
"RAB13",10584,193,0.359666666666667,1429626.95876954
"NUP85",342,210,-0.546875,1429638.60782061
"CENTA1",13223,74,-0.392125,1429640.49456358
"ENAM",12142,194,0.272999999999998,1429648.40766032
"ACSL6",10677,41,-0.804446428571429,1429651.41521192
"TIMP2",10719,283,0.276875000000003,1429652.54688976
"TFAP2C",6164,110,0.430749999999999,1429654.48026636
"MGC16385",810,214,-0.2408125,1429656.55363234
"SSTR1",12731,249,-3.049,1429658.27699421
"SCN3B",11916,274,0.738875000000001,1429666.80954278
"B3GALT4",1641,171,2.46475,1429669.44698154
"GPX7",7737,123,-0.5984375,1429673.58007318
"FIGN",11325,96,-1.426125,1429681.35795924
"HIST2H2AA3",7332,268,1.092,1429686.83522028
"RPS6KA2",9252,338,1.25510714285715,1429689.12564736
"SPATS1",8488,364,0.680625000000001,1429689.2805933
"PIGR",12112,107,1.08135,1429690.90540721
"FAM131A",12426,276,0.10135,1429693.3941713
"KCNK4",8159,285,0.660749999999999,1429695.86040637
"LOC388969",11513,316,0.699000000000001,1429701.76535753
"MRVI1",1180,40,0.936583333333333,1429702.14649249
"SCO1",3265,206,-0.309666666666666,1429703.07192107
"TMEM178",6528,328,0.90775,1429718.5035796
"CA8",817,57,-2.47975,1429721.88391578
"ATP2B4",9502,198,-0.397791666666667,1429724.56222261
"SYTL1",6790,349,0.92725,1429726.55581714
"HOMER1",16884,369,0.38225,1429733.31022858
"LIN28",12405,28,-5.56674999999999,1429734.29991686
"FAM21C",10845,372,1.36274999999999,1429737.44569597
"NDUFS1",10898,116,-0.833,1429737.79654091
"GMPPA",8880,72,-0.735187500000001,1429740.04162407
"C5orf26",159,46,-1.57699999999999,1429744.48541035
"TTC5",1408,90,-0.4645,1429746.26569227
"HDAC8",2946,281,-0.0552500000000002,1429747.45182252
"RASD1",10558,269,2.3949375,1429750.46127763
"FHAD1",2669,338,1.6695625,1429761.91831501
"PGRMC2",5577,87,0.00535000000000073,1429763.60515786
"PSMA3",3374,335,0.0714999999999994,1429765.48400994
"DENND4C",17092,296,0.83575,1429770.91595595
"FAM120A",13374,74,0.1873125,1429772.07724618
"PCDH12",9305,191,3.37041666666667,1429774.88222549
"PVALB",708,192,-3.3135,1429776.1320979
"CBX3",13860,370,0.333625,1429776.60313125
"HISPPD2A",15263,299,0.608249999999999,1429776.6198451
"FVT1",13623,55,0.0830714285714284,1429786.02007588
"SLC7A4",15543,34,0.0333749999999973,1429786.45309426
"TEK",85,47,0.265749999999999,1429788.07253734
"PHF14",10589,322,0.302375,1429788.21452749
"THSD3",7009,183,-2.7915,1429790.63305107
"KIAA1576",15113,220,-4.0755,1429792.90195368
"ZNF334",6714,173,-1.30208333333333,1429798.02143413
"ARMCX2",17257,174,0.32475,1429799.27765057
"C9orf43",4440,128,0.16425,1429801.78168031
"SERTAD4",13664,274,2.4616875,1429808.98814763
"RGS19",16460,225,0.07525,1429809.11375312
"KALRN",9104,70,-0.833499999999997,1429811.51060884
"CDC25B",73,234,-1.33136363636364,1429812.87235576
"SPTBN2",760,346,0.646750000000004,1429813.95779259
"ZNF136",4758,143,0.260125,1429814.49701049
"C20orf77",11169,137,-0.279791666666666,1429817.49288322
"15E1.2",13365,54,-1.98250000000001,1429822.23309683
"SNAI2",8665,36,-1.55958333333333,1429822.36733264
"MEG3",12785,138,-1.4935,1429822.53879223
"SLC9A8",8577,349,0.57975,1429823.94747922
"LYRM4",6350,29,-1.07425,1429828.13577876
"CCBL2",10230,89,-0.4768125,1429832.81150807
"ANKRD34",6846,40,-2.072375,1429838.24221385
"KIAA0754",17197,178,-0.91725,1429838.74588453
"SPATA2",2673,311,0.717812499999999,1429844.93502829
"TFAP2B",8942,283,4.0933125,1429845.3101014
"COASY",16714,341,0.19983333333333,1429846.5770133
"MYST2",8635,311,0.422999999999999,1429847.67294012
"TMPRSS5",10457,21,-2.03275,1429855.87890152
"ZNF7",11117,167,0.0134999999999996,1429856.53242798
"ACSS1",10371,340,1.3150625,1429857.10112584
"TADA3L",14392,212,-0.186249999999999,1429857.33533996
"AATF",14495,324,-0.0347499999999988,1429858.8467096
"PPP1CC",16499,33,-1.01503125,1429863.91394557
"SYT13",8856,59,-2.88737499999998,1429868.99143497
"UBLCP1",9998,80,-0.814,1429872.28964493
"ITGB2",4789,29,0.173958333333336,1429875.88174667
"CHSY1",14149,359,0.967500000000004,1429878.05196264
"LOC348180",881,59,-1.276,1429878.9745247
"MOBKL1B",5527,20,-0.92075,1429883.44239564
"FNDC8",11044,23,-0.617875000000001,1429891.61130168
"SDC4",12235,370,1.92695833333333,1429897.57364859
"NALCN",12231,148,-0.0455833333333332,1429898.08202713
"DNPEP",9402,258,0.665124999999997,1429904.13725776
"CIDEB",973,49,-0.875625000000001,1429906.94875192
"OR10J3",6786,178,0.193250000000001,1429907.34358829
"MRPL23",5321,338,0.368125000000002,1429908.60049816
"RSPO2",11116,29,-2.8649375,1429915.99531126
"BMS1",15597,80,-0.63275,1429916.05759891
"FLJ10986",15926,76,0.00366666666666715,1429925.29785705
"STX7",5847,71,-0.584750000000002,1429926.57377596
"SFMBT1",932,376,1.303625,1429927.14326452
"HIRA",5681,220,-2.586375,1429928.47560177
"SLC16A2",13439,205,0.782749999999996,1429930.36861295
"HERC5",5202,119,-0.97,1429930.94053086
"RNF125",6361,369,0.303125000000002,1429931.41532946
"SKIL",13953,41,0.109,1429931.9210003
"ST6GALNAC3",4861,174,-1.848,1429933.59231646
"FBXW8",14140,356,0.781187499999999,1429933.8683814
"SPTLC1",11959,48,-0.28125,1429936.006417
"PCSK4",3921,260,0.593916666666662,1429948.4786688
"NOL1",4494,21,-1.794875,1429951.69332319
"OR5M10",15912,22,-0.25725,1429953.45356715
"MGC27348",12885,361,0.11625,1429958.51360192
"ERCC6L",6381,342,-0.4855,1429958.55222245
"NPLOC4",15929,20,-1.180625,1429965.78537026
"KERA",10287,378,2.6155,1429967.49220504
"CGRRF1",457,107,0.0873000000000003,1429974.61116624
"SERGEF",1640,99,-0.23225,1429974.73916703
"B4GALT6",12254,20,-1.8025,1429983.83342012
"SLC4A7",5919,359,1.7861,1429985.87730898
"C1orf127",17151,85,-0.0327499999999999,1429988.45739261
"ARL13B",4519,50,-0.417437500000001,1429999.43613418
"PEX19",8578,278,0.8855,1430006.82347643
"SIGLEC7",10763,33,-0.963349999999996,1430015.01103965
"LOC339344",11058,330,1.1135,1430019.89760035
"GPX4",398,56,0.0166250000000012,1430025.08144235
"IGFBPL1",15093,50,-1.28975,1430026.02976374
"BCAT1",4261,129,-3.3359375,1430026.65613252
"WSB1",429,301,-1.04508333333333,1430029.56088588
"CSRP1",6842,121,0.457,1430037.01429171
"MCM6",14980,91,-1.58922222222222,1430038.00256484
"ZNF420",10829,343,1.73325,1430041.17392628
"C11orf46",2075,161,0.4447,1430041.52886251
"C1QB",6230,203,3.24025,1430048.65849082
"ZC3H11A",8496,371,0.80278125,1430050.60564895
"ARPC5",10113,352,0.974187499999996,1430052.10751045
"RACGAP1P",2966,360,-0.601,1430056.2698541
"ERCC5",8,85,-0.3065,1430057.70887985
"AHCYL1",15422,321,0.594041666666667,1430059.75859137
"SERPINB9",2294,344,-0.6563,1430061.65156975
"ACOT2",278,380,1.55633333333333,1430066.15163484
"POLM",12079,319,1.0065,1430066.6418972
"FBXO2",14028,114,-0.873375000000001,1430067.70244814
"MAGEA1",8469,366,-1.59666666666667,1430078.14079415
"AMTN",13573,45,-1.74975,1430079.59053752
"ZRANB3",9961,234,-0.708916666666666,1430080.12230746
"ALOX15B",6061,24,0.26625,1430095.14847251
"NFIX",10448,337,1.53625,1430098.8125253
"KLF15",6332,211,-0.460599999999999,1430099.41898756
"SAMD13",1232,27,-2.37483333333334,1430101.18967074
"POU5F1P3",14573,37,-5.41950000000001,1430101.52146887
"GPR137",6314,139,-0.10625,1430103.49017777
"TRMT1",9313,360,-0.398999999999998,1430104.33065253
"ZNF576",15232,263,0.642250000000003,1430105.24487372
"ZNF354A",15610,29,-0.27525,1430105.46372687
"ZIM3",13922,113,-0.114,1430107.47104239
"RSC1A1",10724,340,0.602375,1430138.34010173
"ZBTB4",2715,318,1.880625,1430140.37086744
"LOC388335",6142,63,0.542875,1430141.13152306
"TTTY9A",16004,210,0.253875000000003,1430142.77948085
"EBF3",5842,61,1.8502,1430144.02070321
"HYPE",14973,126,0.174125,1430144.14801697
"DDX56",9787,223,-0.590666666666665,1430145.63080109
"BCAS3",3245,251,-1.11916666666666,1430146.11779543
"NDN",10849,26,-2.214875,1430146.13150999
"HIST1H2AA",9906,77,-0.0482500000000002,1430148.53262449
"MCM9",16885,168,-0.890375000000001,1430148.96988763
"DC2",10341,29,-0.950749999999998,1430149.88340412
"BOK",2872,212,0.869500000000001,1430150.53603592
"C20orf29",3681,45,-0.369499999999999,1430155.21537549
"KCNE4",5413,347,3.18775,1430155.55474653
"ACVR1",2948,136,0.572083333333335,1430155.98636574
"RELL2",1024,29,-2.021625,1430156.0240091
"WIF1",4768,174,0.522812500000002,1430158.40193631
"RAET1E",10768,378,1.66825,1430158.88252779
"CCDC94",13590,304,0.29925,1430163.39880982
"HP",8996,350,-0.29475,1430165.50758094
"KIF18A",14857,123,-2.866375,1430167.32386862
"MYL3",7220,333,0.169,1430171.05287088
"PIGO",14969,64,-0.1285,1430175.79474374
"GRIK3",5155,97,0.1255,1430175.87911392
"SYN3",61,316,0.0341249999999998,1430178.01913999
"PDSS2",8636,289,0.41725,1430182.16586595
"C12orf34",3393,227,1.096375,1430182.62089138
"GOT2",9005,269,-0.00855000000000014,1430183.93289685
"CAMK2N2",2167,304,1.2415,1430184.1586073
"TRIM6",4880,196,0.379749999999999,1430184.49868615
"KIAA1946",17094,350,1.88283333333333,1430186.87190049
"HPS1",4698,207,0.504428571428571,1430187.10661391
"DCHS1",9685,309,1.59233333333333,1430189.57078275
"ALS2CR8",15919,170,0.208916666666667,1430195.43450742
"HR",3626,197,0.0871874999999993,1430200.3401368
"INSRR",6667,334,0.320516666666667,1430202.27461156
"POLR1A",4711,317,-0.0855833333333336,1430204.13208503
"GCK",15349,186,-0.215999999999999,1430206.21042027
"CEACAM3",6533,105,-0.12825,1430206.34447009
"STK38",6469,20,-1.09325,1430207.23145627
"CLEC3B",2413,169,1.13825,1430209.84599127
"RY1",1147,21,-0.784833333333333,1430212.56655378
"XRCC6BP1",11074,232,-0.655,1430214.00999847
"MND1",6116,221,-2.665875,1430222.88656065
"CCL20",8015,319,-3.37108333333333,1430223.46218452
"ZNF133",2111,365,0.8395,1430225.01754602
"MTHFD1L",742,369,-0.881687500000003,1430228.26254449
"C7orf27",12347,125,-0.2111,1430231.15015188
"ATP6V0C",5068,200,0.608249999999999,1430232.1350876
"CXorf36",1901,51,2.34841666666667,1430235.25155928
"PAICS",6326,281,-1.037875,1430236.55516163
"POLR2J",182,327,-0.1165,1430239.09449678
"SUSD2",2251,100,1.01066666666667,1430241.71494625
"TMEM16A",2094,321,4.3933125,1430244.83958796
"RFESD",12335,315,-1.3895,1430248.67534187
"APITD1",4279,371,0.306916666666663,1430249.69845226
"OBFC2A",3188,347,0.470416666666666,1430253.29566862
"MYH14",10390,315,-0.481500000000001,1430254.909457
"BIRC2",7029,266,-0.397333333333332,1430259.68487115
"LRP11",2147,237,0.064125,1430264.23647024
"TNFAIP8L1",8075,348,0.50675,1430265.28640344
"MYBBP1A",5403,28,-1.548875,1430269.46693494
"INHA",11742,133,-1.60016666666667,1430269.57726429
"CLDN7",14319,200,2.161375,1430272.15722733
"C4orf23",9255,189,0.395833333333333,1430275.17760926
"GOSR2",11660,279,0.422333333333333,1430279.22478035
"ZBED5",16211,240,-0.3273,1430279.23362191
"ACBD3",8819,376,1.95625,1430281.94454317
"METT11D1",13743,42,-1.284,1430283.17196393
"FRRS1",11005,87,-0.65775,1430286.50344071
"JRK",13396,356,0.580899999999995,1430286.67037579
"LIN28B",301,130,-3.96658333333333,1430289.0583809
"NUP37",6693,115,-1.506625,1430298.05807209
"FLJ11286",15287,72,-0.0275000000000003,1430299.14176429
"C6orf124",15163,264,0.210999999999999,1430299.28364962
"POLQ",10301,70,-3.3403125,1430302.414244
"C18orf22",3642,79,0.231000000000001,1430304.22576664
"C10orf63",8965,376,2.74231250000001,1430305.19845312
"PZP",16165,28,-0.324958333333332,1430306.81392853
"SUSD5",7688,163,0.455750000000002,1430319.24624663
"TCF23",5298,100,-0.0438750000000006,1430320.45863965
"YIF1A",7372,116,-0.350875,1430324.76071931
"C1orf55",15357,365,0.755333333333336,1430326.36437374
"IMPDH1",3135,25,-1.09525,1430326.79598318
"CSPG4LYP1",9140,72,-0.569416666666667,1430327.71097481
"FTSJ3",14499,260,-0.395666666666667,1430328.65299944
"DYM",12164,252,0.307083333333335,1430329.6406807
"POU4F1",5675,141,-2.479375,1430332.40508484
"APOA1",15062,55,-4.08812500000001,1430332.98855725
"GPR160",4836,136,0.818666666666667,1430334.44668057
"FLT3LG",16352,38,-0.699666666666668,1430336.15680946
"PSMD3",2346,225,-0.300062499999998,1430340.96362309
"UMODL1",12584,189,-0.98025,1430344.2530144
"ITLN1",5495,192,-0.246416666666668,1430348.60400012
"LRRFIP1",9232,359,0.718875,1430349.65504716
"C21orf109",3761,295,-0.797624999999997,1430350.55139312
"OTUB2",4822,247,0.322812500000003,1430354.18099671
"CXorf42",12063,34,-0.452,1430354.22077831
"NODAL",6117,344,0.219333333333333,1430357.47128834
"HYOU1",2328,29,-1.03391666666667,1430358.25128394
"HNRPM",7818,69,-0.371625,1430358.45176518
"C12orf11",557,172,-1.8555,1430358.53710265
"UPP2",4653,108,0.14025,1430359.07198774
"TSGA14",5566,267,-0.189,1430362.79743274
"C10orf118",11600,297,1.66275,1430362.90118043
"CFL1",15855,33,-1.3155,1430370.65563389
"A2ML1",6652,38,-0.00499999999999948,1430372.09631712
"BAG5",11684,85,0.0308750000000002,1430378.00580951
"SNAP25",3578,111,-1.207,1430380.74269329
"C21orf77",7156,104,0.022,1430380.93473915
"MOGAT2",16712,373,2.91150000000001,1430384.27890161
"PANK3",13534,340,1.41843749999999,1430388.50429139
"HAPLN1",6539,37,-2.92212499999999,1430389.56099146
"C11orf82",14612,82,-2.81725,1430389.61969061
"DOPEY1",943,20,0.432999999999999,1430391.37026996
"CYP2B6",6378,366,0.0243750000000049,1430391.60032882
"ZBTB6",1552,147,-0.198375,1430396.17160554
"NR4A1",13698,201,0.0724166666666667,1430398.11638142
"MYH10",16580,222,-0.691874999999999,1430401.47370209
"VAV2",12360,329,0.738083333333336,1430402.1725894
"ODF4",5385,204,0.353125,1430408.37009845
"ANKS3",3241,307,-0.0390000000000001,1430412.22755113
"NTSR2",758,70,-0.619249999999998,1430416.07931159
"KCNJ11",976,73,0.28175,1430425.62844872
"PERP",11107,103,0.0793500000000002,1430427.1928189
"LRRC46",9653,377,2.893375,1430429.62979246
"ZDHHC7",13624,21,-0.887062500000001,1430436.73095417
"LSP1",14666,237,0.670375,1430438.34694947
"ARRB1",1460,26,-0.550375,1430438.56366987
"SNRPB",12852,252,-1.112,1430442.29805023
"RAD21",12849,69,-0.531566666666668,1430443.26923668
"FRMD6",5779,347,1.02983333333333,1430445.12899415
"NPBWR1",8393,297,1.4235,1430446.90677278
"PORCN",4108,43,-1.50925,1430447.91604346
