"","mutO","mutX","MSE"
"MPP7",1,403,1322645.49089748
"CNP",1,403,1322645.49089748
"CRYGD",1,403,1322645.49089748
"PDAP1",1,403,1322645.49089748
"JUN",1,403,1341821.10856694
"WWTR1",1,403,1341821.10856694
"LYPD4",1,403,1341821.10856694
"FAM49B",1,403,1369554.37783456
"PRKAR1B",1,403,1369554.37783456
"FAM182A",2,402,1370288.18548963
"IL33",2,402,1375726.03697478
"MT-CYB",3,401,1376360.42734336
"XKR6",2,402,1381351.29210999
"MEGF6",2,402,1386919.80400596
"SLC2A9",2,402,1392076.15408724
"CPA5",1,403,1392227.12773014
"VANGL1",1,403,1392227.12773014
"ARPC4-TTLL3",1,403,1392227.12773014
"CSH2",1,403,1392227.12773014
"SLC35G1",1,403,1392227.12773014
"SMCP",1,403,1392227.12773014
"SURF6",1,403,1392227.12773014
"FTMT",2,402,1394334.55081646
"CYP2D7P1",2,402,1398171.74689055
"U2AF2",2,402,1399048.73299961
"OR56B4",2,402,1402749.62379316
"PLCD1",1,403,1405357.48457116
"RHEBL1",1,403,1405357.48457116
"N4BP3",1,403,1405357.48457116
"GABRG2",2,402,1409124.11950766
"INTS4L1",2,402,1409595.23292572
"CYP21A2",4,400,1409990.71766708
"PCDHGC3",3,401,1411160.14468367
"PNPLA6",2,402,1411648.62342372
"BTNL9",2,402,1415445.52300995
"ENSG00000210082",3,401,1416117.90443034
"GOLGA6L5",5,399,1416925.70096032
"CASC1",2,402,1417390.58155386
"GBP1",2,402,1417390.58155386
"FBXW12",2,402,1417390.58155386
"JAGN1",1,403,1417556.7627939
"ZNF610",1,403,1417556.7627939
"RRM2",1,403,1417556.7627939
"HIPK1",1,403,1417556.7627939
"SWAP70",1,403,1417556.7627939
"C7orf66",1,403,1417556.7627939
"CST5",1,403,1417556.7627939
"FAR1",1,403,1417556.7627939
"TMEM247",5,399,1417602.37024988
"WNT2B",2,402,1418146.93789099
"LINC00200",1,403,1419745.04717097
"WHAMMP3",1,403,1419745.04717097
"CXorf38",1,403,1419745.04717097
"C10orf137",1,403,1419745.04717097
"BBC3",1,403,1419745.04717097
"ZNF192P1",1,403,1419745.04717097
"C6orf211",1,403,1419745.04717097
"PEBP1",1,403,1419745.04717097
"ALX3",1,403,1419745.04717097
"LENG9",1,403,1419745.04717097
"TMEM145",3,401,1420546.06542637
"IL21",2,402,1420794.32250259
"ZNF454",3,401,1420945.41727365
"OR5W2",2,402,1421516.20122777
"OR2C3",1,403,1421850.48594698
"ENSG00000210191",1,403,1421850.48594698
"MIR410",1,403,1421850.48594698
"MT-ND1",1,403,1421850.48594698
"RHAG",1,403,1421850.48594698
"UBE2E3",1,403,1421850.48594698
"ITGB3BP",2,402,1422127.11672455
"RHBDF2",2,402,1422217.6339897
"SEPT1",2,402,1424403.47897271
"GTF2F2",2,402,1427401.85011206
"HFM1",5,399,1428322.62239013
"NR0B2",2,402,1429110.18711517
"KCNQ2",7,397,1430486.82632295
"ABCD2",3,401,1430612.0989564
"PCOLCE",3,401,1430940.35825864
"CBFB",9,395,1431279.88498002
"ELP6",1,403,1431582.36412549
"KIRREL3",1,403,1431582.36412549
"REG1B",1,403,1431582.36412549
"ZNF461",1,403,1431582.36412549
"GDPD4",1,403,1432639.92647962
"SFRP1",1,403,1432639.92647962
"NR1I2",1,403,1432639.92647962
"CD2BP2",1,403,1432639.92647962
"B3GALT2",1,403,1432639.92647962
"CEACAM6",1,403,1432639.92647962
"IFITM1",1,403,1432639.92647962
"MT1A",1,403,1432639.92647962
"XKR9",1,403,1432639.92647962
"RIMBP3",2,402,1433896.18430742
"PANK4",4,400,1434190.92147896
"ABCB10",3,401,1434273.91273878
"NEIL1",3,401,1434602.45715744
"PAX2",3,401,1434652.77801371
"SEPT7P2",1,403,1435529.31385893
"RBM39",1,403,1435529.31385893
"SLC29A4",1,403,1435529.31385893
"ANKZF1",1,403,1435529.31385893
"ENSG00000211459",1,403,1435529.31385893
"IL2RG",1,403,1435529.31385893
"ZBTB25",1,403,1435529.31385893
"UNC45A",1,403,1435642.57990811
"DAO",1,403,1435642.57990811
"KLF17",1,403,1435642.57990811
"CALML6",1,403,1435642.57990811
"FEZF2",1,403,1435642.57990811
"RGS5",1,403,1435642.57990811
"TMEM9B",1,403,1435642.57990811
"WSB2",1,403,1435642.57990811
"PRAM1",2,402,1436092.06460889
"ENTPD5",2,402,1436700.92577336
"MAP1A",15,389,1436881.33531014
"MPO",3,401,1437124.03057538
"PLIN5",1,403,1437344.06278407
"CEP85L",1,403,1437344.06278407
"KIAA1456",1,403,1437344.06278407
"ANKRD20A11P",1,403,1437344.06278407
"CALR",1,403,1437344.06278407
"SIX1",1,403,1437344.06278407
"GAGE10",1,403,1437344.06278407
"SFTPA1",1,403,1437344.06278407
"SPTY2D1-AS1",1,403,1437344.06278407
"ZNF720",1,403,1437344.06278407
"TOMM34",2,402,1437443.77986922
"ABCC8",7,397,1437477.32061002
"PHF20",1,403,1437506.04126231
"CALM2",1,403,1437506.04126231
"BIRC6",12,392,1437544.09333956
"CSPP1",6,398,1437597.80954069
"NCKAP1L",7,397,1437638.34758924
"USP11",2,402,1437738.68681961
"SLC38A10",4,400,1437976.02073639
"MAML2",5,399,1438003.17434676
"IQUB",2,402,1438256.02574381
"MAP2K4",16,388,1438388.68245222
"PLCZ1",5,399,1438448.14103328
"BAZ1B",6,398,1438577.65903569
"RYR1",19,385,1438578.10437525
"MAGI3",8,396,1438636.97108773
"ANAPC5",5,399,1438893.95079282
"WDR67",5,399,1439264.31305491
"CPXM1",7,397,1439266.06704456
"ATP1A4",9,395,1439281.15752044
"L3MBTL4",4,400,1439291.83066832
"CFHR1",1,403,1439317.42899786
"ING1",1,403,1439317.42899786
"FAM210A",1,403,1439317.42899786
"TM2D2",1,403,1439317.42899786
"MRPL20",1,403,1439317.42899786
"VIPR2",1,403,1439317.42899786
"DKKL1",1,403,1439317.42899786
"C6orf52",1,403,1439317.42899786
"CLDN23",1,403,1439317.42899786
"RNA5SP301",1,403,1439317.42899786
"SOX12",1,403,1439317.42899786
"WNT10B",1,403,1439317.42899786
"CYP24A1",5,399,1439326.90153106
"SPAG11B",2,402,1439331.51687725
"EXOC7",2,402,1439349.60532117
"DYNC1H1",11,393,1439427.97132652
"PREX2",9,395,1439483.05266324
"CD4",5,399,1439510.19358297
"PRPF8",9,395,1439619.80207489
"RNA5-8SP6",12,392,1439736.98984222
"ABR",7,397,1439754.84160375
"SETDB1",9,395,1439755.97539653
"DNAJC13",6,398,1439872.90225675
"KIAA0913",10,394,1439949.41174172
"AKAP4",6,398,1439965.68620122
"SDCCAG8",6,398,1440017.11558411
"PXDNL",7,397,1440017.91852615
"FADS2",5,399,1440060.16471376
"OBSCN",15,389,1440146.23239753
"ITGAV",8,396,1440177.96387764
"DNAH2",14,390,1440200.62297084
"COL4A6",9,395,1440211.30719249
"KIF17",7,397,1440222.08047449
"ZNF598",2,402,1440241.34094995
"FAT3",18,386,1440265.71675659
"PDE4D",7,397,1440321.30384532
"PRKAR1A",2,402,1440346.67758362
"AP3B1",9,395,1440361.62622996
"PION",3,401,1440471.56335235
"MFI2",5,399,1440477.80039207
"SPRY4",1,403,1440546.3872319
"HNRNPA3",1,403,1440546.3872319
"OR11H4",1,403,1440546.3872319
"B4GALT6",1,403,1440546.3872319
"C10orf88",1,403,1440546.3872319
"DUSP9",1,403,1440546.3872319
"EFNB1",1,403,1440546.3872319
"IFLTD1",1,403,1440546.3872319
"KRTAP11-1",1,403,1440546.3872319
"LCE2A",1,403,1440546.3872319
"MAL",1,403,1440546.3872319
"OR10G2",1,403,1440546.3872319
"PEX26",1,403,1440546.3872319
"TRAF3",1,403,1440546.3872319
"USP46",1,403,1440546.3872319
"SYTL2",5,399,1440566.30255838
"GOLGA3",7,397,1440621.74134153
"MAPRE3",5,399,1440638.02159607
"C6orf132",2,402,1440660.53823088
"DMBT1",6,398,1440683.10557532
"RNF213",15,389,1440746.0427134
"LARP1",5,399,1440764.4940867
"RRP12",6,398,1440778.50607617
"ATP8B4",5,399,1440808.36020745
"DOCK1",5,399,1440863.10263282
"ZNF536",9,395,1440910.64891869
"FOXN1",4,400,1440931.81336015
"ALK",7,397,1440937.72624243
"ASTN1",10,394,1440939.72954842
"NRP2",6,398,1440963.4183272
"PLD5",5,399,1441021.90816646
"KCNB1",6,398,1441052.96106564
"RBMX",5,399,1441075.64019703
"AP4E1",5,399,1441178.63175761
"RFC1",5,399,1441243.49259287
"ZNF726",2,402,1441278.5878836
"OR14C36",7,397,1441323.46607334
"SLC27A4",3,401,1441350.44237179
"ITGAX",8,396,1441361.93507476
"TMEM87B",5,399,1441388.90165265
"EPHA4",5,399,1441399.64362143
"C4orf17",5,399,1441415.74905581
"SIN3A",7,397,1441428.19974241
"MYCBP2",11,393,1441428.33547477
"GTPBP5",2,402,1441498.60332619
"RNLS",4,400,1441504.36246906
"ITPR1",11,393,1441504.76445011
"ANKRD26",5,399,1441549.61013177
"C20orf112",5,399,1441554.95154222
"LRRK2",6,398,1441555.24428869
"ARFGEF1",4,400,1441588.53094059
"DHX9",4,400,1441588.53094059
"GSPT2",4,400,1441617.65126238
"CGN",4,400,1441648.0365099
"DOCK6",4,400,1441648.0365099
"VWA3B",8,396,1441680.1827589
"KIAA0754",6,398,1441691.60166965
"CKAP5",5,399,1441725.34735353
"NT5C3",2,402,1441733.66243658
"ST18",6,398,1441744.9909925
"IPCEF1",2,402,1441767.08310551
"KIF2A",4,400,1441772.59133045
"SUSD5",5,399,1441815.45258443
"FMO4",4,400,1441837.61433168
"CACNA1E",15,389,1441842.546376
"ATP2B3",5,399,1441863.0380605
"COL4A5",9,395,1441903.86023311
"ANKHD1",7,397,1441919.36885909
"DIDO1",8,396,1441936.4055218
"ANKFY1",5,399,1441957.96540361
"LRP1B",7,397,1441977.37795311
"UBR4",20,384,1441978.26487598
"FAM82A1",4,400,1442090.3439047
"MYO9B",7,397,1442101.90751891
"APOB",18,386,1442116.77595732
"MDGA2",5,399,1442131.15525695
"TOX2",3,401,1442162.99887246
"MTMR8",6,398,1442178.00619227
"ZC3H12B",6,398,1442182.77936506
"PLEKHG1",5,399,1442183.42149185
"FMNL3",5,399,1442240.79856076
"IGSF1",8,396,1442293.64708346
"RNF13",3,401,1442303.94730583
"HMCN1",19,385,1442318.0974141
"FAM5C",7,397,1442336.07939675
"DPY19L2P1",3,401,1442344.08362345
"IFRD1",2,402,1442345.50202576
"RUNX1T1",6,398,1442349.31277468
"INPPL1",7,397,1442393.20903773
"LRP1",16,388,1442411.08192399
"ALG10",2,402,1442427.13827521
"EVI5",6,398,1442450.33119185
"FAM116A",5,399,1442458.75885258
"PKD1L2",9,395,1442513.48632939
"SAGE1",8,396,1442585.06044667
"COASY",3,401,1442596.89044303
"SALL2",3,401,1442603.51083512
"DZANK1",6,398,1442632.41168508
"NSUN3",3,401,1442682.82586438
"MKI67",7,397,1442711.75485875
"ZNF800",5,399,1442731.28017321
"USP25",6,398,1442763.49268413
"TSR1",5,399,1442772.17085536
"SOX10",5,399,1442792.59213628
"OR7D2",7,397,1442802.68100036
"CDH9",8,396,1442804.56809743
"DNALI1",2,402,1442831.58817915
"DNMT1",6,398,1442838.10130479
"PM20D1",4,400,1442891.49569307
"RUSC1-AS1",4,400,1442891.49569307
"ANO10",4,400,1442891.49569307
"GON4L",10,394,1442918.55397422
"FBXO21",7,397,1442932.02493061
"EIF2C3",6,398,1442958.88302693
"SLC4A5",5,399,1442965.5254051
"PAPPA2",11,393,1442973.29138868
"MMP3",4,400,1443021.73162748
"SYT16",2,402,1443023.51517782
"CHL1",4,400,1443027.37905941
"CEP170",8,396,1443085.50304093
"F5",8,396,1443118.3847041
"CDH6",4,400,1443184.38845916
"CCDC150",6,398,1443221.6925697
"FCRL5",4,400,1443224.25167698
"C14orf38",5,399,1443233.35770863
"ODZ4",12,392,1443248.60576632
"PTBP3",4,400,1443302.57197401
"ATAD2B",6,398,1443354.35829933
"ZBTB49",4,400,1443358.36504332
"PKN2",3,401,1443360.19452195
"PLXNB3",3,401,1443379.46716953
"NLGN4X",5,399,1443412.71644954
"ITGA11",7,397,1443434.49344803
"ENDOU",1,403,1443443.4809105
"COL22A1",9,395,1443458.12661988
"NAV2",8,396,1443495.40942219
"SAP25",1,403,1443498.75109943
"CCT3",1,403,1443498.75109943
"CDX4",1,403,1443498.75109943
"IL17RA",1,403,1443498.75109943
"ADAM21P1",2,402,1443512.69475026
"RBM26",4,400,1443524.99425124
"RBM12",5,399,1443526.99144644
"MALAT1",13,391,1443539.65021631
"COL6A3",11,393,1443561.94161668
"NEFH",5,399,1443581.45723715
"CD163L1",8,396,1443625.04256988
"FAM179A",5,399,1443645.66950793
"CDH1",29,375,1443656.47223171
"NPFFR2",4,400,1443695.99589109
"PRDM16",3,401,1443730.14733793
"AGTR2",4,400,1443734.4429146
"NFE2L1",5,399,1443739.21344947
"CLCN2",2,402,1443745.96170755
"KCNK18",4,400,1443750.9014604
"IKBKAP",5,399,1443753.95046279
"ARID1A",14,390,1443763.80711475
"FOXO4",4,400,1443772.82868812
"TNC",7,397,1443806.8445769
"LZTS1",4,400,1443811.15321163
"MSX2",2,402,1443830.93197995
"SLC44A1",4,400,1443849.41648515
"SPTBN2",6,398,1443886.90675946
"RIMBP2",6,398,1443891.37004951
"PLA2G4A",6,398,1443891.37004951
"CFHR3",2,402,1443892.53948697
"USP54",6,398,1443897.33452535
"IARS2",6,398,1443900.29411704
"CKMT2",5,399,1443911.13936326
"AAK1",8,396,1443948.05043629
"KIAA0232",8,396,1443978.95392664
"ERBB2",7,397,1443992.94215634
"ABCA8",5,399,1444017.6738455
"FAM47C",9,395,1444024.91614516
"MED13",5,399,1444037.09262016
"ABCA4",7,397,1444103.9011718
"OR8H1",5,399,1444104.93201568
"CHD7",7,397,1444132.58268164
"DMKN",3,401,1444162.97932973
"RREB1",6,398,1444175.278569
"HELZ",6,398,1444184.09543385
"ZFHX4",20,384,1444187.88879306
"SIK3",5,399,1444220.77097943
"NFASC",9,395,1444234.92353957
"KIT",5,399,1444235.21024839
"NOS1",6,398,1444236.92627121
"CD5L",4,400,1444239.42658416
"SYT2",4,400,1444244.79776609
"CCDC88A",7,397,1444263.24907278
"MYO18B",9,395,1444267.34127362
"SFMBT1",4,400,1444271.05068688
"ZNF711",5,399,1444273.67085536
"EMC1",6,398,1444285.24859238
"ASCC2",5,399,1444288.07704161
"DLGAP4",4,400,1444298.4408354
"AP1B1",7,397,1444324.24525526
"ABCB4",7,397,1444336.4250603
"TNR",5,399,1444355.18661257
"POM121",11,393,1444362.13986322
"MLL2",14,390,1444373.06878377
"PEX1",5,399,1444383.88770689
"KDR",4,400,1444416.01558787
"PER3",4,400,1444421.3455198
"SBF2",8,396,1444437.65779703
"ABCA5",5,399,1444469.7744485
"PLCL1",4,400,1444474.57608911
"GRIP2",3,401,1444504.35235755
"ZNF600",3,401,1444504.35235755
"LRGUK",3,401,1444504.35235755
"INSR",4,400,1444506.45443069
"VRK3",2,402,1444507.34907763
"CYP4B1",4,400,1444511.76311262
"SEC24A",5,399,1444517.34895407
"ZNF644",5,399,1444522.10089084
"UNC79",10,394,1444527.17954591
"MXRA5",13,391,1444551.41834167
"CIC",5,399,1444560.0802948
"LGI1",3,401,1444565.50504514
"MUC7",4,400,1444580.66222772
"TBL1XR1",4,400,1444585.37720297
"FREM2",7,397,1444594.71790016
"PRMT7",3,401,1444626.49148169
"PRAMEF10",3,401,1444626.49148169
"GPC6",3,401,1444626.49148169
"KIAA1009",5,399,1444640.57349562
"UPF2",4,400,1444649.35009282
"LRRK1",7,397,1444666.83163507
"DOCK4",5,399,1444673.63354426
"SMARCA2",3,401,1444687.3116672
"MEI1",4,400,1444691.51454827
"CCAR1",6,398,1444719.89418006
"ZIM3",4,400,1444728.34282178
"STARD9",10,394,1444732.43104111
"ZNF300",5,399,1444744.31109209
"ZNF721",4,400,1444780.84839109
"SLC16A2",4,400,1444801.81561881
"ECHDC1",4,400,1444875.04341584
"ENTPD6",4,400,1444895.92064356
"ARHGAP22",2,402,1444915.50889735
"MIA3",4,400,1444932.40766708
"PPP6R1",3,401,1444938.94950742
"RAPGEF4",5,399,1444959.64905581
"DNMBP",6,398,1444968.15109997
"LIMCH1",4,400,1444968.83344059
"SSH1",9,395,1444969.00230884
"ZMIZ1",5,399,1444978.2738455
"ATP2A1",5,399,1444992.23191146
"OASL",5,399,1444992.23191146
"TET1",7,397,1445012.09420014
"PLEKHA4",7,397,1445027.83735869
"MYH7",9,395,1445038.65071925
"USE1",2,402,1445040.14499901
"SDK1",8,396,1445042.48756751
"PTPRT",4,400,1445051.86235149
"SAP130",4,400,1445072.56957921
"PPP1R3A",7,397,1445074.99774475
"HEATR7B2",12,392,1445079.61161556
"PHLDA1",4,400,1445103.59292079
"APOBEC2",2,402,1445105.83777277
"CARD9",2,402,1445105.83777277
"SCUBE2",5,399,1445108.19825058
"MAMSTR",3,401,1445118.33433742
"CROCCP2",20,384,1445120.45570854
"POLR3GL",4,400,1445124.25014851
"PBXIP1",5,399,1445131.31633043
"KIAA0947",11,393,1445132.10506547
"GLDC",4,400,1445144.88737624
"DENND5A",7,397,1445153.36808953
"TMEM151B",3,401,1445154.0317523
"IFIH1",2,402,1445193.11470494
"MCOLN2",5,399,1445205.12576491
"CHD3",7,397,1445211.95693123
"CECR2",6,398,1445222.00377921
"DEPDC5",4,400,1445222.0988552
"SIPA1L3",8,396,1445244.06364699
"RHOA",3,401,1445250.8950602
"UTP20",7,397,1445260.88844908
"DNAH7",11,393,1445269.77886186
"COX20",4,400,1445273.41692451
"KRTAP10-4",2,402,1445287.26048594
"LMTK2",5,399,1445297.02665575
"KIAA0319L",4,400,1445299.02908416
"PROSC",1,403,1445304.11618308
"CWF19L1",1,403,1445304.11618308
"BABAM1",1,403,1445304.11618308
"CCDC126",1,403,1445304.11618308
"EIF4A3",1,403,1445304.11618308
"FAM115A",1,403,1445304.11618308
"HOXB8",1,403,1445304.11618308
"MGAT3",1,403,1445304.11618308
"OR52R1",1,403,1445304.11618308
"PHKA1",5,399,1445306.19468969
"GALNT13",4,400,1445309.26519802
"COL3A1",4,400,1445314.38137995
"MCM10",4,400,1445329.72242574
"PRRT3",1,403,1445334.68772572
"DRD4",1,403,1445334.68772572
"IGKV1-6",1,403,1445334.68772572
"JPH2",1,403,1445334.68772572
"MAFG",1,403,1445334.68772572
"MFSD6L",1,403,1445334.68772572
"TSTD1",1,403,1445334.68772572
"ZNF705D",1,403,1445334.68772572
"LRRC37A6P",5,399,1445342.82672523
"POLH",3,401,1445355.18659622
"KIAA0226",4,400,1445355.2658354
"HSPA14",4,400,1445355.2658354
"CNTN3",5,399,1445361.11868285
"DAAM2",6,398,1445385.39118654
"DSEL",5,399,1445388.52654408
"NPHP1",3,401,1445398.31127626
"CCNB1IP1",3,401,1445398.31127626
"DCAF6",3,401,1445398.31127626
"FCHSD1",3,401,1445398.31127626
"MAPKAP1",3,401,1445398.31127626
"PKDREJ",3,401,1445398.31127626
"SPI1",3,401,1445398.31127626
"TRAT1",3,401,1445398.31127626
"PDE5A",3,401,1445398.31127626
"FBXL18",5,399,1445402.21694087
"KIAA1755",7,397,1445404.38082115
"CLEC16A",6,398,1445443.73235609
"SEMG2",3,401,1445456.98682337
"HDAC1",4,400,1445462.20690594
"FLNB",9,395,1445475.66664856
"CEP95",5,399,1445484.16984789
"ZNF841",5,399,1445493.25567632
"ZNF805",4,400,1445518.00365718
"PIBF1",3,401,1445521.33790524
"BAI1",4,400,1445522.51702351
"AMBRA1",11,393,1445523.96274818
"ELP5",3,401,1445525.24114219
"ERCC6L2",4,400,1445528.13227104
"DDX42",4,400,1445528.13227104
"LINGO4",4,400,1445528.13227104
"PRPF18",3,401,1445533.0164893
"ZBTB10",4,400,1445533.19470297
"ELMO2",4,400,1445538.2558849
"GRIK2",9,395,1445540.26667502
"PROM1",4,400,1445553.43193069
"PRDM10",4,400,1445563.54304455
"MADD",11,393,1445567.04910186
"RHPN2",3,401,1445568.01234126
"ATP2C1",3,401,1445568.01234126
"CCDC62",3,401,1445568.01234126
"PCDH15",8,396,1445573.38661991
"SUV420H1",3,401,1445573.83916446
"COBLL1",7,397,1445575.42673481
"VPS53",4,400,1445578.15027228
"WDR5",3,401,1445579.66432516
"NDNL2",2,402,1445581.42806389
"OR5M1",4,400,1445583.75027228
"HSD17B7P2",4,400,1445588.79895421
"SLC39A6",2,402,1445609.90345919
"CD2",4,400,1445614.02361386
"ZC3H18",5,399,1445616.03593886
"GOLGA4",7,397,1445625.19329554
"CDH23",9,395,1445628.3375973
"ATP8B2",8,396,1445637.90810956
"GMDS",2,402,1445638.33905349
"ANKRD17",7,397,1445640.48161423
"FRAS1",13,391,1445644.2137001
"PPAT",4,400,1445654.31806931
"BRWD3",6,398,1445663.10833665
"SMARCAL1",3,401,1445672.64079488
"OR5H1",4,400,1445674.43529703
"CD109",4,400,1445674.43529703
"MYH4",4,400,1445709.59232054
"ARR3",3,401,1445713.18416829
"NBPF9",5,399,1445723.58941413
"SORL1",5,399,1445723.58941413
"SLIT1",5,399,1445723.58941413
"ARHGAP17",6,398,1445724.76874264
"ZNF295-AS1",2,402,1445758.74629944
"FANCI",6,398,1445765.77098985
"RABGGTA",5,399,1445768.44712772
"DUOX2",3,401,1445770.96195979
"UBR3",5,399,1445786.36214298
"NEXN",3,401,1445834.32551048
"DET1",3,401,1445834.32551048
"CATSPER2P1",3,401,1445834.32551048
"CNPPD1",3,401,1445834.32551048
"SGMS2",3,401,1445834.32551048
"WASF3",3,401,1445834.32551048
"XYLT2",3,401,1445834.32551048
"ZNF816",3,401,1445834.32551048
"ARMCX5",7,397,1445849.52830992
"NCAM1",5,399,1445862.32201047
"STK4",3,401,1445874.54303186
"FAM49A",3,401,1445874.54303186
"VWA7",5,399,1445875.69661778
"FAM129C",4,400,1445889.43237005
"AHI1",3,401,1445891.75417479
"DPYSL5",6,398,1445892.34571164
"KDM5A",6,398,1445916.75108007
"SLC26A4",3,401,1445929.95703398
"ZNF167",3,401,1445931.85532044
"GALNT3",2,402,1445934.50980863
"FAM71E2",3,401,1445937.5774055
"TPH2",4,400,1445953.97648515
"ATP6V1B1",5,399,1445964.63009008
"CEP89",4,400,1445973.79371287
"RFX7",3,401,1445994.70681794
"ZBTB24",4,400,1445998.53712252
"ACIN1",5,399,1446000.09119829
"COL9A1",5,399,1446000.09119829
"KIAA2018",5,399,1446004.51932554
"PTPRE",6,398,1446010.02567914
"TBC1D25",6,398,1446034.28531892
"CREBBP",5,399,1446044.327358
"USP5",5,399,1446044.327358
"ODZ3",5,399,1446071.32335046
"EP300",6,398,1446074.65105022
"SAPCD2",2,402,1446080.94966381
"ELTD1",7,397,1446104.97632705
"ABCC10",5,399,1446106.08956054
"CPSF6",3,401,1446114.13743694
"ADAR",3,401,1446114.13743694
"GTF3C1",6,398,1446131.02237052
"MYNN",4,400,1446136.52271658
"DLEC1",5,399,1446141.29402715
"OPA1",4,400,1446146.34133045
"TNPO3",5,399,1446167.65527184
"OR10S1",3,401,1446170.75147116
"ZRANB1",4,400,1446170.8659901
"MUC2",8,396,1446174.59967872
"ARPC1A",4,400,1446180.66710396
"NEK1",5,399,1446181.32192362
"PCDHGA11",6,398,1446195.24573155
"NUP107",4,400,1446214.93162748
"KIDINS220",6,398,1446223.27603156
"CHRD",4,400,1446229.06543936
"TCERG1",4,400,1446229.59767327
"ZNF862",3,401,1446232.83488885
"TAOK2",6,398,1446255.26040889
"NID2",5,399,1446264.00439713
"GTF2IRD2",5,399,1446268.372374
"ANGPT1",5,399,1446268.372374
"SRPK2",4,400,1446268.65212871
"C14orf43",5,399,1446272.73934837
"PTPN14",5,399,1446277.60237227
"SGK1",4,400,1446278.40324257
"CD2AP",4,400,1446278.40324257
"TGM2",3,401,1446283.48078648
"ROPN1B",3,401,1446289.09979589
"NCCRP1",2,402,1446315.71689202
"ANKRD13D",2,402,1446315.71689202
"MYH11",12,392,1446323.32146646
"ROBO4",4,400,1446327.08381188
"TRPM8",5,399,1446338.12366312
"PCID2",4,400,1446341.66360767
"MLPH",4,400,1446355.70345916
"C9orf174",10,394,1446359.0985538
"NUP188",6,398,1446370.75444674
"NIPBL",7,397,1446371.8234941
"MAP3K5",4,400,1446380.48806312
"NR4A1",5,399,1446381.587893
"TSGA10",3,401,1446389.95767594
"SCEL",5,399,1446407.61831063
"WNK3",9,395,1446410.35761652
"EPB41L3",6,398,1446422.2989929
"SLC26A9",8,396,1446440.91035666
"TUBA1C",2,402,1446452.47197798
"ATP8A1",3,401,1446456.89701077
"THBS3",4,400,1446471.85009282
"ATP1A1",4,400,1446472.3755198
"PGAP1",5,399,1446481.1751706
"ANKRD27",7,397,1446485.5670499
"HDLBP",8,396,1446492.3534541
"ITLN2",5,399,1446494.12571776
"SNX13",4,400,1446495.95668317
"USP43",4,400,1446506.11504332
"TEP1",13,391,1446511.70717963
"MYH3",5,399,1446515.6899129
"GRIA4",4,400,1446515.74365718
"COL6A2",3,401,1446518.04776014
"C1R",4,400,1446520.55608911
"HS3ST5",5,399,1446528.61639991
"FSHR",6,398,1446532.83727839
"PRICKLE3",5,399,1446532.9232239
"UBE4B",7,397,1446547.64891745
"CDH16",4,400,1446554.20811262
"SMARCC1",5,399,1446554.44230626
"CAMTA1",6,398,1446556.43862671
"CFHR5",4,400,1446559.01054455
"SUN5",1,403,1446559.23456502
"XBP1",1,403,1446559.23456502
"C9orf163",1,403,1446559.23456502
"COQ10A",1,403,1446559.23456502
"DLX3",1,403,1446559.23456502
"ST6GALNAC2",1,403,1446559.23456502
"TRIM45",1,403,1446559.23456502
"WEE1",1,403,1446559.23456502
"DSTYK",4,400,1446563.81172649
"GGT1",3,401,1446567.9305655
"NLRP11",6,398,1446568.22799434
"ANKRD11",7,397,1446569.51050666
"NELL2",3,401,1446573.46478688
"NELL1",6,398,1446580.00982429
"TFE3",6,398,1446583.93542589
"TOPORS",4,400,1446587.79888614
"ANKS6",5,399,1446588.82070771
"OR6C70",3,401,1446590.05747595
"KIAA1683",4,400,1446602.17618193
"MTTP",5,399,1446614.56240353
"RNF43",3,401,1446617.67870752
"CNGA2",3,401,1446617.67870752
"UNC13D",3,401,1446628.71556258
"C2orf78",4,400,1446640.46063738
"IPO11",2,402,1446642.25745653
"CNKSR1",3,401,1446650.76932257
"KIF5C",6,398,1446654.45303871
"WDTC1",4,400,1446654.79668317
"DBN1",3,401,1446656.27860629
"HERC1",10,394,1446665.8556026
"DNTT",5,399,1446665.9375245
"CEP290",8,396,1446669.58977773
"FGG",3,401,1446672.79648239
"ATL1",3,401,1446672.79648239
"KIF23",3,401,1446672.79648239
"KLHL31",3,401,1446672.79648239
"ZFP82",3,401,1446672.79648239
"WDR17",5,399,1446674.48600958
"TTC27",3,401,1446683.80008724
"BLNK",3,401,1446683.80008724
"AOC4",2,402,1446689.3990998
"CDK1",2,402,1446689.3990998
"SYNJ2",6,398,1446701.31402682
"GPR84",4,400,1446702.50225248
"NSUN5",3,401,1446709.45836728
"PLP2",3,401,1446711.28000543
"GPR77",3,401,1446716.77100154
"SRRM2",11,393,1446722.18103375
"DNAH9",15,389,1446724.86161691
"MYO1A",5,399,1446725.6927095
"PLEKHH1",6,398,1446728.59390807
"OR10G8",3,401,1446733.2340148
"PDE4B",3,401,1446738.71836086
"ZNF334",3,401,1446738.71836086
"CRHR2",3,401,1446738.71836086
"GPLD1",3,401,1446738.71836086
"SIPA1L1",10,394,1446744.78096321
"CREB5",5,399,1446746.98622795
"SHROOM2",8,396,1446754.19190982
"ADCY2",2,402,1446756.53286168
"POLR1A",5,399,1446759.75030894
"DENND3",6,398,1446763.60773961
"THBS1",6,398,1446772.68714654
