"","mutO","mutX","MSE"
"NSUN7",2,402,1453521.12379316
"SGSH",2,402,1453521.12379316
"DHX15",4,400,1453522.2659901
"PRAMEF7",4,400,1453522.2659901
"PLEKHS1",3,401,1453523.42552859
"PIN1P1",2,402,1453524.47633737
"TAF6L",2,402,1453527.82639402
"MDM4",1,403,1453528.85689016
"FSD1",1,403,1453528.85689016
"PSG9",3,401,1453528.9029489
"OR2L13",2,402,1453531.17396311
"PPARGC1A",2,402,1453531.17396311
"MAML1",4,400,1453531.76321782
"FAM123B",8,396,1453531.84995062
"KCNH1",2,402,1453532.66465322
"PSTK",2,402,1453534.51904463
"ERP27",3,401,1453536.20034073
"ZNF609",5,399,1453536.43004293
"ST5",3,401,1453537.10661054
"ARHGEF7",2,402,1453537.86163859
"ARMC10",2,402,1453537.86163859
"GALR1",2,402,1453537.86163859
"NRXN2",6,398,1453538.36193136
"ME3",3,401,1453539.83783939
"COL11A2",3,401,1453539.83783939
"FOXJ2",5,399,1453540.67176109
"CTSB",2,402,1453544.53936382
"TECRL",3,401,1453545.29530958
"C15orf55",2,402,1453546.02562066
"ZCCHC16",3,401,1453548.02155091
"SP1",4,400,1453548.33524134
"PCNT",10,394,1453548.99832261
"BCAN",5,399,1453549.38407405
"SLC28A2",3,401,1453550.74612973
"ADAM12",3,401,1453550.74612973
"CTR9",2,402,1453551.20713881
"DPY19L1",2,402,1453551.20713881
"PPP1R10",2,402,1453552.69117901
"PANX3",2,402,1453554.53729496
"OR13C2",2,402,1453554.53729496
"MOAP1",2,402,1453554.53729496
"PARP4",5,399,1453555.48619569
"MAP3K9",3,401,1453558.90989111
"CCDC66",2,402,1453561.19014457
"PCDHB2",2,402,1453561.19014457
"WDR64",2,402,1453571.15076228
"TMC2",5,399,1453574.46114544
"GRM4",2,402,1453574.46599305
"RAN",2,402,1453574.46599305
"HERC4",6,398,1453575.04383925
"SLC7A7",4,400,1453576.60192451
"ADPGK",2,402,1453577.77873627
"HIST1H3G",2,402,1453577.77873627
"IQCG",2,402,1453577.77873627
"SFTA3",2,402,1453577.77873627
"COL17A1",6,398,1453578.88750477
"NLRX1",2,402,1453581.08899192
"ALDH3B2",3,401,1453583.31139972
"TNS3",5,399,1453585.2066627
"PELI1",2,402,1453585.86971701
"CXorf58",3,401,1453586.0143659
"MAP6",2,402,1453587.70204054
"C10orf82",2,402,1453587.70204054
"HDAC11",2,402,1453589.17388922
"FUK",2,402,1453591.00483351
"FAM114A1",2,402,1453591.00483351
"TRAPPC10",6,398,1453592.31395219
"SH3PXD2A",9,395,1453593.8956664
"SPAG17",6,398,1453594.22866602
"TCF7",4,400,1453595.09173267
"PCDHGC4",4,400,1453595.34637995
"B3GNT9",2,402,1453595.77477095
"OR6K6",3,401,1453596.80960552
"ZNF681",2,402,1453597.60295675
"ADCY6",1,403,1453598.19618947
"VAPA",1,403,1453598.19618947
"TIMM44",1,403,1453598.19618947
"FAM83H",1,403,1453598.19618947
"PRPF4",1,403,1453598.19618947
"SLC6A12",1,403,1453598.19618947
"MAPKAPK5-AS1",1,403,1453598.19618947
"MIR2113",1,403,1453598.19618947
"NHLRC3",1,403,1453598.19618947
"RIIAD1",1,403,1453598.19618947
"TMEM101",1,403,1453598.19618947
"TSPAN13",1,403,1453598.19618947
"TRIM55",4,400,1453600.01999381
"ZSWIM4",4,400,1453602.35492574
"MAPK8",2,402,1453604.19112975
"EBF1",4,400,1453604.68860767
"ABCA11P",3,401,1453606.68631227
"SMO",3,401,1453606.68631227
"FAM13A",4,400,1453606.76707302
"C14orf102",4,400,1453606.76707302
"TBC1D4",4,400,1453607.0210396
"TENC1",2,402,1453607.4814849
"ZNF525",2,402,1453610.76935249
"TNIP1",2,402,1453610.76935249
"ZNF28",5,399,1453612.16743592
"CA11",3,401,1453612.95258965
"HCAR2",3,401,1453612.95258965
"FASTK",2,402,1453614.05473253
"PTPN13",9,395,1453614.24589548
"CCDC69",3,401,1453615.63726822
"FTSJ3",4,400,1453616.33826733
"RTTN",5,399,1453618.6573786
"GPR110",5,399,1453620.5025013
"ZNF79",4,400,1453620.98938119
"GLE1",3,401,1453621.00163782
"ZNF385A",2,402,1453623.89594724
"VPS28",2,402,1453623.89594724
"PLEKHH2",5,399,1453624.66401896
"BEND6",3,401,1453626.35935738
"ACAD9",3,401,1453626.35935738
"CDK5RAP1",3,401,1453629.0357234
"ZNF281",3,401,1453634.3834679
"KCNA3",3,401,1453634.3834679
"TULP4",9,395,1453634.50104719
"PCDHB13",2,402,1453636.982741
"ZDBF2",7,397,1453638.2277014
"SEC16A",2,402,1453640.24822053
"APOA1",2,402,1453640.24822053
"NAP1L1",2,402,1453640.24822053
"CYP2D6",2,402,1453640.24822053
"OR52A5",2,402,1453640.24822053
"MRPL48",2,402,1453640.24822053
"FGFR2",7,397,1453641.739439
"PPP2R3C",4,400,1453641.85751856
"USP8",2,402,1453643.5112125
"GINS2",2,402,1453643.5112125
"PLCE1",9,395,1453643.81751124
"SETX",9,395,1453643.81751124
"IKZF3",1,403,1453644.50444685
"LRRC73",1,403,1453644.50444685
"DLGAP1-AS1",1,403,1453644.50444685
"SERF2",1,403,1453644.50444685
"TSEN34",3,401,1453645.05900677
"AP2M1",3,401,1453645.05900677
"IGKV3-7",4,400,1453646.48113243
"BSX",2,402,1453646.77171691
"ALG8",1,403,1453649.1079773
"ATP6V0B",1,403,1453649.1079773
"CATSPERG",1,403,1453649.1079773
"CHIA",1,403,1453649.1079773
"DEFB115",1,403,1453649.1079773
"ELOVL6",1,403,1453649.1079773
"GTF2IRD2P1",1,403,1453649.1079773
"IFNA10",1,403,1453649.1079773
"LMX1A",1,403,1453649.1079773
"OMA1",1,403,1453649.1079773
"OR10A7",1,403,1453649.1079773
"RAPGEFL1",1,403,1453649.1079773
"RINT1",1,403,1453649.1079773
"SLC35F2",1,403,1453649.1079773
"SNORD115-18",1,403,1453649.1079773
"TMEM156",1,403,1453649.1079773
"TNFRSF9",1,403,1453649.1079773
"U2AF1",1,403,1453649.1079773
"SLC17A5",1,403,1453649.1079773
"PM20D2",1,403,1453649.1079773
"C9orf170",1,403,1453649.1079773
"EMC2",1,403,1453649.1079773
"GJB6",1,403,1453649.1079773
"WBSCR16",1,403,1453649.1079773
"OR4S1",1,403,1453649.1079773
"FZD4",1,403,1453649.1079773
"GLRX",1,403,1453649.1079773
"NCBP1",1,403,1453649.1079773
"OR7A10",1,403,1453649.1079773
"TFPI",1,403,1453649.1079773
"PRPF4B",5,399,1453649.54891437
"S100A6",2,402,1453650.02973376
"TIRAP",3,401,1453655.70794548
"LTF",2,402,1453656.53830476
"ATP1B4",2,402,1453656.53830476
"GBA3",2,402,1453656.53830476
"BRIP1",6,398,1453658.83061139
"IL28B",1,403,1453659.32280176
"CSF3R",1,403,1453659.32280176
"DPP4",1,403,1453659.32280176
"PDYN",1,403,1453659.32280176
"NUCKS1",1,403,1453659.32280176
"DUS3L",1,403,1453659.32280176
"NXNL2",1,403,1453659.32280176
"ZNF621",1,403,1453659.32280176
"TPRG1",2,402,1453659.78885892
"C10orf99",2,402,1453659.78885892
"HNRNPUL1",5,399,1453659.87501427
"PDE1B",3,401,1453661.02243978
"CYSLTR2",2,402,1453661.23632457
"HK2",5,399,1453661.93722673
"ZBED4",5,399,1453661.93722673
"GPR39",4,400,1453662.62440594
"ITK",6,398,1453664.48430063
"EMR3",4,400,1453664.92558787
"ALDH3B1",4,400,1453664.92558787
"TFPI2",2,402,1453666.28250456
"ARHGDIB",2,402,1453666.28250456
"TIGD2",2,402,1453666.28250456
"GUCY2C",4,400,1453669.52420173
"NDE1",3,401,1453671.63147823
"SHANK2",9,395,1453673.18603278
"SYNE3",3,401,1453674.27958157
"DEGS1",3,401,1453674.27958157
"CDC42BPG",5,399,1453676.34464379
"RET",4,400,1453676.41274752
"OR10K2",3,401,1453676.9260224
"DNAJB3",3,401,1453679.57080072
"SLC22A11",3,401,1453682.21391653
"RBAK",2,402,1453682.4730863
"PAPPA",5,399,1453684.5553984
"KCNU1",3,401,1453684.85536983
"NHSL2",9,395,1453685.49096656
"SYCP1",5,399,1453686.60558078
"EFHA2",2,402,1453687.14233905
"NFE2L3",4,400,1453690.15608911
"OR10A3",2,402,1453692.1575846
"ZHX2",2,402,1453692.1575846
"MELK",2,402,1453692.1575846
"LCOR",2,402,1453692.1575846
"CPT1A",3,401,1453692.76975466
"GATA3",50,354,1453693.84438804
"ATG7",2,402,1453695.38077558
"CTNND2",4,400,1453699.04479579
"SLC23A2",4,400,1453699.29331683
"AKAP8L",2,402,1453701.81969484
"TNKS1BP1",4,400,1453703.85443069
"KIF5B",5,399,1453705.01210948
"GPR142",4,400,1453706.13311262
"CLK2",4,400,1453706.13311262
"GRB14",2,402,1453708.24866386
"WDR90",2,402,1453708.24866386
"C11orf58",2,402,1453708.24866386
"SIM2",2,402,1453708.24866386
"C2CD2L",2,402,1453708.24866386
"CLCN6",2,402,1453708.24866386
"MARS",2,402,1453708.24866386
"SRRM1",2,402,1453708.24866386
"SPAG9",2,402,1453708.24866386
"INHBE",2,402,1453708.24866386
"CHAF1B",2,402,1453708.24866386
"CHFR",2,402,1453708.24866386
"CSF1R",2,402,1453708.24866386
"IFI35",2,402,1453708.24866386
"MSS51",2,402,1453708.24866386
"ERAP1",2,402,1453708.24866386
"TBATA",2,402,1453708.24866386
"SLC16A9",2,402,1453708.24866386
"C7orf34",2,402,1453708.24866386
"CDSN",2,402,1453708.24866386
"ELMOD3",2,402,1453708.24866386
"GSTM5",2,402,1453708.24866386
"KIAA0247",2,402,1453708.24866386
"KRTAP9-4",2,402,1453708.24866386
"NEGR1",2,402,1453708.24866386
"PAFAH1B2",2,402,1453708.24866386
"PHB",2,402,1453708.24866386
"RIPPLY1",2,402,1453708.24866386
"TAAR8",2,402,1453708.24866386
"UPB1",4,400,1453708.41054455
"DDX51",1,403,1453708.50226028
"PELI3",1,403,1453708.50226028
"PCDHA2",3,401,1453708.55363654
"GPA33",3,401,1453708.55363654
"FBXW10",2,402,1453709.6795047
"NKD2",2,402,1453709.6795047
"CHD4",11,393,1453710.83967748
"WDR11",3,401,1453711.17846473
"BOD1L1",9,395,1453711.51940093
"RGAG1",7,397,1453713.0956591
"ANKRD36",3,401,1453713.80163041
"NLRP5",2,402,1453714.66768263
"POPDC2",2,402,1453714.66768263
"GP5",2,402,1453714.66768263
"POGK",2,402,1453714.66768263
"CPSF2",2,402,1453714.66768263
"EPN3",2,402,1453714.66768263
"PRB4",2,402,1453714.66768263
"DKK3",2,402,1453717.87346067
"MRPL49",2,402,1453717.87346067
"OR7D4",3,401,1453718.17420146
"ADAMDEC1",7,397,1453719.23336089
"LRRN1",4,400,1453719.77895421
"CNGB1",6,398,1453720.60662015
"CD200R1",2,402,1453721.07675115
"KRT35",1,403,1453723.09670049
"ZNF813",1,403,1453723.09670049
"OR2T8",1,403,1453723.09670049
"HHIPL1",1,403,1453723.09670049
"WDR55",1,403,1453723.09670049
"ZNF853",1,403,1453723.09670049
"APBA3",1,403,1453723.09670049
"DRG2",1,403,1453723.09670049
"HDAC7",1,403,1453723.09670049
"LPAL2",1,403,1453723.09670049
"UBL4A",1,403,1453723.09670049
"MRE11A",1,403,1453723.09670049
"TUBA4B",1,403,1453723.09670049
"PMS2P4",1,403,1453723.09670049
"DLL3",1,403,1453723.09670049
"EIF2AK4",1,403,1453723.09670049
"GTF2IRD1P1",1,403,1453723.09670049
"NRSN2",1,403,1453723.09670049
"TAS1R3",1,403,1453723.09670049
"UGT2A3",1,403,1453723.09670049
"POU5F1B",1,403,1453723.09670049
"CERS1",1,403,1453723.09670049
"OR8B8",1,403,1453723.09670049
"ASMTL-AS1",1,403,1453723.09670049
"UGT2B17",1,403,1453723.09670049
"FCAMR",1,403,1453723.09670049
"ITPK1",1,403,1453723.09670049
"CLP1",1,403,1453723.09670049
"TMEM235",1,403,1453723.09670049
"REXO1",1,403,1453723.09670049
"MBD3L3",1,403,1453723.09670049
"GLP1R",1,403,1453723.09670049
"C16orf85",1,403,1453723.09670049
"MANEA",1,403,1453723.09670049
"DIS3L2",1,403,1453723.09670049
"OR13C5",1,403,1453723.09670049
"C1orf216",1,403,1453723.09670049
"CXorf48",1,403,1453723.09670049
"POLR2J3",1,403,1453723.09670049
"RQCD1",1,403,1453723.09670049
"OBP2A",1,403,1453723.09670049
"PGC",1,403,1453723.09670049
"TCP10L2",1,403,1453723.09670049
"RRP7A",1,403,1453723.09670049
"SLC7A5P1",1,403,1453723.09670049
"POTEI",1,403,1453723.09670049
"C9orf129",1,403,1453723.09670049
"KRTAP16-1",1,403,1453723.09670049
"TAS1R2",1,403,1453723.09670049
"NPIPL3",1,403,1453723.09670049
"NPY2R",1,403,1453723.09670049
"NIPA1",1,403,1453723.09670049
"GAS2L2",1,403,1453723.09670049
"KLK1",1,403,1453723.09670049
"ZNF705A",1,403,1453723.09670049
"RILPL1",1,403,1453723.09670049
"ANKRD20A8P",1,403,1453723.09670049
"IFNA4",1,403,1453723.09670049
"SYPL1",1,403,1453723.09670049
"F13B",1,403,1453723.09670049
"DCLRE1A",1,403,1453723.09670049
"GET4",1,403,1453723.09670049
"THAP7-AS1",1,403,1453723.09670049
"CLEC4E",1,403,1453723.09670049
"SSBP4",1,403,1453723.09670049
"FFAR3",1,403,1453723.09670049
"C5orf44",1,403,1453723.09670049
"HLA-DQB2",1,403,1453723.09670049
"NBR2",1,403,1453723.09670049
"IST1",1,403,1453723.09670049
"OR2A42",1,403,1453723.09670049
"HIATL1",1,403,1453723.09670049
"NUDT12",1,403,1453723.09670049
"GSTO2",1,403,1453723.09670049
"BIRC5",1,403,1453723.09670049
"UGT3A2",1,403,1453723.09670049
"HLA-DQA1",1,403,1453723.09670049
"BSPH1",1,403,1453723.09670049
"C5orf47",1,403,1453723.09670049
"CA5BP1",1,403,1453723.09670049
"CCDC140",1,403,1453723.09670049
"CMTM3",1,403,1453723.09670049
"CPNE7",1,403,1453723.09670049
"CYP2A7P1",1,403,1453723.09670049
"DGCR5",1,403,1453723.09670049
"FAM157A",1,403,1453723.09670049
"FAM90A27P",1,403,1453723.09670049
"FKBP1C",1,403,1453723.09670049
"FOXA2",1,403,1453723.09670049
"IGKV1-12",1,403,1453723.09670049
"KCNK17",1,403,1453723.09670049
"LMLN",1,403,1453723.09670049
"MCF2L-AS1",1,403,1453723.09670049
"MIR1302-3",1,403,1453723.09670049
"MIR206",1,403,1453723.09670049
"MRRFP1",1,403,1453723.09670049
"MUSTN1",1,403,1453723.09670049
"NCLN",1,403,1453723.09670049
"NMRK1",1,403,1453723.09670049
"PLGLA",1,403,1453723.09670049
"PXDC1",1,403,1453723.09670049
"PYY",1,403,1453723.09670049
"QTRT1",1,403,1453723.09670049
"RFNG",1,403,1453723.09670049
"RNA5SP70",1,403,1453723.09670049
"RNU6-3",1,403,1453723.09670049
"RPSAP58",1,403,1453723.09670049
"RRH",1,403,1453723.09670049
"SAA1",1,403,1453723.09670049
"SAPCD1",1,403,1453723.09670049
"SERP1",1,403,1453723.09670049
"TAF8",1,403,1453723.09670049
"TRGJ2",1,403,1453723.09670049
"TRGV5",1,403,1453723.09670049
"UPF3AP2",1,403,1453723.09670049
"WASH4P",1,403,1453723.09670049
"YPEL4",1,403,1453723.09670049
"BRSK2",2,402,1453724.27755406
"ATP13A5",3,401,1453724.27766804
"ACAD11",3,401,1453724.27766804
"SWT1",4,400,1453724.31756807
"TSEN2",3,401,1453726.89252117
"FAM13C",3,401,1453726.89252117
"XIRP1",7,397,1453728.59729086
"KRI1",4,400,1453731.11611386
"RFX3",4,400,1453733.37979579
"ZNF513",2,402,1453733.86503744
"ETNK2",3,401,1453734.7271055
"CUL3",6,398,1453737.29633108
"SPATA21",3,401,1453737.33530859
"BRD9",3,401,1453737.33530859
"HIST1H2AE",3,401,1453739.94184917
"NXF5",4,400,1453740.16334158
"SNAI1",2,402,1453740.24425521
"ANKS1B",5,399,1453741.58155786
"ZNF41",6,398,1453743.4665883
"SZT2",5,399,1453743.60367007
"ULBP3",2,402,1453744.84878208
"ISX",2,402,1453744.84878208
"OR10G4",2,402,1453744.84878208
"SZRD1",3,401,1453745.1499428
"SLCO1B7",3,401,1453745.1499428
"DIP2C",5,399,1453745.62477977
"LGR5",5,399,1453749.66399166
"CD33",2,402,1453749.79442515
"GK5",2,402,1453749.79442515
"SUGT1",2,402,1453749.79442515
"ACTL6A",1,403,1453750.13060462
"CHPT1",1,403,1453750.13060462
"ZNF484",1,403,1453750.13060462
"MAGEB2",1,403,1453750.13060462
"PPP2R5E",1,403,1453750.13060462
"TRBV7-4",1,403,1453750.13060462
"C12orf42",1,403,1453750.13060462
"MAPK1",1,403,1453750.13060462
"PF4",1,403,1453750.13060462
"SPATA19",1,403,1453750.13060462
"SCARA3",3,401,1453750.35138639
"ZNF434",3,401,1453750.35138639
"SLC4A3",5,399,1453751.68209385
"CWH43",5,399,1453751.68209385
"FAM35B",2,402,1453754.38816438
"CAMK2A",3,401,1453755.54617993
"CYSLTR1",4,400,1453755.9478651
"IKZF4",2,402,1453756.1487673
"ZNF683",2,402,1453756.1487673
"TRMT61B",1,403,1453758.10387441
"USF1",1,403,1453758.10387441
"TADA2A",1,403,1453758.10387441
"FOXN2",1,403,1453758.10387441
"ZNF485",3,401,1453760.73432343
"PTPRZ1",7,397,1453761.13152213
"EMR1",5,399,1453761.75756719
"TMCC1",5,399,1453761.75756719
"PRKD3",6,398,1453763.12326277
"PFKP",5,399,1453763.76965433
"FRG2B",2,402,1453765.66162381
"CENPI",4,400,1453769.42870668
"L3MBTL1",2,402,1453771.99109034
"C19orf57",2,402,1453771.99109034
"MTMR4",6,398,1453775.97517082
"CACTIN",1,403,1453775.99194163
"MMP19",1,403,1453775.99194163
"RPS21",1,403,1453775.99194163
"ASB2",3,401,1453776.25885369
"UNC13A",7,397,1453776.45179369
"PKD1L1",8,396,1453777.57827345
"ZNF571",3,401,1453777.98436664
"PRDM5",2,402,1453778.31060662
"GFM2",3,401,1453781.42039703
"PDCD1",3,401,1453781.42039703
"SSRP1",2,402,1453781.46663342
"PLEKHA2",2,402,1453781.46663342
"C9orf43",7,397,1453783.2420915
"ZDHHC17",2,402,1453784.62017265
"C14orf159",1,403,1453784.90619856
"CCDC157",1,403,1453784.90619856
"CELA2A",1,403,1453784.90619856
"SLC15A4",1,403,1453784.90619856
"AQP6",1,403,1453784.90619856
"CACFD1",1,403,1453784.90619856
"CMPK2",1,403,1453784.90619856
"DMBX1",1,403,1453784.90619856
"FABP1",1,403,1453784.90619856
"MIR548M",1,403,1453784.90619856
"P2RX3",1,403,1453784.90619856
"FAM98B",4,400,1453785.0994802
"CHD1",5,399,1453785.83644755
"C19orf76",1,403,1453785.8978945
"FAM45A",1,403,1453785.8978945
"PLA2G6",1,403,1453785.8978945
"MANBA",1,403,1453785.8978945
"AQP5",1,403,1453785.8978945
"C2orf83",1,403,1453785.8978945
"CA6",1,403,1453785.8978945
"EPOR",1,403,1453785.8978945
"HIST1H4I",1,403,1453785.8978945
"HMGN5",1,403,1453785.8978945
"OR2AG1",1,403,1453785.8978945
"SNAI3",1,403,1453785.8978945
"SPRR2F",1,403,1453785.8978945
"UBTD2",1,403,1453785.8978945
"UGT2B10",1,403,1453785.8978945
"ZBTB46",1,403,1453785.8978945
"GOLGA8DP",4,400,1453787.33316213
"STRADA",2,402,1453787.77122432
"HSPBAP1",2,402,1453787.77122432
"TADA1",2,402,1453787.77122432
"STAT5B",4,400,1453791.79677599
"OR5L2",2,402,1453794.06586498
"HEATR5B",2,402,1453794.06586498
"CCNF",3,401,1453794.29516144
"INTS12",2,402,1453797.20945397
"MYBPC1",4,400,1453798.48282178
"TTPAL",3,401,1453799.43342963
"SSX2IP",3,401,1453799.43342963
"ZNF692",3,401,1453802.00006996
"COL15A1",2,402,1453803.48916925
"ZNF25",2,402,1453803.48916925
"FAM153C",2,402,1453803.48916925
"MYCBPAP",1,403,1453803.66243274
"JTB",1,403,1453803.66243274
"URGCP",1,403,1453803.66243274
"HAS1",1,403,1453803.66243274
"GFPT2",1,403,1453803.66243274
"TRIM72",1,403,1453803.66243274
"CLDN12",1,403,1453803.66243274
"KRT23",1,403,1453803.66243274
"PAPOLG",1,403,1453803.66243274
"C1orf116",1,403,1453803.66243274
"C9orf123",1,403,1453803.66243274
"DLD",1,403,1453803.66243274
"MIR532",1,403,1453803.66243274
"NBPF11",1,403,1453803.66243274
"NKX3-2",1,403,1453803.66243274
"ADAMTS7",2,402,1453804.8867605
"CLCNKB",2,402,1453806.62529555
"PSG6",3,401,1453807.12836309
"TRIM50",3,401,1453807.12836309
"C3orf30",4,400,1453807.3800495
"EYA1",4,400,1453811.82116337
"SLC12A2",4,400,1453811.82116337
"ADAMTS5",7,397,1453811.97239373
"ADRA2B",2,402,1453816.01874908
"CORO2A",3,401,1453817.36499922
"NR6A1",2,402,1453817.41190705
"UBAP2L",4,400,1453820.68839109
"TDRD3",5,399,1453821.68409142
"RGS9",5,399,1453821.68409142
"FAM86C2P",3,401,1453822.47334222
"OXA1L",1,403,1453824.7746972
"AHSA1",1,403,1453824.7746972
"C17orf74",1,403,1453824.7746972
"DEFB129",1,403,1453824.7746972
"FOXN3",1,403,1453824.7746972
"IL20RB",1,403,1453824.7746972
"KLK4",1,403,1453824.7746972
"MRPL38",1,403,1453824.7746972
"CDC42EP1",3,401,1453825.02501996
"POGZ",4,400,1453831.74430074
"TTC31",1,403,1453833.57977299
"CCDC115",1,403,1453833.57977299
"C7orf41",1,403,1453833.57977299
"KRT33A",1,403,1453833.57977299
"HERC6",4,400,1453836.1579146
"LIPE",3,401,1453837.75847098
"PRICKLE2",3,401,1453837.75847098
"USO1",3,401,1453837.75847098
"RSAD1",2,402,1453837.84974262
"P4HTM",2,402,1453839.23514236
"FZD3",3,401,1453840.30017366
"GDPD2",3,401,1453840.30017366
"RAB11FIP1",4,400,1453840.56652847
"MIR1266",2,402,1453840.95850574
"MMP27",2,402,1453840.95850574
"FGF13",2,402,1453844.06478129
"ESRRG",2,402,1453844.06478129
"SH3BP1",3,401,1453844.5368386
"BDP1",6,398,1453845.02659129
"PMM1",2,402,1453847.16856928
"DMRTC2",2,402,1453847.16856928
"NAB2",2,402,1453847.16856928
"ROR2",4,400,1453847.17007426
"VSIG1",3,401,1453847.91530662
"HIST1H2AL",2,402,1453848.55064406
"ABCA1",6,398,1453849.23311898
"DALRD3",5,399,1453849.3410308
"ICAM4",2,402,1453850.26986971
"KIAA0825",6,398,1453852.22481011
"ARG2",3,401,1453852.98374937
"LRP11",2,402,1453853.36868258
"ZNF695",2,402,1453853.36868258
"OR4L1",2,402,1453853.36868258
"CCNB1",2,402,1453853.36868258
"SLC35B2",4,400,1453853.76237005
"FRMPD4",10,394,1453855.38894431
"SLC6A4",2,402,1453857.8437577
"KDM2A",5,399,1453859.1708901
"CLDN17",2,402,1453859.55884562
"RETSAT",2,402,1453859.55884562
"RNF34",2,402,1453859.55884562
"CLEC18B",3,401,1453860.57394468
"METTL13",2,402,1453862.6501958
"DEXI",2,402,1453862.6501958
"SOX2",2,402,1453862.6501958
"C8orf86",2,402,1453862.6501958
"RGS8",2,402,1453862.6501958
"FGD6",2,402,1453862.6501958
"CLDN8",2,402,1453862.6501958
"CCDC147",4,400,1453864.7245297
"GPATCH8",3,401,1453865.62576233
"PROSER1",8,396,1453865.67543317
"HRG",4,400,1453866.91321163
"GLRA4",2,402,1453868.82543348
"ANP32E",2,402,1453868.82543348
"EFCAB13",4,400,1453869.10064356
"FLYWCH1",2,402,1453870.19975001
"ZNF626",3,401,1453870.67092994
"TRPM2",4,400,1453871.2868255
"KLC4",4,400,1453871.2868255
"ATF7IP",5,399,1453872.89058786
"ZNF143",4,400,1453873.47175743
"CNKSR2",4,400,1453875.65543936
"KLHL24",4,400,1453875.65543936
"PDIA4",4,400,1453875.65543936
"TTC19",3,401,1453875.7094475
"HEPACAM",2,402,1453876.3628208
"CDH20",4,400,1453877.83787129
"DLG3",2,402,1453878.06963327
"COG3",3,401,1453878.22621252
"SUPT16H",3,401,1453878.22621252
"PCDHGB1",5,399,1453878.75542073
"ATRX",9,395,1453878.93671582
"MDN1",16,388,1453881.54314937
"PSMC6",4,400,1453884.37766708
"ESR1",4,400,1453886.55509901
"ZC3HAV1",2,402,1453887.291445
"ZNF648",2,402,1453887.291445
"ASAP3",2,402,1453887.291445
"PLEKHA7",2,402,1453887.291445
"DDAH1",2,402,1453887.291445
"GORASP2",2,402,1453887.291445
"PRKG1",3,401,1453888.27664749
"PDIK1L",1,403,1453890.32889468
"OR1S2",1,403,1453890.32889468
"DLG2",1,403,1453890.32889468
"DDX24",1,403,1453890.32889468
"SMURF2",1,403,1453890.32889468
"AVL9",1,403,1453890.32889468
"C12orf77",1,403,1453890.32889468
"CRELD2",1,403,1453890.32889468
"CTAG2",1,403,1453890.32889468
"FAM218A",1,403,1453890.32889468
"GLRX2",1,403,1453890.32889468
"KRT121P",1,403,1453890.32889468
"LY96",1,403,1453890.32889468
"MKRN1",1,403,1453890.32889468
"MRPS14",1,403,1453890.32889468
"PDGFC",1,403,1453890.32889468
"RASA1",1,403,1453890.32889468
"SACM1L",1,403,1453890.32889468
"SURF2",1,403,1453890.32889468
"TTC16",1,403,1453890.32889468
"HNRPLL",1,403,1453890.32889468
"C11orf53",1,403,1453890.32889468
"DKK2",1,403,1453890.32889468
"GNG5P2",1,403,1453890.32889468
"HFE",1,403,1453890.32889468
"PITPNM2",1,403,1453890.32889468
"TMX4",1,403,1453890.32889468
"TTLL8",1,403,1453890.32889468
"LILRA2",3,401,1453890.78509996
"MCM4",4,400,1453893.0798948
"DDX60",2,402,1453893.42688168
"BMP2",2,402,1453893.42688168
"NBPF3",2,402,1453893.42688168
"PDE8B",2,402,1453893.42688168
"NLRP14",2,402,1453893.42688168
"CXorf30",2,402,1453893.42688168
"TTC23",2,402,1453893.42688168
"C14orf118",2,402,1453893.42688168
"TAS2R3",4,400,1453895.25232673
"OR5AR1",2,402,1453896.49086868
"MAP2",9,395,1453897.91198006
"MSI1",2,402,1453899.55236811
"ADAM11",2,402,1453899.55236811
"ADCYAP1R1",3,401,1453900.80228472
"CDH10",6,398,1453902.23713244
"TPSAB1",2,402,1453902.61137998
"CDC45",2,402,1453902.61137998
"NPY1R",2,402,1453908.72194104
"ZNF492",5,399,1453909.88214844
"AADAC",3,401,1453913.28635918
"GABRR3",3,401,1453913.28635918
"ZNF445",4,400,1453914.74796411
"TCP10",3,401,1453914.95187362
"DENND2D",3,401,1453915.77818655
"ERO1L",2,402,1453916.18024358
"USP32P1",2,402,1453916.18024358
"OR4D10",5,399,1453917.84386213
"OXCT2",3,401,1453918.2683514
"GUCY1A2",3,401,1453918.2683514
"CLPTM1",1,403,1453920.5387195
"B3GALTL",1,403,1453920.5387195
"WDR45L",1,403,1453920.5387195
"AKR1A1",1,403,1453920.5387195
"ANGPTL2",1,403,1453920.5387195
"CLEC4G",1,403,1453920.5387195
"CNFN",1,403,1453920.5387195
"LBX2",1,403,1453920.5387195
"RAB40B",1,403,1453920.5387195
"RPL23AP7",1,403,1453920.5387195
"TIGD6",1,403,1453920.5387195
"KRTAP10-6",1,403,1453920.5387195
"DNAJC10",1,403,1453920.5387195
"KIAA1644",1,403,1453920.5387195
"KLHDC7A",1,403,1453920.5387195
"RNH1",1,403,1453920.5387195
"TEX19",1,403,1453920.5387195
"HCCS",1,403,1453920.5387195
"PCYT1A",1,403,1453920.5387195
"AFM",1,403,1453920.5387195
"HIST1H2AA",1,403,1453920.5387195
"MED26",1,403,1453920.5387195
"MRPS5",1,403,1453920.5387195
"PHF13",1,403,1453920.5387195
"ZSCAN29",1,403,1453920.5387195
"C2CD2",1,403,1453920.5387195
