"","mutO","mutX","MSE"
"KRT12",0,146,738770.256755489
"KRT17P2",0,146,738770.256755489
"KRT36",0,146,738770.256755489
"KRTAP10-12",0,146,738770.256755489
"KRTAP6-3",0,146,738770.256755489
"L2HGDH",0,146,738770.256755489
"LALBA",0,146,738770.256755489
"LIMCH1",0,146,738770.256755489
"LIPA",0,146,738770.256755489
"LIPT1",0,146,738770.256755489
"LPAR6",0,146,738770.256755489
"LPIN1",0,146,738770.256755489
"LRP10",0,146,738770.256755489
"LRRC1",0,146,738770.256755489
"LRRC37B",0,146,738770.256755489
"LTBP3",0,146,738770.256755489
"LY6G6C",0,146,738770.256755489
"LYPLAL1",0,146,738770.256755489
"MAGEB18",0,146,738770.256755489
"MAGIX",0,146,738770.256755489
"MAP3K12",0,146,738770.256755489
"MAP3K4",0,146,738770.256755489
"MAPKAP1",0,146,738770.256755489
"MBTD1",0,146,738770.256755489
"MFSD10",0,146,738770.256755489
"MFSD11",0,146,738770.256755489
"MFSD2B",0,146,738770.256755489
"MIR1269A",0,146,738770.256755489
"MIR548I1",0,146,738770.256755489
"MLH1",0,146,738770.256755489
"MN1",0,146,738770.256755489
"MPZL2",0,146,738770.256755489
"MRPL49",0,146,738770.256755489
"MRPS18C",0,146,738770.256755489
"MS4A12",0,146,738770.256755489
"MS4A14",0,146,738770.256755489
"MSANTD4",0,146,738770.256755489
"MUC5AC",0,146,738770.256755489
"NAA20",0,146,738770.256755489
"NBL1",0,146,738770.256755489
"NCBP2",0,146,738770.256755489
"NDUFB6",0,146,738770.256755489
"NEU2",0,146,738770.256755489
"NEUROG3",0,146,738770.256755489
"NGFRAP1",0,146,738770.256755489
"NKX3-1",0,146,738770.256755489
"NOL7",0,146,738770.256755489
"NONO",0,146,738770.256755489
"NPSR1",0,146,738770.256755489
"OGN",0,146,738770.256755489
"OLIG3",0,146,738770.256755489
"OR10G8",0,146,738770.256755489
"OR4K13",0,146,738770.256755489
"OR51V1",0,146,738770.256755489
"OR56A3",0,146,738770.256755489
"OR6T1",0,146,738770.256755489
"OR6W1P",0,146,738770.256755489
"OR9A2",0,146,738770.256755489
"P4HA2",0,146,738770.256755489
"PABPC1L",0,146,738770.256755489
"PADI2",0,146,738770.256755489
"PAQR9",0,146,738770.256755489
"PBX3",0,146,738770.256755489
"PCDHA12",0,146,738770.256755489
"PCDHB3",0,146,738770.256755489
"PDCD1",0,146,738770.256755489
"PDCD10",0,146,738770.256755489
"PDE9A",0,146,738770.256755489
"PDPK1",0,146,738770.256755489
"PDPR",0,146,738770.256755489
"PER1",0,146,738770.256755489
"PES1",0,146,738770.256755489
"PEX1",0,146,738770.256755489
"PEX11B",0,146,738770.256755489
"PFKFB3",0,146,738770.256755489
"PIAS2",0,146,738770.256755489
"PIBF1",0,146,738770.256755489
"PIGN",0,146,738770.256755489
"PIP5K1B",0,146,738770.256755489
"PITX2",0,146,738770.256755489
"PKDREJ",0,146,738770.256755489
"PKN3",0,146,738770.256755489
"PLA2G2A",0,146,738770.256755489
"PLCD4",0,146,738770.256755489
"PLCH1-AS2",0,146,738770.256755489
"PM20D1",0,146,738770.256755489
"POLN",0,146,738770.256755489
"POLR3A",0,146,738770.256755489
"POLRMT",0,146,738770.256755489
"POMP",0,146,738770.256755489
"POMZP3",0,146,738770.256755489
"PPIL1",0,146,738770.256755489
"PPM1G",0,146,738770.256755489
"PQLC3",0,146,738770.256755489
"PRIM1",0,146,738770.256755489
"PRPF18",0,146,738770.256755489
"PSENEN",0,146,738770.256755489
"PSMB7",0,146,738770.256755489
"PTAR1",0,146,738770.256755489
"PTCHD4",0,146,738770.256755489
"PTGR1",0,146,738770.256755489
"PTGR2",0,146,738770.256755489
"PTPN9",0,146,738770.256755489
"PVRL1",0,146,738770.256755489
"QRFP",0,146,738770.256755489
"RABGGTB",0,146,738770.256755489
"RAD18",0,146,738770.256755489
"RAD23A",0,146,738770.256755489
"RALGDS",0,146,738770.256755489
"RASEF",0,146,738770.256755489
"RASSF4",0,146,738770.256755489
"RBAK",0,146,738770.256755489
"REPS2",0,146,738770.256755489
"RFWD3",0,146,738770.256755489
"RFX5",0,146,738770.256755489
"RGS6",0,146,738770.256755489
"RGS7BP",0,146,738770.256755489
"RIN2",0,146,738770.256755489
"RNF144B",0,146,738770.256755489
"RNPEP",0,146,738770.256755489
"RPA2",0,146,738770.256755489
"RPS27L",0,146,738770.256755489
"RPS8",0,146,738770.256755489
"RSPH6A",0,146,738770.256755489
"RUSC1-AS1",0,146,738770.256755489
"SCN2B",0,146,738770.256755489
"SCRN2",0,146,738770.256755489
"SDC4",0,146,738770.256755489
"SEC62",0,146,738770.256755489
"SECISBP2L",0,146,738770.256755489
"SEMA4D",0,146,738770.256755489
"SEPT8",0,146,738770.256755489
"SETD8",0,146,738770.256755489
"SF3A3",0,146,738770.256755489
"SGMS2",0,146,738770.256755489
"SLC12A3",0,146,738770.256755489
"SLC23A2",0,146,738770.256755489
"SLC25A1",0,146,738770.256755489
"SLC25A23",0,146,738770.256755489
"SLC26A3",0,146,738770.256755489
"SLC29A1",0,146,738770.256755489
"SLC35B1",0,146,738770.256755489
"SLC35G3",0,146,738770.256755489
"SLC39A12",0,146,738770.256755489
"SLCO6A1",0,146,738770.256755489
"SLIT1",0,146,738770.256755489
"SLIT3",0,146,738770.256755489
"SMPD1",0,146,738770.256755489
"SNORD115-17",0,146,738770.256755489
"SNORD72",0,146,738770.256755489
"SNRPA",0,146,738770.256755489
"SNX14",0,146,738770.256755489
"SOX2",0,146,738770.256755489
"SOX3",0,146,738770.256755489
"SOX9",0,146,738770.256755489
"SPAG5",0,146,738770.256755489
"SPATS2",0,146,738770.256755489
"SPATS2L",0,146,738770.256755489
"SPI1",0,146,738770.256755489
"SPICE1",0,146,738770.256755489
"SPPL2C",0,146,738770.256755489
"ST3GAL1",0,146,738770.256755489
"STX11",0,146,738770.256755489
"SUGP2",0,146,738770.256755489
"SURF1",0,146,738770.256755489
"SYN1",0,146,738770.256755489
"SYVN1",0,146,738770.256755489
"TAAR9",0,146,738770.256755489
"TAF5",0,146,738770.256755489
"TAZ",0,146,738770.256755489
"TBC1D13",0,146,738770.256755489
"TBCE",0,146,738770.256755489
"TBCEL",0,146,738770.256755489
"TBX4",0,146,738770.256755489
"TCEB3CL2",0,146,738770.256755489
"TCL1B",0,146,738770.256755489
"TFCP2",0,146,738770.256755489
"TIMP3",0,146,738770.256755489
"TINAGL1",0,146,738770.256755489
"TKTL2",0,146,738770.256755489
"TMBIM1",0,146,738770.256755489
"TMBIM4",0,146,738770.256755489
"TMED8",0,146,738770.256755489
"TMEM177",0,146,738770.256755489
"TMEM180",0,146,738770.256755489
"TMEM184C",0,146,738770.256755489
"TMEM205",0,146,738770.256755489
"TMEM225",0,146,738770.256755489
"TMEM38B",0,146,738770.256755489
"TMEM39B",0,146,738770.256755489
"TMEM79",0,146,738770.256755489
"TMEM95",0,146,738770.256755489
"TMIGD1",0,146,738770.256755489
"TMPRSS6",0,146,738770.256755489
"TNFRSF1B",0,146,738770.256755489
"TNFSF12-TNFSF13",0,146,738770.256755489
"TOP2A",0,146,738770.256755489
"TOR1B",0,146,738770.256755489
"TPM2",0,146,738770.256755489
"TPST2",0,146,738770.256755489
"TRAF3IP1",0,146,738770.256755489
"TRAT1",0,146,738770.256755489
"TRDN",0,146,738770.256755489
"TRIM56",0,146,738770.256755489
"TSPAN19",0,146,738770.256755489
"TSPYL4",0,146,738770.256755489
"TSPYL6",0,146,738770.256755489
"TTC27",0,146,738770.256755489
"TTL",0,146,738770.256755489
"TTN-AS1",0,146,738770.256755489
"TUBA3FP",0,146,738770.256755489
"TUBB2B",0,146,738770.256755489
"TXN",0,146,738770.256755489
"UBE4B",0,146,738770.256755489
"UBN1",0,146,738770.256755489
"UBXN8",0,146,738770.256755489
"UNC50",0,146,738770.256755489
"USP50",0,146,738770.256755489
"VDAC1",0,146,738770.256755489
"VEZT",0,146,738770.256755489
"VMA21",0,146,738770.256755489
"VPS25",0,146,738770.256755489
"VPS39",0,146,738770.256755489
"VPS52",0,146,738770.256755489
"VTCN1",0,146,738770.256755489
"WASF3",0,146,738770.256755489
"WDR53",0,146,738770.256755489
"WIPI2",0,146,738770.256755489
"WNK1",0,146,738770.256755489
"WNT16",0,146,738770.256755489
"XG",0,146,738770.256755489
"XRCC5",0,146,738770.256755489
"YBX1",0,146,738770.256755489
"YIPF2",0,146,738770.256755489
"ZBED3-AS1",0,146,738770.256755489
"ZFP1",0,146,738770.256755489
"ZKSCAN5",0,146,738770.256755489
"ZMPSTE24",0,146,738770.256755489
"ZNF225",0,146,738770.256755489
"ZNF286A",0,146,738770.256755489
"ZNF367",0,146,738770.256755489
"ZNF414",0,146,738770.256755489
"ZNF614",0,146,738770.256755489
"ZNF688",0,146,738770.256755489
"ZNF692",0,146,738770.256755489
"ZNF766",0,146,738770.256755489
"ZNF816",0,146,738770.256755489
"ZNRF3",0,146,738770.256755489
"ZNRF3-IT1",0,146,738770.256755489
"ACYP1",0,146,738770.256755489
"APOBEC3G",0,146,738770.256755489
"CCDC19",0,146,738770.256755489
"EEF1A1",0,146,738770.256755489
"FAM127B",0,146,738770.256755489
"FER",0,146,738770.256755489
"OR2T3",0,146,738770.256755489
"PIWIL2",0,146,738770.256755489
"RCOR2",0,146,738770.256755489
"SNORD42B",0,146,738770.256755489
"ZNF391",0,146,738770.256755489
"C1orf167",0,146,738770.256755489
"C6orf183",0,146,738770.256755489
"CPT1B",0,146,738770.256755489
"CRIP1",0,146,738770.256755489
"DPP7",0,146,738770.256755489
"FLJ35816",0,146,738770.256755489
"GNAT1",0,146,738770.256755489
"HAUS3",0,146,738770.256755489
"IMMP2L",0,146,738770.256755489
"LINC00469",0,146,738770.256755489
"NIPSNAP1",0,146,738770.256755489
"NOP56",0,146,738770.256755489
"OR5M11",0,146,738770.256755489
"PAQR8",0,146,738770.256755489
"PRIC285",0,146,738770.256755489
"SPRED2",0,146,738770.256755489
"SUDS3",0,146,738770.256755489
"TTC17",0,146,738770.256755489
"WHAMM",0,146,738770.256755489
"ZFYVE20",0,146,738770.256755489
"ZNF747",0,146,738770.256755489
"BEND3",0,146,738770.256755489
"DCAF12",0,146,738770.256755489
"FAM192A",0,146,738770.256755489
"FAM196B",0,146,738770.256755489
"GLRB",0,146,738770.256755489
"TGFBR1",0,146,738770.256755489
"UPK2",0,146,738770.256755489
"ZNF157",0,146,738770.256755489
"DAXX",0,146,738770.256755489
"NCF4",0,146,738770.256755489
"PRKAR1A",0,146,738770.256755489
"TM4SF19",0,146,738770.256755489
"TNFRSF11A",0,146,738770.256755489
"UGP2",0,146,738770.256755489
"ARID3C",0,146,738770.256755489
"C3orf36",0,146,738770.256755489
"CD79B",0,146,738770.256755489
"CLDN9",0,146,738770.256755489
"GNL3",0,146,738770.256755489
"HIST1H4L",0,146,738770.256755489
"HN1",0,146,738770.256755489
"NMT2",0,146,738770.256755489
"NSUN7",0,146,738770.256755489
"NUP62",0,146,738770.256755489
"POU6F1",0,146,738770.256755489
"PSTPIP1",0,146,738770.256755489
"SDHD",0,146,738770.256755489
"SHMT1",0,146,738770.256755489
"SYCE1L",0,146,738770.256755489
"SYNGAP1",0,146,738770.256755489
"TAOK1",0,146,738770.256755489
"TASP1",0,146,738770.256755489
"WDR46",0,146,738770.256755489
"WDR65",0,146,738770.256755489
"DLG3",0,146,738770.256755489
"FAM22G",0,146,738770.256755489
"MIR142",0,146,738770.256755489
"PGAM2",0,146,738770.256755489
"TBX20",0,146,738770.256755489
"ALDOC",0,146,738770.256755489
"DCAF7",0,146,738770.256755489
"FAM174A",0,146,738770.256755489
"LGR6",0,146,738770.256755489
"LINS",0,146,738770.256755489
"NOVA1",0,146,738770.256755489
"PLK2",0,146,738770.256755489
"PSMD5",0,146,738770.256755489
"RNF148",0,146,738770.256755489
"TFF2",0,146,738770.256755489
"CLCF1",0,146,738770.256755489
"LARP4B",0,146,738770.256755489
"MOV10L1",0,146,738770.256755489
"PLCB3",0,146,738770.256755489
"CLEC4A",0,146,738770.256755489
"CLEC4C",0,146,738770.256755489
"RABEP2",0,146,738770.256755489
"TXNDC15",0,146,738770.256755489
"MBNL2",0,146,738770.256755489
"MIR30E",0,146,738770.256755489
"PLK3",0,146,738770.256755489
"UTP3",0,146,738770.256755489
"ZNF622",0,146,738770.256755489
"ALDH3B2",0,146,738770.256755489
"CBX3",0,146,738770.256755489
"CFB",0,146,738770.256755489
"DUPD1",0,146,738770.256755489
"EDAR",0,146,738770.256755489
"ENSG00000251357",0,146,738770.256755489
"INPP4A",0,146,738770.256755489
"KCNH3",0,146,738770.256755489
"MARK2",0,146,738770.256755489
"MCF2",0,146,738770.256755489
"NCF2",0,146,738770.256755489
"PAX1",0,146,738770.256755489
"SLC18A2",0,146,738770.256755489
"SPIRE1",0,146,738770.256755489
"ZBTB20",0,146,738770.256755489
"DLL4",0,146,738770.256755489
"FAM125B",0,146,738770.256755489
"FAM86B1",0,146,738770.256755489
"MON2",0,146,738770.256755489
"OR2C3",0,146,738770.256755489
"SPANXD",0,146,738770.256755489
"SYN3",0,146,738770.256755489
"C6orf228",0,146,738770.256755489
"HK1",0,146,738770.256755489
"HSPA12B",0,146,738770.256755489
"KRTAP3-2",0,146,738770.256755489
"SNX3",0,146,738770.256755489
"ADH7",0,146,738770.256755489
"GLT1D1",0,146,738770.256755489
"PRSS33",0,146,738770.256755489
"RAPGEF3",0,146,738770.256755489
"S1PR5",0,146,738770.256755489
"ARHGAP9",0,146,738770.256755489
"BARX2",0,146,738770.256755489
"BCL11B",0,146,738770.256755489
"CCDC74B-AS1",0,146,738770.256755489
"CCR6",0,146,738770.256755489
"CRADD",0,146,738770.256755489
"ENSG00000249209",0,146,738770.256755489
"EPS8L3",0,146,738770.256755489
"FATE1",0,146,738770.256755489
"FERD3L",0,146,738770.256755489
"IFITM2",0,146,738770.256755489
"IFNA7",0,146,738770.256755489
"ING5",0,146,738770.256755489
"INVS",0,146,738770.256755489
"KRT34",0,146,738770.256755489
"MARCH3",0,146,738770.256755489
"MGLL",0,146,738770.256755489
"OGFR",0,146,738770.256755489
"PDLIM7",0,146,738770.256755489
"PEX13",0,146,738770.256755489
"PRSS22",0,146,738770.256755489
"PSMC3",0,146,738770.256755489
"RIOK3",0,146,738770.256755489
"SAMD14",0,146,738770.256755489
"TMEM216",0,146,738770.256755489
"TPST1",0,146,738770.256755489
"TUBBP1",0,146,738770.256755489
"ZBTB32",0,146,738770.256755489
"ZFX",0,146,738770.256755489
"ARL13B",0,146,738770.256755489
"BCKDK",0,146,738770.256755489
"BLVRB",0,146,738770.256755489
"C20orf43",0,146,738770.256755489
"C5AR1",0,146,738770.256755489
"CMKLR1",0,146,738770.256755489
"CXCR1",0,146,738770.256755489
"DDX43",0,146,738770.256755489
"DHCR24",0,146,738770.256755489
"FAIM3",0,146,738770.256755489
"FAM172A",0,146,738770.256755489
"HIST1H2BH",0,146,738770.256755489
"KCNG3",0,146,738770.256755489
"LMAN2L",0,146,738770.256755489
"MARCH6",0,146,738770.256755489
"METTL3",0,146,738770.256755489
"NR1I2",0,146,738770.256755489
"NSUN2",0,146,738770.256755489
"OR2M5",0,146,738770.256755489
"OR4C15",0,146,738770.256755489
"OR4D9",0,146,738770.256755489
"OR51D1",0,146,738770.256755489
"OR51F1",0,146,738770.256755489
"OR8B8",0,146,738770.256755489
"PAGE3",0,146,738770.256755489
"PATL1",0,146,738770.256755489
"PDE7B",0,146,738770.256755489
"RCC2",0,146,738770.256755489
"RSL1D1",0,146,738770.256755489
"SEPT3",0,146,738770.256755489
"SLC8A1",0,146,738770.256755489
"SULT1B1",0,146,738770.256755489
"TRAPPC8",0,146,738770.256755489
"TRIM64C",0,146,738770.256755489
"ARF1",0,146,738770.256755489
"MOGS",0,146,738770.256755489
"TOR1A",0,146,738770.256755489
"BARHL1",0,146,738770.256755489
"DNPEP",0,146,738770.256755489
"GJB3",0,146,738770.256755489
"HOXA5",0,146,738770.256755489
"HYAL2",0,146,738770.256755489
"IGHV4-61",0,146,738770.256755489
"IRF4",0,146,738770.256755489
"MDM1",0,146,738770.256755489
"OR13G1",0,146,738770.256755489
"SEPT12",0,146,738770.256755489
"SLFN12",0,146,738770.256755489
"SYDE2",0,146,738770.256755489
"TCN1",0,146,738770.256755489
"TOR1AIP2",0,146,738770.256755489
"TTC37",0,146,738770.256755489
"CCDC14",0,146,738770.256755489
"CLEC18C",0,146,738770.256755489
"LRRC10",0,146,738770.256755489
"NTPCR",0,146,738770.256755489
"OR7C2",0,146,738770.256755489
"TMC7",0,146,738770.256755489
"AKTIP",0,146,738770.256755489
"ANKRD36",0,146,738770.256755489
"C6orf1",0,146,738770.256755489
"CHAF1A",0,146,738770.256755489
"LIPK",0,146,738770.256755489
"MRPL3",0,146,738770.256755489
"PA2G4",0,146,738770.256755489
"PNN",0,146,738770.256755489
"PPP1CB",0,146,738770.256755489
"PTX4",0,146,738770.256755489
"SLC22A18",0,146,738770.256755489
"SLC38A11",0,146,738770.256755489
"SNORD116-22",0,146,738770.256755489
"SOX6",0,146,738770.256755489
"TSPAN4",0,146,738770.256755489
"USH1C",0,146,738770.256755489
"VEGFC",0,146,738770.256755489
"ZNF500",0,146,738770.256755489
"ANXA1",0,146,738770.256755489
"ARPC1B",0,146,738770.256755489
"B4GALT4",0,146,738770.256755489
"CHPT1",0,146,738770.256755489
"CILP2",0,146,738770.256755489
"COLEC12",0,146,738770.256755489
"CTAGE5",0,146,738770.256755489
"CYLC2",0,146,738770.256755489
"DEFB132",0,146,738770.256755489
"DGCR6",0,146,738770.256755489
"ENPP6",0,146,738770.256755489
"ERAP2",0,146,738770.256755489
"FAM129B",0,146,738770.256755489
"FAM178A",0,146,738770.256755489
"FIZ1",0,146,738770.256755489
"GTF3A",0,146,738770.256755489
"HM13",0,146,738770.256755489
"JMJD4",0,146,738770.256755489
"KIF3A",0,146,738770.256755489
"KRTAP10-8",0,146,738770.256755489
"LAMC3",0,146,738770.256755489
"MAP1B",0,146,738770.256755489
"MCM3",0,146,738770.256755489
"MIB2",0,146,738770.256755489
"MOBP",0,146,738770.256755489
"NDUFS5",0,146,738770.256755489
"OPHN1",0,146,738770.256755489
"PTH2",0,146,738770.256755489
"PUM1",0,146,738770.256755489
"RGP1",0,146,738770.256755489
"RPS14",0,146,738770.256755489
"SH3BP5L",0,146,738770.256755489
"SLC36A2",0,146,738770.256755489
"SPATC1",0,146,738770.256755489
"TNNI2",0,146,738770.256755489
"VAV3",0,146,738770.256755489
"WTIP",0,146,738770.256755489
"ZMYND12",0,146,738770.256755489
"ZNF860",0,146,738770.256755489
"C19orf25",0,146,738770.256755489
"CEP128",0,146,738770.256755489
"EFTUD2",0,146,738770.256755489
"FLRT1",0,146,738770.256755489
"GAK",0,146,738770.256755489
"LHFPL4",0,146,738770.256755489
"PCDHGB2",0,146,738770.256755489
"TMEM117",0,146,738770.256755489
"TSEN15",0,146,738770.256755489
"FOXK1",0,146,738770.256755489
"GOT1L1",0,146,738770.256755489
"PCGF6",0,146,738770.256755489
"PUS7L",0,146,738770.256755489
"SNX16",0,146,738770.256755489
"SOCS7",0,146,738770.256755489
"TDRD9",0,146,738770.256755489
"ZNF239",0,146,738770.256755489
"ZNF296",0,146,738770.256755489
"AMOT",0,146,738770.256755489
"CTSH",0,146,738770.256755489
"CX3CL1",0,146,738770.256755489
"ETV5",0,146,738770.256755489
"FLJ44006",0,146,738770.256755489
"HNRNPR",0,146,738770.256755489
"LINC00304",0,146,738770.256755489
"MSR1",0,146,738770.256755489
"N4BP2L1",0,146,738770.256755489
"PTMS",0,146,738770.256755489
"QRICH2",0,146,738770.256755489
"SEPT7L",0,146,738770.256755489
"SERPINB6",0,146,738770.256755489
"TRPV5",0,146,738770.256755489
"URGCP",0,146,738770.256755489
"ZNF705B",0,146,738770.256755489
"C19orf77",0,146,738770.256755489
"CCBE1",0,146,738770.256755489
"FAM217A",0,146,738770.256755489
"FASTKD5",0,146,738770.256755489
"FOXF1",0,146,738770.256755489
"IGHV3-9",0,146,738770.256755489
"IL33",0,146,738770.256755489
"MCM9",0,146,738770.256755489
"NDNF",0,146,738770.256755489
"OR52E8",0,146,738770.256755489
"PSORS1C1",0,146,738770.256755489
"SPSB3",0,146,738770.256755489
"STAG3L4",0,146,738770.256755489
"TMEM106A-AS1",0,146,738770.256755489
"ASCL3",0,146,738770.256755489
"CLEC18A",0,146,738770.256755489
"KIAA0240",0,146,738770.256755489
"LRRC15",0,146,738770.256755489
"MAGEA3",0,146,738770.256755489
"MTRF1L",0,146,738770.256755489
"NPSR1-AS1",0,146,738770.256755489
"RASSF2",0,146,738770.256755489
"SLC9A7P1",0,146,738770.256755489
"SNRK",0,146,738770.256755489
"U2AF1L4",0,146,738770.256755489
"USP29",0,146,738770.256755489
"ACBD5",0,146,738770.256755489
"ANKRD36B",0,146,738770.256755489
"ASMTL-AS1",0,146,738770.256755489
"ATPAF1-AS1",0,146,738770.256755489
"BOD1",0,146,738770.256755489
"C1QTNF9",0,146,738770.256755489
"CES1P1",0,146,738770.256755489
"COMT",0,146,738770.256755489
"CSAG4",0,146,738770.256755489
"CXXC5",0,146,738770.256755489
"DDHD1",0,146,738770.256755489
"ENSG00000228157",0,146,738770.256755489
"FABP5P3",0,146,738770.256755489
"FAM157C",0,146,738770.256755489
"FAM178B",0,146,738770.256755489
"FLJ38723",0,146,738770.256755489
"GDPD5",0,146,738770.256755489
"GLIPR1",0,146,738770.256755489
"GUSBP1",0,146,738770.256755489
"HNRNPA1",0,146,738770.256755489
"HOXA13",0,146,738770.256755489
"KRT8P11",0,146,738770.256755489
"KRTAP2-3",0,146,738770.256755489
"KRTAP9-7",0,146,738770.256755489
"KRTAP9-9",0,146,738770.256755489
"LMLN-AS1",0,146,738770.256755489
"LOC100132247",0,146,738770.256755489
"LOC653786",0,146,738770.256755489
"LOC728047",0,146,738770.256755489
"LRRC37A11P",0,146,738770.256755489
"MBD3L5",0,146,738770.256755489
"MT-CO2",0,146,738770.256755489
"MT-ND2",0,146,738770.256755489
"MT-ND4",0,146,738770.256755489
"MT-ND6",0,146,738770.256755489
"NPAS2",0,146,738770.256755489
"OCSTAMP",0,146,738770.256755489
"OR51A2",0,146,738770.256755489
"PEPD",0,146,738770.256755489
"PRAMEF13",0,146,738770.256755489
"RFWD2",0,146,738770.256755489
"RFX8",0,146,738770.256755489
"RHBDF1",0,146,738770.256755489
"SCD5",0,146,738770.256755489
"SEMA6C",0,146,738770.256755489
"SHPK",0,146,738770.256755489
"SLITRK4",0,146,738770.256755489
"SMPD4",0,146,738770.256755489
"SPPL2B",0,146,738770.256755489
"SPRY1",0,146,738770.256755489
"TEN1",0,146,738770.256755489
"TEX11",0,146,738770.256755489
"TNFAIP2",0,146,738770.256755489
"UGT2B17",0,146,738770.256755489
"VIT",0,146,738770.256755489
"YIPF7",0,146,738770.256755489
"ZNF234",0,146,738770.256755489
"ZNF417",0,146,738770.256755489
"ZNF777",0,146,738770.256755489
"ARSI",0,146,738770.256755489
"CELA3B",0,146,738770.256755489
"EIF3E",0,146,738770.256755489
"EPPIN",0,146,738770.256755489
"FAM45B",0,146,738770.256755489
"FOXP2",0,146,738770.256755489
"GOLM1",0,146,738770.256755489
"HTR1F",0,146,738770.256755489
"KLHDC10",0,146,738770.256755489
"KPNA2",0,146,738770.256755489
"LRRC3B",0,146,738770.256755489
"LRRTM2",0,146,738770.256755489
"NEUROD6",0,146,738770.256755489
"NUMB",0,146,738770.256755489
"OPA3",0,146,738770.256755489
"PIWIL4",0,146,738770.256755489
"PSG4",0,146,738770.256755489
"RHOBTB3",0,146,738770.256755489
"RNMTL1",0,146,738770.256755489
"SEMA3B",0,146,738770.256755489
"SREK1IP1",0,146,738770.256755489
"TCEB3C",0,146,738770.256755489
"TFAP2A",0,146,738770.256755489
"TMOD3",0,146,738770.256755489
"ZNF259",0,146,738770.256755489
"ZNF516",0,146,738770.256755489
"ACTR5",0,146,738770.256755489
"KCTD5",0,146,738770.256755489
"NPEPPS",0,146,738770.256755489
"OR2T33",0,146,738770.256755489
"PFDN4",0,146,738770.256755489
"UAP1L1",0,146,738770.256755489
"CCR1",0,146,738770.256755489
"FCAMR",0,146,738770.256755489
"GADD45GIP1",0,146,738770.256755489
"HOXB1",0,146,738770.256755489
"RPL37A",0,146,738770.256755489
"SERPINB9",0,146,738770.256755489
"SIAH3",0,146,738770.256755489
"SLC22A9",0,146,738770.256755489
"SLC25A27",0,146,738770.256755489
"ACVR2B",0,146,738770.256755489
"GPATCH2",0,146,738770.256755489
"IGFBP2",0,146,738770.256755489
"ACCS",0,146,738770.256755489
"AKAP8L",0,146,738770.256755489
"BRSK1",0,146,738770.256755489
"C10orf112",0,146,738770.256755489
"C12orf69",0,146,738770.256755489
"C2orf27A",0,146,738770.256755489
"C7orf73",0,146,738770.256755489
"C8orf76",0,146,738770.256755489
"CD53",0,146,738770.256755489
"CD7",0,146,738770.256755489
"CLEC3B",0,146,738770.256755489
"CXADR",0,146,738770.256755489
"CYP51A1",0,146,738770.256755489
"DNAJC7",0,146,738770.256755489
"ICAM2",0,146,738770.256755489
"IGLV11-55",0,146,738770.256755489
"LINC00087",0,146,738770.256755489
"LYZL1",0,146,738770.256755489
"MALSU1",0,146,738770.256755489
"MIR4277",0,146,738770.256755489
"MRVI1-AS1",0,146,738770.256755489
"OR11H4",0,146,738770.256755489
"P2RY2",0,146,738770.256755489
"PIK3R5",0,146,738770.256755489
"PNPLA4",0,146,738770.256755489
"RAD51AP2",0,146,738770.256755489
"SERPINH1",0,146,738770.256755489
"SHBG",0,146,738770.256755489
"SPON1",0,146,738770.256755489
"TOP3B",0,146,738770.256755489
"TRAJ50",0,146,738770.256755489
"TRIM41",0,146,738770.256755489
"XYLB",0,146,738770.256755489
"ZNF311",0,146,738770.256755489
"ZNF93",0,146,738770.256755489
"AHDC1",0,146,738770.256755489
"IKBKB",0,146,738770.256755489
"PGAM1P5",0,146,738770.256755489
"STEAP2",0,146,738770.256755489
"ANKRD60",0,146,738770.256755489
"CALM3",0,146,738770.256755489
"CNPY3",0,146,738770.256755489
"DUSP15",0,146,738770.256755489
"EPX",0,146,738770.256755489
"GSX2",0,146,738770.256755489
"IFITM10",0,146,738770.256755489
"INO80E",0,146,738770.256755489
"ITM2A",0,146,738770.256755489
"KIF25",0,146,738770.256755489
"KIR2DL1",0,146,738770.256755489
"NCKIPSD",0,146,738770.256755489
"PIGP",0,146,738770.256755489
"PMM1",0,146,738770.256755489
"TEX2",0,146,738770.256755489
"VGLL4",0,146,738770.256755489
"ZNF541",0,146,738770.256755489
"AMOTL1",0,146,738770.256755489
"C4orf36",0,146,738770.256755489
"C7orf57",0,146,738770.256755489
"SGCB",0,146,738770.256755489
"SLC39A13",0,146,738770.256755489
"SRSF8",0,146,738770.256755489
"GAL3ST3",0,146,738770.256755489
"OR5P2",0,146,738770.256755489
"PGBD2",0,146,738770.256755489
"ZC3H4",0,146,738770.256755489
"BCL2L11",0,146,738770.256755489
"ENSG00000263424",0,146,738770.256755489
"GTPBP5",0,146,738770.256755489
"IGFBP6",0,146,738770.256755489
"NMBR",0,146,738770.256755489
"PLAA",0,146,738770.256755489
"TMBIM6",0,146,738770.256755489
"TNFRSF10C",0,146,738770.256755489
"C12orf74",0,146,738770.256755489
"C1orf170",0,146,738770.256755489
"DDN",0,146,738770.256755489
"FBXO16",0,146,738770.256755489
"GLI4",0,146,738770.256755489
"HBBP1",0,146,738770.256755489
"HILS1",0,146,738770.256755489
"IFT27",0,146,738770.256755489
"MFAP4",0,146,738770.256755489
"MFGE8",0,146,738770.256755489
"RBL2",0,146,738770.256755489
"SNORA72",0,146,738770.256755489
"SNX25",0,146,738770.256755489
