"","cor","number"
"SYT8",0.441071771106206,7317
"CHCHD8",-0.441000152422196,12692
"RP11-78J21.1",0.440702239194804,9403
"DNAJC4",-0.440215486809834,13478
"HIST1H4J",-0.439904936763747,13037
"C13orf18",0.439336507897317,8926
"LOC790955",-0.439105558693767,15771
"LOC400657",0.438961529837942,8165
"KCND1",0.438925173266314,7757
"MOP-1",-0.438794964483862,5521
"MGC7036",0.438555220704834,15479
"MGC3196",-0.438441806238383,1722
"C14orf21",-0.438323695340569,7089
"ARL8A",-0.43808107616536,11337
"CCDC33",-0.437868126080257,1776
"TFPI2",0.437843478546745,10779
"LRRTM2",0.43758727206928,5048
"MARCH4",-0.436679010305541,16027
"HIST1H3J",-0.436601988664877,9766
"OSR1",0.43633632883137,16886
"SNF1LK2",0.436176392085522,6702
"ACAN",-0.435267677988618,2662
"CYP2S1",-0.434342279231507,2841
"RTBDN",-0.434231388448607,5223
"ABI1",0.434133302563945,3945
"ATP8B4",0.433924949795165,11179
"NYX",-0.433896464545294,12161
"TJP3",-0.433757978163726,13313
"CDK5R2",-0.433699091773184,10227
"CD69",0.433594612121091,12902
"HIST1H3D",-0.433551175628216,9621
"LOC90826",0.433202459352218,134
"KHSRP",-0.432715018860792,6234
"NFIB",0.432049925799498,16851
"MRPL55",-0.431725638625294,15837
"ANXA8L2",0.43112850557107,11067
"ADRB2",0.430246520433505,12351
"C3orf64",0.430021235486345,9975
"HPGD",0.429638119673401,3720
"ACADM",0.429533727499872,13617
"BDH2",0.429410605269744,11048
"PAK7",0.429168079707358,9355
"PLB1",0.429096215809414,6389
"ALPPL2",-0.429044536020564,8035
"APOO",-0.429005043944265,5097
"ZNF653",-0.42890978721776,8095
"PGM5",0.428747556347049,5274
"AKAP3",0.428689101683186,9439
"DYNLRB1",-0.428609298996919,5953
"FAM50A",-0.428332577029325,3288
"CXorf39",-0.427915084287116,9558
"ZNF277P",0.427748012224211,13958
"IL18R1",0.427709225550539,7573
"HIST1H2AB",-0.427458797384497,5175
"MEP1B",-0.427452858238935,11869
"CLDN8",0.427368955402425,10693
"WNT3A",-0.427152409966279,6813
"FAT2",0.427068469990831,10024
"CH25H",0.427060607703055,5416
"OR10H2",-0.426745254372113,11302
"TBXA2R",-0.426678965510743,5684
"MAGEC2",-0.42637554254297,12457
"TAF11",0.426209753892749,5113
"HIST1H4I",-0.42604475949247,279
"COL8A1",-0.425959640912546,11348
"C21orf58",-0.425382496571146,12949
"RNASE4",0.425287369238662,1040
"AMPD1",0.425282080229254,1426
"SLC2A1",-0.425229154897266,7073
"ATCAY",-0.42497141474542,2078
"TNK2",-0.424330368057123,5837
"TMEM156",0.424207164839784,13183
"TNMD",0.424137267908038,3632
"VWA1",-0.423736860250377,11104
"COL9A1",0.423511607410162,15732
"MIDN",-0.423253724770087,3664
"OR11L1",-0.42312841028416,331
"CUL2",0.423001362511478,17091
"OLFM4",0.42291481737145,9368
"TMEM168",0.422911046619898,10795
"LOC389073",-0.422802169041478,8615
"ATAD1",0.422775852743113,11008
"BTAF1",0.422316290795392,14057
"LOC144097",-0.422140124475744,2256
"SLC34A3",-0.42213199577421,9041
"COL17A1",0.421968175549153,10604
"P53AIP1",0.421873911960563,4756
"SLC5A6",0.421858977115505,6085
"KLC2",-0.421690185532408,898
"NLF1",-0.421553942844394,14544
"IFNGR1",0.42151966155339,10636
"NEUROG1",-0.421227653301735,14912
"CRYZL1",0.420755041849553,5531
"ZDHHC5",-0.42068752339027,6170
"MGC33407",-0.420523878807045,3925
"TNFAIP8",0.420425272688249,3987
"PRKCB1",0.420263537825937,10328
"CAPZA2",0.419986206767426,12042
"TTC19",0.419799459860047,15737
"SAMD5",0.419723474997246,15666
"NCBP2",-0.419671794401264,1798
"TTC23",0.419670131598366,1978
"GIMAP1",0.419479366804202,10992
"ZNF668",-0.419394688103615,13896
"BCDIN3D",-0.418462171541064,1900
"SELP",0.418453981711426,2536
"KLB",0.418255179825397,2950
"ZNF141",0.418086934889232,16334
"FBL",0.418061786321825,6236
"NUP54",0.417887126156348,8506
"KIT",0.417882405580067,6889
"C8orf73",-0.417765148923801,7062
"CCNT1",-0.417299879433007,2930
"PROK2",0.41653272388403,12021
"NCK1",0.416530802789762,5229
"TOX",0.416163314751736,15578
"C9orf61",0.416022538298427,13314
"ATP13A3",-0.41600396832818,16378
"OVOL2",-0.415999773782765,1479
"IFT57",0.415953850557224,10742
"NPPB",-0.415460949666819,16332
"ZNF287",0.41515785991132,9258
"FLJ14816",0.415027957739538,14934
"STAT5A",0.415016893750028,4604
"ZNF526",-0.414853695337332,3969
"CRYBB3",-0.414842828808182,2515
"HRH3",-0.414703127749377,10402
"CD79B",0.414672554013361,6971
"C1QTNF9",0.41446216687102,8110
"HERC1",0.414331980708792,7114
"DOCK8",0.414137572419699,1206
"SAA2",0.414061470560398,12889
"EMX1",-0.413726625204992,3802
"DUSP22",0.41339205158911,5506
"BPIL2",-0.413363045411472,3507
"CNR1",0.413285115929581,5725
"TLR10",0.413112600130868,4995
"WFDC3",-0.413075231801297,8532
"BHLHB3",0.412948555257726,451
"HSPB1",-0.412840690369713,2205
"MAP2K7",-0.41281840304758,7295
"KLHL5",0.412775828202145,13905
"ATG4C",0.412732421912066,14787
"TMEM14C",0.412717001529197,6735
"SCNM1",-0.41263971274402,12952
"CLEC9A",0.412485835762728,994
"ZNF628",-0.412441341643229,3076
"RARB",0.412205260199318,6759
"PROP1",-0.411885556361892,2232
"FRMPD3",-0.411722096974367,11124
"DST",0.411688516546284,4053
"CD3EAP",-0.411446144338048,3276
"CBLC",-0.411348766525635,3201
"HADHB",0.411289282717669,9518
"SCARA5",0.410988174819166,3879
"LOC146325",-0.410879486199156,16451
"FLJ35767",-0.410740494116251,7195
"HDLBP",-0.410715631695427,14071
"ACBD3",-0.410647818531401,8819
"KCNA5",0.410538274537268,10574
"RTN4RL2",-0.410500449524283,3605
"AQP10",-0.410474141004204,3418
"C3",0.410462083268151,2315
"DKFZp762E1312",-0.410378550420804,3715
"C14orf68",-0.410229388174582,5131
"HIST1H4F",-0.410222428930397,16951
"C4orf20",0.41021169705285,13443
"CRB3",-0.410132081670067,9509
"HLA-DOB",0.409867357308218,5300
"RAB22A",-0.409859799521313,9506
"DBP",-0.409771402146434,2786
"FBXW4",0.409707651935916,16505
"C9orf72",0.409580062703771,4968
"POLR2A",-0.409448475279328,13822
"A1BG",-0.409413249847918,1805
"PLAC8",0.40933915282917,17165
"ATPBD3",-0.409074229951377,5742
"PAK3",0.409070786021522,14444
"KIAA0495",0.409068346043967,1714
"HIST1H4K",-0.408911408306087,10317
"PCDH12",-0.408868422184219,9305
"AGBL3",-0.408387120256499,3868
"RGNEF",0.408242452219479,11631
"TUSC5",0.408158946091848,11985
"LSM12",-0.407938975561125,2401
"MS4A1",0.40789879194155,14655
"MAP3K8",0.407776594992598,1368
"RHBDD3",-0.407701384730103,17142
"FAM69B",-0.407422994565004,5728
"P2RY13",0.407283641606407,12475
"APBA3",-0.407070773325095,9694
"HNRPDL",0.406993698947201,12543
"RBM10",-0.406765076546198,4481
"C12orf25",0.406353262723037,1908
"FBXL13",0.406034827356883,16179
"SGCE",0.405860261151109,15028
"TAS2R60",-0.4058576529178,7672
"LOC57228",0.405612172214118,7160
"CLSTN1",-0.405256821449821,14638
"CHUK",0.40523993963483,3625
"PFDN2",-0.40522326421238,10847
"E4F1",-0.405207981256853,8984
"MGC2752",-0.404973623740558,11686
"TCL6",-0.404934199532995,2241
"CLEC2D",0.404910949193057,9618
"NCALD",0.404726145464489,8520
"GPR34",0.404687132413954,10508
"SLC2A9",0.404656873196578,12911
"TCERG1",0.404602095994434,5079
"PLD2",0.40426134551582,11440
"IL1R1",0.404078841896644,1019
"ARHGAP19",0.403861538688533,12358
"RCSD1",0.403657987890878,13213
"ZDHHC8",-0.403423814000019,12521
"CYP11B1",-0.403343575051724,10570
"DAO",-0.403316550987088,11037
"ATG4D",-0.402988850116103,1442
"FLJ22655",0.402848134119578,6618
"SVIL",0.402558406690895,4676
"DGKQ",-0.402550561502138,13461
"SAMD14",-0.4024700398229,6123
"CCDC46",0.402269748876491,10888
"FCRL5",0.402166297152115,9541
"MEF2B",-0.402088349985802,13482
"C1orf215",0.401840199907235,11587
"C3orf22",-0.401755822113007,9061
"LRRC59",-0.401732482664069,10564
"SHE",0.401621881020112,576
"VWC2",0.401513073554368,7349
"CAPS2",0.401284273251718,7301
"NTRK3",0.401154704982463,16681
"KLF9",0.400648526050735,11322
"ITGB1BP3",-0.400618668267714,3497
"RPUSD1",-0.400609777257162,3572
"MET",0.400577094664776,13057
"SAMD3",0.400424106057974,7726
"ZIC2",-0.39989704590732,10953
"GPRIN1",-0.399643089183722,2906
"KLK10",0.3995977238216,6329
"HSP90AA1",-0.399561266807585,12440
"PACSIN1",-0.399413825020202,12583
"OPA3",-0.399312325837041,4634
"C4orf19",0.398920557613259,7949
"C9orf31",-0.398740472945921,13752
"ZSCAN12",0.398386103261194,9132
"LENG1",-0.398339440614828,11677
"SKIP",0.398223682797385,10871
"KLRC4",0.398212978603936,419
"ABLIM1",0.398138299542898,5423
"GPRC5A",-0.398093624751567,14443
"LMNB1",-0.398064340017952,574
"TNFRSF8",0.398013593866626,2678
"CXCL12",0.397981484196679,6163
"KRI1",-0.397717824060699,14547
"GBAS",0.397612884306183,4014
"LY9",0.397569380371496,9702
"FLJ31818",0.397527193164811,8698
"LRRTM3",-0.39750212784383,208
"NUP62",-0.397444571332132,10791
"RYK",0.397440271234398,5456
"LOC284352",-0.39739188547938,7455
"RNF25",-0.397322449158537,16237
"TMEM14B",0.397216635996154,3035
"C4orf39",0.39718360463645,3129
"THBS1",-0.396965665395949,5096
"RBPJ",0.396937133744129,10991
"RPL11",0.396783520143317,16054
"BEST2",-0.396593070387982,4129
"FDX1L",-0.396541332807384,6058
"ZNF140",0.39649667618918,12481
"ZNF248",0.396360924905865,9897
"FLJ25791",0.396175108904745,12790
"GIPC3",-0.395955988789417,3053
"KLHL13",0.395880932012005,13
"COMP",-0.395754444274521,711
"ZFP37",0.395616580768345,1211
"OSTN",-0.395552783112398,431
"THY1",-0.395424100895774,6888
"RPS27A",0.395244796059605,3478
"CTRB2",-0.395170836415315,8039
"PODXL",0.395164017578166,4778
"LGALS2",0.39503662256538,9279
"HIST1H2AL",-0.395033311345987,16439
"HADHA",0.395005824658003,13912
"POMP",-0.394915791749008,6079
"POP1",-0.394491344723311,11619
"ALS2CR4",0.394457187732042,480
"OR10H4",-0.394348999585321,3512
"GSN",0.394316410924127,5773
"ORMDL2",-0.394291791961217,10477
"BHLHB5",0.394196496995431,12492
"ESD",0.394195309919926,16649
"C10orf58",0.394109890249971,8430
"FBXO15",0.394072155898709,11359
"PSTK",0.39381333606727,9056
"MUPCDH",-0.39375431039505,10149
"NDEL1",0.393721881952015,14036
"GUCY1A3",0.393699028296927,16246
"KIR3DL1",-0.393672102650151,3703
"MEOX1",0.393579079668997,3399
"RAB3C",0.39355104835007,7715
"WDR68",-0.393453096804209,16049
"COL4A6",0.393421976085429,807
"POLD3",-0.393368353733988,3189
"RPS8",0.393364553179221,3533
"C4orf7",0.393181774202295,15544
"NUPL1",-0.393181069006368,16463
"ZNF32",0.393043155847172,11701
"KIAA1712",0.392922814058367,9848
"ZNF684",0.392879219342814,15179
"COX6B1",-0.392807800838831,1689
"ALDOA",-0.392722951524251,12388
"ADCK5",-0.392669603270368,1018
"CBWD1",0.39253511994491,9321
"FBXW7",0.392518147709791,7357
"RPAIN",0.391600513589963,8373
"LENG4",-0.39152372973977,16559
"OPRK1",0.391467582936227,11070
"APOBEC3F",0.39140771275877,4839
"LRRC8C",0.391085623862066,7752
"COL6A6",0.391041531514676,12956
"SOCS5",0.390949820865231,5271
"CRHBP",0.390815819748293,4540
"RGS18",0.39076148058504,11332
"SNX3",0.390702017600365,4048
"LONRF1",0.390514208466344,960
"LRRC62",-0.390226052147242,14236
"KLK9",-0.390156134743918,4845
"CROT",0.390069079526411,1307
"KIAA1881",0.390058014115152,7684
"LAP3",0.390020811490044,11729
"KIR3DL3",-0.389991948288042,13930
"COX8A",-0.389879333212822,8890
"ACVR1B",-0.389854609349603,10632
"ATM",0.389854584850881,5877
"ARHGAP15",0.389817737383246,8953
"SAC3D1",-0.389768557446216,2427
"PLAGL2",-0.389627497448965,14822
"APBB1IP",0.389533169827421,17209
"SGOL1",-0.389513553251464,3582
"SNX17",0.389462260811576,4354
"GALNTL1",0.389207023073182,10536
"CEP250",-0.389055282165134,15175
"ISCU",0.38871454283053,13388
"KLRF1",0.388655329112207,1602
"ERMAP",0.388540719153188,4680
"IL1R2",0.388479302629176,14745
"ARHGAP21",0.388455373094395,15250
"RPS25",0.38842507211729,16095
"CCNK",-0.388286891642374,6928
"H1FNT",-0.388175061258232,10432
"SNCAIP",0.388134023917987,328
"C16orf24",-0.388056903454786,1179
"CALR",-0.387837159361497,16551
"SV2C",0.387787762170294,6415
"PVRL1",0.38778342437119,11931
"CLIP4",0.387622661158085,3038
"IAPP",-0.387615018988994,4998
"C3orf23",0.387593101773001,3461
"ABCA8",0.387575107149804,10119
"DLD",0.387572741747024,8529
"ENPP2",0.387437357290036,7001
"TMEM63B",-0.387320082569884,10296
"KLKB1",0.387302729782345,8995
"OR2B11",-0.387155201048284,10516
"RNF31",-0.38699927969566,9341
"COL10A1",-0.386841063239188,4216
"TRPM6",0.386748266688359,13099
"CALB1",-0.386725549149969,5507
"TMEM171",-0.386680037164288,3556
"FAM33A",-0.386389274903373,10465
"EOMES",0.386324079660292,15631
"LAMB3",0.386296065760082,2481
"MPL",0.386281745178126,6557
"GAS1",0.386225095596115,5182
"ZADH1",0.386158239642522,4819
"PYCR2",-0.386027445285783,5344
"ATG16L1",-0.385807906006511,10783
"MRPL39",0.385723218637533,8334
"ABCA6",0.38556122626453,637
"ST8SIA3",-0.385426861043922,16911
"ATP5D",-0.385423344726792,15234
"HOXD9",0.385311362530889,17176
"CDC20",-0.384945688255443,5906
"RBM7",0.384928176440664,4710
"LIX1",-0.384902058483005,1540
"DECR1",0.384688776941386,16
"KIR2DL3",-0.384619352652145,12573
"CCR6",0.384360720435652,2813
"C12orf33",0.384348888645193,7127
"ACTR10",0.384305868259863,10943
"ROPN1",0.384015327194057,2553
"CYB561D1",-0.38388154896821,12822
"CLCN2",-0.383762993620647,10128
"OR8B8",-0.383704948574302,7247
"RFX4",-0.383544183501715,17158
"TEK",0.383476195546138,85
"CLIC4",0.383391070819067,607
"TCEAL7",0.383330178091036,7206
"FAM20B",-0.383229651207594,538
"HM13",-0.383131929945537,13747
"FOXH1",-0.383113623275242,13907
"GPR142",-0.383053319919833,14918
"EPB41L3",0.383018553357408,9162
"PRPF4B",0.382951422695128,14354
"PPME1",-0.382831040427505,14747
"NIPSNAP3B",0.382670676748584,8895
"ITK",0.382498002891834,4783
"SELE",0.382374200977926,10080
"MGC40574",-0.382370239840338,12800
"SLC25A11",0.382321817470616,7280
"ISOC2",-0.3822812766116,12132
"RPS23",0.382182952974755,1167
"TMEM112B",-0.381205744192288,16549
"DOT1L",-0.381045028775261,8144
"SENP5",-0.381004438295677,1076
"RPL13",0.380875778018892,10591
"PDCL2",-0.380837131723135,2360
"C12orf36",-0.380712807783295,13883
"FMNL2",0.380671800692608,12915
"IPO11",0.380645758506328,8495
"ARID5B",0.38058679952696,12120
"CLEC12A",0.380523834523359,14894
"SLC16A3",-0.380498193336551,4001
"FOXJ2",0.380363830591564,3535
"HSPA9",-0.380168699149027,1727
"HBP1",0.380005901875212,13392
"ANKS1A",0.379918589103965,11922
"IARS",0.379895164943783,7274
"SIGIRR",-0.379872699776722,10368
"PPA1",0.379833008956282,2073
"INS",-0.37983253508604,7140
"ADH5",0.379765991308321,13162
"AOF2",0.379722392044134,5862
"KCNK3",0.379665091952652,4415
"SLC6A17",-0.379511832108696,3274
"COX7B",-0.379481184022573,2582
"BOP1",-0.379348717999903,6663
"PLXNA4B",0.379296903067771,7176
"KRT6C",0.379078450948621,2891
"FAM47C",-0.379007055798351,16836
"PFDN6",-0.378992326325775,16901
"FNDC3A",0.378980824309594,16906
"DAZAP1",-0.378978365604564,15200
"C8orf4",0.378935826994107,5618
"CREG2",-0.378906782207408,12053
"STAC2",0.378684065462571,12208
"PSORS1C1",-0.378639436347137,1713
"BGN",-0.378614536820398,4835
"RPL10A",0.37860708630231,14102
"GABRP",0.378598845546092,703
"EML3",0.378565786010354,8931
"KCTD12",0.378551213627787,2042
"SERPINB9",0.378438162820046,2294
"PLEKHG6",0.378238607295815,1828
"CUBN",0.378229068810041,2207
"TMEM28",-0.377928243166291,12029
"SLC6A18",-0.377916032443374,5699
"BBOX1",0.377884809851088,8745
"OCLM",-0.377589229348195,3313
"LOC51252",-0.377359067276703,2554
"GP1BA",0.377317780575725,27
"C10orf59",0.377298040603881,2493
"CMAH",0.377229534804829,14645
"AMT",0.377201191585195,2030
"INCENP",-0.377175048007014,10837
"IL16",0.377120968530163,12755
"MGC102966",0.377041875392184,10581
"HAGHL",-0.377018287717259,14183
"C20orf144",-0.37700627511207,8416
"C14orf132",0.376868936434512,11033
"JAK2",0.37685737783124,9088
"HSPE1",-0.376741274122347,11586
"RAD54L",-0.37659584588307,14820
"AVPI1",0.376575654776355,16569
"C10orf4",0.376549243049046,6307
"MED25",-0.376523900090142,6901
"BBC3",-0.376517451463113,2246
"COL5A3",-0.376356739936094,2787
"RFWD3",-0.376291549442125,10380
"TARS2",-0.376216983764024,9418
"CA3",0.37620415301231,15976
"GADD45GIP1",-0.376110181548906,14803
"HIST1H2BJ",-0.376046122393282,8943
"ADK",0.375948490596125,12673
"EIF3E",0.37594411050186,9699
"ADRA1D",-0.375843738198297,7023
"MEX3D",-0.375822774028255,9138
"DUSP11",0.375807872098063,14613
"SCGB3A2",-0.37579359280892,6494
"CCDC138",0.375473486504725,3559
"IRX6",0.375427510162544,2822
"CD226",0.375385845164489,10178
"PANX2",-0.37538184737373,10569
"TSHB",-0.375278005640373,6452
"KLK8",0.375203828177663,13129
"C16orf44",-0.375152986674551,11555
"COMTD1",-0.375029640715305,4780
"VTN",-0.374933368750977,8051
"NRSN2",-0.374933012307633,10859
"CEACAM19",0.374735198727242,860
"MMP9",-0.374441084697907,8725
"CXorf21",0.374437085575626,7333
"METTL9",0.374393563532801,8278
"UGT3A1",-0.374159625409398,14139
"ALS2CR8",0.374068197776766,15919
"C9orf127",-0.374045872563892,1818
"C18orf18",0.373975377422945,324
"PHF10",0.373827542296909,17187
"GTSE1",-0.373802406230589,11318
"MFAP3L",0.373744168029324,2658
"ABCA11",0.373721543364196,6084
"UBE2E3",0.373677781257555,11988
"CUGBP1",-0.373677630579102,288
"HNRPD",0.37355626241202,20
"SERPINE1",-0.373515722367645,12758
"PCGF6",0.373500877854165,16390
"GOT2",-0.373476143289616,9005
"NPPA",0.373445212871934,2480
"MCM5",-0.373359492830301,9147
"PPP1R14B",-0.373316004219321,2850
"TSPAN6",0.373255263300258,1930
"HIST1H2AE",-0.373247680593653,16347
"KEAP1",-0.373241592386037,10290
"C9orf153",-0.373216944346448,4980
"NFAM1",-0.373184271607924,8154
"SASP",0.373176626356272,9935
"SMPDL3B",0.373115648141199,4147
"TTMA",-0.37305089731474,13389
"C20orf174",0.372999765961052,9731
"C20orf77",-0.372955902747915,11169
"SLC25A30",0.372849720595232,4899
"STEAP1",0.372746234280556,7648
"ZSWIM7",0.372646282539673,12757
"SH3BP1",-0.372389131661239,9631
"C7orf27",-0.372381090683166,12347
"ADAM33",0.372285259143653,10426
"ANKRD57",0.372185396249317,8234
"CSF2RB",0.372172713489977,8704
"RBBP5",-0.372151611656202,12792
"HIST1H2AG",-0.372114550378514,2690
"RND3",0.371997654850398,12334
"NEK4",-0.371947414614257,1189
"CLDN19",0.371870812052074,1583
"PSCDBP",0.371752757635884,4210
"ERH",-0.37161955712677,4794
"ACSL4",0.371515905726604,3261
"RGS13",0.371503799873797,5112
"BIRC7",-0.371423048206947,4533
"AANAT",-0.371338194560453,5396
"PRPSAP2",0.371218599469284,7426
"SEPT1",0.371097872124343,6369
"C19orf28",-0.371072295968788,4264
"OAT",0.371048046591432,11917
"FRMD1",-0.371044370591508,14699
"C11orf72",-0.37102493848895,177
"PPP1R16B",0.370820623913366,10654
"ANXA3",0.370820503235254,4466
"PYHIN1",0.370769661906063,16616
"CCDC82",0.37067964537421,10491
"C19orf24",-0.370574353153973,6310
"PACRG",0.37054045399859,14632
"ANKRD33",-0.370341714052266,3144
"SLC45A2",-0.370306340712339,14440
"ZNF205",-0.370218554481395,8466
"MINPP1",0.370204875797746,5062
"HIST1H2BO",-0.370160051527,984
"SUPT7L",0.370122636175303,15091
"NBLA00301",0.370077931367618,6037
"CTNS",0.369970113492751,15777
"TMEM8",-0.369968155208443,13281
"FAM30A",0.369964858263073,5915
"PTPN13",0.369909728548886,10812
"CCL23",0.369883425009313,9294
"C7",0.369778824104808,1523
"C1orf100",-0.369449410267812,6884
"RAPGEF4",0.369434569950534,12400
"SNAP23",0.369404923162375,12588
"C15orf29",0.369398210134126,14426
"SEPT10",0.369359742338341,5548
"TLR4",0.369312356781027,6273
"NEK9",0.369294421825857,910
"UBE2H",-0.369082220764835,725
"RNF39",0.368991902691516,13206
"NOTCH3",-0.368809297430176,2084
"ACAA2",0.368726184961972,2687
"PPAP2C",-0.368717804538008,1250
"KIF6",0.368694296241037,6096
"PDSS1",0.368692752562826,11177
"SDPR",0.368404329223592,8288
"EIF6",-0.368328178806971,9864
"IL7R",0.368320012367294,6269
"PROKR1",-0.368274459047786,1320
"LEP",0.368219793657564,4435
"C5orf22",-0.368131774987999,7516
"NCOA4",0.367941581247736,8679
"C15orf52",0.3677381087177,2278
"IKZF1",0.367639119588536,16335
"TSLP",0.367595161765661,9581
"THRSP",0.367590202290299,8101
