"","cor","number"
"MAGIX",-0.234483145610562,12247
"REPIN1",0.234457839881546,7626
"SCRG1",0.234427632744717,7907
"HAX1",-0.234362970276132,7508
"C10orf82",0.234356932488172,15064
"VSX1",0.234324547488882,6242
"CLEC4F",-0.23430220691587,17185
"GRM5",-0.234259568503023,14783
"CCNA1",0.234254685648407,5455
"TTC30A",-0.234229566655183,12986
"C11orf54",0.234217065385252,2151
"OPN1LW",-0.234195416956104,6223
"TRIB1",-0.234193772730006,16654
"LPHN2",0.234143583547989,11850
"ACP1",0.234027455460466,9609
"OTX1",-0.23401090821996,10077
"ZNF227",0.234003924939897,13266
"LMBRD1",0.23399681500107,3434
"COL1A1",-0.233975188017428,8812
"DSCR9",-0.233973465355191,11662
"SEC31A",-0.233963126785976,10323
"KIAA1086",-0.233904730480133,6277
"KIAA0825",0.233874972147184,4341
"LOC56964",-0.233873109115071,13386
"ZG16",0.233858970083713,43
"SEPT5",-0.233702625626118,12020
"ZFPM1",-0.23369874737038,12243
"SLC25A21",0.233696953030218,11062
"THBS2",-0.233687586935826,4008
"ZPBP2",0.233638126204062,10002
"RAB6A",-0.233623022502376,5031
"PPAT",-0.233602231018614,6264
"TRIM22",0.233581515560318,7722
"XKR6",0.233563020747569,14917
"C1orf53",-0.233548306557143,9589
"ACY1L2",0.233506302014497,2222
"ZNF154",0.23348787169516,9974
"SDF2L1",-0.23348388929284,9714
"GOLGA2",-0.233331640967956,7289
"METTL7B",-0.233329387156678,9071
"LOC541473",0.233326989375656,13006
"CKB",-0.233295585028633,9987
"C21orf125",-0.233279176386454,3986
"PEX3",0.233214848389122,14785
"ADI1",0.233203778515483,2338
"NUP210",-0.233203091358079,5996
"CALD1",0.233196879788925,5306
"C17orf44",0.233196411914954,11769
"PTH2R",0.233190360700336,12641
"CD93",0.233154981900265,4753
"C18orf22",0.233133875857266,3642
"PKMYT1",-0.233133675947678,1860
"KRTAP4-10",-0.233132257295344,6562
"TSPAN32",0.233093706817637,1092
"SR140",-0.233035302326478,15791
"TMEM116",0.232997424144483,1854
"NOTUM",-0.232989859190325,16431
"RPS4X",0.232987430943885,16399
"KYNU",0.232973287079994,12267
"SLC22A3",0.232961183659959,13566
"RDM1",-0.232877484574814,5430
"KIF13A",0.232806066665245,3032
"RETSAT",0.232794083194623,12925
"GZMH",0.232789669733742,8227
"PPBPL2",-0.232682679600315,3823
"C21orf45",-0.232674327676747,8135
"OR2AG1",-0.232634606479088,13569
"PROX1",0.232612439217454,6818
"FAM125A",-0.232557404183276,15662
"STX6",-0.232551549544932,971
"AURKA",-0.232404268169264,15414
"HSPA14",0.232309949405364,11527
"C20orf116",-0.232300916551719,3305
"TAC1",0.232201990985314,394
"MTMR8",0.232196816907023,7879
"OR10H5",0.232188264200038,9437
"CCDC74B",0.232176324051323,11424
"BGLAP",-0.232173149862614,9317
"MCEE",0.232130373876246,16696
"LOC374395",-0.232118160025727,14105
"COPA",-0.232061013861489,5611
"CRELD1",-0.232059438986947,13787
"RBM18",-0.232051637414204,10618
"CXXC6",0.232051325070122,13618
"TMEM51",-0.232042970446486,6053
"NT5C2",0.232030828919389,17076
"S100A5",-0.232009097200878,12086
"BLOC1S2",0.23200267346338,15248
"SPHK2",-0.232001478667179,3269
"RCOR1",-0.231925265950537,7149
"C7orf51",-0.231854411022491,12447
"GKN2",-0.231834160223118,14049
"FOSL1",-0.231804973585831,15139
"GLI2",0.23172327594039,7415
"GNG2",0.231676361154636,6982
"PHF19",-0.231674181222525,1406
"NLRP2",0.231668783014376,16871
"MTRF1L",0.231662270485687,16924
"GTF3C3",0.231634846387134,2303
"SEMA5B",-0.231629415336325,14646
"C20orf185",-0.231620918310584,8268
"C7orf50",-0.231572321700645,4965
"FCGR1A",-0.231426671318798,7481
"C8ORFK29",-0.231416665340926,2370
"ZNF493",0.231383775662227,2826
"TMEM147",-0.23138127552616,1033
"NME3",-0.231372999839974,17190
"PJA2",0.23132042609206,2434
"GDA",-0.231210324535731,13054
"MCM2",-0.231195480219771,13793
"PCDHB6",0.231178455872389,2756
"FAM64A",-0.231139054543513,10834
"ZFP36",0.231113570381206,2503
"METTL6",-0.231022137333056,13685
"OIP5",-0.231007026945983,4820
"ZNF398",0.230979891642825,4271
"NHLH2",-0.230932571631049,6865
"GNL1",0.230902588803659,14511
"C22orf13",-0.230866694791423,15396
"AP1M1",0.230844504310854,12256
"LYN",0.230838171018034,10416
"ULBP3",0.230806294548238,15393
"BCL6",0.230804858683945,6987
"TMEM16A",0.230796981252418,2094
"ATOX1",-0.23078562385048,14089
"SOCS7",-0.230749754957067,16803
"SH2D3C",0.23074548758114,15592
"TSTA3",-0.230725350276679,3316
"PRIC285",-0.230699628420556,1538
"PIP5KL1",-0.230653049914867,6393
"PRAMEF8",-0.230618419079047,9810
"ENTHD1",-0.230614478095861,597
"LSM1",0.230613357050864,4157
"TIMM13",-0.23059792803193,14976
"ABHD13",0.230560025425816,15845
"PDDC1",-0.230511891188911,14752
"PRPF4",-0.230490212135646,14649
"AMH",-0.230466078426302,3968
"C1orf78",-0.23046303784899,12962
"KCTD19",-0.230452708821786,10595
"FAM108B1",0.230435342628156,16128
"CRISPLD2",0.230432807071819,15106
"C9orf64",0.230428863795792,12478
"CPNE6",-0.230417290629051,7298
"FAM108A3",-0.230396000931139,7978
"MS4A2",0.230380210286202,10984
"KIAA1913",0.230326109588004,4035
"FA2H",-0.230323542019512,14376
"TGM3",-0.230321771824955,1443
"AFAP1L2",0.230318248106983,16821
"IL4R",0.230308241187118,3065
"C1orf112",-0.23030516446563,9001
"IQUB",0.230288632878349,12199
"ECGF1",-0.23025050916699,14459
"ODF2L",0.230249089903167,14468
"A4GNT",-0.230230353673187,8740
"HSPC152",-0.230202097427979,5984
"USP29",-0.23020028136187,14087
"SOX3",-0.230150652641247,7987
"KDELR3",-0.23011575705183,5943
"DRAM",0.23001826952666,3726
"ATG3",0.229981067243652,4848
"BRDT",0.229977872644306,726
"OR6T1",-0.229977253814582,2957
"KCNH2",-0.229962889969535,12100
"PRR3",-0.229957831592118,2172
"THAP9",0.229956903159385,9815
"SETDB2",0.229910915311553,6208
"ZNF14",-0.229895199101015,12647
"RAB28",0.229873739291057,926
"FCRL2",0.229864888533314,8030
"THADA",0.229861597480223,8887
"CXCL16",0.22982884315277,17211
"ZNF696",-0.229734876465582,12404
"TBC1D10C",0.229712672426902,12630
"SMURF2",0.229679216408874,4883
"ZNF281",-0.22966934487704,7974
"ARSJ",0.229660022642769,14040
"TBC1D4",0.229617360256261,3832
"WDR64",0.229554847367182,10274
"PHLPP",0.229537860033134,8546
"SOBP",-0.229531750689862,7530
"SRMS",-0.229482314012469,305
"C1orf186",0.229476336230339,12896
"SERPINB5",0.229456943161866,16252
"MRPS9",0.229395637301191,6972
"HINT2",-0.22936500641969,3949
"KIAA1529",0.22934901704839,1750
"LIN7B",-0.229332034657996,4831
"ZNF180",0.22930926403469,8462
"H2AFX",-0.229287151841724,5935
"RAD51L3",0.229237401773763,10644
"GLRX2",-0.229235483213538,5584
"TRIM16L",0.229175921325937,7561
"GNPAT",-0.229163255231951,6371
"ELN",0.229069470237186,10156
"KIF20A",-0.229067352478239,4190
"ATF4",-0.229052912816344,12396
"CDCA7L",0.229042878446199,16500
"EIF4G2",-0.229004828075908,4243
"ARHGAP29",0.229004232379686,13754
"C21orf2",0.228975437505308,4829
"CTA-246H3.1",0.22889806354175,11465
"PYDC1",-0.228783932854567,15150
"KCNS3",-0.228770148601316,14042
"SMAP1L",0.228723932753264,8494
"NUCB1",-0.22872239412484,4559
"AKT2",-0.228719193706586,639
"FAM44B",0.228706189340121,8645
"IFNE1",0.228694946135024,3742
"CEBPZ",0.228660519539174,15586
"C13orf24",0.22865970583884,2887
"PSCD1",0.228640277736712,7894
"CCL28",0.22863883779061,10540
"TSEN54",-0.228627288936337,489
"KCTD2",0.228581724818633,9184
"PAFAH1B3",-0.228543067573561,2494
"SNAPC2",-0.228535110202716,5178
"ADCYAP1",0.228502498051508,4984
"MPO",0.228461065120382,5795
"PARP11",0.228413546902228,3550
"GATM",0.228394151484748,2101
"NPC1L1",-0.228388130579408,3922
"IMPDH2",0.228380441698425,15268
"RAD9A",-0.228375197655445,3470
"THEX1",0.228366496443344,2426
"SIAH1",0.228322082518214,12450
"DUSP2",0.228299271917464,1248
"FAM122C",0.228299144815341,4111
"CWF19L2",0.228280481136418,5382
"EZH1",0.228280376926732,6057
"NMU",-0.228253736740321,7488
"SNRPC",-0.228239534885784,13366
"DSN1",-0.228168239967285,2031
"ASPSCR1",-0.228053007728443,2569
"IWS1",0.228048090966703,10808
"RAB32",0.228041734010442,5144
"C9orf93",0.228010804442095,9243
"ANKS4B",0.227992298850015,10910
"SFMBT2",-0.227943400613796,14448
"RNF165",0.227909813573373,1585
"LOC91893",0.227874870069114,11976
"SLFN11",0.227867879302956,819
"ZNF181",0.227855431718822,10919
"CMTM3",0.227773249952887,4587
"CEBPG",0.227771645826698,1809
"PAX6",-0.227737778158538,9371
"WDR74",-0.227727220494699,9400
"B4GALT7",-0.22772530913107,17036
"SNRPB2",-0.227709593047186,920
"CSTF2",-0.227665402933488,12546
"RACGAP1",-0.227570866762088,2344
"SEMA3D",0.227530053912337,8444
"FYTTD1",0.227523010021015,4097
"FLJ37078",-0.227522728864945,15489
"SDC4",-0.22746348183918,12235
"REXO2",0.22740818911675,8653
"IDH3B",0.22739973065699,10815
"TRA16",-0.227391274902437,12702
"ZNF451",0.227377490243751,12606
"AP3M1",0.227342035389013,10513
"GPR62",0.227331955683303,13401
"ME2",0.227317147681439,11414
"FRMD6",0.227257062591918,5779
"TMEM71",0.227256527577192,12644
"DSCR2",0.227252213495509,15568
"OTOS",-0.227240935606523,10483
"OR2A12",-0.227228900226475,6074
"MNX1",-0.227168493988125,6522
"LOC401431",0.227166997861684,4772
"EPHX2",0.227156667846954,3791
"INHBA",-0.227125540106776,12553
"PLEC1",-0.227115370031146,2296
"ADAT1",0.227103997226916,13898
"UBE2L3",-0.227068443997757,7021
"BBS12",0.227020085385715,8809
"WDR27",0.227014739617345,13792
"PLXNA3",-0.227013489561764,9843
"SPTB",-0.227006589832057,10525
"SH3BP2",-0.226949867917011,13644
"CRISPLD1",0.226936279521743,1423
"SH3BGRL3",-0.226925333004139,7429
"STX7",0.226847029545418,5847
"GTPBP3",-0.226714465157168,10039
"ITSN2",0.226705567417559,16433
"CTXN1",-0.226699702035305,16459
"MLLT3",-0.226664825606494,14527
"GPD1",0.226657005789702,15344
"IFNG",0.226654589943976,10482
"VEPH1",0.226604688757253,16294
"PIK3C2A",0.226583875719298,14336
"CHRM1",-0.226529362013972,8939
"CLDN11",0.226382301342076,5537
"TRIP13",-0.226382033342908,14571
"C14orf148",0.226373970956778,8368
"ZNF619",-0.226317087606991,1679
"C6orf211",-0.226299575992988,2780
"MIRH1",0.226292402556287,17003
"CTSG",0.226273646412748,14696
"POLR2G",-0.226257574099931,2199
"CLPTM1L",-0.226251471201963,5066
"TRPA1",-0.226228852229078,2567
"IFT74",0.226171458855723,7110
"SPINLW1",0.226147932131702,10312
"ZNF546",0.226101269429034,16621
"MRPS17",-0.226100642021853,16384
"KIRREL",-0.226096464062202,9642
"FMNL1",0.22606098948376,524
"UBE2Z",-0.226055936123432,7403
"DOCK4",0.226048924104334,11304
"PCDHB3",0.226037090642799,17060
"TADA2L",0.226001048347613,12065
"LRRC8A",-0.225970412018081,8914
"DLGAP4",-0.22596345759081,11055
"CDS2",-0.225961268052155,13497
"NPC2",0.225914787672869,15297
"ZNF26",0.225910333782966,7370
"ZNF624",0.225887106583629,678
"TMEM135",0.22588448155919,5289
"SORBS2",0.225843703696714,4627
"SELPLG",0.225818474622824,11532
"BMP3",0.225787507018434,74
"PCGF5",0.22574103955963,12568
"APEX1",0.225718494942483,7008
"RAB12",0.225710178486017,6275
"FAM24B",-0.225691459654702,14275
"MERTK",0.225671724497508,14284
"NFYC",-0.225661047077951,9009
"SNRPN",0.225656785415698,1822
"INHBB",0.225611351636753,16688
"MRPS21",-0.225610707186208,866
"SLC17A7",-0.22559947747271,3729
"SLC17A3",-0.225597256147995,2369
"ISG15",-0.225562630105687,10337
"SH3RF2",0.225501063671824,6019
"EMR3",0.225474905088597,9592
"LOC124220",-0.225472117356121,12070
"MADCAM1",0.22545701958719,3106
"XKR4",0.225441621300397,5361
"AK3",0.225438671264358,7714
"FAM92B",0.225382898692584,12466
"ABHD8",-0.225366775500886,732
"LIN9",-0.225358676330365,9533
"ZMYND12",0.225310219566969,1918
"TUBB2C",-0.225292373054736,13148
"CCDC98",0.225258075001115,1433
"ZNF568",0.225253071163937,296
"BPIL1",-0.225252281387517,16887
"MARK2",-0.225222199751388,2917
"PI4K2A",0.225168997522249,14251
"FAM9B",-0.225122755568632,4693
"ART3",-0.22510705571169,17117
"KIF15",-0.225084345399495,8450
"SPSB3",-0.225077477491989,1905
"ABLIM3",0.225036016860502,17145
"PHKB",0.224983707727107,1027
"C2orf57",-0.224974312691972,2363
"RANBP6",0.224962955951976,6715
"MUCL1",0.224939494585782,15860
"AMELY",-0.224905925710192,2112
"SPATA7",0.22486463388282,3775
"LGTN",0.224859259111745,7938
"LIFR",0.224842630807247,16859
"BMP5",0.224820280646134,11861
"AOAH",0.224818290753158,15105
"hCG_1990170",0.224813529852526,608
"ASCC1",0.224802842912159,11012
"RELN",0.224786268229019,15082
"FLJ20920",0.224768140220617,496
"HCFC1R1",-0.224763341686991,13417
"PRAP1",-0.224756079883508,16661
"RAB40B",0.224686392899527,10920
"ITSN1",0.224666376506698,297
"C20orf94",-0.224654075989808,14986
"ITGA5",-0.224650198377531,13003
"IL20",-0.22464781166927,15759
"MYBL1",-0.224623379280039,15720
"C3orf32",-0.224610473692973,8946
"DKFZp686D0972",0.224553450471513,3817
"RAG1AP1",-0.224543652590141,16529
"BPI",0.224510742138265,14001
"IRAK4",0.224488926825234,4281
"ITGA6",0.224429517604985,15562
"ZNRF1",0.22442719416784,10843
"KLHDC3",0.224375318919087,632
"ANKS6",0.224353342527831,16447
"OGFOD1",-0.224351562373024,13823
"GART",0.22433032428749,5921
"BCAS4",-0.224327681002629,14594
"FGA",-0.224314221595026,1754
"TNNI3K",0.224302702347042,4005
"MEFV",-0.224259618155612,13004
"GPM6B",0.224221410349964,10708
"PFN2",0.224215317867849,16497
"ANGEL1",0.224212614325193,10165
"MLXIP",0.22421077258269,16224
"MPHOSPH1",0.224187531478251,4795
"SFRS2B",0.224133952934032,11219
"LOC441376",-0.22406287558953,4395
"CECR2",-0.224056452434318,10961
"TEAD2",0.224003051656618,3577
"NDUFA10",0.223992986486103,12898
"HIPK4",0.223983526110728,13795
"KCNV2",-0.223979081917152,4742
"BCMO1",0.22397783162279,6066
"CXADR",0.223953882269327,6601
"IFI27",-0.223934370682488,13310
"TGFA",0.223933473349683,8448
"AIRE",-0.223898985534193,15308
"LOC391356",0.223859545981154,8011
"LARP4",-0.22385239654326,7524
"MTCH1",0.223769666088336,1444
"GPR109A",-0.22374504530532,14907
"EIF1AY",-0.22372234196501,834
"PF4V1",0.223676793262142,15947
"FHL5",0.223660238494539,2661
"PIGQ",-0.223631786857606,7259
"DKFZp434B1231",0.22363133670432,5536
"ANKRD41",0.223624930106665,12525
"HNT",-0.223586562459843,9236
"HLA-DQA2",0.223567948450147,11566
"TWF2",0.223535408631419,3615
"CD276",-0.223411024761776,9327
"TMEM58",-0.22337968534687,8548
"TRIB2",-0.223360101941415,12958
"PLOD1",-0.223329921750739,16225
"BHLHB2",-0.223299637046632,15549
"HIST1H1C",-0.223261141235567,972
"NSUN7",0.223239918604794,7512
"LINGO1",-0.223208971099791,16617
"HOXD8",0.22315167437392,13597
"CCDC22",-0.223148589154766,2021
"THNSL2",0.223121203537507,11895
"GAS7",0.223086421634739,10655
"WDR82",0.223085289008098,13535
"LUZP1",0.22307283104567,4454
"SFRS2",0.223048138313363,1631
"MEX3B",0.22300869210916,1113
"TSPYL4",0.222969834527039,15351
"ERBB2IP",-0.222964086960098,171
"TMEM176A",0.222957940786259,15547
"CCDC43",0.222879588244105,13160
"CYP7B1",0.222854012809691,3645
"RSRC1",-0.222837305891418,13198
"FAM135A",0.22282040990644,1278
"GAS2L2",0.22280258533852,9491
"TXNDC5",0.222776656711389,8079
"GLDC",0.222738071817371,7327
"ZNF214",0.222694198653603,9785
"LONRF3",0.2226776872085,12540
"CCDC144A",0.222661226705522,4760
"C1orf32",-0.222660791447505,4841
"LRRC57",0.22264115025777,3184
"OR2C1",0.22263605558805,631
"UPF1",-0.222591868187824,4868
"JOSD1",0.222578372830567,16686
"PAK6",-0.222489411481396,3441
"CENPA",-0.222471089568727,10240
"MKRN3",-0.222435510316113,1912
"GLRX3",0.222402913865167,1668
"NSL1",0.222377684054089,8025
"CPAMD8",0.222358956115495,6782
"CYP2A13",-0.222284041104193,14481
"SPATA2",-0.222247383743311,2673
"FABP7",0.222234798041826,16273
"TNF",0.222181404012719,2505
"TDRD5",0.222174169784725,2354
"NPR1",0.222170148871819,179
"C9orf85",0.22215728446924,11966
"LOC284402",-0.222141226923842,4169
"CKS1B",-0.222106680347704,3561
"DUSP18",-0.222105316073349,4618
"C1orf61",0.222066322828044,4475
"F5",-0.222020304473277,3107
"OPTN",0.222007061350432,16817
"RGL3",-0.221858236604747,3601
"SBNO2",-0.221852093961341,11025
"COL16A1",0.221832945327189,15941
"RIPK1",0.221810095889092,8396
"TIGD5",-0.221757306875252,6491
"TNIP1",0.221729952451426,9525
"CA13",0.221714192085842,3331
"DUSP26",0.221666321110056,7909
"TMEM139",0.221658942316412,2214
"EMCN",0.221655776505672,7116
"ERGIC1",-0.22158969712546,1090
"CASP4",0.221563221214441,974
"ABLIM2",0.22151172018575,10293
"CYB5D2",0.221492744883766,12316
"RASGRP2",0.221479499555185,12109
"EEF1E1",0.221466102272874,8377
"KCNK10",0.221464279165408,9016
"RENBP",-0.221457601275509,9877
"FBXO18",0.221450885668663,8631
"RBP5",0.221449823674956,3293
"USH1G",-0.221438294076036,6217
"PYROXD1",0.221422559602023,11326
"RPGRIP1",0.221401985526826,12022
"C8orf70",0.221341789036518,5582
"PRDM9",-0.221207981341461,9934
"C5orf35",0.221182814173316,3240
"PRAMEF10",-0.221180320879025,7498
"TMEM163",0.221176587046716,4090
"ALG13",-0.221176065668848,14377
"DOCK7",0.221152144211657,13994
"TMEM98",0.22114653655616,15315
"TCF7",0.221107069754481,15034
"RBMXL2",-0.22106743422542,13862
"OPRL1",-0.221049180931355,12309
"DULLARD",0.221045996741107,5689
"IFT80",-0.221016645098385,12141
"C17orf70",-0.22097405171728,5449
"MFAP5",-0.220964749129722,2406
"FGFR3",-0.220922082911673,6738
"RGS9",0.220907846486139,8486
"ABRA",-0.220899501224401,8737
"RNF38",0.220877382018045,15185
"C13orf8",0.220869115574321,11945
"PRPF3",-0.220852370235132,251
"PPIB",0.22085077469545,10249
"CD59",0.220849628543649,6062
"KIAA1045",0.220845102859598,535
"LOC400506",-0.220840556927073,14462
"TTLL6",0.220833417048855,7766
"WDTC1",-0.220800787380247,11407
"DFFB",-0.220792213716095,1097
"PIAS4",-0.220776578136234,16037
"C11orf1",0.220775439653669,4098
"C7orf25",0.220755036902363,1970
"LOC541469",-0.220725914662883,15554
"C9orf86",-0.220718783616628,8320
"C20orf121",-0.220712132083034,7157
"PPP2R2A",0.220693028530677,706
"TEX264",-0.220663482097704,7656
"EXOSC4",-0.220589816925228,16006
"OTOP2",-0.220567998582301,4392
"RABEP2",-0.220510159894942,2446
"SIRT4",0.220451233602057,10035
"HIST1H4A",-0.220414627168639,5358
"LTK",0.220377179656471,11796
"CREBL1",-0.220375722723577,5441
"CHEK1",-0.220343524696665,9984
"ACVRL1",-0.220338557120595,14155
"C14orf155",-0.220333982882511,1742
"EPC2",0.220277319298104,623
"HTR1F",0.220270198764866,12549
"CFHR3",0.220259981562829,12863
"RNMT",0.22025248620952,5279
"DAPP1",0.220195704953896,4575
"PRAME",-0.220194593651216,10758
"EPAS1",0.220185478163402,11798
"C5orf4",0.220164527001666,2465
"ETNK2",0.220144834780086,4501
"GLI1",0.220095206175962,2562
"PILRB",0.22005811966295,1653
"DOCK1",0.220044995695643,15714
"SAMD11",-0.220039336439551,15836
"COPS4",0.22002540547673,4515
"PDIA3",0.219963756570319,10959
"LMNB2",-0.219948400856976,4462
"MGC16385",0.219900470208524,810
"SH3RF1",-0.219849487633419,9672
"C9orf135",-0.219845868569189,9218
"C1QTNF6",-0.219801308299197,11533
"BTG1",0.219798541302949,7775
"SLC22A15",-0.219797074664759,15844
"FZD4",0.219779119777177,9747
"RNF170",0.219758681177822,14127
"CCDC100",0.219731784285021,3648
"YES1",0.219668553450445,15650
"ZNF667",0.219613330031746,272
"LAIR2",0.219600842061106,3411
"HTRA4",0.219600685261941,11888
"FST",0.219574635324123,314
"BCKDHA",-0.219567336901818,5092
"MAPBPIP",-0.219535123169928,4520
"NR2C2",-0.219528115776913,15410
"PRCC",-0.219526175846983,5377
"MUT",0.219502607816972,2904
"HHIP",-0.219414734574358,17084
"FLJ11235",-0.219355509053743,6145
"OR6V1",-0.219352102411406,4187
"ENTPD2",-0.219348930083714,2583
"GPI",-0.219318318324468,3469
"PPP1R1C",-0.219305257628114,12810
"PRPH2",0.219288486499611,13648
"RBM23",0.219279335120302,14198
"STAC3",0.219245276917736,17157
"GTDC1",0.219198733128635,16962
"MED6",0.219186768458828,8078
"NMB",0.219174960802742,9862
"LHFPL2",0.219162938033727,4439
"P4HA1",-0.219159383330418,15980
"PDCL3",0.219103047511947,15
"MFSD4",0.219087819989986,16963
"GLUD2",0.21908677595662,14171
"CXorf34",0.219077457818239,11763
"EYA4",-0.219073184806286,4189
"PPIAL4",0.219027089908333,15630
"WDR89",0.219015797146495,4455
"AZI2",0.219003122368878,16060
"MT3",-0.218966259996586,11052
"CREB3L1",-0.218959710400879,2
"GCLC",0.218954832362478,13546
"ZFR",-0.218951088949998,10676
"MPV17",0.218901894514696,15938
"ZNF19",0.218887598855648,10722
"ALDH1A3",0.21888701495872,15991
"ALDH3A1",0.218854573418009,12611
"ACRV1",-0.218806780294094,12490
"TNRC15",-0.218780575792889,723
"FILIP1L",0.218773068706659,5179
"CRYAA",-0.218726301203918,8271
"LRP12",0.218699960889908,5170
"ZNF683",0.218663122772102,4302
"ASTL",-0.218626466592871,9833
"GLIPR1L2",0.218604421542086,15963
"ZBTB38",0.21849792149383,1197
"RBBP9",0.218482179673526,9964
"TMEM83",-0.218422645834544,5875
"CARS2",-0.218412652236397,1393
"DSG2",0.218404248930871,12133
"DLEU1",-0.218397631121037,8668
"RNF148",0.218358332466211,8360
"TG",-0.218333573458957,16816
"CYSLTR1",0.218324176229921,656
"NFKBIA",0.21826421294107,13963
"STMN2",-0.218241870387856,5363
"ACOX1",0.218235897389214,3455
"IK",0.218229736109596,6962
"SPNS3",0.218225753216276,6209
"LRRC40",0.218205291422678,1829
"GPRIN3",0.21818735252981,1987
"UGT2B11",0.218160737007972,4158
"SDK1",0.218134697039811,14757
"POLR1D",-0.218128521362533,1839
"TMEM55A",0.218126888245368,17113
"LOC388419",-0.218091729724919,2767
"CLSPN",-0.218086685514351,3069
"SIPA1",-0.21808617165055,6668
"TTC8",0.218076932782006,15859
"NEFM",0.218054868549288,10007
"MTO1",0.218040015715641,774
"DNAJA4",-0.218021393322237,14195
"MRPL18",-0.218016917359746,14630
"SLC2A10",-0.218004298481234,9060
"DDX4",0.218003697135271,8129
"EFNA1",-0.218001910418496,5782
"LOC389517",-0.217987962171813,3175
"TMEM22",0.217969363521172,6233
"DEPDC1",-0.217963636980855,13575
"DLGAP2",0.217958240779307,4196
"ZNF778",-0.217932006025954,10093
"SFTPD",0.217931654033211,2565
"SSB",0.217928820672406,9436
"C16orf78",-0.217925910330613,513
"CDK3",0.217919966176146,16191
"CAV1",0.217908426221485,14810
"KCND3",-0.217907558321811,15495
"ZNF784",-0.217907417729336,14798
"CBX4",-0.217885911317743,9349
"KCNH8",0.21787116587576,14695
"FLJ10986",0.21780869032157,15926
"WDR90",-0.21774638591275,11743
"FIG4",0.217695361776084,4917
"PEPD",0.217664825733266,17258
"NDRG1",-0.217632636322261,646
"DSG4",0.21758909157806,8195
"WDR75",0.217422602111458,5651
"SLC22A6",0.217417710315374,6695
"DIMT1L",0.217390190530746,84
"MYOD1",-0.217371724705983,15439
"FKBP7",0.217340779159955,9908
"LAMA1",0.217311743561479,4798
"PLK3",-0.217275121151992,12026
"MGC71993",0.217263881974682,11851
"NR5A1",-0.217253076192409,10098
"HIST2H2BE",-0.217245474488234,1046
"ZNF294",0.217222785348006,6894
"C14orf28",0.217116020042626,5581
"PHC2",0.217081627044907,5822
"NUDC",-0.217073733721216,9452
"IKIP",0.217059051776555,12406
"HNRNPA2B1",0.217058296198408,11468
"C1orf211",-0.217054529187404,9824
"HABP2",0.217046612761801,11357
"RRP1",-0.216984374099059,15825
"SPG11",0.216941249089705,6777
"NFS1",-0.216934963906452,11632
"SLC22A8",-0.21689734553055,14359
"DKC1",0.216890278959545,10272
"SC5DL",0.216853764842819,12846
"GGPS1",-0.216823001013556,1385
"tcag7.1017",-0.216818931370254,4840
"KIF1C",0.216794604345003,8438
"ANKRD39",-0.216787820514829,12544
"SFRS6",-0.216756974808748,267
"PLD1",0.216744745485391,15385
"ATP6V0E2",0.216743028065111,11839
"NPLOC4",0.216732854501836,15929
"MARCH2",-0.216688320663354,12493
"PDIA6",0.216683143745681,13866
"ST8SIA1",0.216656721668093,7975
"C1orf67",-0.216622135762298,12834
"STOML2",0.216610458238381,12712
"PPP1R2P1",-0.216609831323925,15812
"PCK1",0.216608825117698,8032
"TMEM134",-0.216558367436231,9229
"MADD",-0.216551334419587,10231
"PPT2",0.216525791977382,6026
"RAB11FIP2",0.216508626048748,3486
"FXYD5",-0.216501165064734,13691
"FAIM3",-0.216496491798553,11128
"MOCS1",0.216488984969299,7095
"S100A2",0.216471272382703,15904
"KRT86",0.216466156808772,13553
"TMPRSS7",0.21646109105622,5104
"C19orf48",-0.216454766039968,8386
"TRIM6",0.216424121055164,4880
"FLJ20323",-0.216382029643697,1467
"ZNF160",0.216375943691615,9512
"SLC4A1AP",0.216348951939463,1794
"INSR",-0.216294970219857,14933
"FAM26F",0.216232371691206,8149
"TSPAN13",-0.216231171414373,10971
"CHTF18",-0.216160650907603,15574
"PNPLA5",-0.216123657733718,1763
"POU5F1P3",-0.216101305784542,14573
"RGS5",0.216055526892011,6038
"NDUFB7",-0.215953379635229,4983
"SNRPD2",-0.215901999954646,17288
"CXXC5",-0.215895640677512,3724
"GJE1",0.215868540504093,16198
"C14orf108",0.215863241483477,72
"GCH1",-0.215846886901261,4769
"SCYE1",-0.215841941162091,2438
"PRB4",-0.215831448128744,13973
"EFEMP1",0.215822015609326,2748
"DUSP7",-0.215817379304291,11980
"TCEAL2",0.215799955350567,580
"GLUL",-0.215780901232824,12643
"BCL2L12",-0.215766006178092,5445
"SLC14A2",-0.215746387514789,471
"WASF4",-0.215726729371057,1420
"NDUFA1",-0.215676959722147,11585
"FLNA",0.215667911451761,17228
"BTN2A1",0.215628606142827,15208
"EIF5AL1",0.215607497428925,14572
"STK11",-0.215571107175494,16002
"TBX6",-0.215542223233362,3214
"MICAL2",-0.215518935193188,16919
"RPS6KA6",0.215501976402657,11137
"C5AR1",0.215483003883783,4457
"ELOVL3",0.215458087435534,1182
"MTX2",-0.215441291724325,979
"LDLRAD3",-0.215351234187389,16978
"RARRES1",0.215340403585475,9630
"C16orf74",-0.215325763046315,6009
"ZNF681",0.215300707746147,13470
"PHGDH",0.215269289070501,13395
"ATP6V0C",-0.215232730690032,5068
"ATP6V1E2",0.215194003793999,1739
