"","cor","number"
"LARS",0.185833285732223,5643
"SPINLW1",0.185819129180671,10312
"POU4F1",-0.185796578725577,5675
"KIAA0368",0.185796181601223,399
"XKR6",0.185773056734846,14917
"SCG2",-0.185772425621179,9372
"FLJ25328",-0.185767768132803,17118
"CDR2L",-0.185747530078515,2652
"NUBP2",-0.185739223964236,5476
"TSPAN9",-0.185733849226777,4078
"TTC33",0.185714953678053,5362
"CAB39L",0.185688889630299,17111
"BACH2",0.185679301245245,11844
"SLC16A12",0.185668491804924,16342
"SIPA1L2",-0.185641423341945,3499
"ALPK3",-0.185640206414232,3353
"PCDHB3",0.18562597864139,17060
"TREX1",-0.185619399712665,6476
"DHCR24",-0.185562916525331,7665
"IL28A",-0.185534990615754,13791
"USP19",0.185530691084095,2388
"C14orf179",-0.18552721223753,1665
"VPS54",0.185523228616744,11672
"PLEKHH2",0.18548739869367,12355
"SLC24A1",0.185414912831913,5148
"NSUN6",0.185339713780196,2953
"PELI1",0.185322353338715,1514
"ZNF117",0.185224178061866,1244
"S100B",0.185192887671144,11256
"SLC22A3",0.185147814490625,13566
"EZH1",0.185100526473619,6057
"GLIS2",-0.185078360001948,4573
"PEBP4",0.185056463380044,10892
"IGSF11",-0.185021964412297,198
"ZNF624",0.18500420077577,678
"EML5",0.184972948492025,11127
"INHBC",-0.184952660823023,12881
"FAM44B",0.184920920678508,8645
"BHLHB2",-0.184894486722862,15549
"TNFRSF10A",0.184825655232567,11018
"CRYAA",-0.184807076480131,8271
"TNPO3",0.184780083008455,6124
"P2RY1",-0.184780080032304,12212
"MTERFD3",0.184753070379301,16642
"CD1E",0.184752846940196,14921
"RRAS2",0.184689987026401,1338
"TM9SF4",-0.18468079329851,9090
"LOC374395",-0.184633848552375,14105
"RAX",-0.184614299449012,7330
"C2orf37",-0.184599656503597,10437
"PRR15",-0.184525807911365,16922
"PSMB5",-0.184515156433263,6206
"APOH",-0.184511886491015,11518
"CCDC93",0.184503377463376,8157
"ALKBH4",-0.184454391994868,8156
"CKAP2L",-0.184417138836331,13840
"TSTA3",-0.18438680023682,3316
"NAV2",0.184330876529126,11232
"WDR7",0.184321242857006,7265
"ZC3H8",0.184299506133811,5023
"ACOX1",0.184298763619123,3455
"QTRT1",-0.184287591937061,2929
"C3orf58",0.184243525256929,5213
"ASNSD1",0.184232413028216,214
"LPIN3",0.184201322889786,248
"SLC35B3",0.184188017060571,5917
"OXCT1",0.18417214951528,1337
"DNAI1",0.184150335316537,6579
"BCL2L13",0.184131021614701,10294
"ZNF428",-0.184105068229397,16823
"C6orf89",0.184073563265702,9335
"C6orf27",-0.184053645947067,261
"MIRH1",0.184044510982428,17003
"LCE2A",-0.184040186184761,12914
"PDIA3",0.183999824372581,10959
"C11orf48",-0.183991062023876,9606
"C7orf50",-0.183988147163037,4965
"LOC255374",-0.183975771379709,16731
"RGL3",-0.183959265802248,3601
"POLA2",-0.183953582309671,3247
"TRAF5",-0.183938146931334,13112
"SUV39H2",0.183890758100604,2390
"LRRC4C",0.183881887285609,2340
"AGA",0.183865993688238,2720
"FAM77C",-0.183800420563518,10700
"RP11-218C14.6",-0.183785105960648,11016
"LTK",0.183769877644497,11796
"RRAGB",0.183763717318715,1044
"KCNMB1",0.183749751054241,16557
"GSTA3",0.183730893811334,12681
"SPTAN1",0.183690790826103,3498
"UBE2Z",-0.183683100820443,7403
"RGS9BP",-0.183665356261159,8140
"GPR146",0.183653063536031,4021
"CDKL3",0.183651097832974,10977
"IREB2",-0.183645383971633,5722
"C20orf24",-0.183628465466395,1131
"IGFBPL1",-0.183622163101045,15093
"ORMDL3",0.183618828950829,14287
"PRPF38A",0.183601941149801,17056
"MYT1",-0.183544461956309,16483
"GPT2",0.183532764448336,17170
"CD1D",0.183520956845761,16276
"ESF1",-0.183520129120203,8379
"PLEK2",-0.183517868869838,16815
"TSPAN19",-0.183516096734615,13409
"RAD9A",-0.183422107028935,3470
"MRPL48",-0.183360914832374,14234
"TNNI3",-0.183359829279211,7864
"SEMA3A",0.183351582980344,16361
"CLDN11",0.183346375758582,5537
"THAP4",-0.183328502098862,552
"C14orf4",-0.183326291269658,4071
"NRIP1",0.183320288673258,16417
"C3orf28",-0.183296602237715,6443
"ZNF764",-0.183259859878586,9890
"DEFB123",0.183255945879943,12883
"LGI3",-0.183164882485796,8479
"TLR3",0.183151629000061,1567
"C12orf42",-0.1831508664718,7674
"CCDC92",0.183086906473565,4248
"EIF4E2",-0.183080350298222,9027
"CCL26",-0.183048077406115,2483
"ATOH7",0.183014812070765,17212
"NPY2R",0.182998390735706,8561
"SLC15A4",0.182955609425792,14206
"NLRP1",0.182848305836168,7434
"ZNF665",0.182838494578702,3467
"FAM35B",0.182833996668664,11028
"TAGAP",0.18281311406139,13312
"ZNF407",0.182803750133244,3516
"OR6V1",-0.182802105760787,4187
"DTL",-0.182775313278535,4109
"HPN",-0.182752137758168,3310
"EGFR",0.182720892307269,640
"SON",0.182719442045538,11023
"TNFSF5IP1",0.182717121838853,5390
"RABAC1",-0.182703534268947,13473
"SHOC2",0.182692715919236,7356
"MGC33657",-0.182648871581166,6448
"CHEK1",-0.18264810754544,9984
"CD276",-0.182632975843617,9327
"ACSL5",0.182602786173282,5907
"PID1",0.182571337376717,15883
"ZNF521",0.182545133281494,8148
"ZNF214",0.182499831858092,9785
"MAFA",-0.182438761582676,15392
"PTPN2",0.182431289808336,4607
"RIPPLY1",-0.18240737784154,11695
"SYT2",-0.182377139857235,16327
"ZNF253",0.182364598641563,8589
"CCNE2",-0.182324803811464,728
"KIF19",0.18224993034002,9002
"SLC25A25",0.18222646664008,12467
"INSR",-0.182201522795554,14933
"SOST",-0.182158931794319,13449
"BMP2K",0.18215590918537,996
"FBXO46",-0.182141360782171,4674
"C1GALT1C1",0.182123925913181,2547
"FKBP6",-0.182115082403518,9784
"NHLH2",-0.182076408845455,6865
"MED24",0.18207332817162,11691
"NUDT11",0.182070980646651,1696
"PLCB2",0.182014671885235,7697
"ABCD2",0.181967490588651,10099
"HSPA6",-0.181956900398966,5817
"ADH1B",0.18192388394566,8528
"CAMSAP1",-0.181922495908224,8986
"ENTHD1",-0.181893433127276,597
"GLDN",0.181849650757312,6859
"ACADVL",0.181826481713973,4716
"PCYOX1",0.181814899191405,12282
"DMTF1",0.181811370076405,2633
"IWS1",0.18179303713119,10808
"ELOVL5",0.181787527434136,15246
"CD59",0.181772585979455,6062
"SBF2",0.181709026038713,16846
"LOC253970",-0.181641047588907,754
"TRABD",-0.181630673082424,16797
"MYOCD",-0.181617024743526,2732
"SEC24B",0.181595102224558,7217
"TIP39",-0.181574530089603,15735
"DQX1",-0.181568276877358,16662
"SLC25A31",0.181498180194123,967
"RGS5",0.181487446003471,6038
"PLEKHA6",-0.181466542616687,16153
"MAEA",0.181465977802472,14063
"LOC387911",0.181461351836185,16023
"ZCCHC4",0.181429504005417,9942
"CARKL",0.181408325198557,10914
"BTNL3",0.18140748892343,11222
"RNF170",0.181374444063526,14127
"SAMD10",-0.181350512491298,13341
"LRRC10",-0.181332104916174,8936
"ENPP6",0.181290619262019,6358
"CPAMD8",0.181274922853594,6782
"TJP2",0.181229065601506,8574
"DIXDC1",0.181205170196772,11175
"BSDC1",-0.181128698623437,421
"RRAD",0.181115040171936,11150
"OR2C1",0.181050058079623,631
"ZNF19",0.181038721043328,10722
"B3GALNT2",-0.181022117480245,4254
"VAMP8",-0.180994313468627,7669
"LOC51233",-0.180963710257635,1241
"F5",-0.180948491140625,3107
"SLC26A1",-0.180895453357397,13042
"TIMP1",-0.180807805745792,7036
"RUNX3",0.180807739005982,13087
"CFH",0.180798167351613,16415
"ADSS",-0.180771335887705,13954
"FLJ33590",-0.180763206210965,12886
"MXI1",0.180752576315764,16864
"KIAA1529",0.180724018153154,1750
"LOC388610",0.180710709447258,468
"PMP22CD",-0.180700533997014,14772
"MRPS17",-0.180598607467825,16384
"TBRG4",-0.18059798703555,11737
"FILIP1",0.180587096058789,7060
"EPHB4",0.180548869215824,16185
"TIMM17B",-0.180541585553504,11770
"FUT1",-0.180539001917021,6051
"TIGD5",-0.180508489245112,6491
"PPAPDC1A",-0.180498276715906,3932
"TARBP2",-0.180474226218958,5118
"AKAP7",0.180470835022641,11997
"DOCK7",0.180458668848913,13994
"NXT2",0.180453936633502,11810
"C6orf211",-0.180421417837179,2780
"MAP3K9",-0.180359212073258,14056
"TBC1D4",0.180353252165524,3832
"P117",-0.180350952201862,3187
"C2orf13",0.180339177407533,2349
"GPI",-0.180331812041329,3469
"LOC442590",0.180322429052198,10238
"SEC61B",-0.180316714222422,11814
"BPHL",0.180286525806624,6254
"NKG7",0.180262844887217,7926
"IQCD",-0.180186420925538,5895
"CUTL2",0.180180555174803,5797
"KCNA4",0.180167366413586,13300
"ZNF570",0.180153287857571,9709
"MON1B",-0.180112831097782,13038
"ZADH1",0.180090539941892,4819
"LOC388323",-0.180028187891276,3227
"NSD1",-0.180025760967379,15488
"STRAP",0.180004652883766,3697
"MRPL51",0.179972172908444,13931
"C1orf112",-0.179964436961819,9001
"HIATL1",-0.179958571886105,12874
"SLFN11",0.179955263370331,819
"INSM2",-0.179947628384786,14436
"MPST",-0.179939958710429,4372
"PRB4",-0.179920855179118,13973
"ANKFY1",0.179895787260868,12619
"SYVN1",-0.179849664790536,8596
"SAPS3",-0.179849641493975,5231
"THSD1",0.179841059455659,1310
"LACTB",0.179824749771872,3238
"GPR162",-0.179793446016244,16284
"EFHB",0.179792822432307,10472
"FERD3L",-0.179773572834732,8105
"GPR39",0.179770026251412,17221
"SFRS2",0.179754585896596,1631
"CA7",0.179736701179314,1593
"PROS1",0.179733772666102,430
"GNAI2",0.179728527563426,3364
"RHOV",0.179675819161394,2628
"ALDH3B2",-0.179669690383853,16711
"RCAN1",0.179664465072831,9081
"C21orf49",0.179655572798141,6844
"ART5",0.179654193324776,7644
"EPB41L2",0.179651955956342,8301
"SPHK2",-0.179641964666843,3269
"TRPM4",-0.179624815076583,8176
"TINAG",-0.179610919054791,5882
"VPS37C",-0.179587424144504,10392
"CENPA",-0.179575815299912,10240
"C12orf12",-0.179568978942358,14135
"FAM122C",0.179551118858303,4111
"NDUFB7",-0.179497992481668,4983
"RNF168",-0.179488455860069,8070
"TRIP13",-0.179487975886086,14571
"TM6SF1",0.179485011035573,4579
"ADCY8",-0.179471999427797,14516
"MBTPS2",-0.179465256581017,743
"ARFGEF2",-0.179443034237444,2577
"COX17",-0.179437217371574,5665
"GLRX2",-0.179364762744313,5584
"CHRDL1",0.179354808941241,9866
"TMEM22",0.179346538264734,6233
"MGC26718",0.179345348676061,13360
"FAM123A",-0.179301945699763,806
"OR6C4",-0.179297681283161,4825
"OR8G1",-0.179284854377025,2781
"ANAPC4",0.179239107895505,4412
"LAMB2",0.179219695387661,16010
"GPR171",0.179195514752955,15383
"DPEP1",-0.179178365136193,11642
"HIST1H2AJ",-0.179166043125459,658
"RPP38",0.179148324340164,9823
"ZNF217",-0.179114388272068,12295
"SPAG5",-0.179088503498852,13613
"MICAL1",-0.179070770273647,9677
"CX3CL1",0.17905236733157,14800
"C10orf30",0.179048293809827,6018
"ZP4",-0.179031945146669,4027
"NUCB1",-0.179031280941163,4559
"PIGO",-0.179012327441413,14969
"ME2",0.179001062054921,11414
"DLG2",0.178975639896804,8239
"SNCA",0.178974300694099,412
"C1orf66",-0.178967148239542,6930
"RABIF",-0.1789002581643,2797
"THAP6",-0.178885146347102,12919
"MGC10981",-0.178879951709769,9598
"ZBTB24",-0.178874003260681,15690
"MAGEA12",-0.178864005197074,13891
"MDH1",0.178862449923912,5567
"WASF3",0.178788052878478,5939
"APIP",0.178740159871912,3838
"OTUD7A",-0.17873742501409,9101
"BRWD3",-0.178733240390219,17053
"CLN6",-0.178715389851508,15590
"UQCRQ",-0.178703588231611,4788
"CACNG6",-0.178672572567176,962
"TAOK3",0.178623859233013,69
"CNTN1",0.178576726535162,5059
"PALMD",0.178568075534127,9432
"ALOX5",0.178567024936648,16283
"FLVCR2",0.178562377340547,9816
"HSPA4",-0.178530041407589,12134
"NFYC",-0.178516454212191,9009
"DCLK3",-0.178507501289274,6585
"TCF7",0.178492689570692,15034
"REPIN1",0.178462473537414,7626
"PNMT",0.178457981180538,3436
"HCFC1R1",-0.178448607674326,13417
"JAM3",0.178446727376354,5515
"EVPL",-0.17838482794066,7614
"C20orf141",-0.178358808836954,6967
"CENPL",-0.178311221749958,312
"HAAO",0.178298731402752,10657
"C1orf56",-0.178284126677646,7841
"ZBTB45",-0.178280346872655,5778
"IGSF21",-0.178271940844976,7097
"FLJ39378",0.178262488424339,549
"FAM83D",-0.178261640902718,14923
"SUHW4",0.178228455743268,13917
"ATN1",-0.178219956787045,10187
"TLE6",-0.178184925188047,1955
"CARD9",0.17818438488382,13333
"C19orf53",-0.178180261958003,14146
"CR1",0.178140360902607,9251
"ACVR2B",-0.178119193217567,6279
"DECR2",-0.178113837592715,4814
"PNPLA3",0.178108554468651,9325
"GPR155",0.178081062038333,11387
"SH3GLB1",0.178036549549705,5630
"PKIG",0.177981623502125,11422
"GIPC2",0.177978292882959,4958
"CFL2",0.177952876282371,9412
"PLDN",0.177892469314715,3875
"ASAM",0.177884501940213,12507
"GPR137",-0.177830501948398,6314
"VNN1",0.177784332864124,12609
"MAGEC1",-0.1777490670141,6857
"TAF10",-0.177726086767382,15363
"PRSS1",-0.177695920984928,15161
"HDAC3",0.177659592925963,8997
"EVL",-0.17763479063063,3254
"MRPL14",-0.177615215317989,9427
"KIAA1430",0.177613822079995,3397
"C20orf103",-0.177604587991067,7352
"KRTAP10-10",-0.177596513547023,4166
"ILF3",-0.177561602706709,16680
"POU3F1",-0.177540292243913,78
"KIF1C",0.177536434374354,8438
"PIP5K1B",0.177500695182143,3164
"KRTAP4-10",-0.177491243656025,6562
"XPO4",-0.17745728092223,13397
"FLJ44894",0.177447966253329,12325
"CSPG4",-0.177436909923386,6560
"C6orf170",0.177434446639641,4844
"ADRM1",-0.177410724951594,8124
"CWF19L2",0.17739130174078,5382
"FMO3",0.177368630072366,9374
"CETN1",-0.177272151905058,3571
"FLJ25778",-0.177271385412758,1216
"S100A5",-0.177268680945012,12086
"PLXNA3",-0.177244855887977,9843
"USP42",-0.177240070160702,181
"GPD2",-0.177223464940888,6340
"LDLR",-0.17718894675819,318
"REV3L",0.177173594100945,16567
"CCDC101",-0.177133548944696,8343
"C16orf54",0.177124494459153,10903
"ZNF529",0.177122261421051,15284
"KBTBD8",0.177109774554133,41
"BZW2",-0.177100042544687,11615
"TRIM10",-0.177094424894852,10596
"RNF138",0.177055448829799,5950
"PECI",0.177051829956043,221
"RTP1",-0.177040014597474,9174
"FOXN1",0.177013275502292,10660
"DHX57",0.177012998896323,1759
"E2F5",0.176958134675434,14497
"OR51B5",-0.176946596786084,2070
"PPIL5",-0.176919197481419,2648
"EDN3",0.176891486819597,3590
"ALPP",-0.176875327327829,2457
"WDR64",0.176860698694572,10274
"NME3",-0.176840524932817,17190
"TULP4",-0.176804148330912,12313
"CTSG",0.176790311454842,14696
"KLF14",-0.176774988971638,1871
"LOC441601",-0.17676891295756,6529
"DNAH1",0.176734329815696,1317
"OR1S2",-0.176730386380557,3226
"AXL",0.176719697729054,9322
"ZFAND2B",-0.176714288460354,14013
"ERG",0.176693134731452,8772
"FAM79A",0.176659983702126,5266
"BAT4",-0.176649036639531,4113
"P2RY14",0.176637192338473,7092
"ZZZ3",0.176631670633097,12893
"ACSM1",0.176628646907137,6143
"TUBB2C",-0.17662774102474,13148
"GPR6",-0.176617066191521,5126
"CPB2",-0.176607367943595,12173
"HMGB2",-0.176598000486502,1569
"WHSC1",0.17658489884939,13116
"C14orf173",-0.176582083115103,803
"NEFM",0.176565986896353,10007
"SMG5",-0.176547202416387,10543
"KLF16",-0.176512282549159,3415
"FAM109B",-0.176508662941422,14789
"GFRA3",-0.176505541594383,6023
"CEP110",0.176497951803326,15866
"CCDC98",0.176475431327782,1433
"CARHSP1",-0.176474646239357,11389
"C15orf17",0.176468814366581,9203
"SPSB4",-0.176445219922224,11699
"ELL",-0.176431444518381,13490
"SIX4",-0.17643083828723,12661
"CSNK1D",-0.176397518672859,3702
"SIT1",0.176374801127264,8084
"CAMK2A",-0.176347066835374,6155
"UNC50",0.176340608041632,790
"PAPOLA",-0.17633712626848,15220
"ANGEL1",0.176329679933745,10165
"HKDC1",-0.176286913065629,17186
"EMILIN3",-0.176282352822038,8650
"CHMP7",0.176280961170094,228
"C19orf48",-0.176279807936577,8386
"TTC27",0.176239010465576,2697
"WASF1",0.176231734081758,2203
"SLC34A2",0.176166112617959,4168
"ALG9",0.176151312995487,405
"DHH",-0.176101893287642,4987
"ZFP2",0.17608526489514,3011
"REPS2",-0.17607622143771,6922
"SFTPA1B",0.176004560824848,6306
"CDC45L",-0.175954570515052,14561
"OSGEPL1",0.175927287311206,10269
"TXNDC16",-0.17590607514121,12390
"EFEMP1",0.175898019621008,2748
"PWP1",0.175894940616944,13806
"FOXA2",-0.175877612275287,15312
"LXN",0.175876353090876,13350
"WDSUB1",0.175852376544441,2187
"DPYS",0.175852117060181,1441
"SFMBT2",-0.17584181857337,14448
"CGB7",-0.175835288211388,12484
"IRF4",0.175750073564012,10353
"SNX27",-0.175747370294662,10438
"C1orf90",-0.175740456661878,11868
"PEX12",0.175721531853089,7554
"WDR17",0.175712355081211,10124
"A2M",0.17562682696559,4459
"COQ3",0.17562648812952,12336
"ZNF354A",0.175623632445221,15610
"SMYD4",0.175600907641351,8221
"LOC344405",0.175597413061562,5608
"AHR",0.175583333157387,4620
"CRELD1",-0.175532066594957,13787
"PHACTR2",0.175526291212294,2936
"STAG2",0.175515681414087,1165
"LINGO1",-0.175507805740118,16617
"NCAPG2",-0.175497944123422,16556
"NOTUM",-0.175472484860302,16431
"C20orf114",-0.175465307171904,1357
"PIAS4",-0.175464464710776,16037
"KLHDC8B",0.175457523702103,10147
"CREB3L1",-0.175411729847412,2
"NAALAD2",0.175363061034823,2210
"MICALL1",0.175326255941027,13318
"MDM2",-0.175318689007044,628
"CSF1",0.175286402060903,12062
"SIX2",-0.175276473235889,4697
"NKAPL",0.175256645446949,4086
"C1orf77",-0.175248498892625,16633
"PRPF19",-0.175218202997494,3435
"RBM18",-0.175201862177618,10618
"RAB9B",0.175180632514783,15503
"WBSCR28",-0.175135123865969,17093
"APOBEC3B",-0.175131015788663,6771
"GRASP",0.175121088332072,8275
"ETFA",0.175117138986585,281
"CIT",-0.175088107299459,1954
"KCNK2",0.175041688334475,16777
"CCDC68",0.175023830990214,12444
"PSMA7",-0.17500459486515,14817
"RELN",0.174989882364406,15082
"LOC401152",0.174882588872236,16539
"CHCHD1",-0.174872561311239,5856
"CHAT",-0.174807797366033,12263
"SLC2A6",-0.174806981447439,15849
"SLIC1",0.174798277830492,1134
"MGC71993",0.174760961037609,11851
"PLCD3",0.17476090913702,1965
"ABCC5",-0.174757730434018,716
"CAMTA1",0.174736803892466,8877
"DPP7",-0.174641082792671,2548
"CSDE1",0.174620240781986,3459
"ETF1",0.174582027148955,12432
"C2orf44",0.174574843497158,8892
"OPN1LW",-0.17457192497637,6223
"MAST3",0.174560300014237,5424
"C7orf44",0.174554698775093,13071
"LOC554235",-0.174527885345551,4054
"PXN",0.174512334123096,11172
"TMEM88",0.174504023470115,7595
"ILK",0.174429860228775,14358
"LPHN2",0.17442287332842,11850
"BLOC1S2",0.174390345183401,15248
"PAK2",-0.174388487821724,2156
"MPP6",0.174350771178159,5078
"C1QTNF6",-0.174342139576607,11533
"NRIP3",-0.17433281277379,1891
"CCDC22",-0.174311479166646,2021
"CD247",0.174308671598351,5133
"TLR6",0.174293735623026,3468
"PRIC285",-0.174276892659863,1538
"ANXA2",0.174236556979652,9272
"DCTN6",0.17423621087473,12416
"TSPAN14",0.174168328104506,7052
"EBF3",0.174161636716713,5842
"AFG3L1",0.174138299482436,3826
"M-RIP",0.174131861826646,11521
"FLJ23861",0.174124086772518,2580
"DAB2IP",0.174122824793097,6131
"C4orf6",-0.174114708136302,11674
"IGLL1",0.174113244696103,2449
"SLC24A4",0.174108029521986,734
"FER1L3",0.174095316547535,934
"C10orf25",0.174077943503972,8744
"H3F3B",0.174068755511603,6733
"LOC388419",-0.174049118352116,2767
"SALL4",-0.173999553826369,12735
"EAF2",0.173985889370111,17268
"BTBD14A",-0.173946325611049,391
"ZNF180",0.173915735137909,8462
"C21orf125",-0.173913428992339,3986
"FLJ20920",0.173897396574236,496
"HSD3B7",0.173893837208883,6007
"KIAA0408",0.173886167583255,4954
"RAD9B",0.173875286701874,9369
"C14orf28",0.173869382668585,5581
"EIF5A",0.173863775759259,9109
"SEC24D",-0.173839416761412,14104
"MFSD4",0.173833597720268,16963
"GJE1",0.173794360225217,16198
"HVCN1",0.173776030404398,15362
"C18orf24",-0.17376951173581,5826
"WDFY2",0.173767468161377,4526
"C14orf2",-0.173765976052656,13988
"TDRKH",-0.173765744869437,8955
"SOX2",-0.173731628959166,3264
"HNT",-0.17372786315112,9236
"ZNF553",-0.173726450136418,1453
"ANKRD35",0.173681350525093,14190
"C6orf123",0.17367920020075,6623
"CXorf15",-0.173669823203018,7161
"MAEL",-0.1736394621727,7834
"MPZL3",-0.173639232147387,4016
"PAK1",-0.173625751693398,6563
"BRMS1L",0.173608645791325,822
"CASZ1",-0.173564660755339,1838
"BRF1",-0.173547942005495,16494
"CLDN9",-0.1735263407097,6826
"SH2D4B",0.173518737592054,861
"SMARCB1",0.173497994237674,3446
"CMPK",0.173492491391664,12491
"MPEG1",0.173477203171871,886
"PCDH18",0.173474196026361,4566
"ZNF480",-0.173412522526738,9165
"SLC25A21",0.173381106334886,11062
"MTFMT",0.1733810671277,7965
"PLXNA4A",0.173356370249643,14117
"NR4A3",0.173332968574991,9187
"ABCB5",0.173331781078911,12327
"ACTR3",0.173316189045952,9850
"KCTD14",0.173315096793311,1084
"BPI",0.173311225155926,14001
"RELB",0.173306488034232,16009
"TNRC15",-0.17330262804823,723
"SEMA4A",-0.173285443374414,7494
"LIPT1",0.173279915157212,4802
"STAR",0.173274815102087,11565
"SYNE1",0.173251838886209,9482
"SAA4",0.173246302246591,839
"IL2RG",0.173245982821741,1080
"TPX2",-0.173227787931284,15198
"GRIK2",-0.173227190547496,8918
"DLEU1",-0.173213554124412,8668
"FAM64A",-0.173210828390555,10834
"PCGF5",0.173208802909288,12568
"DSC2",0.173202071427025,14296
"ALG13",-0.173194388811357,14377
"LOC339344",-0.173173352406096,11058
"PGPEP1",-0.173169866568523,8693
"CDS2",-0.173153936456712,13497
"HOXC9",-0.173100411193916,6127
"BTN3A3",0.173096283755018,10557
"TSPAN7",0.173014947358498,4558
"EPDR1",0.172942967019595,1140
"SNX1",0.172938896779775,10670
"SCAMP4",-0.172913990492687,4981
"C17orf67",0.172911069573462,7701
"SLC38A6",-0.17287961846847,7099
"TMEM128",0.172872009904865,1927
"NTRK2",0.172842505343586,592
"TMEM97",-0.172808251812406,2989
"TAC1",0.172806892282443,394
"LOC152485",0.172802805997699,15811
"TNP2",-0.172802432692078,13730
"HABP2",0.172792053607239,11357
"COL5A2",-0.172777799676964,15501
"KIAA1600",0.172746090784766,560
"MUCL1",0.172736658084995,15860
"LIPG",0.172729766151437,2933
"OR9I1",-0.172725896338327,4421
"TBL1Y",-0.172725522557558,3749
"ARHGAP9",0.172722767757721,8266
"PLA2G7",0.172711517420001,7329
"CGNL1",0.172703170572572,15744
"ZNF658B",0.172702910591426,3250
"CNOT8",0.172694554384102,16028
"TMEM95",-0.172686035925812,12548
"NR2C2",-0.172634664290706,15410
"MAS1L",-0.172625191522697,13489
"ZFPM1",-0.172608481298993,12243
"LOC374569",0.172588398652315,5189
"CDYL",0.172581468400697,11920
"RFXDC2",-0.172563090324158,5408
"IMPACT",0.172562554879887,15558
"ZNF281",-0.172498567763573,7974
"OR5AK2",-0.172494645515954,8521
"BCL2L12",-0.172461554633873,5445
"ZG16",0.172354469104482,43
"FAM107A",0.172315804153589,14997
"TIMM13",-0.172310981447539,14976
"GALM",0.172306667520794,12305
"DMP1",-0.172273478218088,15189
"ATP6V1D",0.172262320987081,8626
"ADH4",0.172259434563084,9492
"CD96",0.172247501784842,1922
"HIST2H2BE",-0.172204334944126,1046
"THOC7",0.172201190439906,359
"KIF5A",0.172128100845931,8026
"CALCOCO1",0.172113819600956,5380
"ERF",-0.172113753335539,14882
"C22orf15",-0.172106976462526,9688
"PKM2",-0.172099731278308,8504
"DOK2",0.172017948604852,7469
"FLJ12716",0.171960151544573,2758
"MDM4",-0.171951801753087,10842
"EIF4G2",-0.171949335911674,4243
"GABRR1",-0.171941338380431,6222
"CYP39A1",0.171912833670885,2213
"CLEC4E",0.171907600449062,2289
"LMO3",0.171897677239897,6283
"AMH",-0.171897334712512,3968
"VEPH1",0.171887578064893,16294
"MMP17",-0.171887517523797,8449
"CCL28",0.171885008672325,10540
"C9orf70",-0.171839562088089,12910
"DIMT1L",0.171837801723357,84
"ITSN2",0.171780538273671,16433
"PSCD3",-0.171742719835112,8830
"ANXA1",0.171693988349113,7685
"ARHGAP24",0.171674781548696,9721
"FER",0.171666758025408,15910
"AP3B2",0.171654206982575,8131
"C6orf60",0.171635665846795,2517
"IL15",0.17162102339938,8058
"FAM112B",-0.171619440579992,5203
"DCST2",-0.171619245640646,3631
"NSDHL",-0.171610637467877,1577
"TRIB2",-0.171566594584106,12958
"HAND1",-0.171544046463704,1752
"METTL7A",0.171519936594627,8459
"ASTL",-0.171499900699789,9833
"AMY2B",0.171499474380979,8536
"RNASEH1",0.171486371102603,3289
"CNTN4",0.171480399311063,9972
"FLT3LG",0.171447062200089,16352
"SEC31B",0.171446684360876,7837
"C10orf119",0.171442085623648,15703
"HINT2",-0.171430706110553,3949
"MAP1S",-0.171387245756422,5355
"ATP6V0E2",0.171363511048589,11839
"ARHGAP28",0.171345933500974,7936
"FBXL4",0.171306064515237,993
"C20orf160",0.171263634395544,2519
"DLC1",0.171262189076606,7483
"SPINK5L3",-0.171261560711902,5025
"AMOT",0.171249081221477,3218
"MLL2",-0.171242703795584,11744
"FBXO8",0.171225032011888,3367
"PSCD4",0.171194213591389,4826
"SUHW3",-0.171194021600264,9999
"SLC5A9",-0.17116535548498,3694
"SCML1",0.171132307651675,1879
"CRHR2",-0.171114875671501,1304
"ACVR1",0.171104804423186,2948
"TMEM67",0.17108675663061,1598
"NUPR1",-0.171082047662364,14293
"TLOC1",0.171080897306822,5335
"FMR1",-0.171074408238246,4961
"LHX1",-0.171062701420913,12451
"GPT",-0.17104782153202,7054
"ZBTB2",-0.171042858241022,5644
"CXCL13",0.17100653855254,56
"INTS1",-0.17099118065214,8876
"LRRC48",0.170959099444718,13254
"EXOD1",0.170945621653067,12522
"HMG4L",-0.170915123133319,16628
"PHF3",0.170913504796552,12034
"SCLY",-0.170903915415189,1592
"ZNF267",0.170819807562905,1551
"ZNF543",-0.170819601781234,10073
"BGLAP",-0.170799341938923,9317
"PCNX",0.170791798595837,14333
"AMELY",-0.170788768217528,2112
"PPP3CB",0.170773556558707,2821
"YAP1",0.170766325986771,12844
"ZNF680",0.170694890310648,1950
"PRPF18",0.170632829704379,8429
"RPL26",0.170614097670906,6029
"NAP1L3",0.170610207928818,1682
"CCNG2",0.170600238919371,7876
"A4GNT",-0.170598835756135,8740
"RNASEH2B",0.170527020591455,11567
"WDR74",-0.170521440011858,9400
"PIP5KL1",-0.170480035563814,6393
"MYOM3",0.170463266899088,4285
"C14orf128",0.170427195829578,3544
"TEAD2",0.170421657464055,3577
"C11orf77",-0.170376160048454,7639
"ART3",-0.170272087681659,17117
"TRAPPC6A",-0.170257310347758,4828
"SPC25",-0.17023185545828,4023
"OR5M11",-0.170219010184231,1571
