"","var","rel.inf"
"SPRED1","SPRED1",0.364781026169911
"PELI1","PELI1",0.357271731255557
"NTRK2","NTRK2",0.356849719941521
"IL18RAP","IL18RAP",0.351718166389046
"ODF3","ODF3",0.347224213871842
"FMO5","FMO5",0.345279886774994
"ZNF498","ZNF498",0.345124332261809
"ART4","ART4",0.330497169704109
"PLEKHB2","PLEKHB2",0.32414970895879
"C17orf73","C17orf73",0.316648145543268
"TEX12","TEX12",0.315279504023601
"LCAT","LCAT",0.312564909507255
"PLEK2","PLEK2",0.303111062226283
"REC8","REC8",0.297088355813005
"LGALS2","LGALS2",0.293663745665801
"KLF15","KLF15",0.293586843469557
"MPP5","MPP5",0.291098448309027
"TRIM42","TRIM42",0.285358744744356
"KLK10","KLK10",0.285232871463819
"TRIM2","TRIM2",0.276808289464076
"ATP6V1D","ATP6V1D",0.276048444810936
"LYPLA1","LYPLA1",0.271650401852402
"ALDOAP2","ALDOAP2",0.265048162009209
"IL22RA2","IL22RA2",0.261912182029781
"NPPA","NPPA",0.260558508101028
"KDELR1","KDELR1",0.258535625173825
"FBXL13","FBXL13",0.256398618686187
"TP63","TP63",0.25569565328804
"DGAT2","DGAT2",0.248290357642298
"TLR8","TLR8",0.239297905808649
"CARD14","CARD14",0.229763992288325
"ZNF493","ZNF493",0.225947983713394
"HEATR2","HEATR2",0.224127417798484
"SGK","SGK",0.223798865262696
"SOCS3","SOCS3",0.221382537357791
"hCG_1990170","hCG_1990170",0.220897122933514
"C2orf7","C2orf7",0.218172730493156
"CHPF","CHPF",0.212226318096646
"RARRES1","RARRES1",0.205850118583099
"PROK2","PROK2",0.195962182132401
"PRRT3","PRRT3",0.183603224324139
"YBX2","YBX2",0.183089389921655
"INTS6","INTS6",0.181719263275427
"LPXN","LPXN",0.170480395667079
"PPP1R13B","PPP1R13B",0.164508037307711
"FARP1","FARP1",0.163533234562825
"HYPE","HYPE",0.160935662929881
"CTCFL","CTCFL",0.157499570103942
"CAPRIN2","CAPRIN2",0.154831934075901
"CPM","CPM",0.149506790497777
"C6orf126","C6orf126",0.14902894642339
"MRGPRX2","MRGPRX2",0.147961247960651
"TMCO3","TMCO3",0.141391894778126
"SLC26A10","SLC26A10",0.140186649265749
"APOLD1","APOLD1",0.135377258243121
"RAPGEF1","RAPGEF1",0.131611681644393
"TMEM37","TMEM37",0.130171453418902
"LCE3C","LCE3C",0.129966439097109
"KLRC3","KLRC3",0.1292751151381
"NSF","NSF",0.126775926460867
"CD200R1","CD200R1",0.120046521057294
"MIPEP","MIPEP",0.116661022133576
"RND3","RND3",0.11480941664085
"LY6D","LY6D",0.113903619792621
"LEPREL1","LEPREL1",0.113416116863264
"PCCB","PCCB",0.11315692874007
"SNF1LK","SNF1LK",0.112206921376004
"BPIL2","BPIL2",0.108301912105916
"CA4","CA4",0.103737077056129
"C1orf213","C1orf213",0.102721624028468
"SAMD5","SAMD5",0.0998646257829844
"ATXN7L1","ATXN7L1",0.0995558582997768
"ABHD12","ABHD12",0.0981401947690488
"LILRB5","LILRB5",0.0974055758026602
"COL10A1","COL10A1",0.0944424289837781
"MIF4GD","MIF4GD",0.0898158283988323
"MFAP3","MFAP3",0.084927670078116
"GAST","GAST",0.0803116318091485
"NR4A1","NR4A1",0.0800510400056669
"FMNL2","FMNL2",0.0790906220009718
"LGR6","LGR6",0.0773961872012382
"C16orf77","C16orf77",0.0761785454875028
"PLAGL1","PLAGL1",0.075996124168366
"AMT","AMT",0.0759248824477283
"KRT14","KRT14",0.0693701202392122
"FRMD4A","FRMD4A",0.0689845401799201
"NRG2","NRG2",0.0674173760053826
"C14orf169","C14orf169",0.0672888626672931
"KLRD1","KLRD1",0.0655911908722694
"PIM1","PIM1",0.0642017607223834
"RIBC2","RIBC2",0.0636706982689831
"LRIG2","LRIG2",0.0608331656113268
"CEL","CEL",0.0600461933156971
"CUGBP1","CUGBP1",0.0544188808375129
"NCOA7","NCOA7",0.0543405464075951
"CD160","CD160",0.0520633937494281
"CAP1","CAP1",0.0505519045909402
"MRPS7","MRPS7",0.050026501990961
"CREM","CREM",0.0439614110184375
"COX6B2","COX6B2",0.0435139164916076
"CHI3L1","CHI3L1",0.0430065124173913
"BAI2","BAI2",0.041719191328039
"BCLAF1","BCLAF1",0.0408359455181627
"LOC55908","LOC55908",0.040615592993537
"EGFLAM","EGFLAM",0.0396623376497405
"SPA17","SPA17",0.0378681918173681
"TMCC3","TMCC3",0.0348317323626183
"TMEM71","TMEM71",0.0341164563942365
"ADORA3","ADORA3",0.0339500499795499
"CELSR1","CELSR1",0.0337303844520816
"MALL","MALL",0.0326731996293492
"SLC2A14","SLC2A14",0.0319904516100007
"CA3","CA3",0.0313682814479534
"PBX4","PBX4",0.031079200786638
"FADS3","FADS3",0.0299738969462314
"TPD52","TPD52",0.0290963591344637
"SGK2","SGK2",0.0278160572141352
"FLJ21511","FLJ21511",0.0277616771713158
"CDH22","CDH22",0.0270416512282681
"RBBP5","RBBP5",0.0261557420777517
"TSPAN7","TSPAN7",0.0258382614143859
"ADAMTS9","ADAMTS9",0.0234279096844396
"TMEM87B","TMEM87B",0.0217290208832047
"CCL19","CCL19",0.0217172625402224
"C3AR1","C3AR1",0.017746108715262
"OR52D1","OR52D1",0.0165776321583309
"KPNA1","KPNA1",0.0162245193686253
"PPP1R14D","PPP1R14D",0.0161361139042801
"EIF2B2","EIF2B2",0.0159426575547613
"NOX4","NOX4",0.0153635977986424
"PGS1","PGS1",0.0151950052080277
"BMPER","BMPER",0.0131897150179925
"MGAT3","MGAT3",0.0129964819064665
"RASGEF1B","RASGEF1B",0.01161298827204
"SEC23B","SEC23B",0.0113246398249172
"CXCL3","CXCL3",0.0112282673566574
"CYYR1","CYYR1",0.0108073828723508
"HNRPH3","HNRPH3",0.0107404601350551
"COPS5","COPS5",0.00984030711510069
"BCDIN3D","BCDIN3D",0.00935967483460501
"HAS3","HAS3",0.00910678272946275
"EIF2AK1","EIF2AK1",0.00861666005045275
"IL6","IL6",0.0080054595557653
"KRT17","KRT17",0.00782033976525796
"RBM27","RBM27",0.00781396461643446
"HTR1F","HTR1F",0.0076345184478918
"TMEM9","TMEM9",0.00710778914962644
"CST2","CST2",0.00616718745129406
"CLEC10A","CLEC10A",0.00609992053959769
"MICAL2","MICAL2",0.00594115406081195
"AQP7","AQP7",0.0059389532235683
"RAD51L1","RAD51L1",0.00552942512481272
"LPIN1","LPIN1",0.00452484158621503
"SFRS5","SFRS5",0.00443157967459524
"SOX13","SOX13",0.00418074143243754
"GNPNAT1","GNPNAT1",0.00392328507444476
"ATOH8","ATOH8",0.00327817402849379
"CNTNAP3","CNTNAP3",0.00267576594951464
"NTRK3","NTRK3",0.00259917475270763
"SDF4","SDF4",0.00233212779141352
"CCDC19","CCDC19",0.00192351538233107
"RHOXF1","RHOXF1",0.00185176796805642
"C19orf63","C19orf63",0.00179129179798632
"ASTN1","ASTN1",0.00140443849134233
"JARID1B","JARID1B",0.0011627821136754
"GABARAPL1","GABARAPL1",0.00110290766780256
"PLAC8","PLAC8",0.00101484160043086
"EID3","EID3",0.000898177930110758
"OR5J2","OR5J2",0.000872768966862152
"NAGA","NAGA",0.000696997246738071
"ADIPOR1","ADIPOR1",0.000657395042650417
"RPL31","RPL31",0.000583618279879918
"TNFRSF8","TNFRSF8",0.000537035222017082
"LAIR1","LAIR1",0.000488804799568193
"KLRC4","KLRC4",0.000463838447460535
"NUDT9P1","NUDT9P1",0.000452300976302938
"ACOT4","ACOT4",0.000437885562981465
"RASD1","RASD1",0.000421305509326601
"TRPM4","TRPM4",0.000365301535760157
"LGR4","LGR4",0.000331486672098186
"XPNPEP3","XPNPEP3",0.000320846428400885
"TDRD10","TDRD10",0.000312126538980219
"MYH3","MYH3",0.000222508443072884
"DOPEY2","DOPEY2",0.000203094822087764
"SLC2A3","SLC2A3",0.000197164283550864
"CD300C","CD300C",0.000191976343018575
"KLHL13","KLHL13",0.000190535771718626
"RPS6","RPS6",0.000159045419444189
"CD300LF","CD300LF",0.000142488694118675
"CXorf21","CXorf21",0.000132470156404946
"ZAP70","ZAP70",0.000117887722088155
"CHRNA3","CHRNA3",0.000110339153762937
"VWCE","VWCE",9.85409741585675e-05
"CCNL1","CCNL1",9.49947780509682e-05
"MYEF2","MYEF2",8.42379957570503e-05
"FIGF","FIGF",8.19428259131046e-05
"GABARAPL3","GABARAPL3",7.76353492363005e-05
"MEOX1","MEOX1",7.3303897701061e-05
"MSR1","MSR1",6.29591404838973e-05
"TNFRSF25","TNFRSF25",4.81212858823332e-05
"CDKN1C","CDKN1C",4.2480767298785e-05
"DCX","DCX",4.14655869983946e-05
"CLDN15","CLDN15",4.00624628038933e-05
"C16orf54","C16orf54",3.84193189297106e-05
"CXorf39","CXorf39",3.42341774163328e-05
"TXNRD1","TXNRD1",3.13317281322646e-05
"MAP4K1","MAP4K1",2.77084507940385e-05
"GABRE","GABRE",2.34611970455189e-05
"MRO","MRO",1.90796653110507e-05
"C9orf116","C9orf116",1.58248584274308e-05
"WHDC1","WHDC1",1.22280324262245e-05
"TRAF1","TRAF1",1.20426086597018e-05
"CD40","CD40",1.20417784419895e-05
"AFAR3","AFAR3",9.55435287102528e-06
"APEH","APEH",8.88120537573177e-06
"BAALC","BAALC",8.12843501967117e-06
"PPP1R15A","PPP1R15A",7.53066001507146e-06
"C1RL","C1RL",7.14129640925456e-06
"RGL1","RGL1",6.21095798613567e-06
"KCNB1","KCNB1",5.76657534626371e-06
"IFI16","IFI16",4.92632426677666e-06
"DOC2A","DOC2A",3.08683619205515e-06
"ACOT8","ACOT8",2.76263068985137e-06
"CLIC2","CLIC2",1.76547249775982e-06
"ARMETL1","ARMETL1",1.38411763544876e-06
"NES","NES",1.17526179815533e-06
"DLK2","DLK2",6.50635981948471e-07
"ABCD2","ABCD2",5.41008470841497e-07
"WDR51A","WDR51A",4.5258033166934e-07
"IL15RA","IL15RA",5.93725340837474e-09
"OR8U1","OR8U1",6.80049769868371e-10
"TMEM180","TMEM180",0
"MAP1LC3C","MAP1LC3C",0
"MT1JP","MT1JP",0
"GYPC","GYPC",0
"GDF10","GDF10",0
"PTP4A2","PTP4A2",0
"NPR1","NPR1",0
"SNCAIP","SNCAIP",0
"ANKDD1A","ANKDD1A",0
"E2F4","E2F4",0
"FOLR2","FOLR2",0
"BHLHB3","BHLHB3",0
"FAM84B","FAM84B",0
"HSD17B13","HSD17B13",0
"ALDH1L1","ALDH1L1",0
"LAT","LAT",0
"GABRP","GABRP",0
"LRMP","LRMP",0
"IRF2","IRF2",0
"LRRIQ2","LRRIQ2",0
"DMD","DMD",0
"ZNF804A","ZNF804A",0
"PDK3","PDK3",0
"KCNJ16","KCNJ16",0
"CLEC9A","CLEC9A",0
"CYR61","CYR61",0
"CCDC51","CCDC51",0
"ERGIC1","ERGIC1",0
"IER2","IER2",0
"AIFM1","AIFM1",0
"CACNB3","CACNB3",0
"PLTP","PLTP",0
"HBEGF","HBEGF",0
"DNASE1L3","DNASE1L3",0
"MAP3K14","MAP3K14",0
"DUSP2","DUSP2",0
"TUSC2","TUSC2",0
"EGR1","EGR1",0
"ABCB1","ABCB1",0
"HUWE1","HUWE1",0
"CDGAP","CDGAP",0
"PLA2G4A","PLA2G4A",0
"INPP1","INPP1",0
"GCET2","GCET2",0
"DPYS","DPYS",0
"PTX3","PTX3",0
"LOC440248","LOC440248",0
"SERPIND1","SERPIND1",0
"KLRF1","KLRF1",0
"RGS2","RGS2",0
"CDYL2","CDYL2",0
"LY75","LY75",0
"PNPLA5","PNPLA5",0
"FOS","FOS",0
"TNFRSF1B","TNFRSF1B",0
"CLEC1A","CLEC1A",0
"PATZ1","PATZ1",0
"CXCL1","CXCL1",0
"TGFBR2","TGFBR2",0
"IL33","IL33",0
"MYO1F","MYO1F",0
"PPM1F","PPM1F",0
"GPX3","GPX3",0
"KRT5","KRT5",0
"ACOX2","ACOX2",0
"UGCGL1","UGCGL1",0
"FTSJ2","FTSJ2",0
"WAC","WAC",0
"DAPL1","DAPL1",0
"ARHGAP22","ARHGAP22",0
"RAB2A","RAB2A",0
"INSL3","INSL3",0
"C3","C3",0
"MRAP","MRAP",0
"GMFG","GMFG",0
"IL27RA","IL27RA",0
"KIAA0586","KIAA0586",0
"CSTA","CSTA",0
"CAPN6","CAPN6",0
"LAMB3","LAMB3",0
"PAFAH1B3","PAFAH1B3",0
"ZFP36","ZFP36",0
"ADH1C","ADH1C",0
"DMTF1","DMTF1",0
"PIK3CD","PIK3CD",0
"CHST2","CHST2",0
"WDR38","WDR38",0
"PI3","PI3",0
"TRMT11","TRMT11",0
"RGS1","RGS1",0
"BNC1","BNC1",0
"RABIF","RABIF",0
"SPPL2A","SPPL2A",0
"HN1L","HN1L",0
"OXSM","OXSM",0
"LIPG","LIPG",0
"KIAA1754","KIAA1754",0
"LCP2","LCP2",0
"EMILIN2","EMILIN2",0
"GUK1","GUK1",0
"CD47","CD47",0
"FXYD1","FXYD1",0
"ITGA7","ITGA7",0
"KCNIP2","KCNIP2",0
"ACSL4","ACSL4",0
"CD1C","CD1C",0
"GIMAP8","GIMAP8",0
"DEFB1","DEFB1",0
"EDN3","EDN3",0
"TMEM57","TMEM57",0
"C14orf130","C14orf130",0
"TNMD","TNMD",0
"LRFN2","LRFN2",0
"KCNE1L","KCNE1L",0
"TBC1D4","TBC1D4",0
"SCARA5","SCARA5",0
"PPEF1","PPEF1",0
"PIWIL4","PIWIL4",0
"ADAMTS1","ADAMTS1",0
"MGC33407","MGC33407",0
"FNBP4","FNBP4",0
"SLC1A4","SLC1A4",0
"TNFAIP8","TNFAIP8",0
"KLHL29","KLHL29",0
"CCL21","CCL21",0
"PSCDBP","PSCDBP",0
"F12","F12",0
"FREM1","FREM1",0
"HIST1H3A","HIST1H3A",0
"LEP","LEP",0
"A2M","A2M",0
"ST8SIA4","ST8SIA4",0
"PLCL2","PLCL2",0
"ZNF284","ZNF284",0
"ADCY3","ADCY3",0
"RPN1","RPN1",0
"SYNGR4","SYNGR4",0
"MYC","MYC",0
"OTUB2","OTUB2",0
"ST6GALNAC3","ST6GALNAC3",0
"SLCO1C1","SLCO1C1",0
"SYN2","SYN2",0
"CENTG2","CENTG2",0
"DACT2","DACT2",0
"CST4","CST4",0
"ZFAND1","ZFAND1",0
"KIAA0408","KIAA0408",0
"C9orf72","C9orf72",0
"SHQ1","SHQ1",0
"CXCL2","CXCL2",0
"ELMO1","ELMO1",0
"GALT","GALT",0
"HS3ST2","HS3ST2",0
"C20orf199","C20orf199",0
"FOSB","FOSB",0
"PAMCI","PAMCI",0
"PCOLCE2","PCOLCE2",0
"CH25H","CH25H",0
"PIGM","PIGM",0
"EDG1","EDG1",0
"SOX7","SOX7",0
"ECHDC1","ECHDC1",0
"EBI2","EBI2",0
"ZNF454","ZNF454",0
"CLDN11","CLDN11",0
"AQP7P2","AQP7P2",0
"SLC16A7","SLC16A7",0
"GLRX2","GLRX2",0
"FAS","FAS",0
"CRYAB","CRYAB",0
"CD36","CD36",0
"SLCO3A1","SLCO3A1",0
"RUNX1","RUNX1",0
"TSHZ2","TSHZ2",0
"MS4A6A","MS4A6A",0
"RASA4","RASA4",0
"ACVR1C","ACVR1C",0
"ANKRD54","ANKRD54",0
"SRGN","SRGN",0
"GPR149","GPR149",0
"ASGR1","ASGR1",0
"CPA1","CPA1",0
"TXK","TXK",0
"SAMD14","SAMD14",0
"KLHL12","KLHL12",0
"PPAP2B","PPAP2B",0
"IL7R","IL7R",0
"COPB1","COPB1",0
"MMD","MMD",0
"WSB2","WSB2",0
"GPD2","GPD2",0
"TOR1AIP2","TOR1AIP2",0
"ENPP6","ENPP6",0
"PLEKHA4","PLEKHA4",0
"GNPAT","GNPAT",0
"TMEM132B","TMEM132B",0
"PPP2R5E","PPP2R5E",0
"SAA3P","SAA3P",0
"LDHB","LDHB",0
"MOBKL2B","MOBKL2B",0
"KIF2A","KIF2A",0
"HLF","HLF",0
"PBX1","PBX1",0
"GALNT2","GALNT2",0
"RNF150","RNF150",0
"CD200","CD200",0
"ZNF740","ZNF740",0
"CD79B","CD79B",0
"GNG2","GNG2",0
"ENPP2","ENPP2",0
"CEP68","CEP68",0
"MCTP2","MCTP2",0
"KCNIP1","KCNIP1",0
"PDK4","PDK4",0
"CREB3L4","CREB3L4",0
"P2RY14","P2RY14",0
"COPB2","COPB2",0
"C12orf33","C12orf33",0
"FLJ45803","FLJ45803",0
"RALGPS2","RALGPS2",0
"RPA3","RPA3",0
"PHF8","PHF8",0
"CCDC69","CCDC69",0
"NLRP1","NLRP1",0
"DOK2","DOK2",0
"PREPL","PREPL",0
"BOC","BOC",0
"IDE","IDE",0
"LOC339524","LOC339524",0
"IL18R1","IL18R1",0
"TMEM88","TMEM88",0
"PVRL4","PVRL4",0
"DHCR24","DHCR24",0
"ANXA1","ANXA1",0
"PLCB2","PLCB2",0
"HLTF","HLTF",0
"RAB3C","RAB3C",0
"CLCN6","CLCN6",0
"MAN2A2","MAN2A2",0
"ATF3","ATF3",0
"ZDHHC16","ZDHHC16",0
"LBP","LBP",0
"BNIP2","BNIP2",0
"COG2","COG2",0
"PRKAB2","PRKAB2",0
"ZNF281","ZNF281",0
"KBTBD11","KBTBD11",0
"LRRC34","LRRC34",0
"PRRC1","PRRC1",0
"ZNF179","ZNF179",0
"NMUR1","NMUR1",0
"MFAP4","MFAP4",0
"ADFP","ADFP",0
"GRASP","GRASP",0
"RBP4","RBP4",0
"SDPR","SDPR",0
"TUSC4","TUSC4",0
"FMNL3","FMNL3",0
"ARRDC3","ARRDC3",0
"D15Wsu75e","D15Wsu75e",0
"RPAIN","RPAIN",0
"TPO","TPO",0
"LTF","LTF",0
"MRGPRX3","MRGPRX3",0
"METTL7A","METTL7A",0
"ADH1B","ADH1B",0
"EPHB6","EPHB6",0
"SMARCAL1","SMARCAL1",0
"PNCK","PNCK",0
"BBOX1","BBOX1",0
"HERC2P2","HERC2P2",0
"GMPPA","GMPPA",0
"C6orf105","C6orf105",0
"ENTPD7","ENTPD7",0
"FAM49A","FAM49A",0
"MME","MME",0
"GALNT10","GALNT10",0
"CR1","CR1",0
"BRI3BP","BRI3BP",0
"CCL23","CCL23",0
"FCGR2A","FCGR2A",0
"IL10","IL10",0
"PAK7","PAK7",0
"GNAI1","GNAI1",0
"ZDHHC20","ZDHHC20",0
"ARHGEF4","ARHGEF4",0
"TBL1XR1","TBL1XR1",0
"LILRA1","LILRA1",0
"CMTM4","CMTM4",0
"RNPEP","RNPEP",0
"CANT1","CANT1",0
"TSLP","TSLP",0
"LPL","LPL",0
"GRRP1","GRRP1",0
"KDELR2","KDELR2",0
"ARHGAP24","ARHGAP24",0
"COL11A1","COL11A1",0
"HIST1H3J","HIST1H3J",0
"HEPACAM","HEPACAM",0
"NEK2","NEK2",0
"NMB","NMB",0
"CHRDL1","CHRDL1",0
"RENBP","RENBP",0
"SASP","SASP",0
"FAT2","FAT2",0
"RDH5","RDH5",0
"KLF6","KLF6",0
"CD226","CD226",0
"DAPK2","DAPK2",0
"MT1X","MT1X",0
"SPAG4","SPAG4",0
"TMEM100","TMEM100",0
"P4HA2","P4HA2",0
"CAPN13","CAPN13",0
"CCDC82","CCDC82",0
"FGF2","FGF2",0
"DDX6","DDX6",0
"C19orf12","C19orf12",0
"KLK5","KLK5",0
"C12orf51","C12orf51",0
"MGC102966","MGC102966",0
"RPL13","RPL13",0
"COL17A1","COL17A1",0
"IFNGR1","IFNGR1",0
"HSD11B1","HSD11B1",0
"MFNG","MFNG",0
"KCNJ5","KCNJ5",0
"TRIM59","TRIM59",0
"SIGLEC7","SIGLEC7",0
"NTF5","NTF5",0
"SFRP1","SFRP1",0
"SCN9A","SCN9A",0
"BIRC3","BIRC3",0
"SKIP","SKIP",0
"ARRDC2","ARRDC2",0
"GOT1","GOT1",0
"MGC13057","MGC13057",0
"ANXA8L2","ANXA8L2",0
"HSPA8","HSPA8",0
"SNTG2","SNTG2",0
"NGFR","NGFR",0
"ATP8B4","ATP8B4",0
"SLC39A9","SLC39A9",0
"EAF1","EAF1",0
"S100B","S100B",0
"RGS18","RGS18",0
"GFRA2","GFRA2",0
"FGFBP1","FGFBP1",0
"LIMS3","LIMS3",0
"TMEM70","TMEM70",0
"C1QL2","C1QL2",0
"LYVE1","LYVE1",0
"STAR","STAR",0
"ABCA9","ABCA9",0
"NRIP2","NRIP2",0
"RSPO3","RSPO3",0
"DNAL1","DNAL1",0
"FPRL2","FPRL2",0
"BACH2","BACH2",0
"LPHN2","LPHN2",0
"C2orf40","C2orf40",0
"CENTB1","CENTB1",0
"BTLA","BTLA",0
"NLRP3","NLRP3",0
"MTHFR","MTHFR",0
"LOC129293","LOC129293",0
"RASGRP2","RASGRP2",0
"ARID5B","ARID5B",0
"CAPN9","CAPN9",0
"GRLF1","GRLF1",0
"SLC19A3","SLC19A3",0
"STAC2","STAC2",0
"ADRB2","ADRB2",0
"AVPR2","AVPR2",0
"LOC728131","LOC728131",0
"ENG","ENG",0
"PDE2A","PDE2A",0
"CLCA4","CLCA4",0
"INHBA","INHBA",0
"ALDH3A1","ALDH3A1",0
"SORD","SORD",0
"APOBEC3C","APOBEC3C",0
"SLC39A11","SLC39A11",0
"APOA1BP","APOA1BP",0
"L3MBTL3","L3MBTL3",0
"MIF","MIF",0
"PRO0132","PRO0132",0
"SAA2","SAA2",0
"CD69","CD69",0
"GEM","GEM",0
"COL6A6","COL6A6",0
"RPS17","RPS17",0
"GLT1D1","GLT1D1",0
"THRAP3","THRAP3",0
"MET","MET",0
"TRPM6","TRPM6",0
"C21orf89","C21orf89",0
"KLK8","KLK8",0
"LOC730092","LOC730092",0
"ZNF35","ZNF35",0
"RCSD1","RCSD1",0
"C1orf58","C1orf58",0
"SPRY2","SPRY2",0
"`PALM2-AKAP2`","`PALM2-AKAP2`",0
"FAU","FAU",0
"SLA","SLA",0
"THPO","THPO",0
"ISCU","ISCU",0
"ACLY","ACLY",0
"DNAJC1","DNAJC1",0
"FLI1","FLI1",0
"C6orf189","C6orf189",0
"ICAM2","ICAM2",0
"GSK3B","GSK3B",0
"TNFAIP3","TNFAIP3",0
"ZMYND10","ZMYND10",0
"SPRY1","SPRY1",0
"CEACAM5","CEACAM5",0
"PLEKHG5","PLEKHG5",0
"KLHL18","KLHL18",0
"MED12L","MED12L",0
"G6PC","G6PC",0
"DNASE1","DNASE1",0
"HECA","HECA",0
"RNF122","RNF122",0
"CG018","CG018",0
"UNC5B","UNC5B",0
"LIPE","LIPE",0
"STAT4","STAT4",0
"ETS2","ETS2",0
"CST1","CST1",0
"ZNF366","ZNF366",0
"CLDN7","CLDN7",0
"DLG3","DLG3",0
"ZFP36L2","ZFP36L2",0
"EGR2","EGR2",0
"RFX1","RFX1",0
"DUSP1","DUSP1",0
"GPRC5A","GPRC5A",0
"PAK3","PAK3",0
"CD97","CD97",0
"G0S2","G0S2",0
"ZNRF2","ZNRF2",0
"C10orf10","C10orf10",0
"ARMC10","ARMC10",0
"DARC","DARC",0
"ZBTB37","ZBTB37",0
"IGSF10","IGSF10",0
"KCNH8","KCNH8",0
"GRIK1","GRIK1",0
"LOC541472","LOC541472",0
"IL1R2","IL1R2",0
"DBC1","DBC1",0
"CX3CL1","CX3CL1",0
"LRRN3","LRRN3",0
"CLEC12A","CLEC12A",0
"SLC30A5","SLC30A5",0
"GPR142","GPR142",0
"CD1E","CD1E",0
"FAM107A","FAM107A",0
"TCF7","TCF7",0
"FBXL18","FBXL18",0
"`NKX3-2`","`NKX3-2`",0
"ZNF673","ZNF673",0
"LRFN5","LRFN5",0
"GPD1","GPD1",0
"C1orf55","C1orf55",0
"KLRC1","KLRC1",0
"VIT","VIT",0
"TIMM17A","TIMM17A",0
"LRRC2","LRRC2",0
"FYN","FYN",0
"TOX","TOX",0
"IL13","IL13",0
"PRDM1","PRDM1",0
"BIN1","BIN1",0
"GFPT1","GFPT1",0
"MS4A4A","MS4A4A",0
"SLC35A2","SLC35A2",0
"C1orf38","C1orf38",0
"ZFAND5","ZFAND5",0
"TEGT","TEGT",0
"RPL11","RPL11",0
"MXD1","MXD1",0
"PLEKHG1","PLEKHG1",0
"RPS25","RPS25",0
"PDE3B","PDE3B",0
"PGK1","PGK1",0
"CCL13","CCL13",0
"FABP7","FABP7",0
"RNASE6","RNASE6",0
"BTNL9","BTNL9",0
"FLT3LG","FLT3LG",0
"C9orf71","C9orf71",0
"MGC12966","MGC12966",0
"MT1M","MT1M",0
"P2RY12","P2RY12",0
"PYHIN1","PYHIN1",0
"CIDEC","CIDEC",0
"PNRC1","PNRC1",0
"CREB5","CREB5",0
"SOCS7","SOCS7",0
"KIAA1702","KIAA1702",0
"NFIB","NFIB",0
"LIFR","LIFR",0
"OSR1","OSR1",0
"BPIL1","BPIL1",0
"hCG_2028557","hCG_2028557",0
